a,replicate,gen,num_dd, num_dwt, d_fitness
0.25,0,0,6367,0,6876.36
0.25,0,1,6595,693,7413.66
0.25,0,2,6519,928,7430.28
0.25,0,3,6869,1148,7900.68
0.25,0,4,6709,1338,7807.68
0.25,0,5,6831,1447,7985.22
0.25,0,6,6485,1573,7664.46
0.25,0,7,6408,1464,7535.52
0.25,0,8,6386,1545,7545.78
0.25,0,9,6572,1521,7736.58
0.25,0,10,6695,1600,7902.6
0.25,0,11,6717,1619,7934.34
0.25,0,12,6610,1599,7810.38
0.25,0,13,6903,1548,8105.4
0.25,0,14,6743,1687,7990.98
0.25,0,15,6964,1669,8222.1
0.25,0,16,7086,1626,8335.8
0.25,0,17,7336,1713,8642.34
0.25,0,18,7282,1661,8562.18
0.25,0,19,7485,1553,8736.06
0.25,0,20,7519,1476,8740.44
0.25,0,21,7530,1533,8776.26
0.25,0,22,7616,1551,8876.7
0.25,0,23,7566,1579,8834.46
0.25,0,24,7580,1594,8855.88
0.25,0,25,7623,1718,8954.4
0.25,0,26,7529,1705,8847.42
0.25,0,27,7566,1648,8863.44
0.25,0,28,7706,1629,9006.66
0.25,0,29,7495,1584,8759.88
0.25,0,30,7510,1619,8790.78
0.25,0,31,7554,1629,8842.5
0.25,0,32,7649,1632,8946.36
0.25,0,33,7653,1723,8988.9
0.25,0,34,7926,1613,9237.54
0.25,0,35,7649,1615,8939.22
0.25,0,36,7874,1633,9189.78
0.25,0,37,8069,1693,9425.58
0.25,0,38,8395,1649,9759.18
0.25,0,39,8413,1609,9761.82
0.25,0,40,8472,1696,9862.08
0.25,0,41,8403,1680,9780.84
0.25,0,42,8495,1694,9886.08
0.25,0,43,8360,1690,9738.6
0.25,0,44,8279,1640,9630.12
0.25,0,45,8482,1719,9882.54
0.25,0,46,8625,1681,10021.0
0.25,0,47,8633,1837,10095.2
0.25,0,48,8593,1793,10033.5
0.25,0,49,8692,1750,10122.4
0.25,0,50,8566,1692,9961.92
0.25,0,51,8685,1678,10084.6
0.25,0,52,8691,1742,10117.9
0.25,0,53,8840,1699,10260.8
0.25,0,54,8946,1577,10324.0
0.25,0,55,8935,1672,10352.0
0.25,0,56,8979,1641,10386.5
0.25,0,57,9307,1691,10761.8
0.25,0,58,9373,1696,10835.2
0.25,0,59,9585,1695,11063.7
0.25,0,60,9369,1744,10851.0
0.25,0,61,9446,1724,10925.8
0.25,0,62,9384,1810,10894.9
0.25,0,63,9573,1800,11094.8
0.25,0,64,9708,1806,11243.2
0.25,0,65,9830,1802,11373.2
0.25,0,66,9678,1725,11176.7
0.25,0,67,10049,1842,11626.6
0.25,0,68,10304,1781,11876.3
0.25,0,69,10290,1876,11901.1
0.25,0,70,10277,1891,11893.4
0.25,0,71,10232,1811,11811.2
0.25,0,72,10189,1811,11764.7
0.25,0,73,10119,1714,11648.4
0.25,0,74,10297,1812,11881.8
0.25,0,75,10367,1820,11960.8
0.25,0,76,10260,1785,11830.5
0.25,0,77,10444,1793,12032.6
0.25,0,78,10478,1781,12064.3
0.25,0,79,10398,1676,11933.8
0.25,0,80,10476,1588,11981.0
0.25,0,81,10779,1651,12334.7
0.25,0,82,10847,1674,12417.8
0.25,0,83,10921,1634,12481.0
0.25,0,84,11018,1659,12596.2
0.25,0,85,10948,1563,12480.3
0.25,0,86,10938,1647,12504.8
0.25,0,87,10984,1721,12585.5
0.25,0,88,11307,1799,12967.1
0.25,0,89,11435,1725,13074.3
0.25,0,90,11428,1727,13067.6
0.25,0,91,11284,1779,12933.9
0.25,0,92,11491,1720,13132.7
0.25,0,93,11816,1737,13490.8
0.25,0,94,11820,1777,13511.9
0.25,0,95,12013,1709,13691.8
0.25,0,96,11924,1726,13602.8
0.25,0,97,11667,1637,13287.9
0.25,0,98,11729,1671,13369.1
0.25,0,99,11927,1614,13559.0
0.25,0,100,12113,1655,13777.1
0.25,1,0,6452,0,6968.16
0.25,1,1,6581,665,7386.78
0.25,1,2,6705,917,7626.54
0.25,1,3,6846,1032,7827.12
0.25,1,4,6866,1147,7897.02
0.25,1,5,6845,1276,7928.52
0.25,1,6,6719,1339,7818.9
0.25,1,7,6786,1474,7947.96
0.25,1,8,6867,1449,8024.94
0.25,1,9,6722,1464,7874.64
0.25,1,10,6770,1446,7918.92
0.25,1,11,6671,1542,7852.32
0.25,1,12,6827,1607,8048.1
0.25,1,13,7029,1600,8263.32
0.25,1,14,6863,1584,8077.32
0.25,1,15,6803,1627,8030.58
0.25,1,16,6855,1623,8085.06
0.25,1,17,7006,1655,8261.58
0.25,1,18,6905,1646,8148.72
0.25,1,19,7137,1768,8450.52
0.25,1,20,7321,1691,8616.9
0.25,1,21,7153,1642,8414.88
0.25,1,22,7430,1773,8769.06
0.25,1,23,7364,1763,8693.58
0.25,1,24,7280,1799,8617.98
0.25,1,25,7296,1882,8670.12
0.25,1,26,7454,1835,8821.02
0.25,1,27,7396,1867,8771.82
0.25,1,28,7512,1820,8877.36
0.25,1,29,7601,1810,8969.28
0.25,1,30,7692,1794,9060.84
0.25,1,31,7836,1762,9202.92
0.25,1,32,7845,1741,9203.82
0.25,1,33,7859,1799,9243.3
0.25,1,34,7809,1727,9159.06
0.25,1,35,7860,1779,9235.98
0.25,1,36,7708,1782,9073.08
0.25,1,37,8159,1789,9563.1
0.25,1,38,8317,1689,9691.74
0.25,1,39,8205,1656,9556.92
0.25,1,40,8243,1729,9628.62
0.25,1,41,8418,1716,9812.16
0.25,1,42,8341,1727,9733.62
0.25,1,43,8410,1821,9847.62
0.25,1,44,8535,1795,9971.7
0.25,1,45,8649,1789,10092.3
0.25,1,46,9013,1855,10513.1
0.25,1,47,8963,1827,10447.4
0.25,1,48,9147,1874,10665.8
0.25,1,49,8978,1924,10504.3
0.25,1,50,8956,1893,10467.5
0.25,1,51,8994,1820,10477.9
0.25,1,52,9090,1825,10583.7
0.25,1,53,9338,1828,10852.8
0.25,1,54,9479,1782,10985.8
0.25,1,55,9483,1756,10979.2
0.25,1,56,9682,1716,11177.3
0.25,1,57,9665,1714,11158.1
0.25,1,58,9791,1739,11304.7
0.25,1,59,9687,1731,11189.0
0.25,1,60,9807,1697,11304.3
0.25,1,61,9721,1782,11247.1
0.25,1,62,9570,1717,11056.7
0.25,1,63,9720,1729,11223.8
0.25,1,64,9869,1840,11431.3
0.25,1,65,9996,1900,11593.7
0.25,1,66,10056,1924,11668.6
0.25,1,67,10228,1763,11786.7
0.25,1,68,10342,1809,11929.1
0.25,1,69,10302,1730,11852.8
0.25,1,70,10270,1802,11848.4
0.25,1,71,10368,1777,11943.8
0.25,1,72,10494,1751,12068.9
0.25,1,73,10476,1761,12053.7
0.25,1,74,10625,1817,12238.1
0.25,1,75,10811,1836,12447.0
0.25,1,76,10668,1819,12285.4
0.25,1,77,10959,1919,12641.7
0.25,1,78,11117,1787,12756.9
0.25,1,79,11040,1797,12677.9
0.25,1,80,11220,1748,12851.8
0.25,1,81,11515,1781,13184.2
0.25,1,82,11216,1767,12855.4
0.25,1,83,11276,1915,12982.4
0.25,1,84,11447,1801,13119.2
0.25,1,85,11406,1761,13058.1
0.25,1,86,11487,1840,13178.8
0.25,1,87,11342,1764,12990.2
0.25,1,88,11673,1755,13343.9
0.25,1,89,11761,1755,13439.0
0.25,1,90,11965,1762,13662.2
0.25,1,91,12086,1775,13798.4
0.25,1,92,11909,1763,13602.2
0.25,1,93,11978,1769,13679.2
0.25,1,94,12338,1773,14069.7
0.25,1,95,12224,1820,13966.3
0.25,1,96,12146,1763,13858.1
0.25,1,97,12465,1771,14206.0
0.25,1,98,12671,1701,14399.1
0.25,1,99,12785,1768,14550.4
0.25,1,100,12743,1690,14472.2
0.25,2,0,6418,0,6931.44
0.25,2,1,6684,604,7472.4
0.25,2,2,6494,901,7391.94
0.25,2,3,6417,1104,7394.04
0.25,2,4,6644,1150,7658.52
0.25,2,5,6622,1286,7691.88
0.25,2,6,6680,1295,7758.3
0.25,2,7,6939,1350,8061.12
0.25,2,8,6904,1355,8025.42
0.25,2,9,6953,1384,8090.52
0.25,2,10,6974,1454,8142.6
0.25,2,11,7198,1622,8455.08
0.25,2,12,6985,1574,8204.88
0.25,2,13,6975,1577,8195.34
0.25,2,14,7032,1586,8260.68
0.25,2,15,6880,1618,8109.96
0.25,2,16,7129,1624,8381.4
0.25,2,17,6939,1705,8210.22
0.25,2,18,7065,1695,8342.1
0.25,2,19,7230,1609,8484.18
0.25,2,20,7161,1545,8382.78
0.25,2,21,7316,1587,8567.82
0.25,2,22,7263,1605,8518.14
0.25,2,23,7480,1569,8737.38
0.25,2,24,7557,1685,8869.26
0.25,2,25,7554,1664,8857.2
0.25,2,26,7780,1658,9098.76
0.25,2,27,7652,1692,8974.8
0.25,2,28,7785,1664,9106.68
0.25,2,29,7973,1655,9305.94
0.25,2,30,8050,1617,9373.14
0.25,2,31,8097,1660,9441.96
0.25,2,32,8247,1731,9633.78
0.25,2,33,8188,1800,9599.04
0.25,2,34,8246,1682,9612.12
0.25,2,35,8454,1689,9839.7
0.25,2,36,8421,1724,9818.76
0.25,2,37,8298,1758,9700.2
0.25,2,38,8417,1697,9803.1
0.25,2,39,8541,1788,9975.24
0.25,2,40,8500,1673,9882.66
0.25,2,41,8521,1703,9917.94
0.25,2,42,8528,1651,9903.66
0.25,2,43,8691,1723,10109.9
0.25,2,44,8887,1746,10331.3
0.25,2,45,8496,1747,9909.42
0.25,2,46,8899,1757,10348.9
0.25,2,47,9016,1812,10498.3
0.25,2,48,9100,1846,10603.3
0.25,2,49,9146,1832,10647.1
0.25,2,50,9136,1808,10626.2
0.25,2,51,8970,1868,10472.2
0.25,2,52,9069,1831,10563.5
0.25,2,53,9323,1824,10834.9
0.25,2,54,9340,1784,10836.5
0.25,2,55,9608,1740,11107.4
0.25,2,56,9661,1743,11165.9
0.25,2,57,9857,1826,11412.5
0.25,2,58,10094,1840,11674.3
0.25,2,59,10123,1765,11674.1
0.25,2,60,9772,1798,11308.9
0.25,2,61,9817,1818,11365.9
0.25,2,62,9921,1815,11477.0
0.25,2,63,10132,1772,11686.8
0.25,2,64,10272,1828,11861.5
0.25,2,65,10125,1730,11661.6
0.25,2,66,10333,1750,11894.6
0.25,2,67,10080,1706,11602.9
0.25,2,68,10160,1723,11696.5
0.25,2,69,10270,1791,11843.8
0.25,2,70,10526,1776,12114.0
0.25,2,71,10377,1717,11928.3
0.25,2,72,10529,1708,12088.7
0.25,2,73,10615,1651,12157.6
0.25,2,74,10630,1620,12160.8
0.25,2,75,10883,1652,12447.5
0.25,2,76,10824,1717,12411.1
0.25,2,77,10857,1755,12462.7
0.25,2,78,10873,1687,12451.4
0.25,2,79,10834,1671,12402.5
0.25,2,80,10979,1634,12543.6
0.25,2,81,11066,1664,12650.2
0.25,2,82,11105,1675,12696.9
0.25,2,83,11049,1693,12644.0
0.25,2,84,10966,1730,12569.9
0.25,2,85,10996,1663,12574.1
0.25,2,86,11324,1629,12914.1
0.25,2,87,11334,1643,12930.8
0.25,2,88,11216,1792,12865.9
0.25,2,89,11146,1684,12745.0
0.25,2,90,11412,1684,13032.2
0.25,2,91,11744,1735,13412.2
0.25,2,92,11940,1822,13660.4
0.25,2,93,11643,1714,13294.3
0.25,2,94,11740,1731,13406.2
0.25,2,95,11712,1702,13363.8
0.25,2,96,11642,1675,13276.9
0.25,2,97,11886,1679,13542.1
0.25,2,98,12044,1669,13708.5
0.25,2,99,12014,1655,13670.2
0.25,2,100,12209,1676,13889.6
