a,replicate,gen,num_dd, num_dwt, d_fitness
0.07,0,0,1816,0,1961.28
0.07,0,1,1587,657,1989.9
0.07,0,2,1384,1011,1919.34
0.07,0,3,1256,1042,1794.12
0.07,0,4,1138,1210,1737.24
0.07,0,5,1151,1204,1748.76
0.07,0,6,1066,1224,1665.36
0.07,0,7,1044,1295,1671.42
0.07,0,8,1036,1401,1707.3
0.07,0,9,942,1348,1583.52
0.07,0,10,976,1401,1642.5
0.07,0,11,972,1414,1643.64
0.07,0,12,961,1431,1638.9
0.07,0,13,1022,1406,1694.28
0.07,0,14,953,1525,1669.74
0.07,0,15,987,1596,1736.28
0.07,0,16,927,1531,1644.18
0.07,0,17,978,1535,1700.94
0.07,0,18,881,1670,1652.88
0.07,0,19,1013,1684,1801.32
0.07,0,20,931,1777,1751.82
0.07,0,21,893,1658,1660.8
0.07,0,22,863,1763,1672.5
0.07,0,23,806,1737,1600.02
0.07,0,24,794,1759,1596.3
0.07,0,25,867,1725,1660.86
0.07,0,26,866,1622,1616.52
0.07,0,27,834,1643,1590.78
0.07,0,28,926,1725,1724.58
0.07,0,29,946,1786,1771.8
0.07,0,30,976,1688,1763.04
0.07,0,31,924,1812,1758.96
0.07,0,32,957,1803,1790.82
0.07,0,33,924,1755,1735.02
0.07,0,34,851,1652,1612.92
0.07,0,35,775,1720,1559.4
0.07,0,36,819,1695,1596.42
0.07,0,37,839,1654,1600.8
0.07,0,38,789,1789,1603.5
0.07,0,39,873,1797,1697.58
0.07,0,40,874,1680,1649.52
0.07,0,41,786,1632,1534.32
0.07,0,42,698,1672,1456.08
0.07,0,43,710,1560,1422.0
0.07,0,44,656,1575,1369.98
0.07,0,45,646,1580,1361.28
0.07,0,46,620,1744,1402.08
0.07,0,47,593,1636,1327.56
0.07,0,48,567,1634,1298.64
0.07,0,49,550,1615,1272.3
0.07,0,50,545,1548,1238.76
0.07,0,51,493,1550,1183.44
0.07,0,52,535,1462,1191.84
0.07,0,53,468,1492,1132.08
0.07,0,54,447,1480,1104.36
0.07,0,55,412,1358,1015.32
0.07,0,56,388,1348,985.2
0.07,0,57,417,1345,1015.26
0.07,0,58,369,1358,968.88
0.07,0,59,370,1436,1002.72
0.07,0,60,306,1365,903.78
0.07,0,61,293,1281,854.46
0.07,0,62,264,1189,784.5
0.07,0,63,220,1144,718.08
0.07,0,64,199,1092,673.56
0.07,0,65,159,1017,598.86
0.07,0,66,137,966,553.68
0.07,0,67,126,860,497.28
0.07,0,68,87,847,449.7
0.07,0,69,78,796,418.56
0.07,0,70,60,767,386.94
0.07,0,71,52,684,343.44
0.07,0,72,19,610,276.72
0.07,0,73,30,498,241.56
0.07,0,74,22,443,209.82
0.07,0,75,18,429,199.62
0.07,0,76,10,380,170.4
0.07,0,77,14,350,162.12
0.07,0,78,11,282,130.32
0.07,0,79,3,260,112.44
0.07,0,80,3,242,104.88
0.07,0,81,0,213,89.46
0.07,0,82,1,187,79.62
0.07,0,83,1,168,71.64
0.07,0,84,0,162,68.04
0.07,0,85,0,147,61.74
0.07,0,86,0,120,50.4
0.07,0,87,0,99,41.58
0.07,0,88,0,89,37.38
0.07,0,89,0,66,27.72
0.07,0,90,0,63,26.46
0.07,0,91,0,58,24.36
0.07,0,92,0,43,18.06
0.07,0,93,1,45,19.98
0.07,0,94,0,37,15.54
0.07,0,95,0,22,9.24
0.07,0,96,0,21,8.82
0.07,0,97,0,19,7.98
0.07,0,98,0,10,4.2
0.07,0,99,0,14,5.88
0.07,0,100,0,10,4.2
0.07,1,0,1854,0,2002.32
0.07,1,1,1518,690,1929.24
0.07,1,2,1422,877,1904.1
0.07,1,3,1289,1104,1855.8
0.07,1,4,1242,1189,1840.74
0.07,1,5,1215,1222,1825.44
0.07,1,6,1117,1383,1787.22
0.07,1,7,1119,1337,1770.06
0.07,1,8,1075,1387,1743.54
0.07,1,9,1028,1420,1706.64
0.07,1,10,1007,1440,1692.36
0.07,1,11,1010,1484,1714.08
0.07,1,12,977,1463,1669.62
0.07,1,13,1059,1488,1768.68
0.07,1,14,996,1614,1753.56
0.07,1,15,1090,1578,1839.96
0.07,1,16,1088,1577,1837.38
0.07,1,17,1083,1553,1821.9
0.07,1,18,1075,1651,1854.42
0.07,1,19,1108,1626,1879.56
0.07,1,20,1152,1672,1946.4
0.07,1,21,1038,1733,1848.9
0.07,1,22,1114,1702,1917.96
0.07,1,23,1123,1643,1902.9
0.07,1,24,1110,1724,1922.88
0.07,1,25,1057,1757,1879.5
0.07,1,26,1028,1746,1843.56
0.07,1,27,1054,1800,1894.32
0.07,1,28,1142,1843,2007.42
0.07,1,29,1139,1885,2021.82
0.07,1,30,1054,1839,1910.7
0.07,1,31,1098,1781,1933.86
0.07,1,32,1045,1612,1805.64
0.07,1,33,1088,1734,1903.32
0.07,1,34,1144,1685,1943.22
0.07,1,35,1128,1696,1930.56
0.07,1,36,1140,1733,1959.06
0.07,1,37,1095,1721,1905.42
0.07,1,38,1089,1780,1923.72
0.07,1,39,1102,1788,1941.12
0.07,1,40,1087,1785,1923.66
0.07,1,41,1078,1788,1915.2
0.07,1,42,1104,1788,1943.28
0.07,1,43,1194,1716,2010.24
0.07,1,44,1253,1777,2099.58
0.07,1,45,1172,1804,2023.44
0.07,1,46,1258,1906,2159.16
0.07,1,47,1267,1981,2200.38
0.07,1,48,1262,1843,2137.02
0.07,1,49,1275,1751,2112.42
0.07,1,50,1261,1845,2136.78
0.07,1,51,1273,1897,2171.58
0.07,1,52,1319,1848,2200.68
0.07,1,53,1292,1778,2142.12
0.07,1,54,1303,1872,2193.48
0.07,1,55,1383,1789,2245.02
0.07,1,56,1315,1847,2195.94
0.07,1,57,1371,1751,2216.1
0.07,1,58,1374,1817,2247.06
0.07,1,59,1441,1781,2304.3
0.07,1,60,1492,1687,2319.9
0.07,1,61,1421,1848,2310.84
0.07,1,62,1512,1771,2376.78
0.07,1,63,1533,1832,2425.08
0.07,1,64,1549,1882,2463.36
0.07,1,65,1503,1876,2411.16
0.07,1,66,1594,1843,2495.58
0.07,1,67,1533,1842,2429.28
0.07,1,68,1556,1772,2424.72
0.07,1,69,1597,1873,2511.42
0.07,1,70,1715,1827,2619.54
0.07,1,71,1717,1832,2623.8
0.07,1,72,1713,1863,2632.5
0.07,1,73,1729,1777,2613.66
0.07,1,74,1752,1810,2652.36
0.07,1,75,1826,1804,2729.76
0.07,1,76,1917,1824,2836.44
0.07,1,77,1907,1743,2791.62
0.07,1,78,1914,1770,2810.52
0.07,1,79,1968,1727,2850.78
0.07,1,80,1931,1803,2842.74
0.07,1,81,2009,1809,2929.5
0.07,1,82,2113,1774,3027.12
0.07,1,83,2128,1758,3036.6
0.07,1,84,2149,1674,3024.0
0.07,1,85,2142,1675,3016.86
0.07,1,86,2102,1635,2956.86
0.07,1,87,2250,1695,3141.9
0.07,1,88,2227,1788,3156.12
0.07,1,89,2270,1789,3202.98
0.07,1,90,2358,1746,3279.96
0.07,1,91,2401,1817,3356.22
0.07,1,92,2419,1854,3391.2
0.07,1,93,2621,1798,3585.84
0.07,1,94,2655,1807,3626.34
0.07,1,95,2588,1785,3544.74
0.07,1,96,2684,1859,3679.5
0.07,1,97,2708,1831,3693.66
0.07,1,98,2616,1852,3603.12
0.07,1,99,2821,1877,3835.02
0.07,1,100,2896,1879,3916.86
0.07,2,0,1697,0,1832.76
0.07,2,1,1558,677,1966.98
0.07,2,2,1508,861,1990.26
0.07,2,3,1394,1028,1937.28
0.07,2,4,1322,1186,1925.88
0.07,2,5,1239,1191,1838.34
0.07,2,6,1328,1323,1989.9
0.07,2,7,1410,1379,2101.98
0.07,2,8,1356,1548,2114.64
0.07,2,9,1391,1583,2167.14
0.07,2,10,1381,1602,2164.32
0.07,2,11,1332,1545,2087.46
0.07,2,12,1255,1529,1997.58
0.07,2,13,1246,1585,2011.38
0.07,2,14,1243,1609,2018.22
0.07,2,15,1306,1614,2088.36
0.07,2,16,1290,1552,2045.04
0.07,2,17,1330,1589,2103.78
0.07,2,18,1414,1763,2267.58
0.07,2,19,1397,1819,2272.74
0.07,2,20,1441,1701,2270.7
0.07,2,21,1357,1629,2149.74
0.07,2,22,1346,1714,2173.56
0.07,2,23,1250,1654,2044.68
0.07,2,24,1312,1629,2101.14
0.07,2,25,1385,1745,2228.7
0.07,2,26,1293,1684,2103.72
0.07,2,27,1350,1659,2154.78
0.07,2,28,1346,1686,2161.8
0.07,2,29,1479,1705,2313.42
0.07,2,30,1380,1681,2196.42
0.07,2,31,1515,1704,2351.88
0.07,2,32,1584,1626,2393.64
0.07,2,33,1455,1586,2237.52
0.07,2,34,1528,1615,2328.54
0.07,2,35,1637,1617,2447.1
0.07,2,36,1687,1743,2554.02
0.07,2,37,1630,1762,2500.44
0.07,2,38,1721,1852,2636.52
0.07,2,39,1799,1759,2681.7
0.07,2,40,1967,1698,2837.52
0.07,2,41,1965,1759,2860.98
0.07,2,42,1946,1779,2848.86
0.07,2,43,1918,1808,2830.8
0.07,2,44,1842,1865,2772.66
0.07,2,45,1830,1821,2741.22
0.07,2,46,1884,1943,2850.78
0.07,2,47,1855,1870,2788.8
0.07,2,48,1888,1874,2826.12
0.07,2,49,1821,1781,2714.7
0.07,2,50,1810,1824,2720.88
0.07,2,51,1823,1910,2771.04
0.07,2,52,1941,1857,2876.22
0.07,2,53,2066,1898,3028.44
0.07,2,54,2015,1881,2966.22
0.07,2,55,2145,1831,3085.62
0.07,2,56,2229,1908,3208.68
0.07,2,57,2244,1736,3152.64
0.07,2,58,2364,1776,3299.04
0.07,2,59,2345,1657,3228.54
0.07,2,60,2497,1669,3397.74
0.07,2,61,2488,1714,3406.92
0.07,2,62,2513,1717,3435.18
0.07,2,63,2581,1653,3481.74
0.07,2,64,2734,1572,3612.96
0.07,2,65,2637,1641,3537.18
0.07,2,66,2880,1614,3788.28
0.07,2,67,2915,1571,3808.02
0.07,2,68,3037,1620,3960.36
0.07,2,69,3119,1729,4094.7
0.07,2,70,3145,1750,4131.6
0.07,2,71,3173,1682,4133.28
0.07,2,72,3011,1749,3986.46
0.07,2,73,2981,1678,3924.24
0.07,2,74,3140,1713,4110.66
0.07,2,75,3286,1702,4263.72
0.07,2,76,3420,1778,4440.36
0.07,2,77,3514,1755,4532.22
0.07,2,78,3705,1753,4737.66
0.07,2,79,3673,1761,4706.46
0.07,2,80,3719,1837,4788.06
0.07,2,81,3854,1755,4899.42
0.07,2,82,3725,1758,4761.36
0.07,2,83,3835,1779,4888.98
0.07,2,84,4005,1735,5054.1
0.07,2,85,4161,1795,5247.78
0.07,2,86,4032,1703,5069.82
0.07,2,87,4345,1660,5389.8
0.07,2,88,4225,1650,5256.0
0.07,2,89,4187,1703,5237.22
0.07,2,90,4165,1631,5183.22
0.07,2,91,4254,1634,5280.6
0.07,2,92,4427,1668,5481.72
0.07,2,93,4480,1830,5607.0
0.07,2,94,4603,1768,5713.8
0.07,2,95,4630,1650,5693.4
0.07,2,96,4666,1754,5775.96
0.07,2,97,4679,1756,5790.84
0.07,2,98,4621,1793,5743.74
0.07,2,99,4878,1678,5973.0
0.07,2,100,4865,1660,5951.4
0.07,3,0,1676,0,1810.08
0.07,3,1,1422,715,1836.06
0.07,3,2,1294,1038,1833.48
0.07,3,3,1236,1128,1808.64
0.07,3,4,1120,1193,1710.66
0.07,3,5,1176,1221,1782.9
0.07,3,6,1118,1262,1737.48
0.07,3,7,1106,1361,1766.1
0.07,3,8,1047,1386,1712.88
0.07,3,9,977,1489,1680.54
0.07,3,10,1031,1449,1722.06
0.07,3,11,975,1573,1713.66
0.07,3,12,910,1563,1639.26
0.07,3,13,875,1559,1599.78
0.07,3,14,868,1602,1610.28
0.07,3,15,795,1604,1532.28
0.07,3,16,885,1565,1613.1
0.07,3,17,867,1621,1617.18
0.07,3,18,859,1685,1635.42
0.07,3,19,805,1593,1538.46
0.07,3,20,799,1587,1529.46
0.07,3,21,715,1575,1433.7
0.07,3,22,719,1558,1430.88
0.07,3,23,710,1552,1418.64
0.07,3,24,677,1678,1435.92
0.07,3,25,689,1574,1405.2
0.07,3,26,585,1587,1298.34
0.07,3,27,571,1609,1292.46
0.07,3,28,531,1593,1242.54
0.07,3,29,576,1639,1310.46
0.07,3,30,530,1598,1243.56
0.07,3,31,482,1593,1189.62
0.07,3,32,444,1610,1155.72
0.07,3,33,434,1373,1045.38
0.07,3,34,360,1367,962.94
0.07,3,35,372,1358,972.12
0.07,3,36,340,1282,905.64
0.07,3,37,311,1243,857.94
0.07,3,38,252,1256,799.68
0.07,3,39,262,1125,755.46
0.07,3,40,217,1128,708.12
0.07,3,41,198,1147,695.58
0.07,3,42,162,1100,636.96
0.07,3,43,146,1067,605.82
0.07,3,44,130,868,504.96
0.07,3,45,81,903,466.74
0.07,3,46,69,844,429.0
0.07,3,47,59,780,391.32
0.07,3,48,45,738,358.56
0.07,3,49,35,612,294.84
0.07,3,50,21,571,262.5
0.07,3,51,17,480,219.96
0.07,3,52,15,366,169.92
0.07,3,53,9,301,136.14
0.07,3,54,5,250,110.4
0.07,3,55,7,220,99.96
0.07,3,56,2,168,72.72
0.07,3,57,1,134,57.36
0.07,3,58,1,120,51.48
0.07,3,59,2,91,40.38
0.07,3,60,0,71,29.82
0.07,3,61,0,76,31.92
0.07,3,62,0,68,28.56
0.07,3,63,2,70,31.56
0.07,3,64,0,64,26.88
0.07,3,65,3,59,28.02
0.07,3,66,0,59,24.78
0.07,3,67,0,57,23.94
0.07,3,68,0,47,19.74
0.07,3,69,0,36,15.12
0.07,3,70,0,28,11.76
0.07,3,71,0,21,8.82
0.07,3,72,0,23,9.66
0.07,3,73,0,21,8.82
0.07,3,74,0,20,8.4
0.07,3,75,0,9,3.78
0.07,3,76,0,6,2.52
0.07,3,77,0,5,2.1
0.07,3,78,0,8,3.36
0.07,3,79,0,8,3.36
0.07,3,80,0,3,1.26
0.07,3,81,0,5,2.1
0.07,3,82,0,0,0.0
0.07,4,0,1923,0,2076.84
0.07,4,1,1567,651,1965.78
0.07,4,2,1454,963,1974.78
0.07,4,3,1442,1087,2013.9
0.07,4,4,1401,1173,2005.74
0.07,4,5,1331,1224,1951.56
0.07,4,6,1399,1276,2046.84
