a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.0688,1,0.54,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.47,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.5,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.54,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.47,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.5,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.54,60,0.0,0.00793651,0.0,6.81987e-05,0.0,0.0132609,1.0,0.986671
0.0688,1,0.47,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.5,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.54,61,0.0208333,0.0243902,0.0,0.000647373,0.0416667,0.040281,0.958333,0.959072
0.0688,1,0.47,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.5,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.54,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.47,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.5,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.54,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.47,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.5,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0688,1,0.54,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
