a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.0688,1,0.54,57,0.534483,0.518868,0.310345,0.308778,0.448276,0.44539,0.241379,0.245832
0.0688,1,0.47,58,0.521739,0.530612,0.26087,0.322513,0.521739,0.4438,0.217391,0.233686
0.0688,1,0.5,58,0.763158,0.734043,0.578947,0.593416,0.368421,0.334454,0.0526316,0.0721303
0.0688,1,0.54,58,0.428571,0.443396,0.214286,0.226664,0.428571,0.442611,0.357143,0.330725
0.0688,1,0.47,59,0.568182,0.55102,0.318182,0.346953,0.5,0.43976,0.181818,0.213287
0.0688,1,0.5,59,0.666667,0.638889,0.444444,0.459763,0.444444,0.404236,0.111111,0.136001
0.0688,1,0.54,59,0.525,0.534884,0.4,0.327569,0.25,0.443089,0.35,0.229342
0.0688,1,0.47,60,0.315789,0.4,0.157895,0.184615,0.315789,0.430769,0.526316,0.384615
0.0688,1,0.5,60,0.648148,0.676471,0.444444,0.511312,0.407407,0.380397,0.148148,0.108291
0.0688,1,0.54,60,0.586957,0.555556,0.26087,0.35248,0.652174,0.438642,0.0869565,0.208877
0.0688,1,0.47,61,0.375,0.403509,0.142857,0.187867,0.464286,0.432004,0.392857,0.380128
0.0688,1,0.5,61,0.65625,0.639344,0.46875,0.460377,0.375,0.403977,0.15625,0.135646
0.0688,1,0.54,61,0.521739,0.571429,0.391304,0.372093,0.26087,0.434109,0.347826,0.193798
0.0688,1,0.47,62,0.351852,0.457627,0.185185,0.241299,0.333333,0.444864,0.481481,0.313837
0.0688,1,0.5,62,0.604167,0.584906,0.416667,0.389063,0.375,0.429503,0.208333,0.181434
0.0688,1,0.54,62,0.657895,0.625,0.473684,0.441176,0.368421,0.411765,0.157895,0.147059
0.0688,1,0.47,63,0.666667,0.655172,0.5,0.481881,0.333333,0.394522,0.166667,0.123597
0.0688,1,0.5,63,0.633333,0.632653,0.366667,0.451386,0.533333,0.407703,0.1,0.140911
0.0688,1,0.54,63,0.666667,0.639535,0.428571,0.460634,0.47619,0.403869,0.0952381,0.135497
0.0688,1,0.47,64,0.5625,0.542373,0.28125,0.33651,0.5625,0.441669,0.15625,0.221821
0.0688,1,0.5,64,0.730769,0.689189,0.461538,0.529145,0.538462,0.371208,0.0,0.0996474
0.0688,1,0.54,64,0.473684,0.5,0.210526,0.287234,0.526316,0.446809,0.263158,0.265957
0.0688,1,0.47,65,0.358974,0.376923,0.153846,0.163891,0.410256,0.421433,0.435897,0.414676
0.0688,1,0.5,65,0.533333,0.585714,0.333333,0.39009,0.4,0.429205,0.266667,0.180705
0.0688,1,0.54,65,0.558824,0.546154,0.294118,0.34106,0.529412,0.44087,0.176471,0.21807
0.0688,1,0.47,66,0.666667,0.532609,0.388889,0.324872,0.555556,0.443477,0.0555556,0.231651
0.0688,1,0.5,66,0.691176,0.703125,0.529412,0.548891,0.323529,0.360506,0.147059,0.0906034
0.0688,1,0.54,66,0.5,0.521277,0.222222,0.311575,0.555556,0.445108,0.222222,0.243317
0.0688,1,0.47,67,0.543478,0.5,0.347826,0.287234,0.391304,0.446809,0.26087,0.265957
0.0688,1,0.5,67,0.785714,0.718182,0.642857,0.570456,0.285714,0.348211,0.0714286,0.0813332
0.0688,1,0.54,67,0.586957,0.56,0.391304,0.35793,0.391304,0.43747,0.217391,0.204599
