a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.08,1,0.47,74,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,74,0.971429,0.977376,0.942857,0.955518,0.0571429,0.0437165,0.0,0.000765345
0.08,1,0.54,74,0.903846,1.04092,0.6,0.850366,0.142857,0.140723,0.0,0.008911
0.08,1,0.47,75,0.863636,0.885007,0.727273,0.78821,0.272727,0.193595,0.0,0.0181951
0.08,1,0.5,75,0.959459,0.967662,0.918919,0.936873,0.0810811,0.0615785,0.0,0.00154875
0.08,1,0.54,75,0.984848,0.890454,0.864865,0.976419,0.027027,0.0233673,0.0,0.000213986
0.08,1,0.47,76,0.964286,0.971596,0.928571,0.944391,0.0714286,0.0544094,0.0,0.0011995
0.08,1,0.5,76,0.971429,0.977376,0.942857,0.955518,0.0571429,0.0437165,0.0,0.000765345
0.08,1,0.54,76,0.96875,0.994992,0.857143,0.951346,0.0571429,0.0477378,0.0,0.000916624
0.08,1,0.47,77,0.925926,0.939712,0.851852,0.884666,0.148148,0.110092,0.0,0.00524246
0.08,1,0.5,77,0.855556,0.877654,0.755556,0.775784,0.2,0.203741,0.0444444,0.0204749
0.08,1,0.54,77,0.970588,0.974448,1.06667,0.954209,0.0666667,0.0449796,0.0,0.00081132
0.08,1,0.47,78,0.967742,0.974399,0.935484,0.949775,0.0645161,0.0492476,0.0,0.000977135
0.08,1,0.5,78,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,78,0.965517,0.978814,1.42105,0.94631,0.105263,0.0525728,0.0,0.00111762
0.08,1,0.47,79,0.970588,0.976699,0.941176,0.954209,0.0588235,0.0449796,0.0,0.00081132
0.08,1,0.5,79,0.865385,0.88659,0.730769,0.790901,0.269231,0.191379,0.0,0.0177202
0.08,1,0.54,79,0.964286,0.973105,0.5,0.944391,0.0384615,0.0544094,0.0,0.0011995
0.08,1,0.47,80,0.97,0.976224,0.94,0.953293,0.06,0.0458629,0.0,0.000844309
0.08,1,0.5,80,0.9375,0.94948,0.875,0.902675,0.125,0.0936107,0.0,0.00371471
0.08,1,0.54,80,0.980769,0.964746,1.04167,0.970067,0.0416667,0.0295881,0.0,0.000345332
0.08,1,0.47,81,0.964286,0.971596,0.928571,0.944391,0.0714286,0.0544094,0.0,0.0011995
0.08,1,0.5,81,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,81,0.958333,0.994352,0.611111,0.935119,0.0555556,0.0632447,0.0,0.00163677
0.08,1,0.47,82,0.909091,0.925278,0.818182,0.858506,0.181818,0.133545,0.0,0.00794913
0.08,1,0.5,82,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,82,0.987179,0.954842,1.40741,0.980048,0.037037,0.0197989,0.0,0.000153053
0.08,1,0.47,83,0.967742,0.974399,0.935484,0.949775,0.0645161,0.0492476,0.0,0.000977135
