a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.0688,1,0.54,29,0.578947,0.550027,0.2,0.328556,0.48,0.442942,0.08,0.228502
0.0688,1,0.47,30,0.71875,0.581602,0.5625,0.363501,0.3125,0.436202,0.125,0.200297
0.0688,1,0.5,30,0.7,0.705194,0.55,0.516242,0.3,0.377903,0.15,0.105855
0.0688,1,0.54,30,0.588235,0.597337,0.3,0.381525,0.4,0.431624,0.15,0.18685
0.0688,1,0.47,31,0.705882,0.74514,0.588235,0.571274,0.235294,0.347732,0.176471,0.0809935
0.0688,1,0.5,31,0.64,0.725926,0.32,0.544444,0.64,0.362963,0.04,0.0925926
0.0688,1,0.54,31,0.526316,0.607429,0.12,0.393299,0.56,0.428259,0.08,0.178441
0.0688,1,0.47,32,0.625,0.731978,0.428571,0.552822,0.392857,0.358311,0.178571,0.0888668
0.0688,1,0.5,32,0.416667,0.663063,0.166667,0.461261,0.5,0.403604,0.333333,0.135135
0.0688,1,0.54,32,0.428571,0.539683,1.5,0.31746,3.0,0.444444,2.5,0.238095
0.0688,1,0.47,33,0.625,0.647059,0.291667,0.441176,0.666667,0.411765,0.0416667,0.147059
0.0688,1,0.5,33,0.526316,0.418398,0.315789,0.200297,0.421053,0.436202,0.263158,0.363501
0.0688,1,0.54,33,0.5625,0.431561,0.368421,0.211857,0.210526,0.439407,0.263158,0.348736
0.0688,1,0.47,34,0.53,0.647059,0.26,0.441176,0.54,0.411765,0.2,0.147059
0.0688,1,0.5,34,0.857143,0.539683,0.714286,0.31746,0.285714,0.444444,0.0,0.238095
0.0688,1,0.54,34,0.416667,0.579399,0.0714286,0.36101,0.214286,0.436778,0.142857,0.202212
0.0688,1,0.47,35,0.575,0.54374,0.45,0.321791,0.25,0.443897,0.3,0.234312
0.0688,1,0.5,35,0.75,0.879103,0.538462,0.778223,0.423077,0.201761,0.0384615,0.020016
0.0688,1,0.54,35,0.444444,0.418398,0.269231,0.200297,0.0769231,0.436202,0.346154,0.363501
0.0688,1,0.47,36,0.62069,0.59304,0.344828,0.376562,0.551724,0.432955,0.103448,0.190482
0.0688,1,0.5,36,0.636364,0.77665,0.409091,0.616751,0.454545,0.319797,0.136364,0.0634518
0.0688,1,0.54,36,0.5,0.44913,0.0454545,0.227728,0.0,0.442804,0.0454545,0.329468
0.0688,1,0.47,37,0.568966,0.642441,0.482759,0.435462,0.172414,0.413958,0.344828,0.15058
0.0688,1,0.5,37,0.692308,0.659193,0.461538,0.456364,0.461538,0.405657,0.0769231,0.137979
0.0688,1,0.54,37,0.431818,0.510638,0.115385,0.287234,0.5,0.446809,0.230769,0.265957
0.0688,1,0.47,38,0.537037,0.586461,0.333333,0.369023,0.407407,0.434875,0.259259,0.196102
0.0688,1,0.5,38,0.7,0.71798,0.571429,0.533545,0.257143,0.36887,0.171429,0.0975848
0.0688,1,0.54,38,0.482143,0.435153,0.2,0.215061,0.371429,0.440184,0.228571,0.344755
0.0688,1,0.47,39,0.657895,0.551481,0.526316,0.33013,0.263158,0.442703,0.210526,0.227167
0.0688,1,0.5,39,0.782609,0.725926,0.608696,0.544444,0.347826,0.362963,0.0434783,0.0925926
0.0688,1,0.54,39,0.442308,0.490882,0.173913,0.267454,0.652174,0.446857,0.304348,0.285689
0.0688,1,0.47,40,0.384615,0.682014,0.153846,0.485612,0.461538,0.392806,0.384615,0.121583
0.0688,1,0.5,40,0.766667,0.808789,0.6,0.665095,0.333333,0.287387,0.0666667,0.0475177
0.0688,1,0.54,40,0.58,0.446764,0.733333,0.225561,0.466667,0.442405,0.466667,0.332033
0.0688,1,0.47,41,0.833333,0.383059,0.666667,0.17067,0.333333,0.424779,0.0,0.404551
0.0688,1,0.5,41,0.73913,0.793175,0.521739,0.641356,0.434783,0.303637,0.0434783,0.0550067
0.0688,1,0.54,41,0.428571,0.598483,0.217391,0.382853,0.0869565,0.431259,0.304348,0.185888
0.0688,1,0.47,42,0.5,0.857143,0.3125,0.741758,0.375,0.230769,0.3125,0.0274725
0.0688,1,0.5,42,0.683333,0.765766,0.5,0.600832,0.366667,0.329868,0.133333,0.0693001
0.0688,1,0.54,42,0.75,0.431561,0.3,0.211857,0.3,0.439407,0.0,0.348736
0.0688,1,0.47,43,0.553571,0.510638,0.321429,0.287234,0.464286,0.446809,0.214286,0.265957
0.0688,1,0.5,43,0.828125,0.708665,0.78125,0.520911,0.09375,0.375508,0.125,0.103581
0.0688,1,0.54,43,0.375,0.77665,0.09375,0.616751,0.28125,0.319797,0.25,0.0634518
0.0688,1,0.47,44,0.653846,0.569628,0.423077,0.350058,0.461538,0.439141,0.115385,0.210801
0.0688,1,0.5,44,0.947368,0.852275,0.894737,0.733818,0.105263,0.236914,0.0,0.0292683
0.0688,1,0.54,44,0.75,0.372497,0.631579,0.162216,0.473684,0.420561,0.0526316,0.417223
0.0688,1,0.47,45,0.625,0.677741,0.5,0.480066,0.25,0.395349,0.25,0.124585
0.0688,1,0.5,45,0.846154,0.957708,0.692308,0.91804,0.307692,0.0793368,0.0,0.00262357
0.0688,1,0.54,45,0.653846,0.77665,0.384615,0.616751,0.538462,0.319797,0.0769231,0.0634518
0.0688,1,0.47,46,0.5,0.647059,0.333333,0.441176,0.333333,0.411765,0.333333,0.147059
0.0688,1,0.5,46,0.863636,0.869028,0.727273,0.761361,0.272727,0.215334,0.0,0.0233046
0.0688,1,0.54,46,0.604167,0.677741,0.818182,0.480066,1.0,0.395349,0.363636,0.124585
0.0688,1,0.47,47,0.333333,0.510638,0.0740741,0.287234,0.518519,0.446809,0.407407,0.265957
0.0688,1,0.5,47,0.754545,0.885007,0.618182,0.78821,0.272727,0.193595,0.109091,0.0181951
0.0688,1,0.54,47,0.3125,0.624667,0.0,0.413803,0.0909091,0.42173,0.0545455,0.164468
0.0688,1,0.47,48,0.666667,0.327014,0.416667,0.127962,0.5,0.398104,0.0833333,0.473934
0.0688,1,0.5,48,0.690476,0.781176,0.52381,0.623439,0.333333,0.315475,0.142857,0.061086
0.0688,1,0.54,48,0.576923,0.304493,0.190476,0.112313,0.333333,0.384359,0.0952381,0.503328
0.0688,1,0.47,49,0.642857,0.691244,0.428571,0.497696,0.428571,0.387097,0.142857,0.115207
0.0688,1,0.5,49,0.648148,0.716083,0.407407,0.530959,0.481481,0.370247,0.111111,0.0987934
0.0688,1,0.54,49,0.642857,0.595134,0.185185,0.378977,0.296296,0.432314,0.037037,0.188709
0.0688,1,0.47,50,0.575,0.6661,0.3,0.465121,0.55,0.401957,0.15,0.132922
0.0688,1,0.5,50,0.729167,0.671712,0.666667,0.472298,0.125,0.398829,0.208333,0.128873
0.0688,1,0.54,50,0.738095,0.6661,0.458333,0.465121,0.375,0.401957,0.0416667,0.132922
0.0688,1,0.47,51,0.456522,0.59304,0.130435,0.376562,0.652174,0.432955,0.217391,0.190482
0.0688,1,0.5,51,0.8,0.755717,0.733333,0.586332,0.133333,0.33877,0.133333,0.0748981
0.0688,1,0.54,51,0.596154,0.764725,0.466667,0.599321,1.13333,0.330808,0.133333,0.0698711
0.0688,1,0.47,52,0.615385,0.462507,0.230769,0.240148,0.769231,0.444718,0.0,0.315135
0.0688,1,0.5,52,0.6875,0.8256,0.5,0.6912,0.375,0.2688,0.125,0.04
0.0688,1,0.54,52,0.607143,0.616009,0.75,0.403442,0.625,0.425133,0.375,0.171425
0.0688,1,0.47,53,0.62069,0.636747,0.448276,0.428465,0.344828,0.416563,0.206897,0.154971
