a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,eventual_outcome
0.0688,1,0,1736,0,3472,1874.88,decrease
0.0688,1,1,1512,599,3623,1884.54,decrease
0.0688,1,2,1375,923,3673,1872.66,decrease
0.0688,1,3,1264,1067,3595,1813.26,decrease
0.0688,1,4,1217,1147,3581,1796.1,decrease
0.0688,1,5,1248,1226,3722,1862.76,decrease
0.0688,1,6,1223,1321,3767,1875.66,decrease
0.0688,1,7,1137,1312,3586,1779,decrease
0.0688,1,8,997,1373,3367,1653.42,decrease
0.0688,1,9,983,1394,3360,1647.12,decrease
0.0688,1,10,1025,1314,3364,1658.88,decrease
0.0688,1,11,994,1378,3366,1652.28,decrease
0.0688,1,12,1048,1395,3491,1717.74,decrease
0.0688,1,13,980,1437,3397,1661.94,decrease
0.0688,1,14,1016,1484,3516,1720.56,decrease
0.0688,1,15,952,1431,3335,1629.18,decrease
0.0688,1,16,921,1530,3372,1637.28,decrease
0.0688,1,17,951,1616,3518,1705.8,decrease
0.0688,1,18,819,1568,3206,1543.08,decrease
0.0688,1,19,903,1636,3442,1662.36,decrease
0.0688,1,20,907,1644,3458,1670.04,decrease
0.0688,1,21,842,1575,3259,1570.86,decrease
0.0688,1,22,823,1535,3181,1533.54,decrease
0.0688,1,23,815,1671,3301,1582.02,decrease
0.0688,1,24,799,1769,3367,1605.9,decrease
0.0688,1,25,743,1739,3225,1532.82,decrease
0.0688,1,26,761,1658,3180,1518.24,decrease
0.0688,1,27,685,1729,3099,1465.98,decrease
0.0688,1,28,726,1718,3170,1505.64,decrease
0.0688,1,29,680,1742,3102,1466.04,decrease
0.0688,1,30,693,1647,3033,1440.18,decrease
0.0688,1,31,691,1647,3029,1438.02,decrease
0.0688,1,32,722,1666,3110,1479.48,decrease
0.0688,1,33,675,1689,3039,1438.38,decrease
0.0688,1,34,627,1785,3039,1426.86,decrease
0.0688,1,35,586,1738,2910,1362.84,decrease
0.0688,1,36,609,1635,2853,1344.42,decrease
0.0688,1,37,565,1575,2705,1271.7,decrease
0.0688,1,38,600,1491,2691,1274.22,decrease
0.0688,1,39,533,1568,2634,1234.2,decrease
0.0688,1,40,508,1498,2514,1177.8,decrease
0.0688,1,41,445,1531,2421,1123.62,decrease
0.0688,1,42,393,1496,2282,1052.76,decrease
0.0688,1,43,413,1412,2238,1039.08,decrease
0.0688,1,44,333,1365,2031,932.94,decrease
0.0688,1,45,297,1306,1900,869.28,decrease
0.0688,1,46,274,1232,1780,813.36,decrease
0.0688,1,47,208,1267,1683,756.78,decrease
0.0688,1,48,202,1100,1504,680.16,decrease
0.0688,1,49,143,1054,1340,597.12,decrease
0.0688,1,50,93,1028,1214,532.2,decrease
0.0688,1,51,99,943,1141,502.98,decrease
0.0688,1,52,75,912,1062,464.04,decrease
0.0688,1,53,62,810,934,407.16,decrease
0.0688,1,54,50,734,834,362.28,decrease
0.0688,1,55,36,658,730,315.24,decrease
0.0688,1,56,37,593,667,289.02,decrease
0.0688,1,57,24,519,567,243.9,decrease
0.0688,1,58,12,441,465,198.18,decrease
0.0688,1,59,10,365,385,164.1,decrease
0.0688,1,60,8,318,334,142.2,decrease
0.0688,1,61,7,291,305,129.78,decrease
0.0688,1,62,7,260,274,116.76,decrease
0.0688,1,63,0,248,248,104.16,decrease
0.0688,1,64,4,180,188,79.92,decrease
0.0688,1,65,0,177,177,74.34,decrease
0.0688,1,66,3,154,160,67.92,decrease
