a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,eventual_outcome
0.08,2,72,5261,1762,12284,6421.92,increase
0.08,2,73,5278,1775,12331,6445.74,increase
0.08,2,74,5455,1801,12711,6647.82,increase
0.08,2,75,5360,1690,12410,6498.6,increase
0.08,2,76,5414,1717,12545,6568.26,increase
0.08,2,77,5516,1756,12788,6694.8,increase
0.08,2,78,5481,1655,12617,6614.58,increase
0.08,2,79,5525,1666,12716,6666.72,increase
0.08,2,80,5752,1726,13230,6937.08,increase
0.08,2,81,5775,1643,13193,6927.06,increase
0.08,2,82,6061,1636,13758,7233,increase
0.08,2,83,5990,1681,13661,7175.22,increase
0.08,2,84,6253,1622,14128,7434.48,increase
0.08,2,85,6314,1649,14277,7511.7,increase
0.08,2,86,6245,1644,14134,7435.08,increase
0.08,2,87,6277,1601,14155,7451.58,increase
0.08,2,88,6297,1648,14242,7492.92,increase
0.08,2,89,6594,1671,14859,7823.34,increase
0.08,2,90,6457,1717,14631,7694.7,increase
0.08,2,91,6643,1656,14942,7869.96,increase
0.08,2,92,6658,1658,14974,7887,increase
0.08,2,93,6669,1589,14927,7869.9,increase
0.08,2,94,6393,1635,14421,7591.14,increase
0.08,2,95,6574,1776,14924,7845.84,increase
0.08,2,96,6697,1803,15197,7990.02,increase
0.08,2,97,6731,1745,15207,8002.38,increase
0.08,2,98,6940,1837,15717,8266.74,increase
0.08,2,99,6938,1810,15686,8253.24,increase
0.08,2,100,6937,1836,15710,8263.08,increase
0.08,3,0,2116,0,4232,2285.28,increase
0.08,3,1,1752,640,4144,2160.96,increase
0.08,3,2,1688,830,4206,2171.64,increase
0.08,3,3,1691,1016,4398,2253,increase
0.08,3,4,1706,1109,4521,2308.26,increase
0.08,3,5,1612,1151,4375,2224.38,increase
0.08,3,6,1641,1154,4436,2256.96,increase
0.08,3,7,1509,1338,4356,2191.68,increase
0.08,3,8,1566,1354,4486,2259.96,increase
0.08,3,9,1452,1495,4399,2196.06,increase
0.08,3,10,1525,1424,4474,2245.08,increase
0.08,3,11,1561,1475,4597,2305.38,increase
0.08,3,12,1452,1478,4382,2188.92,increase
0.08,3,13,1481,1498,4460,2228.64,increase
0.08,3,14,1490,1646,4626,2300.52,increase
0.08,3,15,1458,1687,4603,2283.18,increase
0.08,3,16,1561,1716,4838,2406.6,increase
0.08,3,17,1500,1744,4744,2352.48,increase
0.08,3,18,1560,1762,4882,2424.84,increase
0.08,3,19,1491,1761,4743,2349.9,increase
0.08,3,20,1543,1757,4843,2404.38,increase
0.08,3,21,1538,1821,4897,2425.86,increase
0.08,3,22,1532,1838,4902,2426.52,increase
0.08,3,23,1572,1800,4944,2453.76,increase
0.08,3,24,1687,1810,5184,2582.16,increase
0.08,3,25,1569,1769,4907,2437.5,increase
0.08,3,26,1648,1719,5015,2501.82,increase
0.08,3,27,1654,1653,4961,2480.58,increase
0.08,3,28,1699,1630,5028,2519.52,increase
0.08,3,29,1715,1678,5108,2556.96,increase
0.08,3,30,1781,1754,5316,2660.16,increase
0.08,3,31,1778,1726,5282,2645.16,increase
0.08,3,32,1757,1757,5271,2635.5,increase
0.08,3,33,1815,1660,5290,2657.4,increase
0.08,3,34,1829,1727,5385,2700.66,increase
0.08,3,35,1847,1670,5364,2696.16,increase
0.08,3,36,1827,1655,5309,2668.26,increase
0.08,3,37,2038,1742,5818,2932.68,increase
0.08,3,38,2062,1794,5918,2980.44,increase
0.08,3,39,2138,1741,6017,3040.26,increase
0.08,3,40,2246,1731,6223,3152.7,increase
0.08,3,41,2205,1747,6157,3115.14,increase
0.08,3,42,2277,1799,6353,3214.74,increase
0.08,3,43,2416,1836,6668,3380.4,increase
0.08,3,44,2444,1802,6690,3396.36,increase
0.08,3,45,2511,1851,6873,3489.3,increase
0.08,3,46,2502,1848,6852,3478.32,increase
0.08,3,47,2578,1906,7062,3584.76,increase
0.08,3,48,2664,1818,7146,3640.68,increase
0.08,3,49,2534,1846,6914,3512.04,increase
0.08,3,50,2665,1761,7091,3617.82,increase
0.08,3,51,2710,1799,7219,3682.38,increase
0.08,3,52,2944,1888,7776,3972.48,increase
0.08,3,53,3020,1864,7904,4044.48,increase
0.08,3,54,2975,1761,7711,3952.62,increase
0.08,3,55,3195,1846,8236,4225.92,increase
0.08,3,56,3250,1831,8331,4279.02,increase
0.08,3,57,3260,1741,8261,4252.02,increase
0.08,3,58,3328,1757,8413,4332.18,increase
0.08,3,59,3444,1745,8633,4452.42,increase
0.08,3,60,3537,1688,8762,4528.92,increase
0.08,3,61,3640,1713,8993,4650.66,increase
0.08,3,62,3636,1699,8971,4640.46,increase
0.08,3,63,3903,1689,9495,4924.62,increase
0.08,3,64,3976,1760,9712,5033.28,increase
0.08,3,65,4082,1830,9994,5177.16,increase
0.08,3,66,4195,1916,10306,5335.32,increase
0.08,3,67,4109,1855,10073,5216.82,increase
0.08,3,68,4193,1847,10233,5304.18,increase
0.08,3,69,4276,1683,10235,5324.94,increase
0.08,3,70,4326,1695,10347,5383.98,increase
0.08,3,71,4480,1807,10767,5597.34,increase
0.08,3,72,4408,1807,10623,5519.58,increase
0.08,3,73,4560,1682,10802,5631.24,increase
0.08,3,74,4753,1677,11183,5837.58,increase
0.08,3,75,4900,1664,11464,5990.88,increase
0.08,3,76,4866,1612,11344,5932.32,increase
0.08,3,77,4783,1687,11253,5874.18,increase
0.08,3,78,4672,1638,10982,5733.72,increase
0.08,3,79,5052,1616,11720,6134.88,increase
0.08,3,80,5218,1627,12063,6318.78,increase
0.08,3,81,5140,1569,11849,6210.18,increase
0.08,3,82,5248,1635,12131,6354.54,increase
0.08,3,83,5324,1658,12306,6446.28,increase
0.08,3,84,5238,1753,12229,6393.3,increase
0.08,3,85,5385,1733,12503,6543.66,increase
0.08,3,86,5517,1755,12789,6695.46,increase
0.08,3,87,5475,1726,12676,6637.92,increase
0.08,3,88,5529,1669,12727,6672.3,increase
0.08,3,89,5584,1682,12850,6737.16,increase
0.08,3,90,5518,1680,12716,6665.04,increase
0.08,3,91,5474,1677,12625,6616.26,increase
0.08,3,92,5841,1700,13382,7022.28,increase
0.08,3,93,5664,1730,13058,6843.72,increase
0.08,3,94,5746,1665,13157,6904.98,increase
0.08,3,95,5990,1703,13683,7184.46,increase
0.08,3,96,6010,1621,13641,7171.62,increase
0.08,3,97,6151,1651,13953,7336.5,increase
0.08,3,98,6071,1654,13796,7251.36,increase
0.08,3,99,5934,1742,13610,7140.36,increase
0.08,3,100,5941,1852,13734,7194.12,increase
0.08,4,0,2063,0,4126,2228.04,increase
0.08,4,1,1851,671,4373,2280.9,increase
0.08,4,2,1731,897,4359,2246.22,increase
0.08,4,3,1723,1109,4555,2326.62,increase
0.08,4,4,1610,1292,4512,2281.44,increase
0.08,4,5,1580,1303,4463,2253.66,increase
0.08,4,6,1442,1401,4285,2145.78,increase
0.08,4,7,1520,1438,4478,2245.56,increase
0.08,4,8,1431,1499,4361,2175.06,increase
0.08,4,9,1460,1567,4487,2234.94,increase
0.08,4,10,1456,1556,4468,2226,increase
0.08,4,11,1492,1400,4384,2199.36,increase
0.08,4,12,1467,1427,4361,2183.7,increase
0.08,4,13,1561,1563,4685,2342.34,increase
0.08,4,14,1615,1624,4854,2426.28,increase
0.08,4,15,1684,1604,4972,2492.4,increase
0.08,4,16,1756,1728,5240,2622.24,increase
0.08,4,17,1870,1576,5316,2681.52,increase
0.08,4,18,1919,1724,5562,2796.6,increase
0.08,4,19,1912,1681,5505,2770.98,increase
0.08,4,20,1909,1660,5478,2758.92,increase
0.08,4,21,1961,1699,5621,2831.46,increase
0.08,4,22,2004,1769,5777,2907.3,increase
0.08,4,23,2107,1784,5998,3024.84,increase
0.08,4,24,2170,1699,6039,3057.18,increase
0.08,4,25,2208,1825,6241,3151.14,increase
0.08,4,26,2218,1701,6137,3109.86,increase
0.08,4,27,2149,1729,6027,3047.1,increase
0.08,4,28,2267,1589,6123,3115.74,increase
0.08,4,29,2318,1747,6383,3237.18,increase
0.08,4,30,2429,1652,6510,3317.16,increase
0.08,4,31,2512,1711,6735,3431.58,increase
0.08,4,32,2611,1605,6827,3493.98,increase
0.08,4,33,2646,1617,6909,3536.82,increase
0.08,4,34,2740,1631,7111,3644.22,increase
0.08,4,35,2736,1656,7128,3650.4,increase
0.08,4,36,2796,1806,7398,3778.2,increase
0.08,4,37,2746,1837,7329,3737.22,increase
0.08,4,38,2892,1732,7516,3850.8,increase
0.08,4,39,2955,1811,7721,3952.02,increase
0.08,4,40,3025,1895,7945,4062.9,increase
0.08,4,41,3185,1908,8278,4241.16,increase
0.08,4,42,3075,1820,7970,4085.4,increase
0.08,4,43,3234,1799,8267,4248.3,increase
0.08,4,44,3260,1748,8268,4254.96,increase
0.08,4,45,3463,1783,8709,4488.9,increase
0.08,4,46,3463,1921,8847,4546.86,increase
0.08,4,47,3613,1869,9095,4687.02,increase
0.08,4,48,3752,1766,9270,4793.88,increase
0.08,4,49,3744,1789,9277,4794.9,increase
0.08,4,50,3802,1907,9511,4907.1,increase
0.08,4,51,3836,1817,9489,4906.02,increase
0.08,4,52,3901,1753,9555,4949.34,increase
0.08,4,53,4102,1753,9957,5166.42,increase
0.08,4,54,4145,1813,10103,5238.06,increase
0.08,4,55,4222,1723,10167,5283.42,increase
0.08,4,56,4246,1797,10289,5340.42,increase
0.08,4,57,4320,1859,10499,5446.38,increase
0.08,4,58,4404,1798,10606,5511.48,increase
0.08,4,59,4342,1778,10462,5436.12,increase
0.08,4,60,4455,1729,10639,5537.58,increase
0.08,4,61,4431,1687,10549,5494.02,increase
0.08,4,62,4605,1596,10806,5643.72,increase
0.08,4,63,4623,1637,10883,5680.38,increase
0.08,4,64,4639,1589,10867,5677.5,increase
0.08,4,65,4805,1692,11302,5900.04,increase
0.08,4,66,4723,1721,11167,5823.66,increase
0.08,4,67,5042,1791,11875,6197.58,increase
0.08,4,68,5035,1744,11814,6170.28,increase
0.08,4,69,4888,1777,11553,6025.38,increase
0.08,4,70,5037,1745,11819,6172.86,increase
0.08,4,71,5165,1830,12160,6346.8,increase
0.08,4,72,5226,1788,12240,6395.04,increase
0.08,4,73,5294,1742,12330,6449.16,increase
0.08,4,74,5266,1811,12343,6447.9,increase
0.08,4,75,5283,1875,12441,6493.14,increase
0.08,4,76,5380,1895,12655,6606.3,increase
0.08,4,77,5386,1841,12613,6590.1,increase
0.08,4,78,5353,1785,12491,6530.94,increase
0.08,4,79,5654,1787,13095,6856.86,increase
0.08,4,80,5744,1801,13289,6959.94,increase
0.08,4,81,5719,1742,13180,6908.16,increase
0.08,4,82,5859,1724,13442,7051.8,increase
0.08,4,83,5795,1775,13365,7004.1,increase
0.08,4,84,5924,1730,13578,7124.52,increase
0.08,4,85,6045,1819,13909,7292.58,increase
0.08,4,86,6067,1806,13940,7310.88,increase
0.08,4,87,6377,1781,14535,7635.18,increase
0.08,4,88,6298,1808,14404,7561.2,increase
0.08,4,89,6460,1932,14852,7788.24,increase
0.08,4,90,6904,1807,15615,8215.26,increase
0.08,4,91,6828,1830,15486,8142.84,increase
0.08,4,92,7061,1815,15937,8388.18,increase
0.08,4,93,7029,1831,15889,8360.34,increase
0.08,4,94,6888,1833,15609,8208.9,increase
0.08,4,95,7028,1791,15847,8342.46,increase
0.08,4,96,6888,1773,15549,8183.7,increase
0.08,4,97,6887,1730,15504,8164.56,increase
0.08,4,98,7053,1860,15966,8398.44,increase
0.08,4,99,7199,1804,16202,8532.6,increase
0.08,4,100,7336,1772,16444,8667.12,increase
0.08,5,0,2051,0,4102,2215.08,increase
0.08,5,1,1787,596,4170,2180.28,increase
0.08,5,2,1723,922,4368,2248.08,increase
0.08,5,3,1580,1081,4241,2160.42,increase
0.08,5,4,1570,1126,4266,2168.52,increase
0.08,5,5,1519,1196,4234,2142.84,increase
0.08,5,6,1561,1314,4436,2237.76,increase
0.08,5,7,1503,1402,4408,2212.08,increase
0.08,5,8,1325,1414,4064,2024.88,increase
0.08,5,9,1329,1431,4089,2036.34,increase
0.08,5,10,1481,1472,4434,2217.72,increase
0.08,5,11,1522,1487,4531,2268.3,increase
0.08,5,12,1445,1545,4435,2209.5,increase
0.08,5,13,1444,1586,4474,2225.64,increase
0.08,5,14,1444,1660,4548,2256.72,increase
0.08,5,15,1547,1731,4825,2397.78,increase
0.08,5,16,1563,1758,4884,2426.4,increase
0.08,5,17,1554,1693,4801,2389.38,increase
0.08,5,18,1598,1599,4795,2397.42,increase
0.08,5,19,1660,1656,4976,2488.32,increase
0.08,5,20,1747,1688,5182,2595.72,increase
0.08,5,21,1600,1651,4851,2421.42,increase
0.08,5,22,1693,1671,5057,2530.26,increase
0.08,5,23,1608,1746,4962,2469.96,increase
0.08,5,24,1639,1771,5049,2513.94,increase
0.08,5,25,1669,1780,5118,2550.12,increase
0.08,5,26,1789,1782,5360,2680.56,increase
0.08,5,27,1719,1885,5323,2648.22,increase
0.08,5,28,1709,1891,5309,2639.94,increase
0.08,5,29,1790,1792,5372,2685.84,increase
0.08,5,30,1715,1839,5269,2624.58,increase
0.08,5,31,1813,1800,5426,2714.04,increase
0.08,5,32,1763,1788,5314,2655,increase
0.08,5,33,1751,1662,5164,2589.12,increase
0.08,5,34,1847,1743,5437,2726.82,increase
0.08,5,35,1836,1748,5420,2717.04,increase
0.08,5,36,1906,1660,5472,2755.68,increase
0.08,5,37,2062,1715,5839,2947.26,increase
0.08,5,38,2077,1752,5906,2979,increase
0.08,5,39,2127,1828,6082,3064.92,increase
0.08,5,40,2140,1739,6019,3041.58,increase
0.08,5,41,2208,1818,6234,3148.2,increase
0.08,5,42,2193,1881,6267,3158.46,increase
0.08,5,43,2274,1845,6393,3230.82,increase
0.08,5,44,2275,1856,6406,3236.52,increase
0.08,5,45,2352,1885,6589,3331.86,increase
0.08,5,46,2396,1853,6645,3365.94,increase
0.08,5,47,2433,1832,6698,3397.08,increase
0.08,5,48,2408,1806,6622,3359.16,increase
0.08,5,49,2497,1886,6880,3488.88,increase
0.08,5,50,2680,1778,7138,3641.16,increase
0.08,5,51,2728,1817,7273,3709.38,increase
0.08,5,52,2659,1740,7058,3602.52,increase
0.08,5,53,2750,1813,7313,3731.46,increase
0.08,5,54,2622,1804,7048,3589.44,increase
0.08,5,55,2571,1774,6916,3521.76,increase
0.08,5,56,2691,1825,7207,3672.78,increase
0.08,5,57,2723,1820,7266,3705.24,increase
0.08,5,58,2834,1775,7443,3806.22,increase
0.08,5,59,2840,1710,7390,3785.4,increase
0.08,5,60,3060,1812,7932,4065.84,increase
0.08,5,61,3082,1812,7976,4089.6,increase
0.08,5,62,3035,1710,7780,3996,increase
0.08,5,63,3084,1642,7810,4020.36,increase
0.08,5,64,3231,1666,8128,4189.2,increase
0.08,5,65,3252,1632,8136,4197.6,increase
0.08,5,66,3295,1680,8270,4264.2,increase
0.08,5,67,3366,1714,8446,4355.16,increase
0.08,5,68,3498,1740,8736,4508.64,increase
0.08,5,69,3599,1785,8983,4636.62,increase
0.08,5,70,3692,1757,9141,4725.3,increase
0.08,5,71,3775,1676,9226,4780.92,increase
0.08,5,72,3920,1700,9540,4947.6,increase
0.08,5,73,3859,1697,9415,4880.46,increase
0.08,5,74,3995,1745,9735,5047.5,increase
0.08,5,75,3955,1669,9579,4972.38,increase
0.08,5,76,4014,1623,9651,5016.78,increase
0.08,5,77,4080,1617,9777,5085.54,increase
0.08,5,78,4219,1667,10105,5256.66,increase
0.08,5,79,4377,1736,10490,5456.28,increase
0.08,5,80,4493,1710,10696,5570.64,increase
0.08,5,81,4206,1600,10012,5214.48,increase
0.08,5,82,4258,1602,10118,5271.48,increase
0.08,5,83,4274,1628,10176,5299.68,increase
0.08,5,84,4377,1711,10465,5445.78,increase
0.08,5,85,4473,1681,10627,5536.86,increase
0.08,5,86,4415,1696,10526,5480.52,increase
0.08,5,87,4515,1740,10770,5607,increase
0.08,5,88,4754,1760,11268,5873.52,increase
0.08,5,89,4700,1612,11012,5753.04,increase
0.08,5,90,4712,1568,10992,5747.52,increase
0.08,5,91,4851,1640,11342,5927.88,increase
0.08,5,92,4898,1655,11451,5984.94,increase
0.08,5,93,4907,1687,11501,6008.1,increase
0.08,5,94,5110,1708,11928,6236.16,increase
0.08,5,95,5086,1749,11921,6227.46,increase
0.08,5,96,4988,1787,11763,6137.58,increase
0.08,5,97,5036,1810,11882,6199.08,increase
0.08,5,98,5215,1702,12132,6347.04,increase
0.08,5,99,5135,1737,12007,6275.34,increase
0.08,5,100,5313,1650,12276,6431.04,increase
0.08,6,0,2061,0,4122,2225.88,increase
0.08,6,1,1916,653,4485,2343.54,increase
0.08,6,2,1794,842,4430,2291.16,increase
0.08,6,3,1688,1010,4386,2247.24,increase
0.08,6,4,1535,1010,4080,2082,increase
0.08,6,5,1520,1186,4226,2139.72,increase
0.08,6,6,1493,1298,4284,2157.6,increase
0.08,6,7,1473,1339,4285,2153.22,increase
0.08,6,8,1410,1302,4122,2069.64,increase
0.08,6,9,1444,1397,4285,2146.26,increase
0.08,6,10,1573,1436,4582,2301.96,increase
0.08,6,11,1547,1533,4627,2314.62,increase
0.08,6,12,1568,1636,4772,2380.56,increase
0.08,6,13,1480,1589,4549,2265.78,increase
0.08,6,14,1504,1604,4612,2298,increase
0.08,6,15,1488,1697,4673,2319.78,increase
0.08,6,16,1527,1621,4675,2329.98,increase
0.08,6,17,1648,1708,5004,2497.2,increase
0.08,6,18,1618,1667,4903,2447.58,increase
0.08,6,19,1657,1629,4943,2473.74,increase
0.08,6,20,1603,1756,4962,2468.76,increase
0.08,6,21,1633,1597,4863,2434.38,increase
0.08,6,22,1656,1635,4947,2475.18,increase
0.08,6,23,1698,1557,4953,2487.78,increase
0.08,6,24,1726,1568,5020,2522.64,increase
0.08,6,25,1759,1617,5135,2578.86,increase
0.08,6,26,1802,1675,5279,2649.66,increase
0.08,6,27,1744,1699,5187,2597.1,increase
0.08,6,28,1762,1754,5278,2639.64,increase
0.08,6,29,1802,1757,5361,2684.1,increase
0.08,6,30,1794,1807,5395,2696.46,increase
0.08,6,31,1785,1844,5414,2702.28,increase
0.08,6,32,1826,1724,5376,2696.16,increase
0.08,6,33,1837,1730,5404,2710.56,increase
0.08,6,34,1902,1693,5497,2765.22,increase
0.08,6,35,1904,1652,5460,2750.16,increase
0.08,6,36,1931,1780,5642,2833.08,increase
0.08,6,37,1816,1850,5482,2738.28,increase
0.08,6,38,1839,1840,5518,2758.92,increase
0.08,6,39,1948,1910,5806,2906.04,increase
0.08,6,40,1997,1856,5850,2936.28,increase
0.08,6,41,1949,1820,5718,2869.32,increase
0.08,6,42,1929,1840,5698,2856.12,increase
0.08,6,43,1896,1808,5600,2807.04,increase
0.08,6,44,2015,1915,5945,2980.5,increase
0.08,6,45,1981,1915,5877,2943.78,increase
0.08,6,46,2147,1817,6111,3081.9,increase
0.08,6,47,2185,1801,6171,3116.22,increase
0.08,6,48,2255,1745,6255,3168.3,increase
0.08,6,49,2310,1798,6418,3249.96,increase
0.08,6,50,2341,1860,6542,3309.48,increase
0.08,6,51,2287,1811,6385,3230.58,increase
0.08,6,52,2278,1935,6491,3272.94,increase
