a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,eventual_outcome
0.0764,1,0,1880,0,3760,2030.4,increase
0.0764,1,1,1694,651,4039,2102.94,increase
0.0764,1,2,1520,968,4008,2048.16,increase
0.0764,1,3,1465,1096,4026,2042.52,increase
0.0764,1,4,1457,1249,4163,2098.14,increase
0.0764,1,5,1364,1290,4018,2014.92,increase
0.0764,1,6,1245,1367,3857,1918.74,increase
0.0764,1,7,1322,1338,3982,1989.72,increase
0.0764,1,8,1380,1345,4105,2055.3,increase
0.0764,1,9,1349,1529,4227,2099.1,increase
0.0764,1,10,1375,1501,4251,2115.42,increase
0.0764,1,11,1454,1555,4463,2223.42,increase
0.0764,1,12,1494,1596,4584,2283.84,increase
0.0764,1,13,1569,1526,4664,2335.44,increase
0.0764,1,14,1502,1515,4519,2258.46,increase
0.0764,1,15,1500,1601,4601,2292.42,increase
0.0764,1,16,1510,1686,4706,2338.92,increase
0.0764,1,17,1596,1683,4875,2430.54,increase
0.0764,1,18,1655,1707,5017,2504.34,increase
0.0764,1,19,1644,1725,5013,2500.02,increase
0.0764,1,20,1620,1704,4944,2465.28,increase
0.0764,1,21,1603,1748,4954,2465.4,increase
0.0764,1,22,1636,1780,5052,2514.48,increase
0.0764,1,23,1705,1803,5213,2598.66,increase
0.0764,1,24,1558,1923,5039,2490.3,increase
0.0764,1,25,1672,1802,5146,2562.6,increase
0.0764,1,26,1682,1840,5204,2589.36,increase
0.0764,1,27,1758,1904,5420,2698.32,increase
0.0764,1,28,1737,1904,5378,2675.64,increase
0.0764,1,29,1847,1848,5542,2770.92,increase
0.0764,1,30,1855,1927,5637,2812.74,increase
0.0764,1,31,1837,1751,5425,2719.38,increase
0.0764,1,32,1863,1793,5519,2765.1,increase
0.0764,1,33,1949,1741,5639,2836.14,increase
0.0764,1,34,1931,1812,5674,2846.52,increase
0.0764,1,35,2073,1755,5901,2975.94,increase
0.0764,1,36,2002,1805,5809,2920.26,increase
0.0764,1,37,2153,1863,6169,3107.7,increase
0.0764,1,38,2143,1901,6187,3112.86,increase
0.0764,1,39,2151,1885,6187,3114.78,increase
0.0764,1,40,2288,1847,6423,3246.78,increase
0.0764,1,41,2282,1823,6387,3230.22,increase
0.0764,1,42,2176,1849,6201,3126.66,increase
0.0764,1,43,2303,1779,6385,3234.42,increase
0.0764,1,44,2387,1730,6504,3304.56,increase
0.0764,1,45,2478,1862,6818,3458.28,increase
0.0764,1,46,2572,1748,6892,3511.92,increase
0.0764,1,47,2684,1783,7151,3647.58,increase
0.0764,1,48,2672,1873,7217,3672.42,increase
0.0764,1,49,2636,1756,7028,3584.4,increase
0.0764,1,50,2708,1829,7245,3692.82,increase
0.0764,1,51,2856,1762,7474,3824.52,increase
0.0764,1,52,2846,1747,7439,3807.42,increase
0.0764,1,53,2873,1678,7424,3807.6,increase
0.0764,1,54,3084,1732,7900,4058.16,increase
0.0764,1,55,3069,1774,7912,4059.6,increase
0.0764,1,56,3311,1721,8343,4298.7,increase
0.0764,1,57,3525,1799,8849,4562.58,increase
0.0764,1,58,3485,1744,8714,4496.28,increase
0.0764,1,59,3500,1789,8789,4531.38,increase
0.0764,1,60,3502,1790,8794,4533.96,increase
0.0764,1,61,3375,1831,8581,4414.02,increase
0.0764,1,62,3473,1728,8674,4476.6,increase
0.0764,1,63,3457,1697,8611,4446.3,increase
