a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,eventual_outcome
0.1,1,0,2506,0,5012,2706.48,increase
0.1,1,1,2418,590,5426,2859.24,increase
0.1,1,2,2290,889,5469,2846.58,increase
0.1,1,3,2266,988,5520,2862.24,increase
0.1,1,4,2250,1205,5705,2936.1,increase
0.1,1,5,2180,1290,5650,2896.2,increase
0.1,1,6,2203,1388,5794,2962.2,increase
0.1,1,7,2144,1409,5697,2907.3,increase
0.1,1,8,2080,1433,5593,2848.26,increase
0.1,1,9,2054,1445,5553,2825.22,increase
0.1,1,10,2145,1473,5763,2935.26,increase
0.1,1,11,2225,1532,5982,3046.44,increase
0.1,1,12,2329,1667,6325,3215.46,increase
0.1,1,13,2237,1646,6120,3107.28,increase
0.1,1,14,2317,1731,6365,3229.38,increase
0.1,1,15,2413,1695,6521,3317.94,increase
0.1,1,16,2330,1657,6317,3212.34,increase
0.1,1,17,2418,1713,6549,3330.9,increase
0.1,1,18,2426,1679,6531,3325.26,increase
0.1,1,19,2523,1652,6698,3418.68,increase
0.1,1,20,2516,1692,6724,3427.92,increase
0.1,1,21,2650,1655,6955,3557.1,increase
0.1,1,22,2721,1748,7190,3672.84,increase
0.1,1,23,2907,1681,7495,3845.58,increase
0.1,1,24,2894,1737,7525,3855.06,increase
0.1,1,25,2914,1783,7611,3895.98,increase
0.1,1,26,3036,1722,7794,4002.12,increase
0.1,1,27,2981,1764,7726,3960.36,increase
0.1,1,28,3050,1769,7869,4036.98,increase
0.1,1,29,3117,1767,8001,4108.5,increase
0.1,1,30,3200,1699,8099,4169.58,increase
0.1,1,31,3394,1755,8543,4402.62,increase
0.1,1,32,3378,1821,8577,4413.06,increase
0.1,1,33,3373,1757,8503,4380.78,increase
0.1,1,34,3335,1810,8480,4362,increase
0.1,1,35,3331,1769,8431,4340.46,increase
0.1,1,36,3572,1790,8934,4609.56,increase
0.1,1,37,3645,1872,9162,4722.84,increase
0.1,1,38,3598,1777,8973,4632.18,increase
0.1,1,39,3753,1776,9282,4799.16,increase
0.1,1,40,3872,1776,9520,4927.68,increase
0.1,1,41,3836,1823,9495,4908.54,increase
0.1,1,42,3913,1795,9621,4979.94,increase
0.1,1,43,3934,1774,9642,4993.8,increase
0.1,1,44,3975,1713,9663,5012.46,increase
0.1,1,45,3938,1649,9525,4945.62,increase
0.1,1,46,4050,1670,9770,5075.4,increase
0.1,1,47,3987,1706,9680,5022.48,increase
0.1,1,48,4098,1740,9936,5156.64,increase
0.1,1,49,4230,1744,10204,5300.88,increase
0.1,1,50,3933,1867,9733,5031.78,increase
0.1,1,51,4206,1783,10195,5291.34,increase
0.1,1,52,4346,1788,10480,5444.64,increase
0.1,1,53,4289,1810,10388,5392.32,increase
0.1,1,54,4371,1802,10544,5477.52,increase
0.1,1,55,4327,1840,10494,5445.96,increase
0.1,1,56,4423,1754,10600,5513.52,increase
0.1,1,57,4524,1895,10943,5681.82,increase
0.1,1,58,4595,1876,11066,5750.52,increase
0.1,1,59,4724,1868,11316,5886.48,increase
0.1,1,60,4864,1823,11551,6018.78,increase
0.1,1,61,4807,1749,11363,5926.14,increase
0.1,1,62,4852,1737,11441,5969.7,increase
0.1,1,63,5060,1748,11868,6198.96,increase
0.1,1,64,4954,1663,11571,6048.78,increase
0.1,1,65,5081,1765,11927,6228.78,increase
0.1,1,66,5150,1747,12047,6295.74,increase
0.1,1,67,5279,1659,12217,6398.1,increase
0.1,1,68,5426,1727,12579,6585.42,increase
0.1,1,69,5591,1627,12809,6721.62,increase
0.1,1,70,5718,1639,13075,6863.82,increase
0.1,1,71,5677,1639,12993,6819.54,increase
0.1,1,72,5812,1623,13247,6958.62,increase
0.1,1,73,5746,1658,13150,6902.04,increase
0.1,1,74,5920,1694,13534,7105.08,increase
0.1,1,75,5828,1741,13397,7025.46,increase
0.1,1,76,5829,1634,13292,6981.6,increase
0.1,1,77,5843,1642,13328,7000.08,increase
0.1,1,78,6120,1714,13954,7329.48,increase
0.1,1,79,6315,1696,14326,7532.52,increase
0.1,1,80,6168,1694,14030,7372.92,increase
0.1,1,81,6201,1697,14099,7409.82,increase
0.1,1,82,6053,1687,13793,7245.78,increase
0.1,1,83,6031,1739,13801,7243.86,increase
0.1,1,84,6268,1869,14405,7554.42,increase
0.1,1,85,6220,1850,14290,7494.6,increase
0.1,1,86,6179,1794,14152,7426.8,increase
0.1,1,87,6472,1862,14806,7771.8,increase
0.1,1,88,6404,1821,14629,7681.14,increase
0.1,1,89,6565,1827,14957,7857.54,increase
0.1,1,90,6582,1693,14857,7819.62,increase
0.1,1,91,6763,1742,15268,8035.68,increase
0.1,1,92,6998,1665,15661,8257.14,increase
0.1,1,93,7017,1810,15844,8338.56,increase
0.1,1,94,7029,1741,15799,8322.54,increase
0.1,1,95,7228,1728,16184,8532,increase
0.1,1,96,7506,1626,16638,8789.4,increase
0.1,1,97,7708,1744,17160,9057.12,increase
0.1,1,98,7458,1718,16634,8776.2,increase
0.1,1,99,7433,1805,16671,8785.74,increase
0.1,1,100,7465,1727,16657,8787.54,increase
0.1,2,0,2562,0,5124,2766.96,increase
0.1,2,1,2181,682,5044,2641.92,increase
0.1,2,2,2216,973,5405,2801.94,increase
0.1,2,3,2155,1054,5364,2770.08,increase
0.1,2,4,2073,1201,5347,2743.26,increase
0.1,2,5,1993,1317,5303,2705.58,increase
0.1,2,6,1997,1412,5406,2749.8,increase
0.1,2,7,1881,1494,5256,2658.96,increase
0.1,2,8,1908,1569,5385,2719.62,increase
0.1,2,9,1863,1681,5407,2718.06,increase
0.1,2,10,1907,1695,5509,2771.46,increase
0.1,2,11,2033,1686,5752,2903.76,increase
0.1,2,12,2193,1743,6129,3100.5,increase
