a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,eventual_outcome
0.0637,2,25,713,1687,3113,1478.58,decrease
0.0637,2,26,683,1711,3077,1456.26,decrease
0.0637,2,27,646,1570,2862,1357.08,decrease
0.0637,2,28,652,1676,2980,1408.08,decrease
0.0637,2,29,617,1782,3016,1414.8,decrease
0.0637,2,30,594,1712,2900,1360.56,decrease
0.0637,2,31,545,1674,2764,1291.68,decrease
0.0637,2,32,584,1563,2731,1287.18,decrease
0.0637,2,33,466,1688,2620,1212.24,decrease
0.0637,2,34,448,1594,2490,1153.32,decrease
0.0637,2,35,404,1577,2385,1098.66,decrease
0.0637,2,36,380,1579,2339,1073.58,decrease
0.0637,2,37,313,1515,2141,974.34,decrease
0.0637,2,38,268,1485,2021,913.14,decrease
0.0637,2,39,280,1437,1997,905.94,decrease
0.0637,2,40,253,1335,1841,833.94,decrease
0.0637,2,41,164,1246,1574,700.44,decrease
0.0637,2,42,187,1137,1511,679.5,decrease
0.0637,2,43,167,1162,1496,668.4,decrease
0.0637,2,44,147,1156,1450,644.28,decrease
0.0637,2,45,156,1052,1364,610.32,decrease
0.0637,2,46,122,1002,1246,552.6,decrease
0.0637,2,47,113,927,1153,511.38,decrease
0.0637,2,48,82,887,1051,461.1,decrease
0.0637,2,49,74,773,921,404.58,decrease
0.0637,2,50,37,757,831,357.9,decrease
0.0637,2,51,34,618,686,296.28,decrease
0.0637,2,52,19,573,611,261.18,decrease
0.0637,2,53,15,481,511,218.22,decrease
0.0637,2,54,9,389,407,173.1,decrease
0.0637,2,55,6,289,301,127.86,decrease
0.0637,2,56,1,242,244,102.72,decrease
0.0637,2,57,1,190,192,80.88,decrease
0.0637,2,58,2,175,179,75.66,decrease
0.0637,2,59,1,145,147,61.98,decrease
0.0637,2,60,0,107,107,44.94,decrease
0.0637,2,61,1,78,80,33.84,decrease
0.0637,2,62,0,97,97,40.74,decrease
0.0637,2,63,3,77,83,35.58,decrease
0.0637,2,64,0,79,79,33.18,decrease
0.0637,2,65,1,62,64,27.12,decrease
0.0637,2,66,0,64,64,26.88,decrease
0.0637,2,67,0,67,67,28.14,decrease
0.0637,2,68,0,46,46,19.32,decrease
0.0637,2,69,0,35,35,14.7,decrease
0.0637,2,70,0,39,39,16.38,decrease
0.0637,2,71,0,42,42,17.64,decrease
0.0637,2,72,0,49,49,20.58,decrease
0.0637,2,73,0,50,50,21,decrease
0.0637,2,74,0,43,43,18.06,decrease
0.0637,2,75,0,28,28,11.76,decrease
0.0637,2,76,0,25,25,10.5,decrease
0.0637,2,77,0,14,14,5.88,decrease
0.0637,2,78,0,14,14,5.88,decrease
0.0637,2,79,0,10,10,4.2,decrease
0.0637,2,80,0,11,11,4.62,decrease
0.0637,2,81,0,10,10,4.2,decrease
0.0637,2,82,0,7,7,2.94,decrease
0.0637,2,83,0,6,6,2.52,decrease
0.0637,2,84,0,3,3,1.26,decrease
0.0637,2,85,0,1,1,0.42,decrease
0.0637,2,86,0,0,0,0,decrease
0.0637,3,0,1654,0,3308,1786.32,decrease
0.0637,3,1,1432,659,3523,1823.34,decrease
0.0637,3,2,1285,841,3411,1741.02,decrease
0.0637,3,3,1198,989,3385,1709.22,decrease
0.0637,3,4,1199,1051,3449,1736.34,decrease
0.0637,3,5,1167,1211,3545,1768.98,decrease
0.0637,3,6,1143,1226,3512,1749.36,decrease
0.0637,3,7,1033,1302,3368,1662.48,decrease
0.0637,3,8,1074,1383,3531,1740.78,decrease
0.0637,3,9,979,1388,3346,1640.28,decrease
0.0637,3,10,981,1404,3366,1649.16,decrease
0.0637,3,11,1022,1424,3468,1701.84,decrease
0.0637,3,12,1015,1393,3423,1681.26,decrease
0.0637,3,13,1017,1474,3508,1717.44,decrease
0.0637,3,14,998,1516,3512,1714.56,decrease
0.0637,3,15,1017,1504,3538,1730.04,decrease
0.0637,3,16,1003,1572,3578,1743.48,decrease
0.0637,3,17,957,1527,3441,1674.9,decrease
0.0637,3,18,897,1510,3304,1602.96,decrease
0.0637,3,19,853,1584,3290,1586.52,decrease
0.0637,3,20,879,1580,3338,1612.92,decrease
0.0637,3,21,936,1630,3502,1695.48,decrease
0.0637,3,22,889,1663,3441,1658.58,decrease
0.0637,3,23,824,1685,3333,1597.62,decrease
0.0637,3,24,819,1694,3332,1596,decrease
0.0637,3,25,771,1690,3232,1542.48,decrease
0.0637,3,26,828,1652,3308,1588.08,decrease
0.0637,3,27,795,1683,3273,1565.46,decrease
0.0637,3,28,921,1573,3415,1655.34,decrease
0.0637,3,29,832,1731,3395,1625.58,decrease
0.0637,3,30,827,1708,3362,1610.52,decrease
0.0637,3,31,829,1653,3311,1589.58,decrease
0.0637,3,32,799,1658,3256,1559.28,decrease
0.0637,3,33,816,1725,3357,1605.78,decrease
0.0637,3,34,858,1569,3285,1585.62,decrease
0.0637,3,35,794,1729,3317,1583.7,decrease
0.0637,3,36,780,1931,3491,1653.42,decrease
0.0637,3,37,838,1876,3552,1692.96,decrease
0.0637,3,38,785,1755,3325,1584.9,decrease
0.0637,3,39,773,1700,3246,1548.84,decrease
0.0637,3,40,768,1812,3348,1590.48,decrease
0.0637,3,41,781,1742,3304,1575.12,decrease
0.0637,3,42,722,1780,3224,1527.36,decrease
0.0637,3,43,749,1850,3348,1585.92,decrease
0.0637,3,44,778,1806,3362,1598.76,decrease
0.0637,3,45,783,1810,3376,1605.84,decrease
0.0637,3,46,810,1787,3407,1625.34,decrease
0.0637,3,47,766,1759,3291,1566.06,decrease
0.0637,3,48,779,1777,3335,1587.66,decrease
0.0637,3,49,759,1687,3205,1528.26,decrease
0.0637,3,50,714,1664,3092,1470,decrease
0.0637,3,51,653,1673,2979,1407.9,decrease
0.0637,3,52,645,1629,2919,1380.78,decrease
0.0637,3,53,748,1625,3121,1490.34,decrease
0.0637,3,54,696,1776,3168,1497.6,decrease
0.0637,3,55,675,1780,3130,1476.6,decrease
0.0637,3,56,674,1621,2969,1408.74,decrease
0.0637,3,57,595,1651,2841,1336.02,decrease
0.0637,3,58,616,1582,2814,1329.72,decrease
0.0637,3,59,566,1606,2738,1285.8,decrease
0.0637,3,60,551,1610,2712,1271.28,decrease
0.0637,3,61,490,1578,2558,1191.96,decrease
0.0637,3,62,482,1564,2528,1177.44,decrease
0.0637,3,63,426,1553,2405,1112.34,decrease
0.0637,3,64,372,1489,2233,1027.14,decrease
0.0637,3,65,346,1525,2217,1014.18,decrease
0.0637,3,66,349,1395,2093,962.82,decrease
0.0637,3,67,301,1405,2007,915.18,decrease
0.0637,3,68,296,1304,1896,867.36,decrease
0.0637,3,69,259,1289,1807,821.1,decrease
0.0637,3,70,248,1204,1700,773.52,decrease
0.0637,3,71,238,1229,1705,773.22,decrease
0.0637,3,72,218,1138,1574,713.4,decrease
0.0637,3,73,187,1138,1512,679.92,decrease
0.0637,3,74,151,1076,1378,615,decrease
0.0637,3,75,109,1002,1220,538.56,decrease
0.0637,3,76,91,964,1146,503.16,decrease
0.0637,3,77,64,904,1032,448.8,decrease
0.0637,3,78,77,800,954,419.16,decrease
0.0637,3,79,57,686,800,349.68,decrease
0.0637,3,80,42,628,712,309.12,decrease
0.0637,3,81,35,589,659,285.18,decrease
0.0637,3,82,19,536,574,245.64,decrease
0.0637,3,83,13,473,499,212.7,decrease
0.0637,3,84,8,424,440,186.72,decrease
0.0637,3,85,6,358,370,156.84,decrease
0.0637,3,86,11,290,312,133.68,decrease
0.0637,3,87,8,259,275,117.42,decrease
0.0637,3,88,2,234,238,100.44,decrease
0.0637,3,89,4,197,205,87.06,decrease
0.0637,3,90,2,189,193,81.54,decrease
0.0637,3,91,2,158,162,68.52,decrease
0.0637,3,92,0,111,111,46.62,decrease
0.0637,3,93,2,84,88,37.44,decrease
0.0637,3,94,0,88,88,36.96,decrease
0.0637,3,95,1,73,75,31.74,decrease
0.0637,3,96,0,66,66,27.72,decrease
0.0637,3,97,2,57,61,26.1,decrease
0.0637,3,98,0,44,44,18.48,decrease
0.0637,3,99,0,36,36,15.12,decrease
0.0637,3,100,0,31,31,13.02,decrease
0.0637,4,0,1503,0,3006,1623.24,decrease
0.0637,4,1,1303,638,3244,1675.2,decrease
0.0637,4,2,1249,867,3365,1713.06,decrease
0.0637,4,3,1127,1072,3326,1667.4,decrease
0.0637,4,4,1163,1163,3489,1744.5,decrease
0.0637,4,5,1154,1219,3527,1758.3,decrease
0.0637,4,6,1110,1267,3487,1730.94,decrease
0.0637,4,7,1120,1330,3570,1768.2,decrease
0.0637,4,8,1049,1409,3507,1724.7,decrease
0.0637,4,9,1044,1412,3500,1720.56,decrease
0.0637,4,10,1006,1452,3464,1696.32,decrease
0.0637,4,11,990,1432,3412,1670.64,decrease
0.0637,4,12,909,1459,3277,1594.5,decrease
0.0637,4,13,943,1455,3341,1629.54,decrease
0.0637,4,14,872,1413,3157,1535.22,decrease
0.0637,4,15,847,1533,3227,1558.62,decrease
0.0637,4,16,781,1584,3146,1508.76,decrease
0.0637,4,17,700,1558,2958,1410.36,decrease
0.0637,4,18,699,1583,2981,1419.78,decrease
0.0637,4,19,707,1509,2923,1397.34,decrease
0.0637,4,20,720,1653,3093,1471.86,decrease
0.0637,4,21,731,1633,3095,1475.34,decrease
0.0637,4,22,668,1650,2986,1414.44,decrease
0.0637,4,23,626,1666,2918,1375.8,decrease
0.0637,4,24,609,1625,2843,1340.22,decrease
0.0637,4,25,574,1549,2697,1270.5,decrease
0.0637,4,26,554,1528,2636,1240.08,decrease
0.0637,4,27,548,1622,2718,1273.08,decrease
0.0637,4,28,544,1590,2678,1255.32,decrease
0.0637,4,29,522,1626,2670,1246.68,decrease
0.0637,4,30,464,1572,2500,1161.36,decrease
0.0637,4,31,483,1541,2507,1168.86,decrease
0.0637,4,32,467,1581,2515,1168.38,decrease
0.0637,4,33,450,1593,2493,1155.06,decrease
0.0637,4,34,442,1543,2427,1125.42,decrease
0.0637,4,35,411,1475,2297,1063.38,decrease
0.0637,4,36,438,1536,2412,1118.16,decrease
0.0637,4,37,374,1453,2201,1014.18,decrease
0.0637,4,38,319,1445,2083,951.42,decrease
0.0637,4,39,324,1383,2031,930.78,decrease
0.0637,4,40,323,1302,1948,895.68,decrease
0.0637,4,41,255,1303,1813,822.66,decrease
0.0637,4,42,219,1242,1680,758.16,decrease
0.0637,4,43,227,1243,1697,767.22,decrease
0.0637,4,44,216,1151,1583,716.7,decrease
0.0637,4,45,211,1162,1584,715.92,decrease
0.0637,4,46,158,1096,1412,630.96,decrease
0.0637,4,47,154,1011,1319,590.94,decrease
0.0637,4,48,126,1024,1276,566.16,decrease
0.0637,4,49,99,957,1155,508.86,decrease
0.0637,4,50,85,853,1023,450.06,decrease
0.0637,4,51,78,773,929,408.9,decrease
0.0637,4,52,53,709,815,355.02,decrease
0.0637,4,53,49,652,750,326.76,decrease
0.0637,4,54,43,596,682,296.76,decrease
0.0637,4,55,32,596,660,284.88,decrease
0.0637,4,56,45,548,638,278.76,decrease
0.0637,4,57,20,528,568,243.36,decrease
0.0637,4,58,37,450,524,228.96,decrease
0.0637,4,59,19,434,472,202.8,decrease
0.0637,4,60,14,389,417,178.5,decrease
0.0637,4,61,16,313,345,148.74,decrease
0.0637,4,62,11,272,294,126.12,decrease
0.0637,4,63,3,224,230,97.32,decrease
0.0637,4,64,1,198,200,84.24,decrease
0.0637,4,65,2,164,168,71.04,decrease
0.0637,4,66,0,121,121,50.82,decrease
0.0637,4,67,0,124,124,52.08,decrease
0.0637,4,68,1,120,122,51.48,decrease
0.0637,4,69,0,93,93,39.06,decrease
0.0637,4,70,0,86,86,36.12,decrease
0.0637,4,71,0,82,82,34.44,decrease
0.0637,4,72,2,55,59,25.26,decrease
0.0637,4,73,0,39,39,16.38,decrease
0.0637,4,74,0,22,22,9.24,decrease
0.0637,4,75,0,23,23,9.66,decrease
0.0637,4,76,0,14,14,5.88,decrease
0.0637,4,77,0,15,15,6.3,decrease
0.0637,4,78,0,10,10,4.2,decrease
0.0637,4,79,0,4,4,1.68,decrease
0.0637,4,80,0,4,4,1.68,decrease
0.0637,4,81,0,3,3,1.26,decrease
0.0637,4,82,0,2,2,0.84,decrease
0.0637,4,83,0,0,0,0,decrease
0.0637,5,0,1634,0,3268,1764.72,decrease
0.0637,5,1,1251,584,3086,1596.36,decrease
0.0637,5,2,1125,822,3072,1560.24,decrease
0.0637,5,3,1151,1004,3306,1664.76,decrease
0.0637,5,4,1096,1129,3321,1657.86,decrease
0.0637,5,5,980,1264,3224,1589.28,decrease
0.0637,5,6,968,1290,3226,1587.24,decrease
0.0637,5,7,1047,1238,3332,1650.72,decrease
0.0637,5,8,942,1378,3262,1596.12,decrease
0.0637,5,9,950,1451,3351,1635.42,decrease
0.0637,5,10,873,1536,3282,1587.96,decrease
0.0637,5,11,904,1513,3321,1611.78,decrease
0.0637,5,12,855,1505,3215,1555.5,decrease
0.0637,5,13,747,1441,2935,1411.98,decrease
0.0637,5,14,775,1539,3089,1483.38,decrease
0.0637,5,15,759,1538,3056,1465.68,decrease
0.0637,5,16,616,1514,2746,1301.16,decrease
0.0637,5,17,604,1555,2763,1305.42,decrease
0.0637,5,18,623,1456,2702,1284.36,decrease
0.0637,5,19,562,1513,2637,1242.42,decrease
0.0637,5,20,526,1604,2656,1241.76,decrease
0.0637,5,21,508,1510,2526,1182.84,decrease
0.0637,5,22,532,1498,2562,1203.72,decrease
0.0637,5,23,526,1514,2566,1203.96,decrease
0.0637,5,24,445,1434,2324,1082.88,decrease
0.0637,5,25,493,1411,2397,1125.06,decrease
0.0637,5,26,476,1445,2397,1120.98,decrease
0.0637,5,27,457,1517,2431,1130.7,decrease
0.0637,5,28,398,1384,2180,1011.12,decrease
0.0637,5,29,349,1411,2109,969.54,decrease
0.0637,5,30,310,1319,1939,888.78,decrease
0.0637,5,31,323,1288,1934,889.8,decrease
0.0637,5,32,269,1251,1789,815.94,decrease
0.0637,5,33,240,1208,1688,766.56,decrease
0.0637,5,34,208,1087,1503,681.18,decrease
0.0637,5,35,184,1059,1427,643.5,decrease
0.0637,5,36,153,1083,1389,620.1,decrease
0.0637,5,37,127,1096,1350,597.48,decrease
0.0637,5,38,105,1042,1252,551.04,decrease
0.0637,5,39,72,932,1076,469.2,decrease
0.0637,5,40,63,808,934,407.4,decrease
0.0637,5,41,63,721,847,370.86,decrease
0.0637,5,42,45,648,738,320.76,decrease
0.0637,5,43,30,587,647,278.94,decrease
0.0637,5,44,34,502,570,247.56,decrease
0.0637,5,45,10,451,471,200.22,decrease
0.0637,5,46,8,399,415,176.22,decrease
0.0637,5,47,7,373,387,164.22,decrease
0.0637,5,48,10,308,328,140.16,decrease
0.0637,5,49,5,255,265,112.5,decrease
0.0637,5,50,9,204,222,95.4,decrease
0.0637,5,51,0,167,167,70.14,decrease
0.0637,5,52,1,114,116,48.96,decrease
0.0637,5,53,2,109,113,47.94,decrease
0.0637,5,54,1,92,94,39.72,decrease
0.0637,5,55,0,83,83,34.86,decrease
0.0637,5,56,0,69,69,28.98,decrease
0.0637,5,57,0,44,44,18.48,decrease
0.0637,5,58,0,40,40,16.8,decrease
0.0637,5,59,0,38,38,15.96,decrease
0.0637,5,60,0,23,23,9.66,decrease
0.0637,5,61,0,15,15,6.3,decrease
0.0637,5,62,0,12,12,5.04,decrease
0.0637,5,63,0,8,8,3.36,decrease
0.0637,5,64,0,5,5,2.1,decrease
0.0637,5,65,0,1,1,0.42,decrease
0.0637,5,66,0,0,0,0,decrease
0.0637,6,0,1678,0,3356,1812.24,decrease
0.0637,6,1,1376,563,3315,1722.54,decrease
0.0637,6,2,1234,929,3397,1722.9,decrease
0.0637,6,3,1218,1079,3515,1768.62,decrease
0.0637,6,4,1107,1214,3428,1705.44,decrease
0.0637,6,5,1108,1181,3397,1692.66,decrease
0.0637,6,6,1004,1327,3335,1641.66,decrease
0.0637,6,7,1029,1336,3394,1672.44,decrease
0.0637,6,8,992,1312,3296,1622.4,decrease
0.0637,6,9,979,1271,3229,1591.14,decrease
0.0637,6,10,1016,1380,3412,1676.88,decrease
0.0637,6,11,1048,1334,3430,1692.12,decrease
0.0637,6,12,995,1471,3461,1692.42,decrease
0.0637,6,13,981,1527,3489,1700.82,decrease
0.0637,6,14,1006,1450,3462,1695.48,decrease
0.0637,6,15,954,1532,3440,1673.76,decrease
0.0637,6,16,1013,1616,3642,1772.76,decrease
0.0637,6,17,1027,1574,3628,1770.24,decrease
0.0637,6,18,1030,1537,3597,1757.94,decrease
0.0637,6,19,972,1540,3484,1696.56,decrease
0.0637,6,20,813,1624,3250,1560.12,decrease
0.0637,6,21,797,1563,3157,1517.22,decrease
0.0637,6,22,766,1566,3098,1485,decrease
0.0637,6,23,709,1546,2964,1415.04,decrease
0.0637,6,24,705,1418,2828,1356.96,decrease
0.0637,6,25,701,1456,2858,1368.6,decrease
0.0637,6,26,699,1477,2875,1375.26,decrease
0.0637,6,27,681,1468,2830,1352.04,decrease
0.0637,6,28,605,1539,2749,1299.78,decrease
0.0637,6,29,598,1539,2735,1292.22,decrease
0.0637,6,30,642,1572,2856,1353.6,decrease
0.0637,6,31,579,1595,2753,1295.22,decrease
0.0637,6,32,577,1509,2663,1256.94,decrease
0.0637,6,33,524,1548,2596,1216.08,decrease
0.0637,6,34,539,1410,2488,1174.32,decrease
0.0637,6,35,507,1448,2462,1155.72,decrease
0.0637,6,36,506,1442,2454,1152.12,decrease
0.0637,6,37,460,1500,2420,1126.8,decrease
0.0637,6,38,369,1414,2152,992.4,decrease
0.0637,6,39,384,1318,2086,968.28,decrease
0.0637,6,40,323,1364,2010,921.72,decrease
0.0637,6,41,329,1283,1941,894.18,decrease
0.0637,6,42,303,1253,1859,853.5,decrease
0.0637,6,43,313,1299,1925,883.62,decrease
0.0637,6,44,273,1249,1795,819.42,decrease
0.0637,6,45,240,1252,1732,785.04,decrease
0.0637,6,46,199,1193,1591,715.98,decrease
0.0637,6,47,165,1157,1487,664.14,decrease
0.0637,6,48,138,1107,1383,613.98,decrease
0.0637,6,49,110,978,1198,529.56,decrease
0.0637,6,50,106,949,1161,513.06,decrease
0.0637,6,51,99,852,1050,464.76,decrease
0.0637,6,52,77,825,979,429.66,decrease
0.0637,6,53,62,800,924,402.96,decrease
0.0637,6,54,62,715,839,367.26,decrease
0.0637,6,55,43,668,754,327,decrease
0.0637,6,56,28,687,743,318.78,decrease
0.0637,6,57,31,592,654,282.12,decrease
0.0637,6,58,24,553,601,258.18,decrease
0.0637,6,59,15,464,494,211.08,decrease
0.0637,6,60,6,371,383,162.3,decrease
0.0637,6,61,5,306,316,133.92,decrease
0.0637,6,62,7,254,268,114.24,decrease
0.0637,6,63,11,243,265,113.94,decrease
0.0637,6,64,13,252,278,119.88,decrease
0.0637,6,65,3,232,238,100.68,decrease
0.0637,6,66,4,179,187,79.5,decrease
0.0637,6,67,4,158,166,70.68,decrease
0.0637,6,68,0,150,150,63,decrease
0.0637,6,69,0,123,123,51.66,decrease
0.0637,6,70,1,88,90,38.04,decrease
0.0637,6,71,0,67,67,28.14,decrease
0.0637,6,72,0,36,36,15.12,decrease
0.0637,6,73,0,36,36,15.12,decrease
0.0637,6,74,0,31,31,13.02,decrease
0.0637,6,75,0,21,21,8.82,decrease
0.0637,6,76,0,15,15,6.3,decrease
0.0637,6,77,0,11,11,4.62,decrease
0.0637,6,78,0,7,7,2.94,decrease
0.0637,6,79,0,6,6,2.52,decrease
0.0637,6,80,0,2,2,0.84,decrease
0.0637,6,81,0,2,2,0.84,decrease
0.0637,6,82,0,2,2,0.84,decrease
0.0637,6,83,0,5,5,2.1,decrease
0.0637,6,84,0,5,5,2.1,decrease
0.0637,6,85,0,8,8,3.36,decrease
0.0637,6,86,0,8,8,3.36,decrease
0.0637,6,87,0,6,6,2.52,decrease
0.0637,6,88,0,4,4,1.68,decrease
0.0637,6,89,0,4,4,1.68,decrease
0.0637,6,90,0,3,3,1.26,decrease
0.0637,6,91,0,0,0,0,decrease
0.0637,7,0,1626,0,3252,1756.08,decrease
0.0637,7,1,1334,667,3335,1720.86,decrease
0.0637,7,2,1298,900,3496,1779.84,decrease
0.0637,7,3,1220,1013,3453,1743.06,decrease
0.0637,7,4,1252,1068,3572,1800.72,decrease
0.0637,7,5,1162,1188,3512,1753.92,decrease
0.0637,7,6,1113,1157,3383,1687.98,decrease
0.0637,7,7,1020,1288,3328,1642.56,decrease
0.0637,7,8,998,1355,3351,1646.94,decrease
0.0637,7,9,1022,1460,3504,1716.96,decrease
0.0637,7,10,1029,1429,3487,1711.5,decrease
0.0637,7,11,922,1532,3376,1639.2,decrease
0.0637,7,12,985,1553,3523,1716.06,decrease
0.0637,7,13,970,1534,3474,1691.88,decrease
0.0637,7,14,903,1610,3416,1651.44,decrease
0.0637,7,15,926,1633,3485,1685.94,decrease
0.0637,7,16,832,1663,3327,1597.02,decrease
0.0637,7,17,844,1769,3457,1654.5,decrease
0.0637,7,18,881,1723,3485,1675.14,decrease
0.0637,7,19,957,1805,3719,1791.66,decrease
0.0637,7,20,933,1760,3626,1746.84,decrease
0.0637,7,21,879,1771,3529,1693.14,decrease
0.0637,7,22,959,1663,3581,1734.18,decrease
0.0637,7,23,906,1693,3505,1689.54,decrease
0.0637,7,24,886,1700,3472,1670.88,decrease
0.0637,7,25,817,1609,3243,1558.14,decrease
0.0637,7,26,870,1639,3379,1627.98,decrease
0.0637,7,27,863,1655,3381,1627.14,decrease
0.0637,7,28,849,1687,3385,1625.46,decrease
0.0637,7,29,888,1650,3426,1652.04,decrease
0.0637,7,30,890,1635,3415,1647.9,decrease
0.0637,7,31,975,1585,3535,1718.7,decrease
0.0637,7,32,981,1699,3661,1773.06,decrease
0.0637,7,33,958,1722,3638,1757.88,decrease
0.0637,7,34,1008,1642,3658,1778.28,decrease
0.0637,7,35,982,1773,3737,1805.22,decrease
0.0637,7,36,968,1816,3752,1808.16,decrease
0.0637,7,37,935,1784,3654,1759.08,decrease
0.0637,7,38,866,1748,3480,1669.44,decrease
0.0637,7,39,882,1783,3547,1701.42,decrease
0.0637,7,40,884,1780,3548,1702.32,decrease
0.0637,7,41,945,1787,3677,1771.14,decrease
0.0637,7,42,850,1682,3382,1624.44,decrease
0.0637,7,43,922,1695,3539,1707.66,decrease
0.0637,7,44,959,1612,3530,1712.76,decrease
0.0637,7,45,1056,1663,3775,1838.94,decrease
0.0637,7,46,903,1585,3391,1640.94,decrease
0.0637,7,47,835,1567,3237,1559.94,decrease
0.0637,7,48,802,1569,3173,1525.14,decrease
0.0637,7,49,785,1599,3169,1519.38,decrease
0.0637,7,50,779,1608,3166,1516.68,decrease
0.0637,7,51,759,1609,3127,1495.5,decrease
0.0637,7,52,813,1686,3312,1586.16,decrease
0.0637,7,53,775,1650,3200,1530,decrease
0.0637,7,54,747,1643,3137,1496.82,decrease
