a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,eventual_outcome
0.02,1,0,560,0,1120,604.8,decrease
0.02,1,1,231,564,1026,486.36,decrease
0.02,1,2,169,610,948,438.72,decrease
0.02,1,3,147,595,889,408.66,decrease
0.02,1,4,87,611,785,350.58,decrease
0.02,1,5,56,629,741,324.66,decrease
0.02,1,6,49,500,598,262.92,decrease
0.02,1,7,46,511,603,264.3,decrease
0.02,1,8,35,495,565,245.7,decrease
0.02,1,9,24,432,480,207.36,decrease
0.02,1,10,20,380,420,181.2,decrease
0.02,1,11,5,334,344,145.68,decrease
0.02,1,12,10,280,300,128.4,decrease
0.02,1,13,8,235,251,107.34,decrease
0.02,1,14,9,221,239,102.54,decrease
0.02,1,15,0,204,204,85.68,decrease
0.02,1,16,2,197,201,84.9,decrease
0.02,1,17,0,179,179,75.18,decrease
0.02,1,18,0,118,118,49.56,decrease
0.02,1,19,1,132,134,56.52,decrease
0.02,1,20,0,104,104,43.68,decrease
0.02,1,21,0,105,105,44.1,decrease
0.02,1,22,0,99,99,41.58,decrease
0.02,1,23,0,78,78,32.76,decrease
0.02,1,24,0,64,64,26.88,decrease
0.02,1,25,0,76,76,31.92,decrease
0.02,1,26,0,58,58,24.36,decrease
0.02,1,27,0,47,47,19.74,decrease
0.02,1,28,1,37,39,16.62,decrease
0.02,1,29,1,30,32,13.68,decrease
0.02,1,30,0,25,25,10.5,decrease
0.02,1,31,0,21,21,8.82,decrease
0.02,1,32,0,18,18,7.56,decrease
0.02,1,33,0,18,18,7.56,decrease
0.02,1,34,0,14,14,5.88,decrease
0.02,1,35,0,12,12,5.04,decrease
0.02,1,36,0,10,10,4.2,decrease
0.02,1,37,0,14,14,5.88,decrease
0.02,1,38,0,7,7,2.94,decrease
0.02,1,39,0,13,13,5.46,decrease
0.02,1,40,0,12,12,5.04,decrease
0.02,1,41,0,8,8,3.36,decrease
0.02,1,42,0,4,4,1.68,decrease
0.02,1,43,0,2,2,0.84,decrease
0.02,1,44,0,2,2,0.84,decrease
0.02,1,45,0,0,0,0,decrease
0.02,2,0,529,0,1058,571.32,decrease
0.02,2,1,275,469,1019,493.98,decrease
0.02,2,2,149,620,918,421.32,decrease
0.02,2,3,113,632,858,387.48,decrease
0.02,2,4,123,585,831,378.54,decrease
0.02,2,5,83,602,768,342.48,decrease
0.02,2,6,59,538,656,289.68,decrease
0.02,2,7,37,471,545,237.78,decrease
0.02,2,8,33,431,497,216.66,decrease
0.02,2,9,22,398,442,190.92,decrease
0.02,2,10,17,330,364,156.96,decrease
0.02,2,11,22,278,322,140.52,decrease
0.02,2,12,13,270,296,127.44,decrease
0.02,2,13,7,258,272,115.92,decrease
0.02,2,14,9,214,232,99.6,decrease
0.02,2,15,2,215,219,92.46,decrease
0.02,2,16,6,205,217,92.58,decrease
0.02,2,17,2,167,171,72.3,decrease
0.02,2,18,2,164,168,71.04,decrease
0.02,2,19,0,152,152,63.84,decrease
0.02,2,20,1,126,128,54,decrease
0.02,2,21,0,101,101,42.42,decrease
0.02,2,22,2,80,84,35.76,decrease
0.02,2,23,2,62,66,28.2,decrease
0.02,2,24,0,41,41,17.22,decrease
0.02,2,25,0,33,33,13.86,decrease
0.02,2,26,0,25,25,10.5,decrease
0.02,2,27,0,18,18,7.56,decrease
0.02,2,28,1,13,15,6.54,decrease
0.02,2,29,0,9,9,3.78,decrease
0.02,2,30,0,10,10,4.2,decrease
0.02,2,31,0,3,3,1.26,decrease
0.02,2,32,0,0,0,0,decrease
0.02,3,0,526,0,1052,568.08,decrease
0.02,3,1,180,513,873,409.86,decrease
0.02,3,2,123,560,806,368.04,decrease
0.02,3,3,113,601,827,374.46,decrease
0.02,3,4,104,571,779,352.14,decrease
0.02,3,5,63,584,710,313.32,decrease
0.02,3,6,54,538,646,284.28,decrease
0.02,3,7,31,513,575,248.94,decrease
0.02,3,8,35,445,515,224.7,decrease
0.02,3,9,25,406,456,197.52,decrease
0.02,3,10,13,374,400,171.12,decrease
0.02,3,11,9,312,330,140.76,decrease
0.02,3,12,3,260,266,112.44,decrease
0.02,3,13,5,230,240,102,decrease
0.02,3,14,5,220,230,97.8,decrease
0.02,3,15,2,206,210,88.68,decrease
0.02,3,16,1,161,163,68.7,decrease
0.02,3,17,1,159,161,67.86,decrease
0.02,3,18,6,132,144,61.92,decrease
0.02,3,19,1,120,122,51.48,decrease
0.02,3,20,3,89,95,40.62,decrease
0.02,3,21,0,82,82,34.44,decrease
0.02,3,22,0,45,45,18.9,decrease
0.02,3,23,0,46,46,19.32,decrease
0.02,3,24,0,27,27,11.34,decrease
0.02,3,25,0,26,26,10.92,decrease
0.02,3,26,0,22,22,9.24,decrease
0.02,3,27,0,18,18,7.56,decrease
0.02,3,28,0,15,15,6.3,decrease
0.02,3,29,0,7,7,2.94,decrease
0.02,3,30,0,6,6,2.52,decrease
0.02,3,31,0,6,6,2.52,decrease
0.02,3,32,0,8,8,3.36,decrease
0.02,3,33,0,6,6,2.52,decrease
0.02,3,34,0,6,6,2.52,decrease
0.02,3,35,0,6,6,2.52,decrease
0.02,3,36,0,4,4,1.68,decrease
0.02,3,37,0,4,4,1.68,decrease
0.02,3,38,0,1,1,0.42,decrease
0.02,3,39,0,0,0,0,decrease
0.02,4,0,499,0,998,538.92,decrease
0.02,4,1,197,527,921,434.1,decrease
0.02,4,2,149,557,855,394.86,decrease
0.02,4,3,122,560,804,366.96,decrease
0.02,4,4,87,625,799,356.46,decrease
0.02,4,5,77,551,705,314.58,decrease
0.02,4,6,53,512,618,272.28,decrease
0.02,4,7,29,463,521,225.78,decrease
0.02,4,8,20,373,413,178.26,decrease
0.02,4,9,14,313,341,146.58,decrease
0.02,4,10,10,306,326,139.32,decrease
0.02,4,11,9,304,322,137.4,decrease
0.02,4,12,14,239,267,115.5,decrease
0.02,4,13,11,215,237,102.18,decrease
0.02,4,14,9,204,222,95.4,decrease
0.02,4,15,3,196,202,85.56,decrease
0.02,4,16,3,152,158,67.08,decrease
0.02,4,17,1,110,112,47.28,decrease
0.02,4,18,0,109,109,45.78,decrease
0.02,4,19,1,89,91,38.46,decrease
0.02,4,20,4,86,94,40.44,decrease
0.02,4,21,1,54,56,23.76,decrease
0.02,4,22,1,41,43,18.3,decrease
0.02,4,23,0,45,45,18.9,decrease
0.02,4,24,0,35,35,14.7,decrease
0.02,4,25,0,27,27,11.34,decrease
0.02,4,26,0,20,20,8.4,decrease
0.02,4,27,0,12,12,5.04,decrease
0.02,4,28,0,13,13,5.46,decrease
0.02,4,29,0,10,10,4.2,decrease
0.02,4,30,0,5,5,2.1,decrease
0.02,4,31,0,5,5,2.1,decrease
0.02,4,32,0,3,3,1.26,decrease
0.02,4,33,0,5,5,2.1,decrease
0.02,4,34,0,4,4,1.68,decrease
0.02,4,35,0,4,4,1.68,decrease
0.02,4,36,0,0,0,0,decrease
0.02,5,0,507,0,1014,547.56,decrease
0.02,5,1,236,477,949,455.22,decrease
0.02,5,2,135,560,830,381,decrease
0.02,5,3,106,560,772,349.68,decrease
0.02,5,4,56,573,685,301.14,decrease
0.02,5,5,46,535,627,274.38,decrease
0.02,5,6,41,486,568,248.4,decrease
0.02,5,7,32,422,486,211.8,decrease
0.02,5,8,17,446,480,205.68,decrease
0.02,5,9,24,419,467,201.9,decrease
0.02,5,10,10,367,387,164.94,decrease
0.02,5,11,5,309,319,135.18,decrease
0.02,5,12,7,265,279,118.86,decrease
0.02,5,13,9,249,267,114.3,decrease
0.02,5,14,3,201,207,87.66,decrease
0.02,5,15,4,153,161,68.58,decrease
0.02,5,16,3,126,132,56.16,decrease
0.02,5,17,1,127,129,54.42,decrease
0.02,5,18,0,109,109,45.78,decrease
0.02,5,19,1,97,99,41.82,decrease
0.02,5,20,0,74,74,31.08,decrease
0.02,5,21,0,72,72,30.24,decrease
0.02,5,22,0,58,58,24.36,decrease
0.02,5,23,0,39,39,16.38,decrease
0.02,5,24,0,38,38,15.96,decrease
0.02,5,25,1,30,32,13.68,decrease
0.02,5,26,0,22,22,9.24,decrease
0.02,5,27,0,13,13,5.46,decrease
0.02,5,28,0,23,23,9.66,decrease
0.02,5,29,0,19,19,7.98,decrease
0.02,5,30,0,12,12,5.04,decrease
0.02,5,31,0,8,8,3.36,decrease
0.02,5,32,0,3,3,1.26,decrease
0.02,5,33,0,1,1,0.42,decrease
0.02,5,34,0,0,0,0,decrease
0.02,6,0,508,0,1016,548.64,decrease
0.02,6,1,198,554,950,446.52,decrease
0.02,6,2,126,658,910,412.44,decrease
0.02,6,3,104,621,829,373.14,decrease
0.02,6,4,72,583,727,322.62,decrease
0.02,6,5,48,603,699,305.1,decrease
0.02,6,6,55,494,604,266.88,decrease
0.02,6,7,29,451,509,220.74,decrease
0.02,6,8,41,385,467,205.98,decrease
0.02,6,9,14,347,375,160.86,decrease
0.02,6,10,11,292,314,134.52,decrease
0.02,6,11,4,266,274,116.04,decrease
0.02,6,12,12,220,244,105.36,decrease
0.02,6,13,3,154,160,67.92,decrease
0.02,6,14,2,131,135,57.18,decrease
0.02,6,15,6,103,115,49.74,decrease
0.02,6,16,1,108,110,46.44,decrease
0.02,6,17,0,74,74,31.08,decrease
0.02,6,18,0,67,67,28.14,decrease
0.02,6,19,0,58,58,24.36,decrease
0.02,6,20,0,55,55,23.1,decrease
0.02,6,21,1,36,38,16.2,decrease
0.02,6,22,0,26,26,10.92,decrease
0.02,6,23,0,24,24,10.08,decrease
0.02,6,24,0,21,21,8.82,decrease
0.02,6,25,0,23,23,9.66,decrease
0.02,6,26,0,16,16,6.72,decrease
0.02,6,27,0,7,7,2.94,decrease
0.02,6,28,0,7,7,2.94,decrease
0.02,6,29,0,7,7,2.94,decrease
0.02,6,30,0,3,3,1.26,decrease
0.02,6,31,0,1,1,0.42,decrease
0.02,6,32,0,2,2,0.84,decrease
0.02,6,33,0,2,2,0.84,decrease
0.02,6,34,0,3,3,1.26,decrease
0.02,6,35,0,0,0,0,decrease
0.02,7,0,499,0,998,538.92,decrease
0.02,7,1,262,428,952,462.72,decrease
0.02,7,2,198,502,898,424.68,decrease
0.02,7,3,115,553,783,356.46,decrease
0.02,7,4,92,594,778,348.84,decrease
0.02,7,5,52,586,690,302.28,decrease
0.02,7,6,74,503,651,291.18,decrease
0.02,7,7,37,539,613,266.34,decrease
0.02,7,8,38,494,570,248.52,decrease
0.02,7,9,41,446,528,231.6,decrease
0.02,7,10,17,419,453,194.34,decrease
0.02,7,11,7,347,361,153.3,decrease
0.02,7,12,7,271,285,121.38,decrease
0.02,7,13,6,236,248,105.6,decrease
0.02,7,14,7,229,243,103.74,decrease
0.02,7,15,11,183,205,88.74,decrease
0.02,7,16,10,166,186,80.52,decrease
0.02,7,17,3,151,157,66.66,decrease
0.02,7,18,1,134,136,57.36,decrease
0.02,7,19,0,109,109,45.78,decrease
0.02,7,20,1,117,119,50.22,decrease
0.02,7,21,0,97,97,40.74,decrease
