a,sigma,k,u_hat,delta,outcome
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.1,0.01,0.2,0.15,0.00209827,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.12,0.01,0.2,0.15,0.00209972,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.137959184,0.01,0.2,0.15,0.002099947,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.155918367,0.01,0.2,0.15,0.00209999,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.173877551,0.01,0.2,0.15,0.002099998,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.191836735,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.209795918,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.227755102,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.245714286,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
0.263673469,0.01,0.2,0.15,0.0021,increase
