gen,popsize,num_dd,num_dwt,num_wtwt,num_d_alleles,rate_d_alleles,replicate
-9,24194,0,0,24194,0,0,1
-8,24230,0,0,24230,0,0,1
-7,24172,0,0,24172,0,0,1
-6,24237,0,0,24237,0,0,1
-5,24163,0,0,24163,0,0,1
-4,24117,0,0,24117,0,0,1
-3,24331,0,0,24331,0,0,1
-2,24184,0,0,24184,0,0,1
-1,24191,0,0,24191,0,0,1
0,25085,800,0,24285,1600,0.0318916,1
1,24427,446,723,23258,1615,0.0330577,1
2,24246,393,874,22979,1660,0.0342325,1
3,24184,371,939,22874,1681,0.0347544,1
4,24122,395,997,22730,1787,0.0370409,1
5,24192,409,1091,22692,1909,0.0394552,1
6,24121,451,1110,22560,2012,0.0417064,1
7,24208,415,1146,22647,1976,0.040813,1
8,24039,414,1095,22530,1923,0.0399975,1
9,24292,490,1094,22708,2074,0.042689,1
10,24089,500,1229,22360,2229,0.0462659,1
11,24245,547,1264,22434,2358,0.0486286,1
12,24139,556,1337,22246,2449,0.050727,1
13,24239,602,1299,22338,2503,0.0516317,1
14,24241,609,1330,22302,2548,0.0525556,1
15,24144,660,1349,22135,2669,0.0552725,1
16,24232,733,1305,22194,2771,0.0571765,1
17,24182,881,1465,21836,3227,0.0667232,1
18,24282,963,1633,21686,3559,0.0732847,1
19,24320,1121,1612,21587,3854,0.0792352,1
20,24323,1250,1587,21486,4087,0.0840151,1
21,24194,1391,1635,21168,4417,0.091283,1
22,24365,1513,1727,21125,4753,0.0975375,1
23,24473,1694,1780,20999,5168,0.105586,1
24,24448,1866,1735,20847,5467,0.111809,1
25,24293,1996,1782,20515,5774,0.118841,1
26,24505,2232,1689,20584,6153,0.125546,1
27,24451,2545,1717,20189,6807,0.139197,1
28,24640,3018,1743,19879,7779,0.157853,1
29,24840,3673,1768,19399,9114,0.183454,1
30,24834,4216,1750,18868,10182,0.205001,1
31,25012,4758,1773,18481,11289,0.225672,1
32,24974,5373,1747,17854,12493,0.25012,1
33,25206,6195,1822,17189,14212,0.281917,1
34,25404,7010,1753,16641,15773,0.310443,1
35,25635,7743,1632,16260,17118,0.333879,1
36,25686,8589,1532,15565,18710,0.364206,1
37,25947,9240,1551,15156,20031,0.385998,1
38,25917,9915,1419,14583,21249,0.409943,1
39,26388,11077,1349,13962,23503,0.445335,1
40,26379,11761,1266,13352,24788,0.469843,1
41,26404,12269,1138,12997,25676,0.486214,1
42,26723,12789,1149,12785,26727,0.500075,1
43,26733,13291,1029,12413,27611,0.516422,1
44,26788,13706,1038,12044,28450,0.531021,1
45,26818,13949,881,11988,28779,0.536561,1
46,26967,14408,857,11702,29673,0.550172,1
47,27040,14573,844,11623,29990,0.554549,1
48,27074,14733,882,11459,30348,0.560464,1
49,27057,14987,838,11232,30812,0.569391,1
50,27125,15261,785,11079,31307,0.577088,1
51,27077,15313,841,10923,31467,0.581065,1
52,27266,15563,788,10915,31914,0.585234,1
53,27044,15563,826,10655,31952,0.590741,1
54,27176,15631,843,10702,32105,0.590687,1
55,27229,15655,815,10759,32125,0.589904,1
56,27403,15725,818,10860,32268,0.588768,1
57,27238,15832,803,10603,32467,0.595987,1
58,27271,15992,814,10465,32798,0.601335,1
59,27338,16195,818,10325,33208,0.60736,1
60,26966,15910,721,10335,32541,0.603371,1
61,27111,16044,839,10228,32927,0.607263,1
62,27280,16358,844,10078,33560,0.615103,1
63,27422,16471,815,10136,33757,0.615509,1
64,27297,16891,754,9652,34536,0.632597,1
65,27355,16669,890,9796,34228,0.625626,1
66,27348,16932,865,9551,34729,0.634946,1
67,27517,17179,896,9442,35254,0.640586,1
68,27430,17014,834,9582,34862,0.635472,1
69,27443,16894,883,9666,34671,0.631691,1
70,27430,16969,910,9551,34848,0.635217,1
71,27326,16896,905,9525,34697,0.634872,1
72,27228,16819,928,9481,34566,0.634751,1
73,27672,17375,895,9402,35645,0.644063,1
74,27391,17293,842,9256,35428,0.646709,1
75,27410,17476,843,9091,35795,0.652955,1
76,27620,17783,855,8982,36421,0.659323,1
77,27429,17555,869,9005,35979,0.655857,1
78,27419,17620,854,8945,36094,0.658193,1
79,27613,17928,829,8856,36685,0.66427,1
80,27584,18003,819,8762,36825,0.667507,1
81,27649,18160,738,8751,37058,0.670151,1
82,27612,17991,831,8790,36813,0.666612,1
83,27711,18136,891,8684,37163,0.670546,1
84,27798,18288,887,8623,37463,0.673843,1
85,27618,18404,880,8334,37688,0.682309,1
86,27899,18605,864,8430,38074,0.682354,1
87,27916,18691,912,8313,38294,0.685879,1
88,27755,18431,845,8479,37707,0.679283,1
89,27511,18145,822,8544,37112,0.674494,1
90,27510,18379,829,8302,37587,0.683152,1
91,27699,18676,846,8177,38198,0.689519,1
92,27772,18891,886,7995,38668,0.696169,1
93,27776,19134,899,7743,39167,0.705051,1
94,27831,19221,909,7701,39351,0.706963,1
95,27807,19062,916,7829,39040,0.701982,1
96,27860,19271,869,7720,39411,0.707304,1
97,27895,19314,880,7701,39508,0.708156,1
98,28069,19341,834,7894,39516,0.703908,1
99,27786,19197,902,7687,39296,0.707119,1
100,27882,19386,889,7607,39661,0.711229,1
-9,24064,0,0,24064,0,0,2
-8,24275,0,0,24275,0,0,2
-7,24239,0,0,24239,0,0,2
-6,24152,0,0,24152,0,0,2
-5,24072,0,0,24072,0,0,2
-4,24167,0,0,24167,0,0,2
-3,24090,0,0,24090,0,0,2
-2,24217,0,0,24217,0,0,2
-1,24175,0,0,24175,0,0,2
0,24765,800,0,23965,1600,0.0323037,2
1,24261,386,803,23072,1575,0.0324595,2
2,24144,332,889,22923,1553,0.0321612,2
3,24102,334,921,22847,1589,0.0329641,2
4,24178,316,1000,22862,1632,0.0337497,2
5,24178,332,983,22863,1647,0.0340599,2
6,24089,286,1027,22776,1599,0.0331894,2
7,24099,276,1040,22783,1592,0.0330304,2
8,24318,258,1011,23049,1527,0.0313965,2
9,24002,240,1026,22736,1506,0.0313724,2
10,24255,238,1048,22969,1524,0.0314162,2
11,24279,269,979,23031,1517,0.031241,2
12,24124,227,1051,22846,1505,0.031193,2
13,24083,267,1051,22765,1585,0.032907,2
14,24142,273,1021,22848,1567,0.0324538,2
15,24144,295,1107,22742,1697,0.0351433,2
16,24226,339,1146,22741,1824,0.0376455,2
17,24152,359,1163,22630,1881,0.0389409,2
18,24216,359,1190,22667,1908,0.0393954,2
19,24191,381,1140,22670,1902,0.0393121,2
20,24163,371,1246,22546,1988,0.0411373,2
21,24095,413,1193,22489,2019,0.0418967,2
22,24170,411,1228,22531,2050,0.0424079,2
23,24131,478,1228,22425,2184,0.045253,2
24,24163,481,1228,22454,2190,0.0453172,2
25,24228,525,1262,22441,2312,0.0477134,2
26,24093,555,1253,22285,2363,0.0490391,2
27,24103,622,1241,22240,2485,0.0515496,2
28,24276,655,1323,22298,2633,0.0542305,2
29,24114,642,1423,22049,2707,0.0561292,2
30,24280,730,1552,21998,3012,0.0620264,2
31,24241,786,1564,21891,3136,0.0646838,2
32,24315,889,1635,21791,3413,0.070183,2
33,24351,938,1601,21812,3477,0.0713934,2
34,24239,1011,1690,21538,3712,0.0765708,2
35,24419,1127,1728,21564,3982,0.0815349,2
36,24303,1292,1726,21285,4310,0.0886722,2
37,24257,1401,1793,21063,4595,0.0947149,2
38,24365,1593,1914,20858,5100,0.104658,2
39,24297,1884,1877,20536,5645,0.116167,2
40,24424,2237,1940,20247,6414,0.131305,2
41,24396,2596,1928,19872,7120,0.145926,2
42,24595,2939,2001,19655,7879,0.160175,2
43,24798,3376,2026,19396,8778,0.17699,2
44,24687,3825,1986,18876,9636,0.195163,2
45,24882,4268,1967,18647,10503,0.211056,2
46,24941,4944,2031,17966,11919,0.238944,2
47,25161,5651,1887,17623,13189,0.262092,2
48,25119,6197,1872,17050,14266,0.283968,2
49,25257,7128,1747,16382,16003,0.316803,2
50,25478,7856,1772,15850,17484,0.34312,2
51,25689,8660,1696,15333,19016,0.37012,2
52,25831,9283,1628,14920,20194,0.390887,2
53,25876,10126,1562,14188,21814,0.42151,2
54,26287,11183,1431,13673,23797,0.452638,2
55,26416,11815,1403,13198,25033,0.473823,2
56,26543,12678,1327,12538,26683,0.502637,2
57,26706,13395,1205,12106,27995,0.524133,2
58,26831,13819,1071,11941,28709,0.534997,2
59,26895,14244,1010,11641,29498,0.548392,2
60,26880,14632,925,11323,30189,0.561551,2
61,26953,14739,930,11284,30408,0.564093,2
62,27004,15126,886,10992,31138,0.576544,2
63,27168,15429,810,10929,31668,0.582818,2
64,27136,15688,793,10655,32169,0.592737,2
65,27093,15871,814,10408,32556,0.600819,2
66,27187,16031,803,10353,32865,0.604425,2
67,27394,16311,748,10335,33370,0.609075,2
68,27243,16248,802,10193,33298,0.611129,2
69,27326,16178,758,10390,33114,0.605906,2
70,27177,16156,764,10257,33076,0.608529,2
71,27169,16391,827,9951,33609,0.618517,2
72,27159,16408,779,9972,33595,0.618487,2
73,27273,16658,798,9817,34114,0.625417,2
74,27319,16518,822,9979,33858,0.619679,2
75,27327,16351,870,10106,33572,0.614264,2
76,27125,16398,779,9948,33575,0.618894,2
77,27450,16690,823,9937,34203,0.623005,2
78,27202,16706,801,9695,34213,0.628869,2
79,27405,16693,776,9936,34162,0.62328,2
80,27338,16732,817,9789,34281,0.626984,2
81,27321,16796,826,9699,34418,0.629882,2
82,27419,17091,818,9510,35000,0.638244,2
83,27382,17060,837,9485,34957,0.638321,2
84,27395,17273,783,9339,35329,0.644807,2
85,27283,17212,773,9298,35197,0.645035,2
86,27606,17472,785,9349,35729,0.647124,2
87,27554,17622,805,9127,36049,0.654152,2
88,27647,17600,828,9219,36028,0.651572,2
89,27539,17528,776,9235,35832,0.650568,2
90,27533,17615,773,9145,36003,0.653815,2
91,27638,17793,810,9035,36396,0.658441,2
92,27455,17783,767,8905,36333,0.661683,2
93,27500,17812,837,8851,36461,0.662927,2
94,27660,18074,856,8730,37004,0.668908,2
95,27619,18236,863,8520,37335,0.675893,2
96,27445,18230,898,8317,37358,0.680598,2
97,27517,18287,939,8291,37513,0.681633,2
98,27612,18211,868,8533,37290,0.67525,2
99,27719,18240,964,8515,37444,0.675421,2
100,27602,18153,963,8486,37269,0.675114,2
-9,24257,0,0,24257,0,0,3
-8,24075,0,0,24075,0,0,3
-7,24217,0,0,24217,0,0,3
-6,24320,0,0,24320,0,0,3
-5,24287,0,0,24287,0,0,3
-4,24302,0,0,24302,0,0,3
-3,24225,0,0,24225,0,0,3
-2,24183,0,0,24183,0,0,3
-1,24127,0,0,24127,0,0,3
0,24970,800,0,24170,1600,0.0320384,3
1,24191,435,745,23011,1615,0.0333802,3
2,24279,418,904,22957,1740,0.0358334,3
3,24136,384,1037,22715,1805,0.0373923,3
4,24137,423,1079,22635,1925,0.0398765,3
5,24318,475,1119,22724,2069,0.0425405,3
6,24093,454,1235,22404,2143,0.0444735,3
7,24156,451,1209,22496,2111,0.0436951,3
8,24085,461,1228,22396,2150,0.0446336,3
9,24111,450,1265,22396,2165,0.0448965,3
10,24267,501,1274,22492,2276,0.046895,3
11,24246,516,1351,22379,2383,0.0491421,3
12,24207,572,1336,22299,2480,0.0512249,3
13,24196,590,1339,22267,2519,0.0520541,3
14,24225,631,1294,22300,2556,0.0527554,3
15,24361,715,1372,22274,2802,0.05751,3
16,24344,782,1416,22146,2980,0.061206000000000003,3
17,24214,868,1478,21868,3214,0.0663666,3
18,24156,953,1571,21632,3477,0.0719697,3
19,24236,1001,1579,21656,3581,0.0738777,3
20,24381,1157,1696,21528,4010,0.0822362,3
21,24320,1257,1688,21375,4202,0.0863898,3
22,24378,1451,1679,21248,4581,0.0939577,3
23,24128,1439,1731,20958,4609,0.0955114,3
24,24276,1687,1733,20856,5107,0.105186,3
25,24408,1916,1815,20677,5647,0.115679,3
26,24542,2237,1851,20454,6325,0.128861,3
27,24524,2573,1806,20145,6952,0.141739,3
28,24610,2814,1800,19996,7428,0.150914,3
29,24502,3144,1774,19584,8062,0.164517,3
30,24784,3509,1862,19413,8880,0.179148,3
31,24890,3958,1878,19054,9794,0.196746,3
32,25002,4442,1894,18666,10778,0.215543,3
33,24941,4852,1852,18237,11556,0.231667,3
34,25148,5514,1810,17824,12838,0.255249,3
35,25204,6289,1748,17167,14326,0.284201,3
36,25457,7126,1668,16663,15920,0.312684,3
37,25671,8004,1628,16039,17636,0.3435,3
38,25604,8772,1558,15274,19102,0.373028,3
39,26154,9574,1495,15085,20643,0.394643,3
40,26043,10362,1388,14293,22112,0.424529,3
41,26284,11160,1330,13794,23650,0.449893,3
42,26220,11761,1238,13221,24760,0.472159,3
43,26498,12436,1291,12771,26163,0.493679,3
44,26706,13110,1147,12449,27367,0.512375,3
45,26875,13540,1184,12151,28264,0.525842,3
46,26686,13618,1145,11923,28381,0.531758,3
47,26944,14089,1090,11765,29268,0.543126,3
48,26844,14442,1003,11399,29887,0.556679,3
49,27020,14785,1049,11186,30619,0.566599,3
50,26953,15218,948,10787,31384,0.582199,3
51,26863,15188,896,10779,31272,0.582065,3
52,27008,15330,832,10846,31492,0.583012,3
53,27036,15410,887,10739,31707,0.586385,3
54,27214,15702,866,10646,32270,0.592893,3
55,27200,15950,843,10407,32743,0.601893,3
56,27348,16136,827,10385,33099,0.605145,3
57,27322,16222,806,10294,33250,0.608484,3
58,27196,16081,861,10254,33023,0.60713,3
59,27184,16271,872,10041,33414,0.614589,3
60,27097,16353,815,9929,33521,0.618537,3
61,27440,16569,818,10053,33956,0.618732,3
62,27308,16607,877,9824,34091,0.624194,3
63,27403,16434,874,10095,33742,0.615663,3
64,27179,16302,852,10025,33456,0.615475,3
65,27328,16763,818,9747,34344,0.628367,3
66,27396,16904,846,9646,34654,0.632465,3
67,27439,16953,807,9679,34713,0.632549,3
68,27585,17141,798,9646,35080,0.635853,3
69,27495,17077,715,9703,34869,0.634097,3
70,27282,17080,754,9448,34914,0.639872,3
71,27361,16941,758,9662,34640,0.633018,3
72,27473,17171,789,9513,35131,0.639373,3
73,27505,17437,793,9275,35667,0.648373,3
74,27556,17558,837,9161,35953,0.652362,3
75,27411,17522,872,9017,35916,0.655138,3
76,27529,17627,896,9006,36150,0.65658,3
77,27728,17773,863,9092,36409,0.656539,3
78,27529,17608,878,9043,36094,0.655563,3
79,27527,17785,945,8797,36515,0.663258,3
80,27645,17776,903,8966,36455,0.659342,3
81,27406,17666,875,8865,36207,0.660567,3
82,27624,17761,961,8902,36483,0.66035,3
83,27495,17994,925,8576,36913,0.671268,3
84,27493,17917,870,8706,36704,0.667515,3
85,27557,17921,881,8755,36723,0.66631,3
86,27567,18108,864,8595,37080,0.672543,3
87,27456,18043,900,8513,36986,0.67355,3
88,27622,17970,1008,8644,36948,0.668815,3
89,27504,18131,957,8416,37219,0.676611,3
90,27589,18354,921,8314,37629,0.681957,3
91,27733,18608,1005,8120,38221,0.689089,3
92,27744,18790,923,8031,38503,0.693898,3
93,27835,18731,924,8180,38386,0.689528,3
94,27750,18714,886,8150,38314,0.690342,3
95,27791,18795,910,8086,38500,0.69267,3
96,27675,18689,925,8061,38303,0.692014,3
97,27945,19045,918,7982,39008,0.697942,3
98,27768,19270,882,7616,39422,0.709846,3
99,28008,19463,918,7627,39844,0.711297,3
100,27844,19436,853,7555,39725,0.713349,3
-9,24270,0,0,24270,0,0,4
-8,24128,0,0,24128,0,0,4
-7,24236,0,0,24236,0,0,4
-6,24242,0,0,24242,0,0,4
-5,24075,0,0,24075,0,0,4
-4,24205,0,0,24205,0,0,4
-3,24159,0,0,24159,0,0,4
-2,24327,0,0,24327,0,0,4
-1,24192,0,0,24192,0,0,4
0,24876,800,0,24076,1600,0.0321595,4
1,24080,428,760,22892,1616,0.0335548,4
2,24127,346,951,22830,1643,0.034049,4
3,24193,363,1008,22822,1734,0.0358368,4
4,24224,395,960,22869,1750,0.0361212,4
5,24234,374,1021,22839,1769,0.0364983,4
6,24072,397,1004,22671,1798,0.0373463,4
7,24337,445,1135,22757,2025,0.0416033,4
8,24171,462,1191,22518,2115,0.0437508,4
9,24244,506,1187,22551,2199,0.0453514,4
10,24133,520,1150,22463,2190,0.0453736,4
11,24278,543,1267,22468,2353,0.0484595,4
12,24106,634,1290,22182,2558,0.0530573,4
13,24247,692,1335,22220,2719,0.0560688,4
14,24298,713,1309,22276,2735,0.0562804,4
15,24060,771,1348,21941,2890,0.0600582,4
16,24291,893,1422,21976,3208,0.0660327,4
17,24240,893,1419,21928,3205,0.0661097,4
18,24120,990,1380,21750,3360,0.0696517,4
19,24206,1056,1402,21748,3514,0.0725853,4
20,24183,1121,1575,21487,3817,0.0789191,4
21,24321,1307,1543,21471,4157,0.0854611,4
22,24277,1561,1599,21117,4721,0.0972319,4
23,24368,1754,1615,20999,5123,0.105117,4
24,24411,1888,1707,20816,5483,0.112306,4
25,24591,2142,1822,20627,6106,0.124151,4
26,24654,2539,1890,20225,6968,0.141316,4
27,24690,2821,1801,20068,7443,0.150729,4
28,24680,3262,1890,19528,8414,0.170462,4
29,24842,3653,1914,19275,9220,0.185573,4
30,24758,4256,1899,18603,10411,0.210255,4
31,24923,4908,1901,18114,11717,0.235064,4
32,25249,5530,1994,17725,13054,0.258505,4
33,25260,6300,1935,17025,14535,0.287708,4
34,25290,6828,1874,16588,15530,0.307038,4
35,25419,7565,1772,16082,16902,0.332468,4
36,25631,8483,1671,15477,18637,0.363564,4
37,25834,9255,1560,15019,20070,0.388442,4
38,26052,9825,1459,14768,21109,0.405132,4
39,26094,10650,1371,14073,22671,0.43441,4
40,26155,11192,1245,13718,23629,0.451711,4
41,26183,11704,1115,13364,24523,0.4683,4
42,26551,12552,1063,12936,26167,0.492769,4
43,26555,13050,983,12522,27083,0.509942,4
44,26783,13649,916,12218,28214,0.526715,4
45,26756,14064,929,11763,29057,0.543,4
46,26807,14359,914,11534,29632,0.552691,4
47,26955,14769,964,11222,30502,0.565795,4
48,27009,14957,861,11191,30775,0.569718,4
49,27099,15229,813,11057,31271,0.576977,4
50,27247,15621,776,10850,32018,0.587551,4
51,27234,15577,725,10932,31879,0.585279,4
52,27129,15520,783,10826,31823,0.586513,4
53,27121,15521,786,10814,31828,0.586778,4
54,27200,15555,840,10805,31950,0.587316,4
55,27138,15659,837,10642,32155,0.592435,4
56,27153,15807,798,10548,32412,0.59684,4
57,27314,15830,726,10758,32386,0.592846,4
58,27200,15892,726,10582,32510,0.59761,4
59,27129,15897,804,10428,32598,0.600796,4
60,27157,16173,734,10250,33080,0.609051,4
61,27195,16499,786,9910,33784,0.621144,4
62,27233,16487,787,9959,33761,0.619855,4
63,27398,16602,813,9983,34017,0.620793,4
64,27171,16283,847,10041,33413,0.614865,4
65,27217,16582,805,9830,33969,0.62404,4
66,27313,16764,808,9741,34336,0.628565,4
67,27546,16974,796,9776,34744,0.630654,4
68,27474,16986,777,9711,34749,0.632398,4
69,27223,16964,786,9473,34714,0.637586,4
70,27521,17140,751,9630,35031,0.636441,4
71,27647,17465,781,9401,35711,0.645839,4
72,27361,17193,743,9425,35129,0.641954,4
73,27570,17522,742,9306,35786,0.649003,4
74,27406,17570,712,9124,35852,0.65409,4
75,27640,17809,782,9049,36400,0.658466,4
76,27654,17943,721,8990,36607,0.661875,4
77,27739,17821,824,9094,36466,0.657306,4
78,27400,17623,777,9000,36023,0.657354,4
79,27657,17867,780,9010,36514,0.660122,4
80,27748,17973,797,8978,36743,0.662084,4
81,27592,17816,782,8994,36414,0.659865,4
82,27646,17985,778,8883,36748,0.664617,4
83,27718,18237,764,8717,37238,0.67173,4
84,27774,18419,738,8617,37576,0.67646,4
85,27873,18393,699,8781,37485,0.672425,4
86,27681,18321,752,8608,37394,0.675445,4
87,27823,18616,744,8463,37976,0.682457,4
88,27768,18470,684,8614,37624,0.67747,4
89,27621,18346,720,8555,37412,0.677238,4
90,27619,18292,703,8624,37287,0.675024,4
91,27793,18627,774,8392,38028,0.684129,4
92,27938,18899,832,8207,38630,0.691352,4
93,27966,18993,763,8210,38749,0.692788,4
94,27914,19098,712,8104,38908,0.696926,4
95,27799,19008,777,8014,38793,0.697741,4
96,27998,19460,751,7787,39671,0.708461,4
97,27743,19271,765,7707,39307,0.708413,4
98,27885,19244,840,7801,39328,0.705182,4
99,27850,19274,843,7733,39391,0.707199,4
100,27786,19320,830,7636,39470,0.71025,4
-9,24190,0,0,24190,0,0,5
-8,24121,0,0,24121,0,0,5
-7,24233,0,0,24233,0,0,5
-6,24037,0,0,24037,0,0,5
-5,24119,0,0,24119,0,0,5
-4,24254,0,0,24254,0,0,5
-3,24269,0,0,24269,0,0,5
-2,24261,0,0,24261,0,0,5
-1,24075,0,0,24075,0,0,5
0,25104,800,0,24304,1600,0.0318674,5
1,24371,462,733,23176,1657,0.0339953,5
2,24017,413,888,22716,1714,0.0356831,5
3,24161,394,918,22849,1706,0.0353048,5
4,24204,435,951,22818,1821,0.0376177,5
5,24052,418,1010,22624,1846,0.0383752,5
6,24196,419,1136,22641,1974,0.0407919,5
7,24118,458,1125,22535,2041,0.0423128,5
8,24213,452,1190,22571,2094,0.0432412,5
9,24361,490,1253,22618,2233,0.0458315,5
10,24048,476,1341,22231,2293,0.0476755,5
11,24166,496,1281,22389,2273,0.0470289,5
12,24084,500,1299,22285,2299,0.0477288,5
13,24335,538,1446,22351,2522,0.0518184,5
14,24306,497,1416,22393,2410,0.0495762,5
15,24271,628,1308,22335,2564,0.0528202,5
16,24084,576,1426,22082,2578,0.053521,5
17,24126,639,1445,22042,2723,0.0564329,5
18,24307,712,1479,22116,2903,0.0597153,5
19,24193,764,1500,21929,3028,0.0625801,5
20,24309,794,1564,21951,3152,0.064832,5
21,24171,899,1556,21716,3354,0.0693807,5
22,24276,951,1564,21761,3466,0.0713874,5
23,24353,1048,1590,21715,3686,0.0756786,5
24,24225,1174,1587,21464,3935,0.0812178,5
25,24289,1255,1671,21363,4181,0.0860678,5
26,24332,1367,1667,21298,4401,0.0904365,5
27,24375,1552,1697,21126,4801,0.0984821,5
28,24293,1826,1725,20742,5377,0.11067,5
29,24460,2156,1793,20511,6105,0.124796,5
30,24440,2587,1767,20086,6941,0.142001,5
31,24695,2905,1725,20065,7535,0.152561,5
32,24646,3301,1812,19533,8414,0.170697,5
33,24889,3846,1791,19252,9483,0.190506,5
34,24922,4299,1759,18864,10357,0.207788,5
35,24945,4962,1760,18223,11684,0.234195,5
36,24972,5482,1766,17724,12730,0.254885,5
37,25320,6411,1706,17203,14528,0.286888,5
38,25358,7152,1573,16633,15877,0.313057,5
39,25661,8135,1586,15940,17856,0.347921,5
40,25663,9052,1508,15103,19612,0.382107,5
41,26054,9899,1516,14639,21314,0.409035,5
42,26130,10789,1401,13940,22979,0.439705,5
43,26233,11174,1420,13639,23768,0.453017,5
44,26341,11789,1356,13196,24934,0.473293,5
45,26535,12564,1247,12724,26375,0.496985,5
46,26641,13107,1176,12358,27390,0.514057,5
47,26672,13414,1099,12159,27927,0.523527,5
48,26770,13961,1037,11772,28959,0.540885,5
49,26692,14227,938,11527,29392,0.550577,5
50,26918,14718,965,11235,30401,0.564696,5
51,26945,14979,953,11013,30911,0.573594,5
52,27209,15223,870,11116,31316,0.575471,5
53,27019,15279,908,10832,31466,0.582294,5
54,27045,15502,916,10627,31920,0.590128,5
55,27197,15552,915,10730,32019,0.588649,5
56,27188,15876,902,10410,32654,0.600522,5
57,27233,15954,798,10481,32706,0.600485,5
58,27346,16150,780,10416,33080,0.604842,5
59,27109,16234,758,10117,33226,0.612822,5
60,27238,16364,823,10051,33551,0.615886,5
61,27243,16423,870,9950,33716,0.618801,5
62,27244,16324,845,10075,33493,0.614686,5
63,27219,16422,812,9985,33656,0.618245,5
64,27356,16865,730,9761,34460,0.629844,5
65,27449,17156,759,9534,35071,0.638839,5
66,27583,17090,894,9599,35074,0.63579,5
67,27322,16894,870,9558,34658,0.634251,5
68,27285,16909,867,9509,34685,0.635606,5
69,27405,17043,936,9426,35022,0.638971,5
70,27459,16938,949,9572,34825,0.634127,5
71,27402,16842,867,9693,34551,0.630447,5
72,27253,16838,821,9594,34497,0.632903,5
73,27533,17134,882,9517,35150,0.638325,5
74,27741,17416,934,9391,35766,0.644642,5
75,27539,17443,923,9173,35809,0.650151,5
76,27560,17239,828,9493,35306,0.64053,5
77,27538,17524,748,9266,35796,0.649938,5
78,27626,17661,836,9129,36158,0.65442,5
79,27372,17378,834,9160,35590,0.650117,5
80,27484,17550,820,9114,35920,0.653471,5
81,27548,17735,876,8937,36346,0.659685,5
82,27451,17657,865,8929,36179,0.658974,5
83,27720,18117,840,8763,37074,0.668723,5
84,27732,18343,891,8498,37577,0.677503,5
85,27843,18498,881,8464,37877,0.680189,5
86,27690,18444,949,8297,37837,0.683225,5
87,27628,18423,920,8285,37766,0.683473,5
88,27651,18513,887,8251,37913,0.685563,5
89,27956,18937,902,8117,38776,0.693518,5
90,27487,18634,919,7934,38187,0.694637,5
91,27564,18624,878,8062,38126,0.69159,5
92,27660,18863,875,7922,38601,0.697777,5
93,27849,19038,846,7965,38922,0.698804,5
94,27835,19196,905,7734,39297,0.705892,5
95,27868,19251,966,7651,39468,0.708124,5
96,27763,19101,924,7738,39126,0.704643,5
97,27996,19249,980,7767,39478,0.705065,5
98,27602,18997,922,7683,38916,0.704949,5
99,27925,19337,989,7599,39663,0.71017,5
100,27854,19401,895,7558,39697,0.712591,5
-9,24164,0,0,24164,0,0,6
-8,24212,0,0,24212,0,0,6
-7,24193,0,0,24193,0,0,6
-6,24323,0,0,24323,0,0,6
-5,24036,0,0,24036,0,0,6
-4,24143,0,0,24143,0,0,6
-3,24072,0,0,24072,0,0,6
-2,23971,0,0,23971,0,0,6
-1,24199,0,0,24199,0,0,6
0,25079,800,0,24279,1600,0.0318992,6
1,23965,383,739,22843,1505,0.0314,6
2,24133,355,830,22948,1540,0.0319065,6
3,24242,300,944,22998,1544,0.0318456,6
4,24131,315,981,22835,1611,0.0333803,6
5,23887,328,1061,22498,1717,0.0359401,6
6,24038,319,1112,22607,1750,0.0364007,6
7,24183,336,1078,22769,1750,0.0361824,6
8,24059,294,1022,22743,1610,0.0334594,6
9,24173,258,1067,22848,1583,0.0327431,6
10,24145,239,1026,22880,1504,0.0311452,6
11,24029,236,1049,22744,1521,0.0316493,6
12,24125,227,1085,22813,1539,0.0318964,6
13,24267,229,1075,22963,1533,0.0315861,6
14,24168,249,1082,22837,1580,0.0326879,6
15,24117,237,1063,22817,1537,0.0318655,6
16,24204,262,984,22958,1508,0.0311519,6
17,24209,278,1026,22905,1582,0.0326738,6
18,24099,280,1092,22727,1652,0.0342753,6
19,24223,277,1157,22789,1711,0.0353177,6
20,24274,262,1122,22890,1646,0.0339046,6
21,24131,279,1109,22743,1667,0.0345406,6
22,24148,271,1141,22736,1683,0.0348476,6
23,24181,242,1110,22829,1594,0.0329598,6
24,24244,259,1142,22843,1660,0.0342353,6
25,24254,288,1171,22795,1747,0.0360147,6
26,24175,260,1144,22771,1664,0.0344157,6
27,24101,267,1110,22724,1644,0.0341065,6
28,24281,249,1151,22881,1649,0.0339566,6
29,24198,238,1200,22760,1676,0.034631,6
30,24121,259,1121,22741,1639,0.0339745,6
31,24081,281,1155,22645,1717,0.0356505,6
32,24154,277,1212,22665,1766,0.0365571,6
33,24099,320,1188,22591,1828,0.0379269,6
34,24107,261,1198,22648,1720,0.0356743,6
35,24174,302,1165,22707,1769,0.0365889,6
36,24109,342,1226,22541,1910,0.0396118,6
37,24229,328,1330,22571,1986,0.0409839,6
38,24155,370,1404,22381,2144,0.04438,6
39,24262,436,1387,22439,2259,0.0465543,6
40,24091,390,1352,22349,2132,0.0442489,6
41,24149,468,1387,22294,2323,0.0480972,6
42,24116,428,1540,22148,2396,0.0496766,6
43,24137,498,1492,22147,2488,0.0515391,6
44,24131,602,1470,22059,2674,0.0554059,6
