m, replicate_number, generation, num_drive_alleles
1210,7,84,36780
1210,7,85,37425
1210,7,86,37766
1210,7,87,37621
1210,7,88,37708
1210,7,89,38546
1210,7,90,38181
1210,7,91,38674
1210,7,92,38686
1210,7,93,38806
1210,7,94,39412
1210,7,95,39471
1210,7,96,39342
1210,7,97,39659
1210,7,98,39739
1210,7,99,39759
1210,7,100,40228
,,,
1210,8,0,2420
1210,8,1,2383
1210,8,2,2461
1210,8,3,2400
1210,8,4,2412
1210,8,5,2518
1210,8,6,2605
1210,8,7,2779
1210,8,8,2969
1210,8,9,2963
1210,8,10,2981
1210,8,11,3258
1210,8,12,3071
1210,8,13,3115
1210,8,14,3285
1210,8,15,3488
1210,8,16,3769
1210,8,17,4028
1210,8,18,4424
1210,8,19,4786
1210,8,20,5272
1210,8,21,5759
1210,8,22,6225
1210,8,23,7109
1210,8,24,7734
1210,8,25,8924
1210,8,26,9940
1210,8,27,10789
1210,8,28,12023
1210,8,29,13222
1210,8,30,13910
1210,8,31,15599
1210,8,32,17331
1210,8,33,18933
1210,8,34,20334
1210,8,35,21088
1210,8,36,22150
1210,8,37,23195
1210,8,38,25069
1210,8,39,26307
1210,8,40,26814
1210,8,41,27524
1210,8,42,28231
1210,8,43,28645
1210,8,44,29160
1210,8,45,29384
1210,8,46,30027
1210,8,47,30460
1210,8,48,30687
1210,8,49,31374
1210,8,50,31363
1210,8,51,31139
1210,8,52,31288
1210,8,53,31660
1210,8,54,32006
1210,8,55,32475
1210,8,56,32474
1210,8,57,32591
1210,8,58,32528
1210,8,59,32859
1210,8,60,33048
1210,8,61,33399
1210,8,62,33405
1210,8,63,33349
1210,8,64,33213
1210,8,65,33578
1210,8,66,33532
1210,8,67,34117
1210,8,68,33438
1210,8,69,34449
1210,8,70,34628
1210,8,71,35255
1210,8,72,35766
1210,8,73,35625
1210,8,74,36027
1210,8,75,36312
1210,8,76,36654
1210,8,77,36439
1210,8,78,36507
1210,8,79,36645
1210,8,80,36944
1210,8,81,37175
1210,8,82,37098
1210,8,83,37486
1210,8,84,37965
1210,8,85,38200
1210,8,86,38226
1210,8,87,37746
1210,8,88,38373
1210,8,89,38181
1210,8,90,38731
1210,8,91,38670
1210,8,92,38454
1210,8,93,38979
1210,8,94,39220
1210,8,95,39623
1210,8,96,39634
1210,8,97,39595
1210,8,98,39861
1210,8,99,39869
1210,8,100,39963
,,,
1210,9,0,2420
1210,9,1,2589
1210,9,2,2696
1210,9,3,2931
1210,9,4,3095
1210,9,5,3139
1210,9,6,3447
1210,9,7,3686
1210,9,8,4032
1210,9,9,4090
1210,9,10,4430
1210,9,11,4741
1210,9,12,5089
1210,9,13,5593
1210,9,14,6248
1210,9,15,6919
1210,9,16,7587
1210,9,17,8343
1210,9,18,9047
1210,9,19,10411
1210,9,20,11743
1210,9,21,13315
1210,9,22,14430
1210,9,23,15577
1210,9,24,16677
1210,9,25,18179
1210,9,26,19292
1210,9,27,21082
1210,9,28,22910
1210,9,29,23786
1210,9,30,24531
1210,9,31,25518
1210,9,32,26925
1210,9,33,27362
1210,9,34,28063
1210,9,35,28606
1210,9,36,29326
1210,9,37,29825
1210,9,38,30010
1210,9,39,30226
1210,9,40,30680
1210,9,41,30720
1210,9,42,31168
1210,9,43,31660
1210,9,44,31833
1210,9,45,31898
1210,9,46,32217
1210,9,47,32140
1210,9,48,32486
1210,9,49,33049
1210,9,50,32494
1210,9,51,33016
1210,9,52,33225
1210,9,53,32971
1210,9,54,33022
1210,9,55,33743
1210,9,56,33881
1210,9,57,33652
1210,9,58,34062
1210,9,59,34235
1210,9,60,34143
1210,9,61,34359
1210,9,62,34561
1210,9,63,35084
1210,9,64,35021
1210,9,65,35126
1210,9,66,35562
1210,9,67,35476
1210,9,68,35802
1210,9,69,35329
1210,9,70,35636
1210,9,71,35766
1210,9,72,36097
1210,9,73,36750
1210,9,74,36934
1210,9,75,37115
1210,9,76,36961
1210,9,77,37616
1210,9,78,37619
1210,9,79,37768
1210,9,80,38129
1210,9,81,37718
1210,9,82,37859
1210,9,83,38685
1210,9,84,38708
1210,9,85,38141
1210,9,86,38690
1210,9,87,38926
1210,9,88,39101
1210,9,89,38993
1210,9,90,39015
1210,9,91,38498
1210,9,92,38453
1210,9,93,39057
1210,9,94,39843
1210,9,95,40044
1210,9,96,40167
1210,9,97,40592
1210,9,98,40467
1210,9,99,40138
1210,9,100,40676
,,,
1210,10,0,2420
1210,10,1,2307
1210,10,2,2414
1210,10,3,2575
1210,10,4,2661
1210,10,5,2736
1210,10,6,2679
1210,10,7,2722
1210,10,8,2855
1210,10,9,2967
1210,10,10,3309
1210,10,11,3552
1210,10,12,3833
1210,10,13,4087
1210,10,14,4393
1210,10,15,4812
1210,10,16,5254
1210,10,17,5689
1210,10,18,6239
1210,10,19,6687
1210,10,20,7380
1210,10,21,7920
1210,10,22,8732
1210,10,23,9579
1210,10,24,10740
1210,10,25,11503
1210,10,26,12751
1210,10,27,14250
1210,10,28,15843
1210,10,29,17314
1210,10,30,19260
1210,10,31,20971
1210,10,32,22177
1210,10,33,23326
1210,10,34,24485
1210,10,35,25366
1210,10,36,25906
1210,10,37,26646
1210,10,38,27599
1210,10,39,28218
1210,10,40,28610
1210,10,41,29071
1210,10,42,29338
1210,10,43,29450
1210,10,44,29839
1210,10,45,30572
1210,10,46,30864
1210,10,47,30868
1210,10,48,31682
1210,10,49,31601
1210,10,50,31662
1210,10,51,31812
1210,10,52,32056
1210,10,53,32087
1210,10,54,32392
1210,10,55,32879
1210,10,56,33012
1210,10,57,33083
1210,10,58,33934
1210,10,59,33601
1210,10,60,33472
1210,10,61,33590
1210,10,62,34007
1210,10,63,34513
1210,10,64,34013
1210,10,65,34093
1210,10,66,34630
1210,10,67,34713
1210,10,68,34785
1210,10,69,35106
1210,10,70,35220
1210,10,71,35657
1210,10,72,35626
1210,10,73,35928
1210,10,74,36530
1210,10,75,36697
1210,10,76,36393
1210,10,77,36163
1210,10,78,36246
1210,10,79,36747
1210,10,80,37327
1210,10,81,37024
1210,10,82,37059
1210,10,83,37023
1210,10,84,36821
1210,10,85,37050
1210,10,86,37206
1210,10,87,37137
1210,10,88,37174
1210,10,89,37620
1210,10,90,37448
1210,10,91,37849
1210,10,92,38079
1210,10,93,38108
1210,10,94,38158
1210,10,95,38695
1210,10,96,38560
1210,10,97,39016
1210,10,98,39142
1210,10,99,39217
1210,10,100,39132
,,,
1210,11,0,2420
1210,11,1,2436
1210,11,2,2435
1210,11,3,2670
1210,11,4,2854
1210,11,5,3048
1210,11,6,3200
1210,11,7,3468
1210,11,8,3668
1210,11,9,3910
1210,11,10,4146
1210,11,11,4438
1210,11,12,4731
1210,11,13,5067
1210,11,14,5786
1210,11,15,6233
1210,11,16,6822
1210,11,17,7583
1210,11,18,8335
1210,11,19,9346
1210,11,20,10352
1210,11,21,11713
1210,11,22,12618
1210,11,23,13734
1210,11,24,14758
1210,11,25,15941
1210,11,26,17695
1210,11,27,19187
1210,11,28,20846
1210,11,29,22702
1210,11,30,24381
1210,11,31,25148
1210,11,32,26106
1210,11,33,27091
1210,11,34,27767
1210,11,35,28118
1210,11,36,28433
1210,11,37,28696
1210,11,38,29458
1210,11,39,29335
1210,11,40,29432
1210,11,41,30058
1210,11,42,29947
1210,11,43,30434
1210,11,44,30700
1210,11,45,31209
1210,11,46,31460
1210,11,47,31323
1210,11,48,31728
1210,11,49,31545
1210,11,50,31544
1210,11,51,31946
1210,11,52,32202
1210,11,53,32880
1210,11,54,33257
1210,11,55,32928
1210,11,56,33226
1210,11,57,33174
1210,11,58,33389
1210,11,59,33713
1210,11,60,34128
1210,11,61,34168
1210,11,62,34194
1210,11,63,34913
1210,11,64,34713
1210,11,65,34677
1210,11,66,35071
1210,11,67,34895
1210,11,68,35302
1210,11,69,35501
1210,11,70,36266
1210,11,71,35903
1210,11,72,36138
1210,11,73,36109
1210,11,74,36425
1210,11,75,36993
1210,11,76,36745
1210,11,77,37040
1210,11,78,37271
1210,11,79,37706
1210,11,80,37491
1210,11,81,37449
1210,11,82,37527
1210,11,83,37685
1210,11,84,37784
1210,11,85,37488
1210,11,86,38108
1210,11,87,38120
1210,11,88,38708
1210,11,89,39098
1210,11,90,39441
1210,11,91,39215
1210,11,92,39618
1210,11,93,39403
1210,11,94,39647
1210,11,95,39290
1210,11,96,39520
1210,11,97,39769
1210,11,98,40168
1210,11,99,40843
1210,11,100,40768
,,,
1210,12,0,2420
1210,12,1,2379
1210,12,2,2598
1210,12,3,2623
1210,12,4,2670
1210,12,5,2714
1210,12,6,2732
1210,12,7,2754
1210,12,8,2930
1210,12,9,3107
1210,12,10,3178
1210,12,11,3332
1210,12,12,3565
1210,12,13,3547
1210,12,14,3716
1210,12,15,3880
1210,12,16,4035
1210,12,17,4334
1210,12,18,4646
1210,12,19,4888
1210,12,20,5170
1210,12,21,5554
1210,12,22,5969
1210,12,23,6668
1210,12,24,7262
1210,12,25,8045
1210,12,26,9371
1210,12,27,10135
1210,12,28,11134
1210,12,29,12489
1210,12,30,13652
1210,12,31,15059
1210,12,32,16518
1210,12,33,18080
1210,12,34,19565
1210,12,35,20953
1210,12,36,22233
1210,12,37,23426
1210,12,38,24574
1210,12,39,25878
1210,12,40,26420
1210,12,41,27863
1210,12,42,28202
1210,12,43,28499
1210,12,44,29289
1210,12,45,29478
1210,12,46,30567
1210,12,47,30918
1210,12,48,30994
1210,12,49,31260
1210,12,50,31498
1210,12,51,31594
1210,12,52,31820
1210,12,53,31776
1210,12,54,32247
1210,12,55,31873
1210,12,56,32780
1210,12,57,32056
1210,12,58,32310
1210,12,59,32533
1210,12,60,32421
1210,12,61,32922
1210,12,62,33182
1210,12,63,33223
1210,12,64,33321
1210,12,65,33262
1210,12,66,33456
1210,12,67,33859
1210,12,68,34125
1210,12,69,34242
1210,12,70,34144
1210,12,71,34504
1210,12,72,35305
1210,12,73,35576
1210,12,74,35365
1210,12,75,35888
1210,12,76,36139
1210,12,77,36121
1210,12,78,35707
1210,12,79,35894
1210,12,80,36039
1210,12,81,36600
1210,12,82,36515
1210,12,83,36592
1210,12,84,36953
1210,12,85,37286
1210,12,86,37128
1210,12,87,37561
1210,12,88,37121
1210,12,89,37011
1210,12,90,37596
1210,12,91,37755
1210,12,92,37856
1210,12,93,38557
1210,12,94,38581
1210,12,95,38918
1210,12,96,38716
1210,12,97,39043
1210,12,98,39048
1210,12,99,39450
1210,12,100,39888
,,,
1210,13,0,2420
1210,13,1,2464
1210,13,2,2606
1210,13,3,2782
1210,13,4,2978
1210,13,5,3244
1210,13,6,3594
1210,13,7,3786
1210,13,8,4114
1210,13,9,4375
1210,13,10,4609
1210,13,11,4852
1210,13,12,5246
1210,13,13,5760
1210,13,14,6121
1210,13,15,6771
1210,13,16,7562
1210,13,17,8561
1210,13,18,9311
1210,13,19,10267
1210,13,20,11540
1210,13,21,12653
1210,13,22,13800
1210,13,23,15463
1210,13,24,16703
1210,13,25,18016
1210,13,26,19282
1210,13,27,20431
1210,13,28,21353
1210,13,29,22711
1210,13,30,23984
1210,13,31,25157
1210,13,32,26414
1210,13,33,27247
1210,13,34,27981
1210,13,35,28987
1210,13,36,29855
1210,13,37,30091
1210,13,38,30029
1210,13,39,29860
1210,13,40,30740
1210,13,41,30936
1210,13,42,30676
1210,13,43,31456
1210,13,44,32029
1210,13,45,31353
1210,13,46,31522
1210,13,47,31850
1210,13,48,32179
1210,13,49,32294
1210,13,50,32210
1210,13,51,32582
1210,13,52,33265
1210,13,53,33092
1210,13,54,33035
1210,13,55,33563
1210,13,56,34190
1210,13,57,34412
1210,13,58,34282
1210,13,59,34404
1210,13,60,34799
1210,13,61,34920
1210,13,62,35190
1210,13,63,35218
1210,13,64,35737
1210,13,65,35668
1210,13,66,35710
1210,13,67,35734
1210,13,68,35790
1210,13,69,35435
1210,13,70,36197
1210,13,71,36004
1210,13,72,36647
