m, replicate_number, generation, num_drive_alleles
800,2,24,1164
800,2,25,1234
800,2,26,1193
800,2,27,1178
800,2,28,1180
800,2,29,1163
800,2,30,1109
800,2,31,1106
800,2,32,1102
800,2,33,1202
800,2,34,1359
800,2,35,1328
800,2,36,1286
800,2,37,1224
800,2,38,1298
800,2,39,1337
800,2,40,1336
800,2,41,1400
800,2,42,1478
800,2,43,1443
800,2,44,1438
800,2,45,1428
800,2,46,1398
800,2,47,1430
800,2,48,1362
800,2,49,1330
800,2,50,1346
800,2,51,1387
800,2,52,1355
800,2,53,1361
800,2,54,1332
800,2,55,1257
800,2,56,1212
800,2,57,1272
800,2,58,1353
800,2,59,1329
800,2,60,1360
800,2,61,1266
800,2,62,1263
800,2,63,1240
800,2,64,1312
800,2,65,1314
800,2,66,1286
800,2,67,1227
800,2,68,1156
800,2,69,1230
800,2,70,1216
800,2,71,1200
800,2,72,1172
800,2,73,1205
800,2,74,1240
800,2,75,1157
800,2,76,1128
800,2,77,1128
800,2,78,1068
800,2,79,1037
800,2,80,1060
800,2,81,1019
800,2,82,989
800,2,83,940
800,2,84,926
800,2,85,920
800,2,86,891
800,2,87,818
800,2,88,735
800,2,89,711
800,2,90,633
800,2,91,571
800,2,92,555
800,2,93,502
800,2,94,465
800,2,95,514
800,2,96,473
800,2,97,441
800,2,98,430
800,2,99,385
800,2,100,360
,,,
800,3,0,1600
800,3,1,1571
800,3,2,1705
800,3,3,1768
800,3,4,1801
800,3,5,1857
800,3,6,1867
800,3,7,1825
800,3,8,1915
800,3,9,2090
800,3,10,2165
800,3,11,2203
800,3,12,2316
800,3,13,2366
800,3,14,2442
800,3,15,2447
800,3,16,2667
800,3,17,2823
800,3,18,3153
800,3,19,3338
800,3,20,3651
800,3,21,3765
800,3,22,4051
800,3,23,4187
800,3,24,4552
800,3,25,4928
800,3,26,5464
800,3,27,5865
800,3,28,6373
800,3,29,7174
800,3,30,8059
800,3,31,8910
800,3,32,9938
800,3,33,10717
800,3,34,11906
800,3,35,13165
800,3,36,14696
800,3,37,16005
800,3,38,17632
800,3,39,19185
800,3,40,20921
800,3,41,22516
800,3,42,24417
800,3,43,25431
800,3,44,25807
800,3,45,26562
800,3,46,27714
800,3,47,28694
800,3,48,29407
800,3,49,30127
800,3,50,30210
800,3,51,30396
800,3,52,30561
800,3,53,30661
800,3,54,31037
800,3,55,31529
800,3,56,31527
800,3,57,32377
800,3,58,32093
800,3,59,32263
800,3,60,32874
800,3,61,32805
800,3,62,32597
800,3,63,33161
800,3,64,33614
800,3,65,33356
800,3,66,33575
800,3,67,33311
800,3,68,34158
800,3,69,34304
800,3,70,33872
800,3,71,34376
800,3,72,34379
800,3,73,34283
800,3,74,34464
800,3,75,34828
800,3,76,34761
800,3,77,34865
800,3,78,35151
800,3,79,35499
800,3,80,35573
800,3,81,35963
800,3,82,35708
800,3,83,35768
800,3,84,35613
800,3,85,36360
800,3,86,36729
800,3,87,36856
800,3,88,36957
800,3,89,37109
800,3,90,37359
800,3,91,37704
800,3,92,37967
800,3,93,38240
800,3,94,38216
800,3,95,38127
800,3,96,38028
800,3,97,38007
800,3,98,37572
800,3,99,38264
800,3,100,38743
,,,
800,4,0,1600
800,4,1,1229
800,4,2,1049
800,4,3,986
800,4,4,993
800,4,5,1027
800,4,6,967
800,4,7,957
800,4,8,938
800,4,9,926
800,4,10,907
800,4,11,864
800,4,12,795
800,4,13,782
800,4,14,727
800,4,15,716
800,4,16,676
800,4,17,627
800,4,18,582
800,4,19,519
800,4,20,498
800,4,21,411
800,4,22,373
800,4,23,361
800,4,24,333
800,4,25,317
800,4,26,302
800,4,27,235
800,4,28,213
800,4,29,203
800,4,30,192
800,4,31,186
800,4,32,177
800,4,33,173
800,4,34,180
800,4,35,134
800,4,36,110
800,4,37,114
800,4,38,90
800,4,39,60
800,4,40,48
800,4,41,42
800,4,42,47
800,4,43,38
800,4,44,38
800,4,45,41
800,4,46,43
800,4,47,42
800,4,48,45
800,4,49,50
800,4,50,53
800,4,51,34
800,4,52,24
800,4,53,15
800,4,54,4
800,4,55,5
800,4,56,3
800,4,57,6
800,4,58,7
800,4,59,3
800,4,60,2
800,4,61,2
800,4,62,1
800,4,63,2
800,4,64,1
800,4,65,2
800,4,66,0
800,4,67,0
800,4,68,0
800,4,69,0
800,4,70,0
800,4,71,0
800,4,72,0
800,4,73,0
800,4,74,0
800,4,75,0
800,4,76,0
800,4,77,0
800,4,78,0
800,4,79,0
800,4,80,0
800,4,81,0
800,4,82,0
800,4,83,0
800,4,84,0
800,4,85,0
800,4,86,0
800,4,87,0
800,4,88,0
800,4,89,0
800,4,90,0
800,4,91,0
800,4,92,0
800,4,93,0
800,4,94,0
800,4,95,0
800,4,96,0
800,4,97,0
800,4,98,0
800,4,99,0
800,4,100,0
,,,
800,5,0,1600
800,5,1,1211
800,5,2,1236
800,5,3,1071
800,5,4,1032
800,5,5,986
800,5,6,973
800,5,7,845
800,5,8,823
800,5,9,776
800,5,10,709
800,5,11,597
800,5,12,609
800,5,13,576
800,5,14,563
800,5,15,502
800,5,16,482
800,5,17,441
800,5,18,438
800,5,19,394
800,5,20,375
800,5,21,348
800,5,22,338
800,5,23,332
800,5,24,298
800,5,25,312
800,5,26,283
800,5,27,246
800,5,28,222
800,5,29,235
800,5,30,218
800,5,31,220
800,5,32,229
800,5,33,207
800,5,34,178
800,5,35,162
800,5,36,158
800,5,37,152
800,5,38,147
800,5,39,136
800,5,40,126
800,5,41,127
800,5,42,114
800,5,43,92
800,5,44,94
800,5,45,98
800,5,46,88
800,5,47,71
800,5,48,77
800,5,49,72
800,5,50,50
800,5,51,55
800,5,52,49
800,5,53,41
800,5,54,38
800,5,55,34
800,5,56,19
800,5,57,14
800,5,58,10
800,5,59,8
800,5,60,11
800,5,61,14
800,5,62,16
800,5,63,18
800,5,64,23
800,5,65,21
800,5,66,20
800,5,67,24
800,5,68,20
800,5,69,14
800,5,70,13
800,5,71,7
800,5,72,5
800,5,73,7
800,5,74,8
800,5,75,4
800,5,76,2
800,5,77,1
800,5,78,2
800,5,79,1
800,5,80,0
800,5,81,0
800,5,82,0
800,5,83,0
800,5,84,0
800,5,85,0
800,5,86,0
800,5,87,0
800,5,88,0
800,5,89,0
800,5,90,0
800,5,91,0
800,5,92,0
800,5,93,0
800,5,94,0
800,5,95,0
800,5,96,0
800,5,97,0
800,5,98,0
800,5,99,0
800,5,100,0
,,,
800,6,0,1600
800,6,1,1608
800,6,2,1753
800,6,3,1950
800,6,4,1968
800,6,5,1899
800,6,6,1982
800,6,7,1920
800,6,8,1899
800,6,9,1850
800,6,10,1788
800,6,11,1763
800,6,12,1766
800,6,13,1699
800,6,14,1828
800,6,15,1834
800,6,16,1842
800,6,17,1744
800,6,18,1775
800,6,19,1773
800,6,20,1814
800,6,21,1792
800,6,22,1783
800,6,23,1764
800,6,24,1919
800,6,25,1977
800,6,26,2096
800,6,27,2253
800,6,28,2366
800,6,29,2450
800,6,30,2564
800,6,31,2714
800,6,32,2825
800,6,33,2959
800,6,34,3236
800,6,35,3511
800,6,36,3730
800,6,37,4051
800,6,38,4202
800,6,39,4472
800,6,40,4805
800,6,41,5203
800,6,42,5615
800,6,43,6100
800,6,44,6682
800,6,45,7471
800,6,46,8099
800,6,47,8785
800,6,48,10103
800,6,49,11250
800,6,50,12609
800,6,51,14246
800,6,52,15646
800,6,53,17208
800,6,54,18338
800,6,55,20204
800,6,56,21690
800,6,57,23589
800,6,58,24555
800,6,59,25852
800,6,60,26409
800,6,61,27417
800,6,62,27703
800,6,63,28534
800,6,64,28964
800,6,65,29144
800,6,66,29812
800,6,67,30022
800,6,68,30413
800,6,69,30956
800,6,70,31205
800,6,71,31260
800,6,72,31490
800,6,73,31866
800,6,74,32253
800,6,75,32470
800,6,76,32451
800,6,77,32816
800,6,78,33271
800,6,79,33214
800,6,80,33362
800,6,81,33917
800,6,82,33806
800,6,83,33879
800,6,84,33765
800,6,85,34647
800,6,86,34327
800,6,87,34502
800,6,88,34186
800,6,89,34806
800,6,90,34941
800,6,91,35257
800,6,92,35615
800,6,93,35841
800,6,94,35256
800,6,95,35858
800,6,96,36102
800,6,97,36041
800,6,98,36007
800,6,99,36291
800,6,100,36365
,,,
800,7,0,1600
800,7,1,1572
800,7,2,1468
800,7,3,1546
800,7,4,1695
800,7,5,1722
800,7,6,1638
800,7,7,1586
800,7,8,1679
800,7,9,1628
800,7,10,1669
800,7,11,1678
800,7,12,1701
800,7,13,1743
800,7,14,1811
800,7,15,1732
800,7,16,1726
800,7,17,1719
800,7,18,1683
800,7,19,1779
800,7,20,1848
800,7,21,1843
800,7,22,1805
800,7,23,1866
800,7,24,1923
800,7,25,1906
800,7,26,1938
800,7,27,2097
800,7,28,2103
800,7,29,2355
800,7,30,2447
800,7,31,2398
800,7,32,2545
800,7,33,2641
800,7,34,2657
800,7,35,2920
800,7,36,3130
800,7,37,3182
800,7,38,3341
800,7,39,3670
800,7,40,3905
800,7,41,4020
800,7,42,4550
800,7,43,5047
800,7,44,5360
800,7,45,5912
800,7,46,6601
800,7,47,7127
800,7,48,8217
800,7,49,9163
800,7,50,10005
800,7,51,10717
800,7,52,12083
800,7,53,13754
800,7,54,15140
800,7,55,16459
800,7,56,18043
800,7,57,19199
800,7,58,20354
800,7,59,21434
800,7,60,22482
800,7,61,23852
800,7,62,24918
800,7,63,25745
800,7,64,26580
800,7,65,27559
800,7,66,27699
800,7,67,27958
800,7,68,28574
800,7,69,29406
800,7,70,30099
800,7,71,30373
800,7,72,30587
800,7,73,30746
800,7,74,31533
800,7,75,31904
800,7,76,31774
800,7,77,32386
800,7,78,32934
800,7,79,32776
800,7,80,32831
800,7,81,32528
800,7,82,32727
800,7,83,32653
800,7,84,32535
800,7,85,32513
800,7,86,32954
800,7,87,32721
800,7,88,32671
800,7,89,32934
800,7,90,32729
800,7,91,33245
800,7,92,33772
800,7,93,34460
800,7,94,34230
800,7,95,34173
800,7,96,35011
800,7,97,35039
800,7,98,35077
800,7,99,35285
800,7,100,35773
,,,
800,8,0,1600
800,8,1,1658
800,8,2,1662
800,8,3,1741
800,8,4,1743
800,8,5,1808
800,8,6,1819
800,8,7,1815
800,8,8,1819
800,8,9,1924
800,8,10,2079
800,8,11,2146
800,8,12,2184
800,8,13,2185
800,8,14,2190
800,8,15,2283
800,8,16,2461
800,8,17,2579
800,8,18,2606
800,8,19,2611
800,8,20,2663
800,8,21,2697
800,8,22,2861
800,8,23,3049
800,8,24,3297
800,8,25,3590
800,8,26,3744
800,8,27,4007
800,8,28,4311
800,8,29,4810
800,8,30,5249
800,8,31,5992
800,8,32,6481
800,8,33,7008
800,8,34,7750
800,8,35,8554
800,8,36,9790
800,8,37,10782
800,8,38,11752
800,8,39,12862
800,8,40,13727
800,8,41,15143
800,8,42,16495
800,8,43,17757
800,8,44,19063
800,8,45,21143
800,8,46,22463
800,8,47,23774
800,8,48,25088
800,8,49,26006
800,8,50,26971
800,8,51,27587
800,8,52,28448
800,8,53,28960
800,8,54,29257
800,8,55,29741
800,8,56,30055
800,8,57,30807
800,8,58,30977
800,8,59,31171
800,8,60,31229
800,8,61,31390
800,8,62,31394
800,8,63,32225
800,8,64,32298
800,8,65,32261
800,8,66,32519
800,8,67,32661
800,8,68,32665
800,8,69,33308
800,8,70,33325
800,8,71,33291
800,8,72,33430
800,8,73,33661
800,8,74,33664
800,8,75,34229
800,8,76,34571
800,8,77,34650
800,8,78,34731
800,8,79,34152
800,8,80,33625
800,8,81,34046
800,8,82,34203
800,8,83,34829
800,8,84,34771
800,8,85,35098
800,8,86,35262
800,8,87,35655
800,8,88,36158
800,8,89,36477
800,8,90,36562
800,8,91,36792
800,8,92,37047
800,8,93,37045
800,8,94,36935
800,8,95,36719
800,8,96,37016
800,8,97,37503
800,8,98,37990
800,8,99,37990
800,8,100,37864
,,,
800,9,0,1600
800,9,1,1650
800,9,2,1647
800,9,3,1638
800,9,4,1613
800,9,5,1593
800,9,6,1681
800,9,7,1735
800,9,8,1686
800,9,9,1692
800,9,10,1761
800,9,11,1793
800,9,12,1857
800,9,13,1920
800,9,14,1909
800,9,15,1942
800,9,16,2139
800,9,17,2138
800,9,18,2329
800,9,19,2453
800,9,20,2500
800,9,21,2522
800,9,22,2674
800,9,23,2906
800,9,24,3050
800,9,25,3267
800,9,26,3533
800,9,27,3768
800,9,28,3973
800,9,29,4245
800,9,30,4481
800,9,31,4935
800,9,32,5347
800,9,33,5820
800,9,34,6492
800,9,35,6909
800,9,36,7702
800,9,37,8695
800,9,38,9532
800,9,39,10747
800,9,40,11949
800,9,41,13309
800,9,42,14859
800,9,43,16592
800,9,44,18221
800,9,45,19844
800,9,46,21111
800,9,47,22488
800,9,48,23817
800,9,49,24714
800,9,50,25789
800,9,51,26867
800,9,52,27661
800,9,53,28501
800,9,54,29622
800,9,55,29720
800,9,56,30127
800,9,57,30517
800,9,58,30503
800,9,59,30826
800,9,60,31560
800,9,61,31761
800,9,62,31834
800,9,63,32184
800,9,64,32407
800,9,65,32680
800,9,66,32777
800,9,67,32807
800,9,68,33585
800,9,69,33303
800,9,70,33707
800,9,71,34062
800,9,72,33851
800,9,73,34178
800,9,74,34115
800,9,75,34520
800,9,76,34724
800,9,77,34766
800,9,78,35009
800,9,79,34943
800,9,80,34701
800,9,81,35361
800,9,82,35389
800,9,83,36265
800,9,84,36233
800,9,85,36149
800,9,86,36326
800,9,87,36162
800,9,88,36154
800,9,89,36465
800,9,90,36869
800,9,91,37010
800,9,92,36793
800,9,93,37573
800,9,94,37638
800,9,95,37665
800,9,96,38028
800,9,97,38020
800,9,98,38075
800,9,99,38378
800,9,100,38257
,,,
800,10,0,1600
800,10,1,1529
800,10,2,1470
800,10,3,1537
800,10,4,1541
800,10,5,1501
800,10,6,1499
800,10,7,1512
800,10,8,1554
800,10,9,1575
800,10,10,1625
800,10,11,1667
800,10,12,1670
800,10,13,1657
800,10,14,1719
800,10,15,1688
800,10,16,1719
800,10,17,1705
800,10,18,1718
800,10,19,1822
800,10,20,1759
800,10,21,1671
800,10,22,1718
800,10,23,1764
800,10,24,1826
800,10,25,1727
800,10,26,1884
800,10,27,2018
800,10,28,2091
800,10,29,2107
800,10,30,2340
800,10,31,2369
800,10,32,2585
800,10,33,2671
800,10,34,2754
800,10,35,2856
800,10,36,3065
800,10,37,3206
800,10,38,3407
800,10,39,3577
800,10,40,3810
800,10,41,4211
800,10,42,4549
800,10,43,5083
800,10,44,5551
800,10,45,6101
800,10,46,6585
800,10,47,7345
800,10,48,8184
800,10,49,9085
800,10,50,9982
800,10,51,10690
800,10,52,11749
800,10,53,12838
800,10,54,14229
800,10,55,15307
800,10,56,16402
800,10,57,17387
800,10,58,18826
800,10,59,20414
800,10,60,21309
800,10,61,23066
800,10,62,23932
800,10,63,25071
800,10,64,25990
800,10,65,26875
800,10,66,27598
800,10,67,28608
800,10,68,29188
800,10,69,29994
800,10,70,30379
800,10,71,30466
800,10,72,31037
800,10,73,31045
800,10,74,31357
800,10,75,31086
800,10,76,31315
800,10,77,31746
800,10,78,31941
800,10,79,32439
800,10,80,32234
800,10,81,32551
800,10,82,32741
800,10,83,32773
800,10,84,33415
800,10,85,33674
800,10,86,33666
800,10,87,33955
800,10,88,34232
800,10,89,34021
800,10,90,34442
800,10,91,34224
800,10,92,34512
800,10,93,35116
800,10,94,35154
800,10,95,35518
800,10,96,35676
800,10,97,35653
800,10,98,35611
800,10,99,35815
800,10,100,36388
,,,
800,11,0,1600
800,11,1,1625
800,11,2,1588
800,11,3,1679
800,11,4,1694
800,11,5,1605
800,11,6,1688
800,11,7,1762
800,11,8,1870
800,11,9,1978
800,11,10,2033
800,11,11,2113
800,11,12,2161
800,11,13,2186
800,11,14,2198
800,11,15,2366
800,11,16,2457
800,11,17,2547
800,11,18,2565
800,11,19,2752
800,11,20,2912
800,11,21,3085
800,11,22,3274
800,11,23,3367
800,11,24,3671
800,11,25,3764
800,11,26,4198
800,11,27,4382
800,11,28,4829
800,11,29,5145
800,11,30,5586
800,11,31,5987
800,11,32,6473
800,11,33,7141
800,11,34,7517
800,11,35,8541
800,11,36,9393
800,11,37,10291
800,11,38,11621
800,11,39,12937
800,11,40,14637
800,11,41,16276
800,11,42,17948
800,11,43,19329
800,11,44,20624
800,11,45,22496
800,11,46,23939
800,11,47,25254
800,11,48,26493
800,11,49,27062
800,11,50,27774
800,11,51,28589
800,11,52,29728
800,11,53,29538
800,11,54,29811
800,11,55,30461
800,11,56,30535
800,11,57,30455
800,11,58,31159
800,11,59,31128
800,11,60,31587
800,11,61,31567
800,11,62,31826
800,11,63,32324
800,11,64,32470
800,11,65,32343
800,11,66,32328
800,11,67,32732
800,11,68,33041
800,11,69,33291
800,11,70,33620
800,11,71,33958
800,11,72,34705
800,11,73,35148
800,11,74,34403
800,11,75,34572
800,11,76,34783
800,11,77,35044
800,11,78,34659
800,11,79,34575
800,11,80,34612
800,11,81,35012
800,11,82,35428
800,11,83,35244
800,11,84,35295
800,11,85,35805
800,11,86,35753
800,11,87,35695
800,11,88,36076
800,11,89,35972
800,11,90,36181
800,11,91,36045
800,11,92,36449
800,11,93,36793
800,11,94,37295
800,11,95,37259
800,11,96,37908
800,11,97,37702
800,11,98,38311
800,11,99,38109
800,11,100,38033
,,,
800,12,0,1600
800,12,1,1489
800,12,2,1568
800,12,3,1553
800,12,4,1735
800,12,5,1790
800,12,6,1808
800,12,7,1812
800,12,8,1814
800,12,9,1938
800,12,10,1807
800,12,11,1680
800,12,12,1584
800,12,13,1538
800,12,14,1555
800,12,15,1406
800,12,16,1443
800,12,17,1549
800,12,18,1585
800,12,19,1619
800,12,20,1623
800,12,21,1606
800,12,22,1510
800,12,23,1472
800,12,24,1595
800,12,25,1477
800,12,26,1440
800,12,27,1457
800,12,28,1545
800,12,29,1428
800,12,30,1359
800,12,31,1376
800,12,32,1386
800,12,33,1400
800,12,34,1442
800,12,35,1404
800,12,36,1373
800,12,37,1391
800,12,38,1363
800,12,39,1419
800,12,40,1454
800,12,41,1450
800,12,42,1422
800,12,43,1313
800,12,44,1374
800,12,45,1380
800,12,46,1384
800,12,47,1424
800,12,48,1417
800,12,49,1380
800,12,50,1282
800,12,51,1251
800,12,52,1270
800,12,53,1300
800,12,54,1288
800,12,55,1273
800,12,56,1243
800,12,57,1287
800,12,58,1320
800,12,59,1297
800,12,60,1287
800,12,61,1355
800,12,62,1354
800,12,63,1399
800,12,64,1323
800,12,65,1316
800,12,66,1365
800,12,67,1456
800,12,68,1480
800,12,69,1470
800,12,70,1478
800,12,71,1524
800,12,72,1404
800,12,73,1273
800,12,74,1322
800,12,75,1317
800,12,76,1212
800,12,77,1226
800,12,78,1244
800,12,79,1266
800,12,80,1278
800,12,81,1276
800,12,82,1251
800,12,83,1138
800,12,84,1204
800,12,85,1213
800,12,86,1180
800,12,87,1187
800,12,88,1086
800,12,89,1072
800,12,90,1052
800,12,91,1094
800,12,92,1017
800,12,93,1012
800,12,94,1016
800,12,95,927
800,12,96,915
800,12,97,869
800,12,98,878
800,12,99,832
800,12,100,739
,,,
800,13,0,1600
800,13,1,1217
800,13,2,1171
800,13,3,1212
800,13,4,1176
800,13,5,1048
800,13,6,972
800,13,7,892
800,13,8,800
800,13,9,789
800,13,10,750
800,13,11,728
800,13,12,756
800,13,13,732
800,13,14,722
800,13,15,707
800,13,16,700
800,13,17,647
800,13,18,642
800,13,19,626
800,13,20,562
800,13,21,539
800,13,22,490
800,13,23,458
800,13,24,463
800,13,25,397
800,13,26,341
800,13,27,320
800,13,28,289
800,13,29,305
800,13,30,303
800,13,31,303
800,13,32,262
800,13,33,275
800,13,34,284
800,13,35,261
800,13,36,231
800,13,37,238
800,13,38,198
800,13,39,177
800,13,40,157
800,13,41,160
800,13,42,131
800,13,43,107
800,13,44,106
800,13,45,115
800,13,46,102
800,13,47,82
800,13,48,73
800,13,49,56
800,13,50,46
800,13,51,30
800,13,52,17
800,13,53,21
800,13,54,11
800,13,55,7
800,13,56,4
800,13,57,2
800,13,58,2
800,13,59,3
800,13,60,4
800,13,61,2
800,13,62,2
800,13,63,0
800,13,64,0
800,13,65,0
800,13,66,0
800,13,67,0
800,13,68,0
800,13,69,0
800,13,70,0
800,13,71,0
800,13,72,0
800,13,73,0
800,13,74,0
800,13,75,0
800,13,76,0
800,13,77,0
800,13,78,0
800,13,79,0
800,13,80,0
800,13,81,0
800,13,82,0
800,13,83,0
800,13,84,0
800,13,85,0
800,13,86,0
800,13,87,0
800,13,88,0
800,13,89,0
800,13,90,0
800,13,91,0
800,13,92,0
800,13,93,0
800,13,94,0
800,13,95,0
800,13,96,0
800,13,97,0
800,13,98,0
800,13,99,0
800,13,100,0
,,,
800,14,0,1600
800,14,1,1287
800,14,2,1265
800,14,3,1239
800,14,4,1155
800,14,5,1074
800,14,6,953
800,14,7,902
800,14,8,871
800,14,9,878
800,14,10,842
800,14,11,788
800,14,12,752
800,14,13,746
800,14,14,687
800,14,15,654
800,14,16,614
800,14,17,583
800,14,18,563
800,14,19,497
800,14,20,473
800,14,21,424
800,14,22,405
800,14,23,380
800,14,24,392
800,14,25,332
800,14,26,329
800,14,27,291
800,14,28,287
800,14,29,271
800,14,30,246
800,14,31,226
800,14,32,204
800,14,33,180
800,14,34,157
800,14,35,136
800,14,36,121
800,14,37,117
800,14,38,90
800,14,39,90
800,14,40,70
800,14,41,60
800,14,42,49
800,14,43,43
800,14,44,30
800,14,45,24
800,14,46,15
800,14,47,12
800,14,48,11
800,14,49,9
800,14,50,8
800,14,51,14
800,14,52,16
800,14,53,15
800,14,54,8
800,14,55,7
800,14,56,7
800,14,57,6
800,14,58,5
800,14,59,4
800,14,60,5
800,14,61,7
800,14,62,6
800,14,63,8
800,14,64,7
800,14,65,6
800,14,66,8
800,14,67,4
800,14,68,2
800,14,69,3
800,14,70,2
800,14,71,0
800,14,72,0
800,14,73,0
800,14,74,0
800,14,75,0
800,14,76,0
800,14,77,0
800,14,78,0
800,14,79,0
800,14,80,0
800,14,81,0
800,14,82,0
800,14,83,0
800,14,84,0
800,14,85,0
800,14,86,0
800,14,87,0
800,14,88,0
800,14,89,0
800,14,90,0
800,14,91,0
800,14,92,0
800,14,93,0
800,14,94,0
800,14,95,0
800,14,96,0
800,14,97,0
800,14,98,0
800,14,99,0
800,14,100,0
,,,
800,15,0,1600
800,15,1,1645
800,15,2,1710
800,15,3,1640
800,15,4,1631
800,15,5,1544
800,15,6,1522
800,15,7,1543
800,15,8,1454
800,15,9,1488
800,15,10,1426
800,15,11,1400
800,15,12,1423
800,15,13,1472
800,15,14,1493
800,15,15,1466
800,15,16,1516
800,15,17,1401
800,15,18,1551
800,15,19,1560
800,15,20,1659
800,15,21,1708
800,15,22,1683
800,15,23,1713
800,15,24,1732
800,15,25,1835
800,15,26,1815
800,15,27,1837
800,15,28,2024
800,15,29,2097
800,15,30,2223
800,15,31,2333
800,15,32,2367
800,15,33,2379
800,15,34,2402
800,15,35,2627
800,15,36,2643
800,15,37,2646
800,15,38,2958
800,15,39,3261
800,15,40,3263
800,15,41,3358
800,15,42,3691
800,15,43,3956
800,15,44,4325
800,15,45,4546
800,15,46,4829
800,15,47,5253
800,15,48,5784
800,15,49,6377
800,15,50,6892
800,15,51,7662
800,15,52,8406
800,15,53,9461
800,15,54,10397
800,15,55,11324
800,15,56,12589
800,15,57,13895
800,15,58,15232
800,15,59,16385
800,15,60,17854
800,15,61,19497
800,15,62,21018
800,15,63,22681
800,15,64,23950
800,15,65,24912
800,15,66,26181
800,15,67,26668
800,15,68,27596
800,15,69,28213
800,15,70,28198
800,15,71,29161
800,15,72,29533
800,15,73,29721
800,15,74,30455
800,15,75,30851
800,15,76,30341
800,15,77,30602
800,15,78,30939
800,15,79,31548
800,15,80,31066
800,15,81,31418
800,15,82,31524
800,15,83,32255
800,15,84,32694
