m, replicate_number, generation, num_drive_alleles
1134,2,43,26486
1134,2,44,27533
1134,2,45,27798
1134,2,46,28538
1134,2,47,28893
1134,2,48,29383
1134,2,49,29744
1134,2,50,29883
1134,2,51,30158
1134,2,52,31063
1134,2,53,31068
1134,2,54,31075
1134,2,55,31855
1134,2,56,32247
1134,2,57,32372
1134,2,58,32619
1134,2,59,32289
1134,2,60,32746
1134,2,61,32719
1134,2,62,32645
1134,2,63,32897
1134,2,64,32619
1134,2,65,32427
1134,2,66,32769
1134,2,67,33180
1134,2,68,33205
1134,2,69,33840
1134,2,70,34164
1134,2,71,34071
1134,2,72,34159
1134,2,73,34812
1134,2,74,35205
1134,2,75,35512
1134,2,76,35438
1134,2,77,35385
1134,2,78,35817
1134,2,79,35584
1134,2,80,35409
1134,2,81,35916
1134,2,82,36246
1134,2,83,36669
1134,2,84,37273
1134,2,85,37348
1134,2,86,37689
1134,2,87,37813
1134,2,88,37817
1134,2,89,37420
1134,2,90,37756
1134,2,91,37915
1134,2,92,38144
1134,2,93,37762
1134,2,94,38495
1134,2,95,38288
1134,2,96,38117
1134,2,97,38155
1134,2,98,38870
1134,2,99,38459
1134,2,100,39057
,,,
1134,3,0,2268
1134,3,1,2292
1134,3,2,2341
1134,3,3,2277
1134,3,4,2380
1134,3,5,2394
1134,3,6,2440
1134,3,7,2382
1134,3,8,2510
1134,3,9,2563
1134,3,10,2604
1134,3,11,2778
1134,3,12,2855
1134,3,13,2950
1134,3,14,3071
1134,3,15,3427
1134,3,16,3700
1134,3,17,3849
1134,3,18,4239
1134,3,19,4583
1134,3,20,4989
1134,3,21,5573
1134,3,22,5976
1134,3,23,6471
1134,3,24,7015
1134,3,25,7837
1134,3,26,8741
1134,3,27,9525
1134,3,28,10339
1134,3,29,11309
1134,3,30,12640
1134,3,31,13793
1134,3,32,15303
1134,3,33,16697
1134,3,34,18006
1134,3,35,19711
1134,3,36,21000
1134,3,37,22316
1134,3,38,23293
1134,3,39,24435
1134,3,40,25860
1134,3,41,27029
1134,3,42,27780
1134,3,43,28439
1134,3,44,28874
1134,3,45,28879
1134,3,46,29334
1134,3,47,29909
1134,3,48,30072
1134,3,49,30820
1134,3,50,31064
1134,3,51,31472
1134,3,52,31483
1134,3,53,31742
1134,3,54,31553
1134,3,55,31153
1134,3,56,31373
1134,3,57,31520
1134,3,58,32135
1134,3,59,32177
1134,3,60,32011
1134,3,61,32250
1134,3,62,32232
1134,3,63,32838
1134,3,64,32891
1134,3,65,33384
1134,3,66,34199
1134,3,67,33448
1134,3,68,33274
1134,3,69,33578
1134,3,70,34239
1134,3,71,33595
1134,3,72,34585
1134,3,73,35153
1134,3,74,35050
1134,3,75,35031
1134,3,76,34884
1134,3,77,35165
1134,3,78,35758
1134,3,79,35346
1134,3,80,35020
1134,3,81,35749
1134,3,82,36460
1134,3,83,36297
1134,3,84,36260
1134,3,85,36821
1134,3,86,36655
1134,3,87,36856
1134,3,88,37014
1134,3,89,36955
1134,3,90,37960
1134,3,91,37178
1134,3,92,37397
1134,3,93,37682
1134,3,94,37929
1134,3,95,37994
1134,3,96,38053
1134,3,97,38129
1134,3,98,38490
1134,3,99,39102
1134,3,100,38897
,,,
1134,4,0,2268
1134,4,1,2333
1134,4,2,2312
1134,4,3,2348
1134,4,4,2460
1134,4,5,2551
1134,4,6,2638
1134,4,7,2661
1134,4,8,2814
1134,4,9,3036
1134,4,10,3129
1134,4,11,3261
1134,4,12,3600
1134,4,13,3661
1134,4,14,3743
1134,4,15,4058
1134,4,16,4396
1134,4,17,4507
1134,4,18,4965
1134,4,19,5209
1134,4,20,5594
1134,4,21,6143
1134,4,22,6696
1134,4,23,7686
1134,4,24,8489
1134,4,25,9365
1134,4,26,10121
1134,4,27,11140
1134,4,28,12126
1134,4,29,13440
1134,4,30,14853
1134,4,31,16076
1134,4,32,17641
1134,4,33,19085
1134,4,34,20656
1134,4,35,22029
1134,4,36,23142
1134,4,37,24827
1134,4,38,25661
1134,4,39,27291
1134,4,40,27599
1134,4,41,28479
1134,4,42,29258
1134,4,43,29856
1134,4,44,29674
1134,4,45,30145
1134,4,46,30522
1134,4,47,31438
1134,4,48,31461
1134,4,49,31310
1134,4,50,31523
1134,4,51,31875
1134,4,52,31137
1134,4,53,31931
1134,4,54,32056
1134,4,55,32426
1134,4,56,32388
1134,4,57,32802
1134,4,58,33200
1134,4,59,33488
1134,4,60,33932
1134,4,61,33552
1134,4,62,33488
1134,4,63,33507
1134,4,64,33632
1134,4,65,34007
1134,4,66,34825
1134,4,67,34705
1134,4,68,34572
1134,4,69,34881
1134,4,70,34500
1134,4,71,34819
1134,4,72,35474
1134,4,73,35166
1134,4,74,35225
1134,4,75,36079
1134,4,76,36295
1134,4,77,36381
1134,4,78,36830
1134,4,79,36580
1134,4,80,37024
1134,4,81,36867
1134,4,82,37025
1134,4,83,37078
1134,4,84,36696
1134,4,85,36892
1134,4,86,36977
1134,4,87,37082
1134,4,88,37131
1134,4,89,37387
1134,4,90,37544
1134,4,91,37937
1134,4,92,38438
1134,4,93,38188
1134,4,94,37938
1134,4,95,38738
1134,4,96,38514
1134,4,97,38486
1134,4,98,38768
1134,4,99,38656
1134,4,100,38667
,,,
1134,5,0,2268
1134,5,1,2301
1134,5,2,2361
1134,5,3,2416
1134,5,4,2481
1134,5,5,2682
1134,5,6,2710
1134,5,7,2800
1134,5,8,2869
1134,5,9,3052
1134,5,10,3266
1134,5,11,3552
1134,5,12,3798
1134,5,13,4164
1134,5,14,4375
1134,5,15,4589
1134,5,16,5236
1134,5,17,5360
1134,5,18,6234
1134,5,19,6675
1134,5,20,7243
1134,5,21,8198
1134,5,22,8960
1134,5,23,9865
1134,5,24,10588
1134,5,25,11827
1134,5,26,12988
1134,5,27,14356
1134,5,28,16139
1134,5,29,17946
1134,5,30,19578
1134,5,31,20872
1134,5,32,22038
1134,5,33,23397
1134,5,34,25098
1134,5,35,26260
1134,5,36,27163
1134,5,37,28346
1134,5,38,28833
1134,5,39,29508
1134,5,40,29793
1134,5,41,30284
1134,5,42,30722
1134,5,43,30195
1134,5,44,30308
1134,5,45,30730
1134,5,46,30860
1134,5,47,31467
1134,5,48,31624
1134,5,49,31916
1134,5,50,32049
1134,5,51,32401
1134,5,52,32467
1134,5,53,32473
1134,5,54,32664
1134,5,55,33391
1134,5,56,33443
1134,5,57,33420
1134,5,58,34093
1134,5,59,34043
1134,5,60,34260
1134,5,61,34274
1134,5,62,34698
1134,5,63,34519
1134,5,64,34786
1134,5,65,35055
1134,5,66,34965
1134,5,67,35278
1134,5,68,35513
1134,5,69,35470
1134,5,70,35727
1134,5,71,36127
1134,5,72,36140
1134,5,73,36188
1134,5,74,36920
1134,5,75,37471
1134,5,76,37500
1134,5,77,37608
1134,5,78,38022
1134,5,79,38249
1134,5,80,37906
1134,5,81,38456
1134,5,82,38419
1134,5,83,38115
1134,5,84,38014
1134,5,85,38584
1134,5,86,38474
1134,5,87,38739
1134,5,88,38587
1134,5,89,38758
1134,5,90,38900
1134,5,91,39349
1134,5,92,39845
1134,5,93,39251
1134,5,94,39543
1134,5,95,39833
1134,5,96,39861
1134,5,97,40005
1134,5,98,41120
1134,5,99,40821
1134,5,100,41108
,,,
1134,6,0,2268
1134,6,1,2335
1134,6,2,2553
1134,6,3,2726
1134,6,4,2974
1134,6,5,3155
1134,6,6,3293
1134,6,7,3670
1134,6,8,3760
1134,6,9,3966
1134,6,10,4138
1134,6,11,4509
1134,6,12,4865
1134,6,13,5292
1134,6,14,5894
1134,6,15,6682
1134,6,16,7279
1134,6,17,8023
1134,6,18,8831
1134,6,19,10151
1134,6,20,11223
1134,6,21,12270
1134,6,22,13218
1134,6,23,14807
1134,6,24,16033
1134,6,25,17610
1134,6,26,19032
1134,6,27,20333
1134,6,28,21708
1134,6,29,23004
1134,6,30,24078
1134,6,31,25480
1134,6,32,26552
1134,6,33,27083
1134,6,34,27825
1134,6,35,28191
1134,6,36,28290
1134,6,37,29267
1134,6,38,29793
1134,6,39,29707
1134,6,40,30057
1134,6,41,30235
1134,6,42,30197
1134,6,43,30624
1134,6,44,31712
1134,6,45,32133
1134,6,46,31770
1134,6,47,32014
1134,6,48,32365
1134,6,49,32828
1134,6,50,32955
1134,6,51,33045
1134,6,52,32967
1134,6,53,32924
1134,6,54,32980
1134,6,55,33190
1134,6,56,33277
1134,6,57,33681
1134,6,58,33736
1134,6,59,33893
1134,6,60,34258
1134,6,61,33982
1134,6,62,34794
1134,6,63,35210
1134,6,64,35078
1134,6,65,35269
1134,6,66,35321
1134,6,67,35944
1134,6,68,35577
1134,6,69,35330
1134,6,70,35408
1134,6,71,36358
1134,6,72,36092
1134,6,73,36016
1134,6,74,35763
1134,6,75,36035
1134,6,76,36302
1134,6,77,36770
1134,6,78,36640
1134,6,79,36972
1134,6,80,37022
1134,6,81,37508
1134,6,82,37532
1134,6,83,37515
1134,6,84,37955
1134,6,85,37499
1134,6,86,38215
1134,6,87,38528
1134,6,88,38303
1134,6,89,38839
1134,6,90,38967
1134,6,91,39048
1134,6,92,39700
1134,6,93,39443
1134,6,94,39065
1134,6,95,39255
1134,6,96,39619
1134,6,97,39917
1134,6,98,40341
1134,6,99,40182
1134,6,100,40661
,,,
1134,7,0,2268
1134,7,1,2328
1134,7,2,2369
1134,7,3,2357
1134,7,4,2549
1134,7,5,2670
1134,7,6,2939
1134,7,7,3043
1134,7,8,3135
1134,7,9,3350
1134,7,10,3533
1134,7,11,3796
1134,7,12,4078
1134,7,13,4488
1134,7,14,4893
1134,7,15,5385
1134,7,16,6010
1134,7,17,6439
1134,7,18,6998
1134,7,19,7834
1134,7,20,8610
1134,7,21,9757
1134,7,22,10799
1134,7,23,11984
1134,7,24,12716
1134,7,25,14302
1134,7,26,16042
1134,7,27,17563
1134,7,28,19151
1134,7,29,20562
1134,7,30,21898
1134,7,31,22876
1134,7,32,23637
1134,7,33,24891
1134,7,34,25592
1134,7,35,26664
1134,7,36,26778
1134,7,37,27714
1134,7,38,28146
1134,7,39,28923
1134,7,40,29128
1134,7,41,29471
1134,7,42,29810
1134,7,43,30733
1134,7,44,30790
1134,7,45,30695
1134,7,46,30989
1134,7,47,31421
1134,7,48,31134
1134,7,49,31706
1134,7,50,31486
1134,7,51,32114
1134,7,52,32372
1134,7,53,32374
1134,7,54,32001
1134,7,55,32921
1134,7,56,33134
1134,7,57,33464
1134,7,58,34016
1134,7,59,34044
1134,7,60,34094
1134,7,61,34205
1134,7,62,34556
1134,7,63,34348
1134,7,64,34756
1134,7,65,34816
1134,7,66,34924
1134,7,67,35112
1134,7,68,36031
1134,7,69,35751
1134,7,70,35955
1134,7,71,35676
1134,7,72,36150
1134,7,73,36106
1134,7,74,35936
1134,7,75,36352
1134,7,76,36324
1134,7,77,36861
1134,7,78,37320
1134,7,79,36788
1134,7,80,37144
1134,7,81,37574
1134,7,82,37501
1134,7,83,37407
1134,7,84,38013
1134,7,85,38156
1134,7,86,37790
1134,7,87,38159
1134,7,88,38043
1134,7,89,37459
1134,7,90,37994
1134,7,91,38752
1134,7,92,38975
1134,7,93,39224
1134,7,94,39443
1134,7,95,39871
1134,7,96,39788
1134,7,97,39774
1134,7,98,39914
1134,7,99,40438
1134,7,100,39387
,,,
1134,8,0,2268
1134,8,1,2427
1134,8,2,2644
1134,8,3,2686
1134,8,4,3085
1134,8,5,3234
1134,8,6,3353
1134,8,7,3442
1134,8,8,3775
1134,8,9,3985
1134,8,10,4114
1134,8,11,4473
1134,8,12,4881
1134,8,13,5108
1134,8,14,5714
1134,8,15,6266
1134,8,16,6716
1134,8,17,7590
1134,8,18,8211
1134,8,19,8820
1134,8,20,9787
1134,8,21,11389
1134,8,22,12177
1134,8,23,13831
1134,8,24,14925
1134,8,25,16305
1134,8,26,17608
1134,8,27,19298
1134,8,28,20895
1134,8,29,21978
1134,8,30,23340
1134,8,31,24297
1134,8,32,25389
1134,8,33,26138
1134,8,34,27495
1134,8,35,28074
1134,8,36,28698
1134,8,37,29125
1134,8,38,29456
1134,8,39,29808
1134,8,40,30625
1134,8,41,31032
1134,8,42,30950
1134,8,43,31031
1134,8,44,31608
1134,8,45,31575
1134,8,46,31584
1134,8,47,31434
1134,8,48,31545
1134,8,49,32065
1134,8,50,32730
1134,8,51,32721
1134,8,52,33222
1134,8,53,33320
1134,8,54,33283
1134,8,55,33167
1134,8,56,33286
1134,8,57,33265
1134,8,58,33169
1134,8,59,33631
1134,8,60,34091
1134,8,61,34634
1134,8,62,34690
1134,8,63,34349
1134,8,64,34500
1134,8,65,34772
1134,8,66,34405
1134,8,67,34715
1134,8,68,34476
1134,8,69,34612
1134,8,70,34663
1134,8,71,34811
1134,8,72,34654
1134,8,73,34824
1134,8,74,35149
1134,8,75,35139
1134,8,76,36016
1134,8,77,36633
1134,8,78,36895
1134,8,79,36921
1134,8,80,37333
1134,8,81,37489
1134,8,82,36823
1134,8,83,37263
1134,8,84,37635
1134,8,85,37706
1134,8,86,37998
1134,8,87,38107
1134,8,88,37905
1134,8,89,38054
1134,8,90,38477
1134,8,91,38769
1134,8,92,39133
1134,8,93,39053
1134,8,94,39187
1134,8,95,39261
1134,8,96,39357
1134,8,97,39317
1134,8,98,38903
1134,8,99,39464
1134,8,100,40106
,,,
1134,9,0,2268
1134,9,1,2357
1134,9,2,2516
1134,9,3,2548
1134,9,4,2722
1134,9,5,2776
1134,9,6,2904
1134,9,7,2994
1134,9,8,2991
1134,9,9,3087
1134,9,10,3198
1134,9,11,3365
1134,9,12,3761
1134,9,13,4072
1134,9,14,4366
1134,9,15,4792
1134,9,16,5171
1134,9,17,5937
1134,9,18,6496
1134,9,19,6880
1134,9,20,7603
1134,9,21,8578
1134,9,22,9392
1134,9,23,10418
1134,9,24,11540
1134,9,25,12637
1134,9,26,13350
1134,9,27,14975
1134,9,28,16628
1134,9,29,17755
1134,9,30,19150
1134,9,31,20644
1134,9,32,22251
1134,9,33,23271
1134,9,34,24334
1134,9,35,26046
1134,9,36,26728
1134,9,37,27387
1134,9,38,28184
1134,9,39,28853
1134,9,40,29838
1134,9,41,30522
1134,9,42,30985
1134,9,43,31027
1134,9,44,31917
1134,9,45,31857
1134,9,46,32140
1134,9,47,31944
1134,9,48,31836
1134,9,49,32041
1134,9,50,32275
1134,9,51,32311
1134,9,52,32862
1134,9,53,33137
1134,9,54,32801
1134,9,55,32943
1134,9,56,33198
1134,9,57,33333
1134,9,58,33270
1134,9,59,33387
1134,9,60,33442
1134,9,61,33538
1134,9,62,33835
1134,9,63,34237
1134,9,64,34818
1134,9,65,34871
1134,9,66,34565
1134,9,67,34615
1134,9,68,35421
1134,9,69,35386
1134,9,70,35611
1134,9,71,35689
1134,9,72,36553
1134,9,73,36752
1134,9,74,36808
1134,9,75,36734
1134,9,76,36041
1134,9,77,36410
1134,9,78,36691
1134,9,79,37430
1134,9,80,37626
1134,9,81,38441
1134,9,82,37932
1134,9,83,37632
1134,9,84,38123
1134,9,85,37838
1134,9,86,37874
1134,9,87,38374
1134,9,88,38151
1134,9,89,38542
1134,9,90,38944
1134,9,91,39483
1134,9,92,40089
1134,9,93,39976
1134,9,94,39347
1134,9,95,39647
1134,9,96,39553
1134,9,97,39922
1134,9,98,39192
1134,9,99,39651
1134,9,100,39782
,,,
1134,10,0,2268
1134,10,1,2236
1134,10,2,2300
1134,10,3,2233
1134,10,4,2221
1134,10,5,2109
1134,10,6,2298
1134,10,7,2189
1134,10,8,2214
1134,10,9,2386
1134,10,10,2534
1134,10,11,2690
1134,10,12,2885
1134,10,13,3041
1134,10,14,3181
1134,10,15,3328
1134,10,16,3759
1134,10,17,4133
1134,10,18,4403
1134,10,19,4819
1134,10,20,5204
1134,10,21,5285
1134,10,22,5552
1134,10,23,5717
1134,10,24,6343
1134,10,25,6887
1134,10,26,7659
1134,10,27,8420
1134,10,28,9606
1134,10,29,10561
1134,10,30,12162
1134,10,31,13318
1134,10,32,14509
1134,10,33,15910
1134,10,34,16956
1134,10,35,17963
1134,10,36,19167
1134,10,37,20590
1134,10,38,22341
1134,10,39,23930
1134,10,40,24855
1134,10,41,25388
1134,10,42,27010
1134,10,43,27204
1134,10,44,27925
1134,10,45,28595
1134,10,46,29259
1134,10,47,29341
1134,10,48,30032
1134,10,49,30227
1134,10,50,30628
1134,10,51,31221
1134,10,52,31239
1134,10,53,31111
1134,10,54,31173
1134,10,55,31457
1134,10,56,32293
1134,10,57,32658
1134,10,58,32800
1134,10,59,32816
1134,10,60,33234
1134,10,61,33415
1134,10,62,33379
1134,10,63,33597
1134,10,64,33755
1134,10,65,33928
1134,10,66,33973
1134,10,67,34426
1134,10,68,34446
1134,10,69,35254
1134,10,70,35618
1134,10,71,35225
1134,10,72,35642
1134,10,73,36066
1134,10,74,35968
1134,10,75,36256
1134,10,76,36773
1134,10,77,36919
1134,10,78,36690
1134,10,79,36908
1134,10,80,37318
1134,10,81,36870
1134,10,82,37407
1134,10,83,37682
1134,10,84,37385
1134,10,85,37558
1134,10,86,37022
1134,10,87,37638
1134,10,88,37790
1134,10,89,38009
1134,10,90,38464
1134,10,91,38509
1134,10,92,39212
1134,10,93,39275
1134,10,94,38986
1134,10,95,39538
1134,10,96,39124
1134,10,97,39965
1134,10,98,40016
1134,10,99,39765
1134,10,100,39966
,,,
1134,11,0,2268
1134,11,1,2373
1134,11,2,2531
1134,11,3,2541
1134,11,4,2531
1134,11,5,2641
1134,11,6,2711
1134,11,7,2897
1134,11,8,2959
1134,11,9,3047
1134,11,10,3168
1134,11,11,3447
1134,11,12,3784
1134,11,13,4033
1134,11,14,4124
1134,11,15,4289
1134,11,16,4470
1134,11,17,4869
1134,11,18,5060
1134,11,19,5408
1134,11,20,5721
1134,11,21,6231
1134,11,22,7149
1134,11,23,7957
1134,11,24,8454
1134,11,25,9189
1134,11,26,9864
1134,11,27,10904
1134,11,28,12174
1134,11,29,13339
1134,11,30,14933
1134,11,31,16548
1134,11,32,17692
1134,11,33,19299
1134,11,34,20894
1134,11,35,21839
1134,11,36,23040
1134,11,37,24590
1134,11,38,25058
1134,11,39,26202
1134,11,40,26831
1134,11,41,27918
1134,11,42,28609
1134,11,43,28991
1134,11,44,29307
1134,11,45,29437
1134,11,46,30196
1134,11,47,30794
1134,11,48,31294
1134,11,49,30843
1134,11,50,31294
1134,11,51,31636
1134,11,52,31855
1134,11,53,32049
1134,11,54,31898
1134,11,55,31945
1134,11,56,32045
1134,11,57,32437
1134,11,58,32663
1134,11,59,33055
1134,11,60,32865
1134,11,61,33073
1134,11,62,33386
1134,11,63,33559
1134,11,64,33821
1134,11,65,34027
1134,11,66,34114
1134,11,67,34243
1134,11,68,34526
1134,11,69,34774
1134,11,70,35165
1134,11,71,34837
1134,11,72,35052
1134,11,73,35037
1134,11,74,35642
1134,11,75,35911
1134,11,76,36149
1134,11,77,36260
1134,11,78,36223
1134,11,79,36124
1134,11,80,36438
1134,11,81,36762
1134,11,82,36884
1134,11,83,36967
1134,11,84,36803
1134,11,85,37214
1134,11,86,37843
1134,11,87,37965
1134,11,88,37431
1134,11,89,37972
1134,11,90,37872
1134,11,91,38788
1134,11,92,38694
1134,11,93,38852
1134,11,94,38430
1134,11,95,38848
1134,11,96,39032
1134,11,97,39132
1134,11,98,39379
1134,11,99,40183
1134,11,100,39718
,,,
1134,12,0,2268
1134,12,1,2345
1134,12,2,2589
1134,12,3,2660
1134,12,4,2705
1134,12,5,2780
1134,12,6,3140
1134,12,7,3306
1134,12,8,3322
1134,12,9,3558
1134,12,10,4015
1134,12,11,4153
1134,12,12,4468
1134,12,13,4812
1134,12,14,5088
1134,12,15,5661
1134,12,16,6196
1134,12,17,6783
1134,12,18,7366
1134,12,19,8007
1134,12,20,8784
1134,12,21,9575
1134,12,22,10505
1134,12,23,11797
1134,12,24,13216
1134,12,25,14369
1134,12,26,15689
1134,12,27,17032
1134,12,28,18719
1134,12,29,19962
1134,12,30,21342
1134,12,31,22542
1134,12,32,23897
1134,12,33,24638
1134,12,34,25854
1134,12,35,26273
1134,12,36,26863
1134,12,37,27977
1134,12,38,28867
1134,12,39,29275
1134,12,40,30106
1134,12,41,29998
1134,12,42,30607
1134,12,43,30731
1134,12,44,31067
1134,12,45,31368
1134,12,46,31412
1134,12,47,31390
1134,12,48,31561
1134,12,49,31970
1134,12,50,32518
1134,12,51,33241
1134,12,52,33368
1134,12,53,32799
1134,12,54,32798
1134,12,55,32742
1134,12,56,32902
1134,12,57,33630
1134,12,58,33809
1134,12,59,33657
1134,12,60,33447
1134,12,61,34023
1134,12,62,33906
1134,12,63,34454
1134,12,64,34731
1134,12,65,34934
1134,12,66,35183
1134,12,67,35172
1134,12,68,35624
1134,12,69,36047
1134,12,70,36231
1134,12,71,36088
1134,12,72,36133
1134,12,73,35745
1134,12,74,36591
1134,12,75,36236
1134,12,76,36110
1134,12,77,36289
1134,12,78,36485
1134,12,79,36389
1134,12,80,37098
1134,12,81,37519
1134,12,82,37608
1134,12,83,37805
1134,12,84,37540
1134,12,85,38138
1134,12,86,37635
1134,12,87,37731
1134,12,88,37934
1134,12,89,37902
1134,12,90,38016
1134,12,91,37922
1134,12,92,38161
1134,12,93,39212
1134,12,94,39132
1134,12,95,38959
1134,12,96,39442
1134,12,97,39490
1134,12,98,39663
1134,12,99,39831
1134,12,100,39986
,,,
1134,13,0,2268
1134,13,1,2351
1134,13,2,2284
1134,13,3,2361
1134,13,4,2503
1134,13,5,2479
1134,13,6,2618
1134,13,7,2880
1134,13,8,3092
1134,13,9,3282
1134,13,10,3371
1134,13,11,3778
1134,13,12,3852
1134,13,13,4099
1134,13,14,4515
1134,13,15,4680
1134,13,16,5084
1134,13,17,5301
1134,13,18,5932
1134,13,19,6600
1134,13,20,7294
1134,13,21,8115
1134,13,22,9137
1134,13,23,10194
1134,13,24,11256
1134,13,25,12614
1134,13,26,13766
1134,13,27,15591
1134,13,28,17477
1134,13,29,18778
1134,13,30,20100
1134,13,31,21059
1134,13,32,22276
1134,13,33,23787
1134,13,34,25278
1134,13,35,26534
1134,13,36,26898
1134,13,37,28369
1134,13,38,28808
1134,13,39,29276
1134,13,40,29301
1134,13,41,29087
1134,13,42,29434
1134,13,43,30603
1134,13,44,30831
1134,13,45,31786
1134,13,46,31632
1134,13,47,31336
1134,13,48,32065
1134,13,49,32165
1134,13,50,32118
1134,13,51,32162
1134,13,52,32429
1134,13,53,32922
1134,13,54,32766
1134,13,55,33434
1134,13,56,33153
1134,13,57,33989
1134,13,58,34084
1134,13,59,33728
1134,13,60,33915
1134,13,61,34330
1134,13,62,34612
1134,13,63,34284
1134,13,64,34395
1134,13,65,34806
1134,13,66,34963
1134,13,67,35419
1134,13,68,35292
1134,13,69,35622
1134,13,70,35876
1134,13,71,35464
1134,13,72,35546
1134,13,73,35658
1134,13,74,36071
1134,13,75,36511
1134,13,76,36992
