gen, popsize, num_dd, num_dwt, num_wtwt, num_d_alleles, rate_d_alleles
-9,24227,0,0,24227,0,0.0
-8,24316,0,0,24316,0,0.0
-7,24085,0,0,24085,0,0.0
-6,24131,0,0,24131,0,0.0
-5,24263,0,0,24263,0,0.0
-4,24129,0,0,24129,0,0.0
-3,24195,0,0,24195,0,0.0
-2,24262,0,0,24262,0,0.0
-1,24237,0,0,24237,0,0.0
0,25069,800,0,24269,1600,0.0319119
1,24186,438,744,23004,1620,0.0334904
2,24265,400,883,22982,1683,0.0346796
3,24078,382,941,22755,1705,0.0354058
4,24256,354,1038,22864,1746,0.0359911
5,24332,380,972,22980,1732,0.035591
6,24176,386,1085,22705,1857,0.0384059
7,24102,400,1089,22613,1889,0.0391876
8,24124,402,1113,22609,1917,0.0397322
9,24292,424,1178,22690,2026,0.041701
10,24064,382,1176,22506,1940,0.0403092
11,24136,420,1187,22529,2027,0.0419912
12,24253,407,1234,22612,2048,0.0422216
13,24143,528,1214,22401,2270,0.0470116
14,24064,534,1327,22203,2395,0.0497631
15,24246,635,1388,22223,2658,0.0548132
16,24201,674,1442,22085,2790,0.0576422
17,24065,674,1434,21957,2782,0.0578018
18,24184,650,1459,22075,2759,0.0570418
19,24194,669,1483,22042,2821,0.0582996
20,24343,777,1454,22112,3008,0.0617837
21,24183,811,1531,21841,3153,0.0651904
22,24154,967,1567,21620,3501,0.0724725
23,24120,1060,1575,21485,3695,0.0765962
24,24217,1164,1540,21513,3868,0.0798613
25,24367,1330,1607,21430,4267,0.0875569
26,24400,1533,1617,21250,4683,0.0959631
27,24345,1735,1672,20938,5142,0.105607
28,24507,2079,1707,20721,5865,0.11966
29,24542,2363,1761,20418,6487,0.132161
30,24618,2746,1774,20098,7266,0.147575
31,24711,3127,1826,19758,8080,0.16349
32,24633,3533,1705,19395,8771,0.178034
33,24728,3988,1812,18928,9788,0.197913
34,24926,4648,1854,18424,11150,0.223662
35,25017,5284,1826,17907,12394,0.247712
36,25203,6030,1738,17435,13798,0.273737
37,25357,6788,1709,16860,15285,0.301396
38,25222,7441,1765,16016,16647,0.33001
39,25624,8176,1726,15722,18078,0.352755
40,25690,8854,1653,15183,19361,0.37682
41,25802,9618,1519,14665,20755,0.402198
42,26290,10491,1450,14349,22432,0.426626
43,26255,11198,1334,13723,23730,0.451914
44,26396,11963,1215,13218,25141,0.476227
45,26530,12640,1123,12767,26403,0.497606
46,26487,13160,1090,12237,27410,0.517424
47,26869,13646,947,12276,28239,0.525494
48,26757,14118,843,11796,29079,0.543391
49,26869,14590,849,11430,30029,0.558804
50,26870,14859,803,11208,30521,0.567938
51,26945,15000,828,11117,30828,0.572054
52,27282,15297,806,11179,31400,0.575471
53,27087,15347,733,11007,31427,0.580112
54,27060,15267,785,11008,31319,0.578695
55,26890,15399,695,10796,31493,0.585589
56,27083,15758,716,10609,32232,0.59506
57,27266,16043,680,10543,32766,0.600858
58,27301,16096,649,10556,32841,0.601461
59,27164,16135,688,10341,32958,0.606649
60,27279,16118,726,10435,32962,0.604164
61,27047,15945,706,10396,32596,0.602581
62,27136,16102,785,10249,32989,0.607846
63,27324,16374,895,10055,33643,0.615631
64,27340,16442,869,10029,33753,0.617282
65,27288,16318,791,10179,33427,0.612485
66,27382,16611,804,9967,34026,0.621321
67,27226,16471,807,9948,33749,0.619794
68,27384,16756,805,9823,34317,0.626589
69,27393,16932,830,9631,34694,0.633264
70,27208,16722,873,9613,34317,0.630642
71,27376,16843,840,9693,34526,0.630589
72,27305,17015,823,9467,34853,0.638216
73,27483,17199,781,9503,35179,0.640014
74,27365,17432,772,9161,35636,0.651124
75,27627,17654,776,9197,36084,0.653057
76,27572,17690,798,9084,36178,0.656064
77,27666,17745,798,9123,36288,0.655823
78,27622,17578,831,9213,35987,0.651419
79,27438,17504,776,9158,35784,0.652088
80,27680,17823,801,9056,36447,0.658363
81,27845,18027,850,8968,36904,0.662668
82,27618,17962,800,8856,36724,0.664856
83,27468,17669,891,8908,36229,0.659476
84,27391,17664,863,8864,36191,0.660637
85,27623,17886,911,8826,36683,0.663994
86,27522,18046,977,8499,37069,0.673443
87,27557,18057,906,8594,37020,0.671699
88,27583,18229,933,8421,37391,0.677791
89,27759,18354,936,8469,37644,0.67805
90,27693,18359,916,8418,37634,0.679486
91,27503,18338,839,8326,37515,0.682017
92,27575,18249,820,8506,37318,0.676664
93,27613,18557,795,8261,37909,0.686434
94,27713,18698,839,8176,38235,0.689839
95,27784,18903,829,8052,38635,0.695274
96,27796,19094,747,7955,38935,0.700371
97,27692,18972,811,7909,38755,0.699751
98,27767,19168,849,7750,39185,0.705604
99,27706,19197,819,7690,39213,0.707663
100,27945,19410,841,7694,39661,0.709626
-9,24224,0,0,24224,0,0.0
-8,24211,0,0,24211,0,0.0
-7,24086,0,0,24086,0,0.0
-6,24246,0,0,24246,0,0.0
-5,24236,0,0,24236,0,0.0
-4,24281,0,0,24281,0,0.0
-3,24207,0,0,24207,0,0.0
-2,24216,0,0,24216,0,0.0
-1,24163,0,0,24163,0,0.0
0,25059,800,0,24259,1600,0.0319247
1,24232,448,738,23046,1634,0.0337157
2,24077,442,869,22766,1753,0.036404
3,24126,432,998,22696,1862,0.0385891
4,23997,403,1041,22553,1847,0.038484
