gen, popsize, num_dd, num_dwt, num_wtwt, num_d_alleles, rate_d_alleles
-9,24128,0,0,24128,0,0.0
-8,24271,0,0,24271,0,0.0
-7,24159,0,0,24159,0,0.0
-6,24418,0,0,24418,0,0.0
-5,24226,0,0,24226,0,0.0
-4,24220,0,0,24220,0,0.0
-3,24164,0,0,24164,0,0.0
-2,24296,0,0,24296,0,0.0
-1,24197,0,0,24197,0,0.0
0,24981,800,0,24181,1600,0.0320243
1,24166,400,695,23071,1495,0.0309319
2,24026,393,819,22814,1605,0.0334013
3,24402,395,841,23166,1631,0.0334194
4,23970,402,855,22713,1659,0.0346058
5,24032,416,931,22685,1763,0.0366803
6,24161,430,995,22736,1855,0.0383883
7,24144,439,1023,22682,1901,0.039368
8,24058,391,1081,22586,1863,0.0387189
9,24229,418,1116,22695,1952,0.0402823
10,24083,397,1220,22466,2014,0.0418137
11,24144,429,1097,22618,1955,0.0404862
12,24142,487,1132,22523,2106,0.0436169
13,24401,495,1124,22782,2114,0.0433179
14,24134,542,1207,22385,2291,0.0474642
15,24056,598,1185,22273,2381,0.0494887
16,24223,571,1321,22331,2463,0.0508401
17,24085,647,1360,22078,2654,0.0550965
18,24282,674,1368,22240,2716,0.0559262
19,24170,736,1383,22051,2855,0.0590608
20,24123,827,1392,21904,3046,0.0631348
21,24165,926,1403,21836,3255,0.0673495
22,24210,1078,1458,21674,3614,0.0746386
23,24453,1222,1543,21688,3987,0.0815237
24,24489,1315,1539,21635,4169,0.0851198
25,24355,1462,1538,21355,4462,0.0916034
26,24500,1639,1537,21324,4815,0.0982653
27,24435,1883,1625,20927,5391,0.110313
28,24562,2010,1715,20837,5735,0.116745
29,24521,2322,1774,20425,6418,0.130867
30,24556,2558,1856,20142,6972,0.141961
31,24661,2936,1831,19894,7703,0.156178
32,24682,3355,1783,19544,8493,0.172048
33,24755,3821,1827,19107,9469,0.191254
34,25023,4402,1800,18821,10604,0.211885
35,24990,5117,1769,18104,12003,0.240156
36,25165,5878,1651,17636,13407,0.266382
37,25446,6801,1569,17076,15171,0.298102
38,25532,7631,1625,16276,16887,0.330703
39,25792,8374,1669,15749,18417,0.357029
40,25933,9335,1615,14983,20285,0.391104
41,25949,10156,1460,14333,21772,0.419515
42,26018,10813,1368,13837,22994,0.441886
43,26359,11546,1412,13401,24504,0.464813
44,26544,12240,1259,13045,25739,0.484836
45,26512,12653,1186,12673,26492,0.499623
46,26619,13205,1099,12315,27509,0.516717
47,26613,13375,1168,12070,27918,0.524518
48,26589,13808,1096,11685,28712,0.539923
49,26699,14176,1071,11452,29423,0.551013
50,26930,14586,948,11396,30120,0.559228
51,26899,14627,952,11320,30206,0.561471
52,26977,14805,904,11268,30514,0.565556
53,26919,14832,911,11176,30575,0.567907
54,27020,14995,935,11090,30925,0.572261
55,27188,15334,924,10930,31592,0.580992
56,27100,15232,957,10911,31421,0.579723
57,26997,15240,892,10865,31372,0.581028
58,27228,15583,869,10776,32035,0.588273
59,27198,15793,834,10571,32420,0.596
60,27073,15776,862,10435,32414,0.598641
61,27132,16129,921,10082,33179,0.611437
62,27282,16339,877,10066,33555,0.614966
63,27264,16465,842,9957,33772,0.619352
64,27143,16382,900,9861,33664,0.620123
65,27375,16498,846,10031,33842,0.618119
66,27319,16587,805,9927,33979,0.621893
67,27345,16513,859,9973,33885,0.619583
68,27259,16559,805,9895,33923,0.622235
69,27483,17037,747,9699,34821,0.633501
70,27568,17227,788,9553,35242,0.639183
71,27446,17199,800,9447,35198,0.641223
72,27182,16907,817,9458,34631,0.637021
73,27639,17249,867,9523,35365,0.639766
74,27427,17074,872,9481,35020,0.638422
75,27434,17387,868,9179,35642,0.649595
76,27442,17196,810,9436,35202,0.641389
77,27492,17466,768,9258,35700,0.64928
78,27535,17638,795,9102,36071,0.655003
79,27471,17786,775,8910,36347,0.661552
80,27611,17868,827,8916,36563,0.662109
81,27593,17965,800,8828,36730,0.665567
82,27689,18146,699,8844,36991,0.667973
83,27646,18022,788,8836,36832,0.666136
84,27684,18138,799,8747,37075,0.669611
85,27685,18021,815,8849,36857,0.665649
86,27574,18096,840,8638,37032,0.671502
87,27551,18053,842,8656,36948,0.670538
88,27536,18069,867,8600,37005,0.671939
89,27591,18210,858,8523,37278,0.675546
90,27502,18239,866,8397,37344,0.678932
91,27778,18514,815,8449,37843,0.681169
92,27501,18389,869,8243,37647,0.684466
93,27704,18648,883,8173,38179,0.689052
94,27635,18758,839,8038,38355,0.693957
95,27667,18877,807,7983,38561,0.696877
96,27689,18984,820,7885,38788,0.700423
97,27862,18988,864,8010,38840,0.697007
98,27797,19147,785,7865,39079,0.702936
99,27943,19371,827,7745,39569,0.708031
100,27878,19592,809,7477,39993,0.717286
-9,24140,0,0,24140,0,0.0
-8,24282,0,0,24282,0,0.0
-7,24237,0,0,24237,0,0.0
-6,24148,0,0,24148,0,0.0
-5,24204,0,0,24204,0,0.0
-4,24275,0,0,24275,0,0.0
-3,24065,0,0,24065,0,0.0
-2,24050,0,0,24050,0,0.0
-1,24209,0,0,24209,0,0.0
0,25064,800,0,24264,1600,0.0319183
1,24198,427,777,22994,1631,0.0337011
2,24211,416,838,22957,1670,0.0344885
3,24313,371,881,23061,1623,0.0333772
4,24162,354,916,22892,1624,0.0336065
5,24185,375,939,22871,1689,0.0349183
6,24207,398,1015,22794,1811,0.0374065
7,24138,431,1010,22697,1872,0.038777
8,24237,395,1064,22778,1854,0.0382473
9,24398,447,1037,22914,1931,0.0395729
10,24282,504,1088,22690,2096,0.0431595
11,24256,468,1201,22587,2137,0.044051
12,24176,522,1231,22423,2275,0.0470508
13,24360,520,1210,22630,2250,0.0461823
14,24269,583,1198,22488,2364,0.0487041
15,24401,594,1282,22525,2470,0.0506127
16,24354,659,1247,22448,2565,0.0526608
17,24157,643,1271,22243,2557,0.0529246
18,24111,697,1294,22120,2688,0.0557422
19,24299,756,1366,22177,2878,0.0592205
20,24169,842,1377,21950,3061,0.0633249
21,24198,939,1514,21745,3392,0.0700884
22,24230,1091,1547,21592,3729,0.0769501
23,24316,1206,1683,21427,4095,0.0842038
24,24248,1378,1695,21175,4451,0.0917808
25,24338,1574,1728,21036,4876,0.100173
26,24387,1747,1788,20852,5282,0.108295
27,24354,1936,1821,20597,5693,0.11688
28,24477,2313,1799,20365,6425,0.131246
29,24472,2629,1722,20121,6980,0.142612
30,24581,3022,1797,19762,7841,0.159493
31,24594,3412,1826,19356,8650,0.175856
32,24838,3969,1768,19101,9706,0.195386
33,24907,4445,1841,18621,10731,0.215421
34,25001,5097,1689,18215,11883,0.23765
35,25115,5610,1618,17887,12838,0.255584
36,25196,6224,1624,17348,14072,0.279251
37,25406,7116,1526,16764,15758,0.310124
38,25501,7939,1552,16010,17430,0.341751
39,25963,9045,1509,15409,19599,0.377441
40,25916,9752,1432,14732,20936,0.40392
41,26055,10496,1421,14138,22413,0.430109
42,26391,11366,1298,13727,24030,0.455269
43,26243,12106,1238,12899,25450,0.484891
44,26595,12943,1162,12490,27048,0.508517
45,26696,13281,1121,12294,27683,0.518486
46,26575,13713,1017,11845,28443,0.535146
47,26929,14099,1010,11820,29208,0.542315
48,26873,14443,946,11484,29832,0.555055
49,26907,14695,875,11337,30265,0.5624
50,26918,15051,895,10972,30997,0.575767
51,26982,14993,823,11166,30809,0.570918
52,27061,15275,869,10917,31419,0.580522
53,27097,15312,891,10894,31515,0.581522
54,27182,15616,861,10705,32093,0.590336
