a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0586,-1,1636.32,0,3272.64,1767.2256,27842.41,100
0.0586,0,1274.92,671.7,3221.54,1659.0276,26806.48,100
0.0586,1,1125.72,894.97,3146.41,1591.665,26226.16,100
0.0586,2,1025.09,1033.7,3083.88,1541.2512,25879.89,100
0.0586,3,969.46,1119.13,3058.05,1517.0514,25686.65,100
0.0586,4,923.39,1201.73,3048.51,1501.9878,25565.47,100
0.0586,5,886.59,1258.34,3031.52,1486.02,25478.45,100
0.0586,6,848.12,1298.57,2994.81,1461.369,25454.67,100
0.0586,7,812.03,1348.93,2972.99,1443.543,25416.68,100
0.0586,8,786.2,1367.08,2939.48,1423.2696,25349.22,100
0.0586,9,763.37,1386.68,2913.42,1406.8452,25312.5,100
0.0586,10,742.29,1421.54,2906.12,1398.72,25326.15,100
0.0586,11,712.29,1445.21,2869.79,1376.2614,25294.15,100
0.0586,12,694.56,1453.57,2842.69,1360.6242,25239.98,100
0.0586,13,665.41,1451.74,2782.56,1328.3736,25246.36,100
0.0586,14,642.32,1461.28,2745.92,1307.4432,25278.01,100
0.0586,15,614.2,1460.86,2689.26,1276.8971999999999,25261.96,100
0.0586,16,586.69,1450.35,2623.73,1242.7722,25227.94,100
0.0586,17,559.95,1441.58,2561.48,1210.2096,25178.22,100
0.0586,18,527.38,1439.05,2493.81,1173.9714,25163.57,100
0.0586,19,512.51,1418.15,2443.17,1149.1338,25185.65,100
0.0586,20,484.32,1410.05,2378.69,1115.2866,25200.46,100
0.0586,21,460.5,1389.11,2310.11,1080.7662,25189.59,100
0.0586,22,434.43,1367.94,2236.8,1043.7192,25198.87,100
0.0586,23,407.91,1334.8,2150.62,1001.1588,25199.01,100
0.0586,24,382.24,1309.3,2073.78,962.7252,25204.03,100
0.0586,25,355.4,1282.6,1993.4,922.524,25206.25,100
0.0586,26,336.84,1236.01,1909.69,882.9114,25228.97,100
0.0586,27,314.93,1203.98,1833.84,845.796,25277.42,100
0.0586,28,284.04,1168.64,1736.72,797.592,25267.02,100
0.0586,29,267.17,1120.21,1654.55,759.0318,25271.1,100
0.0586,30,242.76,1073.84,1559.36,713.1936000000001,25267.44,100
0.0586,31,220.68,1026.38,1467.74,669.414,25284.43,100
0.0586,32,204.73,969.18,1378.64,628.164,25344.71,100
0.0586,33,187.98,915.35,1291.31,587.4654,25376.31,100
0.0586,34,171.33,869.52,1212.18,550.2348,25389.85,100
0.0586,35,158,810.32,1126.32,510.9744,25422.25,100
0.0586,36,145.34,762.97,1053.65,477.4146,25412.25,100
0.0586,37,134.23,708.68,977.14,442.614,25432,100
0.0586,38,121.09,660.54,902.72,408.204,25469.87,100
0.0586,39,112.35,611.52,836.22,378.1764,25444.57,100
0.0586,40,104.91,564.75,774.57,350.4978,25439.48,100
0.0586,41,98.38,517.14,713.9,323.4492,25495.45,100
