a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0739,-1,2066.09,0,4132.18,2231.3772,27819.58,100
0.0739,0,1712.77,672.21,4097.75,2132.1198,26858.61,100
0.0739,1,1573.42,910.4,4057.24,2081.6616,26269.61,100
0.0739,2,1486.73,1057.62,4031.08,2049.8688,25922.33,100
0.0739,3,1433.21,1170.06,4036.48,2039.292,25766.52,100
0.0739,4,1380.59,1252.25,4013.43,2016.9822,25621.31,100
0.0739,5,1349.03,1306.52,4004.58,2005.6908,25502.51,100
0.0739,6,1328.87,1376.01,4033.75,2013.1038,25475.76,100
0.0739,7,1312.47,1425.48,4050.42,2016.1692,25429.1,100
0.0739,8,1311.36,1455.89,4078.61,2027.7426,25381.55,100
0.0739,9,1301.6,1497.57,4100.77,2034.7074,25387.54,100
0.0739,10,1311.61,1530.59,4153.81,2059.3866,25395.89,100
0.0739,11,1302.65,1565.59,4170.89,2064.4098,25376.16,100
0.0739,12,1312.6,1576.32,4201.52,2079.6624,25328.24,100
0.0739,13,1313.55,1606.64,4233.74,2093.4228,25315.18,100
0.0739,14,1314.37,1618.56,4247.3,2099.3148,25304.33,100
0.0739,15,1316.87,1641.49,4275.23,2111.6454,25262.92,100
0.0739,16,1323.04,1655.52,4301.6,2124.2016,25281.33,100
0.0739,17,1336.97,1669.38,4343.32,2145.0672,25295.3,100
0.0739,18,1340.12,1683.79,4364.03,2154.5214,25286.34,100
0.0739,19,1350.28,1700.75,4401.31,2172.6174,25262.28,100
0.0739,20,1364.48,1709.56,4438.52,2191.6536,25236.79,100
0.0739,21,1388.11,1703.04,4479.26,2214.4356,25218.53,100
0.0739,22,1398.04,1723.13,4519.21,2233.5978,25258.2,100
0.0739,23,1406.47,1735.51,4548.45,2247.9018,25229.29,100
0.0739,24,1423.22,1748.71,4595.15,2271.5358,25284.48,100
0.0739,25,1439.67,1747.35,4626.69,2288.7306,25258.05,100
0.0739,26,1472.35,1756.47,4701.17,2327.8554,25239.99,100
0.0739,27,1487.12,1761.42,4735.66,2345.886,25268.51,100
0.0739,28,1501.61,1765.9,4769.12,2363.4168,25243.17,100
0.0739,29,1528.46,1757.44,4814.36,2388.8616,25267.39,100
0.0739,30,1553.47,1765.48,4872.42,2419.2492,25263.01,100
0.0739,31,1568.29,1775.5,4912.08,2439.4632,25254.83,100
0.0739,32,1590.23,1777.24,4957.7,2463.8892,25250.94,100
0.0739,33,1616.2,1770.15,5002.55,2488.959,25253.25,100
0.0739,34,1644.44,1777.08,5065.96,2522.3688,25285.83,100
0.0739,35,1688.99,1778.09,5156.07,2570.907,25280.55,100
0.0739,36,1730.78,1782.23,5243.79,2617.779,25316.5,100
0.0739,37,1752.86,1782.45,5288.17,2641.7178,25283.65,100
0.0739,38,1779.99,1782.68,5342.66,2671.1148,25303.77,100
0.0739,39,1805.41,1784.6,5395.42,2699.3748,25277.01,100
0.0739,40,1838.38,1787.75,5464.51,2736.3054,25289.15,100
0.0739,41,1877.15,1782.02,5536.32,2775.7704,25323.81,100
0.0739,42,1910.54,1777.98,5599.06,2810.1348,25304.38,100
0.0739,43,1953.69,1774.42,5681.8,2855.2416,25348.18,100
0.0739,44,1985.91,1777.28,5749.1,2891.2404,25330.79,100
0.0739,45,2028.13,1773.47,5829.73,2935.2378,25337.98,100
0.0739,46,2060.44,1767.61,5888.49,2967.6714,25303.06,100
0.0739,47,2099.56,1768.57,5967.69,3010.3242,25298.12,100
0.0739,48,2148.35,1764.94,6061.64,3061.4928,25315.05,100
0.0739,49,2188.25,1762.45,6138.95,3103.539,25335.05,100
0.0739,50,2230.09,1762.41,6222.59,3148.7094,25353.15,100
0.0739,51,2277.74,1753.75,6309.23,3196.5342,25326.57,100
0.0739,52,2326.49,1760.73,6413.71,3252.1158,25332.7,100
0.0739,53,2367.38,1753.36,6488.12,3293.1816,25363.56,100
0.0739,54,2398.14,1741.89,6538.17,3321.585,25366.68,100
0.0739,55,2461.29,1746.14,6668.72,3391.572,25407.17,100
0.0739,56,2502.46,1737.94,6742.86,3432.5916,25412.7,100
0.0739,57,2549.77,1729.49,6829.03,3480.1374,25379.9,100
0.0739,58,2608.79,1734.89,6952.47,3546.147,25388.64,100
0.0739,59,2665.02,1738.62,7068.66,3608.442,25441.9,100
0.0739,60,2700.29,1723.5,7124.08,3640.1832,25472.67,100
0.0739,61,2741.84,1719.68,7203.36,3683.4528,25472.03,100
0.0739,62,2800.38,1710.84,7311.6,3742.9632,25483.74,100
0.0739,63,2843.41,1713.93,7400.75,3790.7334,25506.49,100
0.0739,64,2904.52,1714.25,7523.29,3856.8666,25535.69,100
0.0739,65,2947.52,1699.99,7595.03,3897.3174,25487.81,100
0.0739,66,2994.55,1698.46,7687.56,3947.4672,25556.99,100
0.0739,67,3069.22,1683.32,7821.76,4021.752,25567.47,100
0.0739,68,3125.1,1675.46,7925.66,4078.8012,25550.66,100
0.0739,69,3162.07,1672.24,7996.38,4117.3764,25578.79,100
0.0739,70,3214.78,1677.4,8106.96,4176.4704,25567.95,100
0.0739,71,3265.79,1676.72,8208.3,4231.2756,25542.19,100
0.0739,72,3320.25,1663.08,8303.58,4284.3636,25548,100
0.0739,73,3377.24,1670.52,8425,4349.0376,25574.89,100
0.0739,74,3436.19,1662.9,8535.28,4409.5032,25618.05,100
0.0739,75,3493.12,1659.4,8645.64,4469.5176,25619.52,100
0.0739,76,3544.42,1654.49,8743.33,4522.8594,25659.59,100
0.0739,77,3599.39,1647.69,8846.47,4579.371,25624.53,100
0.0739,78,3651.94,1645.9,8949.78,4635.3732,25635.62,100
0.0739,79,3748.878787878788,1664.7070707070707,9162.464646464647,4747.966060606061,25625.363636363636,99
0.0739,80,3797.5353535353534,1669.2626262626263,9264.333333333334,4802.428484848485,25661.909090909092,99
0.0739,81,3851.212121212121,1668.1313131313132,9370.555555555555,4859.924242424242,25646.23232323232,99
0.0739,82,3905.919191919192,1661.8989898989898,9473.737373737375,4916.390303030303,25716.666666666668,99
0.0739,83,3978.5252525252527,1652.8484848484848,9609.89898989899,4991.003636363636,25726.171717171717,99
0.0739,84,4019.8282828282827,1653.5252525252524,9693.181818181818,5035.895151515151,25685.29292929293,99
0.0739,85,4135.326530612245,1674.204081632653,9944.857142857143,5169.318367346938,25685.38775510204,98
0.0739,86,4175.081632653061,1668.357142857143,10018.520408163266,5209.798163265306,25727.19387755102,98
0.0739,87,4237.632653061224,1682.0408163265306,10157.30612244898,5283.1004081632655,25746.591836734693,98
0.0739,88,4303.367346938776,1673.3265306122448,10280.061224489797,5350.4338775510205,25737.561224489797,98
0.0739,89,4360.693877551021,1682.969387755102,10404.357142857143,5416.3965306122445,25734.836734693876,98
0.0739,90,4418.938775510204,1675.4285714285713,10513.30612244898,5476.13387755102,25743.081632653062,98
0.0739,91,4463.65306122449,1678.3877551020407,10605.69387755102,5525.668163265306,25751.938775510203,98
0.0739,92,4524.551020408163,1683.1938775510205,10732.295918367347,5593.456530612245,25780.581632653062,98
0.0739,93,4586.285714285715,1677.8877551020407,10850.459183673469,5657.901428571428,25781.65306122449,98
0.0739,94,4650.306122448979,1683.265306122449,10983.877551020409,5729.302040816327,25766.20408163265,98
0.0739,95,4703.081632653061,1668.6020408163265,11074.765306122448,5780.141020408163,25805.38775510204,98
0.0739,96,4756.459183673469,1657.9795918367347,11170.897959183674,5833.327346938776,25812.73469387755,98
0.0739,97,4811.5204081632655,1662.469387755102,11285.510204081633,5894.679183673469,25805.23469387755,98
0.0739,98,4877.244897959184,1660.6020408163265,11415.091836734693,5964.877346938775,25807.775510204083,98
0.0739,99,4982.020618556701,1673.4020618556701,11637.443298969072,6083.411134020618,25806.22680412371,97
0.0739,100,5028.618556701031,1675.9896907216496,11733.226804123711,6134.8237113402065,25809.701030927834,97
