a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.06,-1,1680.8,0,3361.6,1815.264,27864.33,100
0.06,0,1318.65,674.01,3311.31,1707.2262,26813.6,100
0.06,1,1172.31,903.26,3247.88,1645.464,26205.03,100
0.06,2,1074.85,1036.79,3186.49,1596.2898,25854.79,100
0.06,3,1008.33,1133.87,3150.53,1565.2218,25670.73,100
0.06,4,960.15,1212.39,3132.69,1546.1658,25586.28,100
0.06,5,922.68,1265.15,3110.51,1527.8574,25490.35,100
0.06,6,896.74,1317.31,3110.79,1521.7494,25451.39,100
0.06,7,868.74,1351.54,3089.02,1505.886,25390.42,100
0.06,8,846.6,1387.89,3081.09,1497.2418,25381.46,100
0.06,9,819.56,1414.34,3053.46,1479.1476,25320.93,100
0.06,10,795.62,1434.09,3025.33,1461.5874,25315.61,100
0.06,11,774.82,1456.56,3006.2,1448.5608,25288.38,100
0.06,12,759.14,1467.34,2985.62,1436.154,25265.36,100
0.06,13,738.81,1481.88,2959.5,1420.3044,25244.63,100
0.06,14,713.76,1482.55,2910.07,1393.5318,25240.88,100
0.06,15,695.58,1491.91,2883.07,1377.8286,25256.53,100
0.06,16,677.57,1493.24,2848.38,1358.9364,25251.04,100
0.06,17,657.19,1497.49,2811.87,1338.711,25265.98,100
0.06,18,634.58,1499.02,2768.18,1314.9348,25238.49,100
0.06,19,608.81,1499.09,2716.71,1287.1326,25248.22,100
0.06,20,582.22,1484.57,2649.01,1252.317,25231.06,100
0.06,21,559.8,1474.12,2593.72,1223.7144,25197.73,100
0.06,22,533.68,1453.2,2520.56,1186.7184,25179.68,100
0.06,23,515.16,1440.99,2471.31,1161.5886,25222.94,100
0.06,24,491.18,1427.55,2409.91,1130.0454,25219.61,100
0.06,25,463.41,1405.59,2332.41,1090.8306,25245.25,100
0.06,26,436.76,1374.09,2247.61,1048.8186,25199.98,100
0.06,27,408.24,1346.75,2163.23,1006.5342,25238.37,100
0.06,28,387.81,1314.43,2090.05,970.8954,25248.77,100
0.06,29,356.39,1279.82,1992.6,922.4256,25230.84,100
0.06,30,330.89,1238.34,1900.12,877.464,25238.73,100
0.06,31,304.85,1197.07,1806.77,832.0074,25281.45,100
0.06,32,287.79,1161.7,1737.28,798.7272,25281.24,100
0.06,33,266.05,1112.13,1644.23,754.4286,25306.63,100
0.06,34,242.63,1070.61,1555.87,711.6966,25357.32,100
0.06,35,224.28,1020.8,1469.36,670.9584,25349.04,100
0.06,36,206.06,975.67,1387.79,632.3262,25335.22,100
0.06,37,187.88,924.55,1300.31,591.2214,25372.21,100
0.06,38,172.33,872.15,1216.81,552.4194,25412.66,100
0.06,39,159.06,821.02,1139.14,516.6132,25431.19,100
0.06,40,142.98,774.97,1060.93,479.9058,25439.81,100
0.06,41,129.39,724.88,983.66,444.1908,25450.71,100
0.06,42,116.83,677.74,911.4,410.8272,25470.42,100
0.06,43,107.53,632.52,847.58,381.7908,25484.11,100
0.06,44,98.81,588.94,786.56,354.0696,25522.16,100
0.06,45,91.3,542.32,724.92,326.3784,25495.24,100
0.06,46,81.2,502.85,665.25,298.89300000000003,25525.3,100
0.06,47,75.52,461.37,612.41,275.337,25560.12,100
0.06,48,71.73,421.13,564.59,254.343,25549.8,100
0.06,49,64.86,386.74,516.46,232.4796,25600.81,100
0.06,50,59.36,353.42,472.14,212.5452,25615.13,100
0.06,51,58.06060606060606,328.020202020202,444.14141414141415,200.4739393939394,25638.78787878788,99
0.06,52,53.56565656565657,302.3939393939394,409.52525252525254,184.85636363636362,25639.010101010103,99
0.06,53,51.60606060606061,280.3636363636364,383.57575757575756,173.48727272727274,25674.121212121212,99
0.06,54,48.13131313131313,256.9191919191919,353.1818181818182,159.88787878787878,25676.636363636364,99
0.06,55,46.19191919191919,234.0909090909091,326.47474747474746,148.20545454545456,25684.676767676767,99
0.06,56,42.55555555555556,216.27272727272728,301.3838383838384,136.79454545454544,25664.353535353537,99
0.06,57,40.63265306122449,203.5204081632653,284.7857142857143,129.36183673469387,25653.48979591837,98
0.06,58,38.673469387755105,186.92857142857142,264.2755102040816,120.27734693877551,25700.775510204083,98
0.06,59,39.29896907216495,173.8041237113402,252.4020618556701,115.44061855670103,25653.17525773196,97
0.06,60,37.175257731958766,162.61855670103094,236.96907216494844,108.44907216494845,25680.505154639177,97
0.06,61,36.618556701030926,152.91752577319588,226.15463917525773,103.77340206185568,25722.9587628866,97
0.06,62,35.06185567010309,139.04123711340208,209.16494845360825,96.2641237113402,25710.329896907217,97
0.06,63,33.354838709677416,137.2688172043011,203.9784946236559,93.67612903225806,25711.7311827957,93
0.06,64,33.93333333333333,131.74444444444444,199.61111111111111,91.98066666666666,25722.82222222222,90
0.06,65,32.71590909090909,129.04545454545453,194.47727272727272,89.53227272727273,25728.534090909092,88
0.06,66,33.77647058823529,123.91764705882353,191.47058823529412,88.524,25694.75294117647,85
0.06,67,33.30120481927711,118.74698795180723,185.34939759036143,85.83903614457832,25743.578313253012,83
0.06,68,34.55844155844156,123.54545454545455,192.66233766233765,89.21220779220779,25735.16883116883,77
