a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.06,69,31.45945945945946,123.45945945945945,186.3783783783784,85.8291891891892,25740.054054054053,74
0.06,70,31.557142857142857,124.1,187.21428571428572,86.20371428571428,25733.47142857143,70
0.06,71,33.06153846153846,124.2,190.3230769230769,87.87046153846154,25690.846153846152,65
0.06,72,33.57377049180328,127.65573770491804,194.80327868852459,89.87508196721312,25669.622950819674,61
0.06,73,33.6,131.8909090909091,199.0909090909091,91.68218181818182,25670.109090909093,55
0.06,74,30.685185185185187,129,190.37037037037038,87.32000000000001,25669.333333333332,54
0.06,75,30.03846153846154,123.26923076923077,183.34615384615384,84.21461538461539,25723.94230769231,52
0.06,76,27.254901960784313,120.98039215686275,175.49019607843138,80.24705882352941,25730.62745098039,51
0.06,77,30.659574468085108,127.27659574468085,188.59574468085106,86.56851063829787,25731.702127659573,47
0.06,78,28.02127659574468,123.65957446808511,179.70212765957447,82.2,25719.489361702126,47
0.06,79,29.90909090909091,121.13636363636364,180.95454545454547,83.1790909090909,25730.81818181818,44
0.06,80,27.317073170731707,125.1951219512195,179.82926829268294,82.08439024390243,25734.48780487805,41
0.06,81,26.1,123.6,175.8,80.1,25650.8,40
0.06,82,24.86842105263158,126.07894736842105,175.81578947368422,79.81105263157895,25737.236842105263,38
0.06,83,26.2,122.08571428571429,174.4857142857143,79.572,25753.371428571427,35
0.06,84,25.193548387096776,130.80645161290323,181.19354838709677,82.14774193548388,25745.064516129034,31
0.06,85,28.076923076923077,146.3846153846154,202.53846153846155,91.80461538461539,25717.69230769231,26
0.06,86,27.869565217391305,151.3913043478261,207.1304347826087,93.68347826086956,25687.391304347828,23
0.06,87,27.227272727272727,154.8181818181818,209.27272727272728,94.42909090909092,25747.954545454544,22
0.06,88,28.45,157.55,214.45,96.897,25721.95,20
0.06,89,25.31578947368421,161.89473684210526,212.52631578947367,95.33684210526314,25717.052631578947,19
0.06,90,25.88888888888889,155.61111111111111,207.38888888888889,93.31666666666666,25656.61111111111,18
0.06,91,25,177.8,227.8,101.676,25508.133333333335,15
0.06,92,26.333333333333332,162.06666666666666,214.73333333333332,96.508,25569.933333333334,15
0.06,93,28.153846153846153,174.84615384615384,231.15384615384616,103.84153846153846,25595.46153846154,13
0.06,94,31.363636363636363,180.45454545454547,243.1818181818182,109.66363636363636,25625.454545454544,11
0.06,95,23,178.8181818181818,224.8181818181818,99.94363636363637,25636,11
0.06,96,23.454545454545453,159.36363636363637,206.27272727272728,92.26363636363637,25611,11
0.06,97,22.7,163.1,208.5,93.018,25713.6,10
0.06,98,20.555555555555557,169.22222222222223,210.33333333333334,93.27333333333333,25750.777777777777,9
0.06,99,14.777777777777779,149.88888888888889,179.44444444444446,78.91333333333333,25671.777777777777,9
0.06,100,21.428571428571427,177.57142857142858,220.42857142857142,97.72285714285714,25758,7
