a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.25,-1,6940.65,0,13881.3,7495.902,27790.96,100
0.25,0,6810.19,683.76,14304.14,7642.1844,27178.45,100
0.25,1,6768.37,920.6,14457.34,7696.4916,26841.98,100
0.25,2,6719.05,1070.27,14508.37,7706.0874,26609.84,100
0.25,3,6670.99,1181.91,14523.89,7701.0714,26426.88,100
0.25,4,6658.48,1270.96,14587.92,7724.9616,26337.05,100
0.25,5,6658.13,1362.06,14678.32,7762.8456,26291.19,100
0.25,6,6650.6,1411.37,14712.57,7775.4234,26253.43,100
0.25,7,6664.51,1455.68,14784.7,7809.0564,26204.85,100
0.25,8,6676.49,1493.7,14846.68,7837.9632,26157.81,100
0.25,9,6708.71,1528.12,14945.54,7887.2172,26168.32,100
0.25,10,6722.54,1550.42,14995.5,7911.5196,26141.92,100
0.25,11,6762.75,1590.78,15116.28,7971.8976,26135.82,100
0.25,12,6808.14,1619.48,15235.76,8032.9728,26165.25,100
0.25,13,6839.82,1635.22,15314.86,8073.798,26165.84,100
0.25,14,6888,1658.69,15434.69,8135.6898,26158.72,100
0.25,15,6943.15,1669.48,15555.78,8199.7836,26122.52,100
0.25,16,6994.26,1676.06,15664.58,8257.746,26140.93,100
0.25,17,7050.39,1680.89,15781.67,8320.395,26119.38,100
0.25,18,7118.04,1682.31,15918.39,8394.0534,26126,100
0.25,19,7195.36,1688.08,16078.8,8479.9824,26141.41,100
0.25,20,7246.4,1702.05,16194.85,8540.973,26165.19,100
0.25,21,7293.43,1715.25,16302.11,8597.3094,26166.12,100
0.25,22,7366.29,1727.83,16460.41,8681.2818,26184.74,100
0.25,23,7403.52,1720.35,16527.39,8718.3486,26147.89,100
0.25,24,7474.48,1723.6,16672.56,8796.3504,26172.01,100
0.25,25,7528.32,1721.26,16777.9,8853.5148,26177.44,100
0.25,26,7594.07,1721.36,16909.5,8924.5668,26191.22,100
0.25,27,7648.56,1738.83,17035.95,8990.7534,26211.92,100
0.25,28,7698.61,1735.82,17133.04,9043.5432,26240.18,100
0.25,29,7745.91,1730.04,17221.86,9092.1996,26240.23,100
0.25,30,7829.97,1718.19,17378.13,9178.0074,26230.31,100
0.25,31,7893.22,1721.12,17507.56,9247.548,26259.19,100
0.25,32,7957.5,1734.27,17649.27,9322.4934,26255.79,100
0.25,33,8019.83,1739.42,17779.08,9391.973,26289.12,100
0.25,34,8081.8,1732.54,17896.14,9456.0102,26268.63,100
0.25,35,8120.94,1735.43,17977.31,9499.4962,26235,100
0.25,36,8212.58,1734.17,18159.33,9597.9364,26268.2,100
0.25,37,8266.91,1737.42,18271.24,9657.979,26262,100
0.25,38,8333.05,1734.39,18400.49,9728.1388,26267,100
0.25,39,8372.83,1723.67,18469.33,9766.5982,26257.04,100
0.25,40,8438.11,1728.98,18605.2,9839.3284,26270.93,100
0.25,41,8509.64,1729.8,18749.08,9916.926,26298.4,100
0.25,42,8588.86,1738.54,18916.26,10006.1526,26317.66,100
0.25,43,8654.28,1738.75,19047.31,10076.8966,26314.11,100
0.25,44,8729.01,1747.34,19205.36,10161.213600000001,26326.07,100
0.25,45,8796.5,1744.01,19337.01,10232.7008,26347.74,100
0.25,46,8861.62,1744.91,19468.15,10303.4124,26341.12,100
0.25,47,8924.6,1744.01,19593.21,10371.0572,26323.23,100
0.25,48,8976.99,1740.57,19694.55,10426.186,26356.52,100
0.25,49,9038.44,1740.38,19817.26,10492.4798,26365.52,100
0.25,50,9103.01,1750.82,19956.84,10566.6048,26413.62,100
0.25,51,9177.47,1740.3,20095.24,10642.5964,26395.09,100
0.25,52,9244.05,1739.17,20227.27,10714.0258,26416.37,100
0.25,53,9320.76,1745.97,20387.49,10799.734,26464.72,100
0.25,54,9343.61,1737.7,20424.92,10820.933,26414.9,100
0.25,55,9405.12,1736.42,20546.66,10886.8296,26394.02,100
0.25,56,9492.76,1749.95,20735.47,10987.1572,26434.75,100
0.25,57,9553.46,1750.4,20857.32,11052.909,26436.75,100
0.25,58,9625.29,1744.9,20995.48,11128.17,26480.03,100
0.25,59,9687.9,1746.01,21121.81,11196.252,26463.34,100
0.25,60,9759.77,1741.96,21261.5,11272.172,26511.04,100
0.25,61,9833.69,1745.76,21413.14,11353.608,26514.83,100
0.25,62,9893.73,1742.49,21529.95,11417.077,26535.67,100
0.25,63,9946.21,1738.93,21631.35,11472.258,26556.71,100
0.25,64,10017.07,1736.89,21771.03,11547.932999999999,26562.37,100
0.25,65,10102.27,1727.6,21932.14,11636.041,26560.02,100
0.25,66,10164.85,1732.01,22061.71,11705.483,26587.57,100
0.25,67,10245.06,1734.26,22224.38,11793.054,26614.23,100
0.25,68,10304.84,1737.83,22347.51,11859.119,26619.89,100
0.25,69,10369.69,1733.27,22472.65,11927.237,26635.71,100
0.25,70,10430.45,1733.24,22594.14,11992.847,26620.3,100
0.25,71,10482.46,1736.16,22701.08,12050.241,26620.05,100
0.25,72,10529.39,1732.66,22791.44,12099.462,26608.03,100
0.25,73,10619.96,1737.75,22977.67,12199.413,26636.9,100
0.25,74,10678.03,1740.4,23096.46,12263.237,26624.39,100
0.25,75,10714.29,1739.65,23168.23,12302.091,26590.96,100
0.25,76,10790.32,1731.93,23312.57,12380.96,26636.84,100
0.25,77,10849.54,1741.93,23441.01,12449.114,26664.3,100
0.25,78,10896.12,1742.27,23534.51,12499.563,26636.01,100
0.25,79,10980.33,1739.89,23700.55,12589.509,26655.6,100
0.25,80,11042.4,1732.75,23817.55,12653.545,26671.78,100
0.25,81,11102.15,1739.1,23943.4,12720.744,26712.45,100
0.25,82,11175.68,1732.62,24083.98,12797.436,26692.71,100
0.25,83,11228.7,1735.42,24192.82,12855.871,26720.06,100
0.25,84,11274.59,1748.63,24297.81,12910.98,26736.62,100
0.25,85,11351.39,1749.04,24451.82,12994.096,26769.06,100
0.25,86,11400.06,1743.21,24543.33,13044.21,26719.47,100
0.25,87,11482.85,1739.46,24705.16,13132.048,26758.08,100
0.25,88,11545.29,1740.03,24830.61,13199.723,26791.96,100
0.25,89,11628.29,1741.74,24998.32,13290.083,26832.19,100
0.25,90,11673.01,1735.4,25081.42,13335.717,26812.73,100
0.25,91,11710.77,1741.2,25162.74,13378.937,26791.24,100
0.25,92,11751.08,1732.29,25234.45,13418.725,26725.28,100
0.25,93,11821.89,1741.21,25384.99,13498.944,26742.12,100
0.25,94,11939.35,1748.6,25627.3,13628.91,26811.75,100
0.25,95,11970.07,1745.39,25685.53,13660.743,26805.9,100
0.25,96,12040.91,1749.68,25831.5,13739.045,26821.32,100
0.25,97,12121.71,1750.57,25993.99,13826.69,26860.97,100
0.25,98,12178.87,1743.7,26101.44,13885.53,26854.74,100
0.25,99,12245.55,1737.09,26228.19,13954.775,26858.13,100
0.25,100,12297.7,1738.49,26333.89,14011.681,26851.21,100
