a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.08,-1,2231.81,0,4463.62,2410.3548,27876.36,100
0.08,0,1881.34,674.87,4437.55,2315.2926,26841.72,100
0.08,1,1740.41,908.01,4388.83,2261.007,26247.97,100
0.08,2,1652.17,1062.19,4366.53,2230.4634,25934.78,100
0.08,3,1590.14,1175.98,4356.26,2211.2628,25740.46,100
0.08,4,1549.55,1253.11,4352.21,2199.8202,25638.77,100
0.08,5,1527.42,1326.14,4380.98,2206.5924,25600.65,100
0.08,6,1510.82,1385.77,4407.41,2213.709,25533.73,100
0.08,7,1498.94,1426.46,4424.34,2217.9684,25474.83,100
0.08,8,1500.5,1469.47,4470.47,2237.7174,25436.98,100
0.08,9,1497.41,1521,4515.82,2256.0228,25428.26,100
0.08,10,1501.32,1541.79,4544.43,2268.9774,25384.91,100
0.08,11,1502.5,1570.95,4575.95,2282.499,25374.75,100
0.08,12,1509.72,1600.57,4620.01,2302.737,25318.02,100
0.08,13,1523.7,1622.44,4669.84,2327.0208,25332.54,100
0.08,14,1542.02,1643.54,4727.58,2355.6684,25362.59,100
0.08,15,1558.79,1649.73,4767.31,2376.3798,25339.8,100
0.08,16,1576.35,1670,4822.7,2403.858,25305.18,100
0.08,17,1607.39,1684.02,4898.8,2443.2696,25344.06,100
0.08,18,1636.77,1699.84,4973.38,2481.6444,25319.14,100
0.08,19,1658.59,1708.38,5025.56,2508.7968,25316.04,100
0.08,20,1688.79,1718.83,5096.41,2545.8018,25305.99,100
0.08,21,1707.35,1727.88,5142.58,2569.6476,25329.36,100
0.08,22,1732.49,1742.08,5207.06,2602.7628,25332.01,100
0.08,23,1768.85,1749.52,5287.22,2645.1564,25336.83,100
0.08,24,1798.6,1767.73,5364.93,2684.9346,25348.47,100
0.08,25,1829.12,1763.98,5422.22,2716.3212,25324.04,100
0.08,26,1868.76,1768.99,5506.51,2761.2366,25334,100
0.08,27,1906.87,1782.44,5596.18,2808.0443999999998,25366.23,100
0.08,28,1935.38,1776.02,5646.78,2836.1388,25301.93,100
0.08,29,1971.21,1786.3,5728.72,2879.1528,25311.24,100
0.08,30,2006.93,1781.08,5794.94,2915.538,25293.77,100
0.08,31,2057.58,1784.54,5899.7,2971.6932,25340.07,100
0.08,32,2100.22,1789.35,5989.79,3019.7646,25329.97,100
0.08,33,2138.2,1793.22,6069.62,3062.4084,25326.24,100
0.08,34,2176.95,1792.05,6145.95,3103.767,25317.01,100
0.08,35,2225.68,1782.39,6233.75,3152.3382,25296.29,100
0.08,36,2282.46,1781.89,6346.81,3213.4506,25352.65,100
0.08,37,2324.53,1792.52,6441.58,3263.3508,25360.8,100
0.08,38,2376.46,1793.56,6546.48,3319.872,25377.47,100
0.08,39,2423.46,1802.3,6649.22,3374.3028,25408.88,100
0.08,40,2463.82,1803,6730.64,3418.1856,25433.46,100
0.08,41,2521.34,1802.92,6845.6,3480.2736,25449.16,100
0.08,42,2586.45,1796.1,6969,3547.728,25422.21,100
0.08,43,2640.5,1787.45,7068.45,3602.469,25432.46,100
0.08,44,2702.87,1797.73,7203.47,3674.1462,25449.61,100
0.08,45,2750.95,1793.13,7295.03,3724.1406,25408.27,100
0.08,46,2811.3,1784.01,7406.61,3785.4882000000002,25403.95,100
0.08,47,2860.55,1786.23,7507.33,3839.6106,25423.06,100
0.08,48,2928.5,1783.02,7640.02,3911.6484,25455.7,100
0.08,49,2988.17,1773.03,7749.37,3971.8962,25481.34,100
0.08,50,3065.74,1777.3,7908.78,4057.4652,25503.37,100
0.08,51,3130.66,1773.25,8034.57,4125.8778,25494.31,100
0.08,52,3192.94,1779.29,8165.17,4195.677,25529.33,100
0.08,53,3241.18,1776.47,8258.83,4246.5918,25524.62,100
0.08,54,3293.88,1777.18,8364.94,4303.806,25504.41,100
0.08,55,3350.14,1775.18,8475.46,4363.7268,25519.28,100
0.08,56,3412.93,1764.99,8590.85,4427.2602,25520.95,100
0.08,57,3474.21,1768.06,8716.48,4494.732,25512.72,100
0.08,58,3537.63,1767.46,8842.72,4562.9736,25549.96,100
0.08,59,3611.14,1774.45,8996.73,4645.3002,25588.88,100
0.08,60,3681.6,1768.45,9131.65,4718.877,25614.34,100
0.08,61,3756.94,1763.79,9277.67,4798.287,25609.25,100
0.08,62,3814.36,1763.62,9392.34,4860.2292,25595.75,100
0.08,63,3881.58,1760.63,9523.79,4931.571,25573.86,100
0.08,64,3954.73,1756.67,9666.13,5008.9098,25592.27,100
0.08,65,3991.41,1757.59,9740.41,5048.9106,25602.72,100
0.08,66,4074.53,1759.09,9908.15,5139.3102,25634.14,100
0.08,67,4142,1757.85,10041.85,5211.657,25670.08,100
0.08,68,4187.87,1764,10139.74,5263.7796,25654.6,100
0.08,69,4258.41,1749.18,10266,5333.7384,25633.27,100
0.08,70,4325.6,1757.3,10408.5,5409.714,25665.97,100
0.08,71,4393.37,1758.51,10545.25,5483.4138,25705.19,100
0.08,72,4447.02,1752.14,10646.18,5538.6804,25670.78,100
0.08,73,4516.6,1755.42,10788.62,5615.2044,25704.88,100
0.08,74,4583.59,1753.61,10920.79,5686.7934000000005,25729.03,100
0.08,75,4646.61,1753.05,11046.27,5754.6198,25730.24,100
0.08,76,4684.04,1739.29,11107.37,5789.265,25738.21,100
0.08,77,4758.41,1748.46,11265.28,5873.436,25749.5,100
0.08,78,4820.7,1750.39,11391.79,5941.5198,25770.94,100
0.08,79,4883.26,1740.61,11507.13,6004.977,25748.69,100
0.08,80,4950.82,1736.5,11638.14,6076.2155999999995,25759.25,100
0.08,81,5008,1737.96,11753.96,6138.5832,25758.03,100
0.08,82,5073.21,1734.62,11881.04,6207.6072,25767.05,100
0.08,83,5135.85,1738.65,12010.35,6276.951,25845.55,100
0.08,84,5200.76,1722.79,12124.31,6340.3926,25785.45,100
0.08,85,5254.96,1742.66,12252.58,6407.274,25834.69,100
0.08,86,5326.21,1742.4,12394.82,6484.1148,25839.14,100
0.08,87,5377.76,1740.7,12496.22,6539.0748,25826.76,100
0.08,88,5431.55,1744.59,12607.69,6598.8018,25834.7,100
0.08,89,5498.91,1741.96,12739.78,6670.446,25891.93,100
0.08,90,5573.33,1743.73,12890.39,6751.563,25890.69,100
0.08,91,5629.5,1741.25,13000.25,6811.185,25834.77,100
0.08,92,5702.39,1736.96,13141.74,6888.1044,25849.53,100
0.08,93,5775.01,1724.43,13274.45,6961.2714,25882.31,100
0.08,94,5827.69,1724.62,13380,7018.2456,25907.37,100
0.08,95,5872.77,1725.4,13470.94,7067.2596,25882.64,100
0.08,96,5930.6,1732.93,13594.13,7132.8786,25894.95,100
0.08,97,6013.17,1727.11,13753.45,7219.6098,25946.68,100
0.08,98,6075.05,1716.99,13867.09,7282.1898,25965.71,100
0.08,99,6133.97,1719.92,13987.86,7347.054,25950.55,100
0.08,100,6220.46,1714.54,14155.46,7438.2036,26019.95,100
