a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.056,82,0,5.916666666666667,5.916666666666667,2.485,25646.666666666668,12
0.056,83,0.09090909090909091,5.7272727272727275,5.909090909090909,2.503636363636364,25593.454545454544,11
0.056,84,0,6.666666666666667,6.666666666666667,2.8,25703.222222222223,9
0.056,85,0,5.714285714285714,5.714285714285714,2.4,25625.428571428572,7
0.056,86,0,7.2,7.2,3.024,25660.4,5
0.056,87,0,7,7,2.94,25635,5
0.056,88,0,5.4,5.4,2.268,25654.2,5
0.056,89,0,4.8,4.8,2.016,25782.4,5
0.056,90,0,5.5,5.5,2.31,25513.25,4
0.056,91,0,3.75,3.75,1.575,25511.75,4
0.056,92,0,1.3333333333333333,1.3333333333333333,0.5599999999999999,25756,3
0.056,93,0,0.3333333333333333,0.3333333333333333,0.13999999999999999,25822,3
0.056,94,0,0,0,0,25858,1
