a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.079,-1,2207.16,0,4414.32,2383.7328,27851.32,100
0.079,0,1861.66,680.84,4404.16,2296.5456,26862.32,100
0.079,1,1730.82,914.4,4376.04,2253.3336,26294.98,100
0.079,2,1623.2,1063.41,4309.81,2199.6882,25958.29,100
0.079,3,1564.06,1172.83,4300.95,2181.7734,25773.15,100
0.079,4,1520.07,1254.33,4294.47,2168.4942,25660.15,100
0.079,5,1476.51,1331.52,4284.54,2153.8692,25540.99,100
0.079,6,1468.16,1377.17,4313.49,2164.0242,25475.8,100
0.079,7,1453.48,1429.5,4336.46,2170.1484,25409.43,100
0.079,8,1440.41,1475.67,4356.49,2175.4242,25420.45,100
0.079,9,1444.81,1511.58,4401.2,2195.2584,25364.41,100
0.079,10,1456.19,1537.73,4450.11,2218.5318,25380.32,100
0.079,11,1454.7,1572,4481.4,2231.316,25363.28,100
0.079,12,1453.33,1595.74,4502.4,2239.8072,25361.59,100
0.079,13,1468.65,1609.08,4546.38,2261.9556,25326.06,100
0.079,14,1483.07,1626.38,4592.52,2284.7952,25307.45,100
0.079,15,1496.56,1638.87,4631.99,2304.6102,25299.97,100
0.079,16,1517.52,1649.84,4684.88,2331.8544,25274.52,100
0.079,17,1530.9,1674.6,4736.4,2356.704,25283.91,100
0.079,18,1545.63,1687.68,4778.94,2378.106,25305.07,100
0.079,19,1564.89,1703.2,4832.98,2405.4252,25279.41,100
0.079,20,1593.14,1712.46,4898.74,2439.8244,25250.22,100
0.079,21,1609.36,1732.19,4950.91,2465.6286,25247.9,100
0.079,22,1632.01,1733.35,4997.37,2490.5778,25268.51,100
0.079,23,1659.16,1745.98,5064.3,2525.2044,25287.17,100
0.079,24,1685.2,1750.17,5120.57,2555.0874,25266.67,100
0.079,25,1715.87,1762.63,5194.37,2593.4442,25301.61,100
0.079,26,1748.43,1769.43,5266.29,2631.465,25284.42,100
0.079,27,1782.96,1778.01,5343.93,2672.361,25346.52,100
0.079,28,1815.64,1781.51,5412.79,2709.1254,25341.36,100
0.079,29,1842.77,1796.39,5481.93,2744.6754,25318.88,100
0.079,30,1882.21,1796.77,5561.19,2787.4302,25328.73,100
0.079,31,1917.51,1801.57,5636.59,2827.5702,25315.88,100
0.079,32,1952.86,1805.6,5711.32,2867.4408,25305.47,100
0.079,33,2000.87,1802.25,5803.99,2917.8846,25315.18,100
0.079,34,2040.9,1794.16,5875.96,2957.7192,25307.28,100
0.079,35,2067.23,1800.01,5934.47,2988.6126,25296.99,100
0.079,36,2121.21,1803.99,6046.41,3048.5826,25336.84,100
0.079,37,2158.41,1800.35,6117.17,3087.2298,25377.12,100
0.079,38,2208.13,1802.35,6218.61,3141.7674,25369.44,100
0.079,39,2258.08,1801.42,6317.58,3195.3228,25378.28,100
0.079,40,2303.38,1797.13,6403.89,3242.445,25370.4,100
0.079,41,2354.25,1794.25,6502.75,3296.175,25371.23,100
0.079,42,2403.47,1796.15,6603.09,3350.1306,25368.94,100
0.079,43,2440.1,1810.46,6690.66,3395.7012,25347.37,100
0.079,44,2488.62,1794.83,6772.07,3441.5382,25320.86,100
