a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0637,-1,1777.12,0,3554.24,1919.2896,27857.35,100
0.0637,0,1427.47,668.89,3523.83,1822.6014,26851.9,100
0.0637,1,1279.07,897.98,3456.12,1758.5472,26303.95,100
0.0637,2,1186.99,1044.4,3418.38,1720.5972,25929.04,100
0.0637,3,1112.84,1145.34,3371.02,1682.91,25737.77,100
0.0637,4,1066.73,1221.34,3354.8,1665.0312,25583.77,100
0.0637,5,1032.12,1276.95,3341.19,1651.0086000000001,25487.42,100
0.0637,6,1001.61,1338.2,3341.42,1643.7828,25476.55,100
0.0637,7,975.79,1379.94,3331.52,1633.428,25420.02,100
0.0637,8,954.59,1424.3,3333.48,1629.1632,25374.35,100
0.0637,9,933.34,1455.12,3321.8,1619.1576,25356.91,100
0.0637,10,916.97,1474.41,3308.35,1609.5798,25310.8,100
0.0637,11,900.9,1500.52,3302.32,1603.1904,25315.15,100
0.0637,12,884.82,1514.55,3284.19,1591.7166,25308.49,100
0.0637,13,873.58,1534.42,3281.58,1587.9228,25298.11,100
0.0637,14,858.65,1540.48,3257.78,1574.3436,25240.85,100
0.0637,15,842.93,1539.88,3225.74,1557.114,25264.09,100
0.0637,16,837.43,1556.98,3231.84,1558.356,25245.38,100
0.0637,17,817.69,1568.81,3204.19,1542.0054,25208.57,100
0.0637,18,802.39,1570.6,3175.38,1526.2332,25246.92,100
0.0637,19,782.2,1583.19,3147.59,1509.7158,25233.4,100
0.0637,20,761.76,1576.75,3100.27,1484.9358,25229.35,100
0.0637,21,745.58,1568.74,3059.9,1464.0972,25237.44,100
0.0637,22,729.91,1572.07,3031.89,1448.5722,25222.37,100
0.0637,23,703.97,1563.7,2971.64,1417.0416,25216.21,100
0.0637,24,692.58,1548,2933.16,1398.1464,25193.64,100
0.0637,25,673.6,1548.7,2895.9,1377.942,25215.25,100
0.0637,26,653.39,1535.76,2842.54,1350.6804,25179.53,100
0.0637,27,635.7,1512.42,2783.82,1321.7724,25174.88,100
0.0637,28,611.32,1499.4,2722.04,1289.9736,25152.96,100
0.0637,29,593.98,1476.6,2664.56,1261.6704,25191.45,100
0.0637,30,577.4,1460.53,2615.33,1237.0146,25218.21,100
0.0637,31,556.48,1430.68,2543.64,1201.884,25191.11,100
0.0637,32,540.67,1409.36,2490.7,1175.8548,25189.38,100
0.0637,33,525.4,1379.94,2430.74,1147.0067999999999,25210.7,100
0.0637,34,510.72,1343.5,2364.94,1115.8476,25283.16,100
0.0637,35,494.47,1318.82,2307.76,1087.932,25255.28,100
0.0637,36,483.66,1286.38,2253.7,1062.6324,25288.61,100
