a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.02,-1,553.06,0,1106.12,597.3048,27808.92,100
0.02,0,244.96,518.88,1008.8,482.4864,26781.88,100
0.02,1,159.79,595.43,915.01,422.6538,26186.47,100
0.02,2,116.25,598.07,830.57,376.7394,25868.34,100
0.02,3,89.16,582.31,760.63,340.863,25712.46,100
0.02,4,67.2,553.18,687.58,304.9116,25614.37,100
0.02,5,52.5,517.03,622.03,273.8526,25640.14,100
0.02,6,39.05,480.61,558.71,244.0302,25567.06,100
0.02,7,29.44,434.43,493.31,214.2558,25572.78,100
0.02,8,21.51,388.89,431.91,186.5646,25542.36,100
0.02,9,16.34,346.77,379.45,163.2906,25545.37,100
0.02,10,11.59,311.5,334.68,143.3472,25577.8,100
0.02,11,8.57,275.26,292.4,124.8648,25618.79,100
0.02,12,5.97,241.5,253.44,107.8776,25599.71,100
0.02,13,5.08,208.75,218.91,93.1614,25648.35,100
0.02,14,3.15,181.8,188.1,79.758,25644.44,100
0.02,15,2.21,154.95,159.37,67.4658,25672.21,100
0.02,16,1.59,129.94,133.12,56.292,25677.28,100
0.02,17,1.12,108.82,111.06,46.914,25648.11,100
0.02,18,0.79,93.01,94.59,39.9174,25667.33,100
0.02,19,0.37,80.21,80.95,34.0878,25691.66,100
0.02,20,0.42,67.05,67.89,28.6146,25723.2,100
0.02,21,0.27,57.76,58.3,24.5508,25750.84,100
0.02,22,0.31,49.1,49.72,20.9568,25693.73,100
0.02,23,0.26,42.43,42.95,18.101399999999998,25694.19,100
0.02,24,0.09,37.22,37.4,15.7296,25696.17,100
0.02,25,0.13131313131313133,31.555555555555557,31.818181818181817,13.395151515151515,25720.070707070707,99
0.02,26,0.010101010101010102,27.414141414141415,27.434343434343436,11.524848484848485,25766.161616161615,99
0.02,27,0.050505050505050504,23.414141414141415,23.515151515151516,9.888484848484849,25715.80808080808,99
0.02,28,0.041237113402061855,19.278350515463917,19.36082474226804,8.141443298969072,25755.463917525773,97
0.02,29,0.042105263157894736,16.105263157894736,16.189473684210526,6.809684210526315,25768.705263157895,95
0.02,30,0.010752688172043012,14.365591397849462,14.387096774193548,6.04516129032258,25785.451612903227,93
0.02,31,0.011363636363636364,11.988636363636363,12.011363636363637,5.0475,25720.31818181818,88
0.02,32,0.022988505747126436,9.666666666666666,9.71264367816092,4.084827586206896,25716.758620689656,87
0.02,33,0.011764705882352941,8.364705882352942,8.388235294117647,3.5258823529411765,25742.576470588236,85
0.02,34,0,7.9625,7.9625,3.34425,25775.25,80
0.02,35,0,7.552631578947368,7.552631578947368,3.1721052631578948,25773.61842105263,76
0.02,36,0,6.9,6.9,2.898,25776.385714285716,70
0.02,37,0.046153846153846156,6.123076923076923,6.2153846153846155,2.6215384615384614,25800.876923076925,65
0.02,38,0,5.912280701754386,5.912280701754386,2.4831578947368422,25730.105263157893,57
0.02,39,0.02,5.72,5.76,2.424,25733.72,50
0.02,40,0.025,6.875,6.925,2.9145,25765.125,40
0.02,41,0,6.9393939393939394,6.9393939393939394,2.9145454545454546,25770.060606060608,33
0.02,42,0,5.866666666666666,5.866666666666666,2.464,25776.166666666668,30
0.02,43,0,5.642857142857143,5.642857142857143,2.37,25773.14285714286,28
0.02,44,0,5.916666666666667,5.916666666666667,2.485,25725.166666666668,24
0.02,45,0,5.173913043478261,5.173913043478261,2.1730434782608694,25769.434782608696,23
0.02,46,0,6.117647058823529,6.117647058823529,2.5694117647058823,25665.235294117647,17
0.02,47,0.07142857142857142,5.5,5.642857142857143,2.387142857142857,25726.64285714286,14
0.02,48,0,4.142857142857143,4.142857142857143,1.74,25740.571428571428,14
0.02,49,0,3.8181818181818183,3.8181818181818183,1.6036363636363635,25826.454545454544,11
0.02,50,0,1.7,1.7,0.714,25941.6,10
0.02,51,0,1,1,0.42,25814.428571428572,7
0.02,52,0,1.25,1.25,0.525,25783.25,4
0.02,53,0,1,1,0.42,25495,2
0.02,54,0,0,0,0,25677,2
