a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0713,-1,1975.57,0,3951.14,2133.6156,27829.39,100
0.0713,0,1618.96,681.51,3919.43,2034.711,26844.78,100
0.0713,1,1476.87,903.49,3857.23,1974.4854,26274.6,100
0.0713,2,1382.15,1055.45,3819.75,1936.011,25919.96,100
0.0713,3,1324.44,1159.77,3808.65,1917.4986,25708.03,100
0.0713,4,1275.29,1241.61,3792.19,1898.7894000000001,25580.09,100
0.0713,5,1236.96,1313.53,3787.45,1887.5994,25496.78,100
0.0713,6,1219.21,1364.15,3802.57,1889.6897999999999,25473.63,100
0.0713,7,1193.4,1408.07,3794.87,1880.2614,25401.92,100
0.0713,8,1178.83,1443.42,3801.08,1879.3728,25406.91,100
0.0713,9,1172.44,1478.53,3823.41,1887.2178,25400.2,100
0.0713,10,1164.63,1519.43,3848.69,1895.961,25381.87,100
0.0713,11,1165.2,1541.28,3871.68,1905.7536,25366.06,100
0.0713,12,1159.47,1559.16,3878.1,1907.0748,25291.81,100
0.0713,13,1162.67,1579.32,3904.66,1918.998,25293.63,100
0.0713,14,1163.94,1602.04,3929.92,1929.912,25283.72,100
0.0713,15,1167.53,1625.6,3960.66,1943.6844,25255.65,100
0.0713,16,1165.73,1641.72,3973.18,1948.5108,25202.86,100
0.0713,17,1168.33,1647.32,3983.98,1953.6708,25191.85,100
0.0713,18,1168.72,1655.72,3993.16,1957.62,25229.66,100
0.0713,19,1169.34,1676.71,4015.39,1967.1054,25272.56,100
0.0713,20,1165.03,1679.57,4009.63,1963.6518,25216.51,100
0.0713,21,1160.3,1684.72,4005.32,1960.7064,25219.77,100
0.0713,22,1174.46,1691.67,4040.59,1978.9182,25263.25,100
0.0713,23,1172.46,1704.66,4049.58,1982.214,25248.61,100
0.0713,24,1181.54,1705.04,4068.12,1992.18,25241.86,100
0.0713,25,1187.92,1697.54,4073.38,1995.9204,25250.89,100
0.0713,26,1186.67,1716.6,4089.94,2002.5756,25249.83,100
0.0713,27,1196.58,1729.62,4122.78,2018.7468,25256.73,100
0.0713,28,1207.72,1729.46,4144.9,2030.7108,25260.46,100
0.0713,29,1211.58,1728.98,4152.14,2034.6779999999999,25238.97,100
0.0713,30,1221.81,1725.78,4169.4,2044.3824,25219.17,100
0.0713,31,1222.98,1727.94,4173.9,2046.5532,25216.21,100
0.0713,32,1231.94,1720.37,4184.25,2053.0506,25183.58,100
0.0713,33,1237.51,1733.99,4209.01,2064.7866,25232.45,100
0.0713,34,1251.74,1724.15,4227.63,2076.0222,25262.83,100
0.0713,35,1256.79,1714.73,4228.31,2077.5198,25211.42,100
0.0713,36,1257.35,1715.68,4230.38,2078.5236,25215.87,100
0.0713,37,1268.73,1715.92,4253.38,2090.9148,25208.02,100
0.0713,38,1281.31,1713.11,4275.73,2103.321,25249.03,100
0.0713,39,1299.6,1702.91,4302.11,2118.7902,25231.7,100
0.0713,40,1317.62,1695.3,4330.54,2135.0556,25245.06,100
0.0713,41,1333.59,1696.08,4363.26,2152.6308,25273.26,100
0.0713,42,1339.26,1686.05,4364.57,2154.5418,25201.74,100
0.0713,43,1356.44,1676.09,4388.97,2168.913,25225.14,100
0.0713,44,1358.33,1672.44,4389.1,2169.4211999999998,25276.88,100
0.0713,45,1379,1666.56,4424.56,2189.2752,25301.58,100
0.0713,46,1398.74,1651.1,4448.58,2204.1012,25320.61,100
0.0713,47,1424.98,1638.05,4488.01,2226.9594,25305.74,100
0.0713,48,1443.64,1620.1,4507.38,2239.5732,25306.13,100
0.0713,49,1462.73,1620.69,4546.15,2260.4382,25295.95,100
0.0713,50,1482.58,1593.66,4558.82,2270.5236,25283.29,100
0.0713,51,1507.66,1583.86,4599.18,2293.494,25300.17,100
0.0713,52,1526.42,1566.98,4619.82,2306.6652,25289.45,100
0.0713,53,1545.84,1555.99,4647.67,2323.023,25323.25,100
0.0713,54,1572.54,1545.15,4690.23,2347.3062,25336.93,100
0.0713,55,1597.15,1541.2,4735.5,2372.226,25386.91,100
0.0713,56,1617.34,1523.09,4757.77,2386.425,25373.07,100
0.0713,57,1645.73,1512.49,4803.95,2412.6342,25424.03,100
0.0713,58,1674.25,1501.02,4849.52,2438.6184,25419.35,100
0.0713,59,1699.75,1494.48,4893.98,2463.4116,25399.55,100
0.0713,60,1722.15,1475.83,4920.13,2479.7706,25381.7,100
0.0713,61,1756.32,1472.71,4985.35,2515.3638,25463.56,100
0.0713,62,1775.38,1464.39,5015.15,2532.4542,25485.85,100
0.0713,63,1807.82,1439.4,5055.04,2556.9936,25450.36,100
0.0713,64,1833.85,1428.1,5095.8,2580.36,25443.19,100
0.0713,65,1863.11,1414.11,5140.33,2606.085,25441.4,100
0.0713,66,1901.31,1402.21,5204.83,2642.343,25512.31,100
0.0713,67,1932.18,1388.85,5253.21,2670.0714,25507.45,100
0.0713,68,1963.6,1389.23,5316.43,2704.1646,25500.97,100
0.0713,69,1995.25,1355.7,5346.2,2724.264,25474.69,100
0.0713,70,2021.63,1347.19,5390.45,2749.1802,25449.2,100
0.0713,71,2052.54,1340.74,5445.82,2779.854,25476.13,100
0.0713,72,2091.1,1324.58,5506.78,2814.7116,25502.03,100
0.0713,73,2128.79,1308.93,5566.51,2848.8438,25510.75,100
0.0713,74,2196.686868686869,1304.111111111111,5697.484848484848,2920.1484848484847,25519.363636363636,99
0.0713,75,2236.6060606060605,1305.5858585858587,5778.79797979798,2963.880606060606,25543.31313131313,99
0.0713,76,2287.122448979592,1306,5880.244897959184,3018.612244897959,25542.76530612245,98
0.0713,77,2327.4285714285716,1293.6938775510205,5948.551020408163,3056.9742857142855,25554.397959183672,98
0.0713,78,2367.326530612245,1290.6734693877552,6025.326530612245,3098.7955102040814,25560.326530612245,98
0.0713,79,2401.612244897959,1276.8979591836735,6080.122448979592,3130.0383673469387,25554.836734693876,98
0.0713,80,2442.1632653061224,1264.8673469387754,6149.193877551021,3168.780612244898,25560.326530612245,98
0.0713,81,2532.78125,1297.5520833333333,6363.114583333333,3280.375625,25565.979166666668,96
0.0713,82,2604.1263157894737,1294.0210526315789,6502.273684210526,3355.9452631578947,25604.842105263157,95
0.0713,83,2684.3297872340427,1311.712765957447,6680.372340425532,3449.9955319148935,25605.521276595744,94
0.0713,84,2715.148936170213,1299.372340425532,6729.670212765957,3478.0972340425533,25589.031914893618,94
0.0713,85,2823.945652173913,1316.9021739130435,6964.79347826087,3602.9602173913045,25606.934782608696,92
0.0713,86,2900.3846153846152,1316.6483516483515,7117.417582417583,3685.4076923076923,25635.472527472528,91
0.0713,87,2940.846153846154,1319.6813186813188,7201.373626373626,3730.38,25639.516483516483,91
0.0713,88,2992.21978021978,1330.3626373626373,7314.802197802198,3790.3496703296705,25691.23076923077,91
0.0713,89,3028.3186813186812,1324.5714285714287,7381.208791208791,3826.904175824176,25671.285714285714,91
0.0713,90,3093.4333333333334,1345.5444444444445,7532.4111111111115,3906.036666666667,25672.733333333334,90
0.0713,91,3208.568181818182,1363.5681818181818,7780.704545454545,4037.952272727273,25639.420454545456,88
0.0713,92,3322.5232558139537,1394.4418604651162,8039.488372093023,4173.990697674419,25648.1511627907,86
0.0713,93,3388.046511627907,1384.3720930232557,8160.46511627907,4240.526511627907,25640.802325581397,86
0.0713,94,3473.5176470588235,1404.164705882353,8351.2,4341.1482352941175,25668.070588235296,85
0.0713,95,3533.4470588235295,1398.070588235294,8464.964705882352,4403.312470588236,25690.082352941175,85
0.0713,96,3617.4166666666665,1406.797619047619,8641.630952380952,4497.665,25678.654761904763,84
0.0713,97,3709.2289156626507,1430.0240963855422,8848.481927710844,4606.57734939759,25705.373493975905,83
0.0713,98,3833.8536585365855,1434.9146341463415,9102.621951219513,4743.226097560975,25738.121951219513,82
0.0713,99,3867.609756097561,1436.9634146341464,9172.182926829268,4780.5431707317075,25747.853658536584,82
0.0713,100,3917.3658536585367,1432.8170731707316,9267.548780487805,4832.538292682927,25800.30487804878,82
