a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0764,-1,2136.96,0,4273.92,2307.9168,27808.85,100
0.0764,0,1794.35,677.11,4265.81,2222.2842,26869.6,100
0.0764,1,1641.04,915.4,4197.48,2156.7912,26267.42,100
0.0764,2,1546.74,1058.08,4151.56,2114.8728,25936.47,100
0.0764,3,1487.17,1164.6,4138.94,2095.2756,25675.06,100
0.0764,4,1442.13,1247.38,4131.64,2081.4,25570.16,100
0.0764,5,1414.98,1307.8,4137.76,2077.4544,25510.47,100
0.0764,6,1401.21,1362.79,4165.21,2085.6786,25423.15,100
0.0764,7,1386.47,1416.67,4189.61,2092.389,25394.42,100
0.0764,8,1390.34,1460.83,4241.51,2115.1158,25399.53,100
0.0764,9,1389.59,1500.98,4280.16,2131.1688,25416.1,100
0.0764,10,1375.37,1537.27,4288.01,2131.053,25349.76,100
0.0764,11,1374.31,1558.17,4306.79,2138.6862,25356.71,100
0.0764,12,1383.27,1595.07,4361.61,2163.861,25335.47,100
0.0764,13,1388.45,1617.91,4394.81,2179.0482,25293.29,100
0.0764,14,1393.16,1639.07,4425.39,2193.0222,25289.58,100
0.0764,15,1412.92,1656.2,4482.04,2221.5576,25308.65,100
0.0764,16,1419.19,1674.06,4512.44,2235.8304,25290.22,100
0.0764,17,1430.39,1686.2,4546.98,2253.0252,25302.83,100
0.0764,18,1445.46,1705.75,4596.67,2277.5118,25293.34,100
0.0764,19,1463.81,1712.52,4640.14,2300.1732,25295.29,100
0.0764,20,1477.33,1711.28,4665.94,2314.254,25242.84,100
0.0764,21,1491.36,1721.2,4703.92,2333.5728,25238.39,100
0.0764,22,1511.76,1739.43,4762.95,2363.2614,25235.92,100
0.0764,23,1526.86,1747.93,4801.65,2383.1394,25209.96,100
0.0764,24,1560.08,1761.54,4881.7,2424.7332,25238.01,100
0.0764,25,1585.32,1763.1,4933.74,2452.6476,25249.22,100
0.0764,26,1612.59,1770.35,4995.53,2485.1442,25246.42,100
0.0764,27,1638.58,1783.64,5060.8,2518.7952,25271.66,100
0.0764,28,1676.1,1787.11,5139.31,2560.7742,25274.57,100
