a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.0764,29,1701.34,1796.43,5199.11,2591.9478,25253.23,100
0.0764,30,1724.36,1797.13,5245.85,2617.1034,25262.91,100
0.0764,31,1748.12,1796.87,5293.11,2642.655,25273.38,100
0.0764,32,1783.7,1796.9,5364.3,2681.094,25255.33,100
0.0764,33,1810.42,1812.63,5433.47,2716.5582,25296.46,100
0.0764,34,1840.34,1799.26,5479.94,2743.2563999999998,25274.73,100
0.0764,35,1882,1806.54,5570.54,2791.3068,25287.84,100
0.0764,36,1914.36,1808.57,5637.29,2827.1082,25320.88,100
0.0764,37,1950.03,1799.87,5699.93,2861.9778,25298.43,100
0.0764,38,1994.22,1799.91,5788.35,2909.7198,25331.43,100
0.0764,39,2041.44,1799.06,5881.94,2960.3604,25335.17,100
0.0764,40,2090.85,1794.65,5976.35,3011.871,25352.72,100
0.0764,41,2132.54,1799.03,6064.11,3058.7358,25360.52,100
0.0764,42,2169.02,1803.53,6141.57,3100.0242,25354.2,100
0.0764,43,2217.26,1796.95,6231.47,3149.3598,25355.35,100
0.0764,44,2251.96,1803.31,6307.23,3189.507,25382.53,100
0.0764,45,2291.36,1800.08,6382.8,3230.7024,25374.05,100
0.0764,46,2344.03,1803.92,6491.98,3289.1988,25371.13,100
0.0764,47,2406.1,1790.31,6602.51,3350.5182,25345.8,100
0.0764,48,2458.08,1804.74,6720.9,3412.7172,25395.99,100
0.0764,49,2508.78,1797.51,6815.07,3464.4366,25382.74,100
0.0764,50,2547.02,1794.22,6888.26,3504.354,25398.53,100
0.0764,51,2594.84,1800.06,6989.74,3558.4524,25430.14,100
0.0764,52,2660.11,1797.37,7117.59,3627.8142,25472.21,100
0.0764,53,2707.57,1781.46,7196.6,3672.3888,25430.21,100
0.0764,54,2767.25,1787.51,7322.01,3739.3842,25442.73,100
0.0764,55,2837.46,1774.25,7449.17,3809.6418,25477.87,100
0.0764,56,2893.97,1775.76,7563.7,3871.3068,25455.58,100
0.0764,57,2938.35,1771.11,7647.81,3917.2842,25468.52,100
0.0764,58,2992.29,1775.14,7759.72,3977.232,25529.13,100
0.0764,59,3054.78,1770.63,7880.19,4042.8269999999998,25525.15,100
0.0764,60,3119.78,1769.09,8008.65,4112.3802,25503.54,100
0.0764,61,3164.09,1755.64,8083.82,4154.586,25488.92,100
0.0764,62,3223.58,1757.09,8204.25,4219.4442,25515.51,100
0.0764,63,3279.01,1760.17,8318.19,4280.6022,25510.92,100
0.0764,64,3344.08,1766.37,8454.53,4353.4818,25538.05,100
0.0764,65,3384.23,1755.6,8524.06,4392.3204,25511.41,100
0.0764,66,3446.65,1752.56,8645.86,4458.4572,25532.95,100
0.0764,67,3496.68,1750.97,8744.33,4511.8218,25537.74,100
0.0764,68,3570.33,1745.39,8886.05,4589.0202,25548.11,100
0.0764,69,3642.62,1748.58,9033.82,4668.4332,25572.31,100
0.0764,70,3713.35,1745.22,9171.92,4743.4104,25600.92,100
0.0764,71,3768.52,1744.77,9281.81,4802.805,25599.64,100
0.0764,72,3838.43,1748.79,9425.65,4879.9962,25652.46,100
0.0764,73,3897.58,1749.18,9544.34,4944.042,25637.31,100
0.0764,74,3943.66,1742.98,9630.3,4991.2044,25647.66,100
0.0764,75,4005.32,1737.94,9748.58,5055.6804,25695.34,100
0.0764,76,4062.42,1746.06,9870.9,5120.7588,25706.08,100
0.0764,77,4138.66,1737.41,10014.73,5199.465,25692.96,100
0.0764,78,4194.97,1740.86,10130.8,5261.7288,25703.5,100
0.0764,79,4245.54,1742.54,10233.62,5317.05,25718,100
0.0764,80,4306.23,1732.67,10345.13,5378.4498,25708.3,100
0.0764,81,4381.67,1729.71,10493.05,5458.6818,25732.63,100
0.0764,82,4410.81,1720.51,10542.13,5486.289,25720.42,100
0.0764,83,4470.44,1720.44,10661.32,5550.66,25733.69,100
0.0764,84,4537.64,1734.56,10809.84,5629.1664,25783.29,100
0.0764,85,4603.25,1729.68,10936.18,5697.9756,25785.75,100
0.0764,86,4661.04,1734.41,11056.49,5762.3754,25786.82,100
0.0764,87,4688.92,1723.45,11101.29,5787.8826,25704.31,100
0.0764,88,4780.33,1722.82,11283.48,5886.3408,25754.15,100
0.0764,89,4897.121212121212,1739.3838383838383,11533.626262626263,6019.432121212121,25788.23232323232,99
0.0764,90,4953.818181818182,1752.3838383838383,11660.020202020201,6086.124848484848,25795.777777777777,99
0.0764,91,5018.858585858586,1757.5656565656566,11795.282828282829,6158.544848484848,25804.848484848484,99
0.0764,92,5078,1754.080808080808,11910.080808080807,6220.953939393939,25776.878787878788,99
0.0764,93,5130.717171717171,1747.7272727272727,12009.161616161617,6275.22,25799.070707070707,99
0.0764,94,5200.49494949495,1747.8383838383838,12148.828282828283,6350.626666666667,25823.909090909092,99
0.0764,95,5248.333333333333,1752.7575757575758,12249.424242424242,6404.358181818182,25841.636363636364,99
0.0764,96,5307.606060606061,1742.4545454545455,12357.666666666666,6464.045454545455,25825.161616161615,99
0.0764,97,5380.181818181818,1742.6060606060605,12502.969696969696,6542.490909090909,25846.78787878788,99
0.0764,98,5435.616161616162,1748.3131313131314,12619.545454545454,6604.7569696969695,25816.343434343435,99
0.0764,99,5522.676767676768,1752.2121212121212,12797.565656565657,6700.42,25857.727272727272,99
0.0764,100,5602.232323232323,1748.1010101010102,12952.565656565657,6784.613333333334,25901.20202020202,99
