a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.07,-1,1944.5,0,3889,2100.06,27852.06,100
0.07,0,1584.57,677.91,3847.05,1996.0578,26841.98,100
0.07,1,1442.03,912.55,3796.61,1940.6634,26237.31,100
0.07,2,1354.62,1063.27,3772.51,1909.563,25899.24,100
0.07,3,1292.56,1152.4,3737.52,1879.9728,25687.8,100
0.07,4,1245.65,1241.56,3732.86,1866.7572,25607.77,100
0.07,5,1212.12,1306.34,3730.58,1857.7524,25534.5,100
0.07,6,1192.78,1347.57,3733.13,1854.1818,25480.49,100
0.07,7,1168.17,1401.25,3737.59,1850.1486,25397.07,100
0.07,8,1160.89,1435.69,3757.47,1856.751,25384.12,100
0.07,9,1147.61,1471.43,3766.65,1857.4194,25299,100
0.07,10,1137.03,1504.08,3778.14,1859.706,25305.19,100
0.07,11,1136.03,1534.62,3806.68,1871.4528,25337.65,100
0.07,12,1128.52,1559.82,3816.86,1873.926,25300.32,100
0.07,13,1116.78,1586.42,3819.98,1872.4188,25274.91,100
0.07,14,1118.88,1598.52,3836.28,1879.7688,25266.2,100
0.07,15,1109.96,1613,3832.92,1876.2168,25248.59,100
0.07,16,1110.14,1624.95,3845.23,1881.4302,25239.46,100
0.07,17,1110.14,1632.96,3853.24,1884.7944,25219.09,100
0.07,18,1103.83,1645.04,3852.7,1883.0532,25194.15,100
0.07,19,1098.27,1658.77,3855.31,1882.815,25212.84,100
0.07,20,1104.61,1666.2,3875.42,1892.7828,25248.96,100
0.07,21,1104.26,1673.22,3881.74,1895.3532,25251.44,100
0.07,22,1098.65,1683.16,3880.46,1893.4692,25248.57,100
0.07,23,1100.13,1686.7,3886.96,1896.5544,25224.65,100
0.07,24,1104.21,1696.61,3905.03,1905.123,25204.08,100
0.07,25,1111.39,1698.94,3921.72,1913.856,25234.83,100
0.07,26,1104.35,1714.88,3923.58,1912.9476,25229.8,100
0.07,27,1109.2,1703.15,3921.55,1913.259,25171.79,100
0.07,28,1113.85,1697.52,3925.22,1915.9164,25199.37,100
0.07,29,1108.71,1697.21,3914.63,1910.235,25222.81,100
0.07,30,1117.09,1690.56,3924.74,1916.4924,25232.08,100
0.07,31,1118.09,1692.75,3928.93,1918.4922,25185.76,100
0.07,32,1131.83,1690.47,3954.13,1932.3738,25184.01,100
0.07,33,1124.06,1686.89,3935.01,1922.4786,25194.36,100
0.07,34,1130.75,1683.2,3944.7,1928.154,25198.98,100
0.07,35,1138.34,1678.78,3955.46,1934.4948,25192.4,100
0.07,36,1150.75,1675.23,3976.73,1946.4066,25183.04,100
0.07,37,1157.51,1671.71,3986.73,1952.229,25233.54,100
0.07,38,1160.94,1659.38,3981.26,1950.7548,25232.18,100
0.07,39,1170.04,1639.86,3979.94,1952.3844,25217.78,100
0.07,40,1179.06,1635.44,3993.56,1960.2696,25277.21,100
0.07,41,1188.49,1625.93,4002.91,1966.4598,25294.71,100
0.07,42,1192.63,1612.39,3997.65,1965.2442,25288.69,100
0.07,43,1202.28,1604.67,4009.23,1972.4238,25302.08,100
0.07,44,1208.38,1577.93,3994.69,1967.781,25288.4,100
0.07,45,1210.88,1568.85,3990.61,1966.6674,25283.89,100
0.07,46,1224.47,1541.82,3990.76,1969.992,25284.89,100
0.07,47,1240.41,1525.59,4006.41,1980.3906,25293.64,100
0.07,48,1256.82,1513.11,4026.75,1992.8718,25277.23,100
0.07,49,1271.04,1501.76,4043.84,2003.4624000000001,25301.58,100
0.07,50,1276.9,1472.39,4026.19,1997.4558,25287.51,100
0.07,51,1292.73,1455.83,4041.29,2007.597,25293.54,100
0.07,52,1309.11,1434.5,4052.72,2016.3288,25338.54,100
0.07,53,1325.91,1412.42,4064.24,2025.1992,25298.89,100
0.07,54,1353.88,1401.24,4109,2050.7112,25333.85,100
0.07,55,1375.2,1383.89,4134.29,2066.4498,25383.5,100
0.07,56,1394.39,1378.92,4167.7,2085.0876,25383.59,100
0.07,57,1415.13,1360.41,4190.67,2099.7126,25385.04,100
0.07,58,1437.16,1351.91,4226.23,2119.935,25425.66,100
0.07,59,1457.62,1333.94,4249.18,2134.4844,25394.85,100
0.07,60,1476.84,1313.88,4267.56,2146.8168,25423.58,100
0.07,61,1506.58,1303.05,4316.21,2174.3874,25453.52,100
0.07,62,1541.79797979798,1303.121212121212,4386.717171717171,2212.4527272727273,25402.131313131315,99
0.07,63,1563.3333333333333,1294.7272727272727,4421.393939393939,2232.1854545454544,25409.252525252527,99
0.07,64,1586.3939393939395,1286.909090909091,4459.69696969697,2253.807272727273,25438.323232323233,99
0.07,65,1621.919191919192,1272.3434343434344,4516.181818181818,2286.0569696969696,25463.060606060608,99
0.07,66,1656.5050505050506,1258.3939393939395,4571.404040404041,2317.550909090909,25457.737373737375,99
0.07,67,1680.7676767676767,1249.888888888889,4611.424242424242,2340.182424242424,25492.333333333332,99
0.07,68,1709.5858585858587,1237.6464646464647,4656.818181818182,2366.1642424242423,25489.969696969696,99
0.07,69,1739.030303030303,1233.3838383838383,4711.444444444444,2396.1739393939392,25520.070707070707,99
0.07,70,1781.7448979591836,1231.0102040816328,4794.5,2441.308775510204,25574.04081632653,98
0.07,71,1824.298969072165,1234.5051546391753,4883.103092783505,2488.735051546392,25527.618556701033,97
0.07,72,1863.9381443298969,1221.5360824742268,4949.412371134021,2526.098350515464,25524.701030927834,97
0.07,73,1905.96875,1216.6875,5028.625,2569.455,25527.5,96
0.07,74,1934.4583333333333,1205.3333333333333,5074.25,2595.455,25530.697916666668,96
0.07,75,2005.4148936170213,1232.6170212765958,5243.446808510638,2683.547234042553,25581.55319148936,94
0.07,76,2042.8829787234042,1224.6170212765958,5310.382978723404,2720.6527659574467,25563.64893617021,94
