a,replicate,gen,overall_d_count, overall_d_rate, windowed_d_count, windowed_dd_count, windowed_dwt_count
0.025,14,34,3,5.88258e-05,0,0,0
0.025,14,35,3,5.78614e-05,0,0,0
0.025,14,36,0,0.0,0,0,0
0.025,15,0,1234,0.023816,130,65,0
0.025,15,1,1243,0.0243449,75,25,25
0.025,15,2,1168,0.0229397,52,14,24
0.025,15,3,1060,0.0208432,44,10,24
0.025,15,4,964,0.0189265,42,9,24
0.025,15,5,921,0.0181578,18,2,14
0.025,15,6,872,0.0171802,27,7,13
0.025,15,7,795,0.0155025,12,4,4
0.025,15,8,693,0.0136676,24,3,18
0.025,15,9,688,0.0134407,12,0,12
0.025,15,10,578,0.0112229,19,0,19
0.025,15,11,549,0.0105886,15,1,13
0.025,15,12,481,0.00935288,11,3,5
0.025,15,13,407,0.00786382,11,0,11
0.025,15,14,348,0.00671555,4,1,2
0.025,15,15,267,0.00518306,3,0,3
0.025,15,16,240,0.00461805,0,0,0
0.025,15,17,224,0.00433001,2,0,2
0.025,15,18,195,0.00382458,4,0,4
0.025,15,19,171,0.00334298,5,0,5
0.025,15,20,147,0.00288802,3,0,3
0.025,15,21,128,0.00245776,2,0,2
0.025,15,22,114,0.00217582,2,0,2
0.025,15,23,90,0.00174135,1,0,1
0.025,15,24,68,0.00133198,0,0,0
0.025,15,25,66,0.00130075,3,0,3
0.025,15,26,44,0.000856098,0,0,0
0.025,15,27,29,0.000570641,0,0,0
0.025,15,28,39,0.000767898,0,0,0
0.025,15,29,38,0.000744222,0,0,0
0.025,15,30,34,0.000661659,6,0,6
0.025,15,31,32,0.000617808,0,0,0
0.025,15,32,35,0.000671605,0,0,0
0.025,15,33,22,0.000426191,2,0,2
0.025,15,34,20,0.000394431,0,0,0
0.025,15,35,11,0.000215805,0,0,0
0.025,15,36,9,0.00017563,0,0,0
0.025,15,37,9,0.000176222,0,0,0
0.025,15,38,4,7.97289e-05,0,0,0
0.025,15,39,4,8.04311e-05,0,0,0
0.025,15,40,2,3.96149e-05,0,0,0
0.025,15,41,3,5.93848e-05,0,0,0
0.025,15,42,5,9.86582e-05,0,0,0
0.025,15,43,3,5.86258e-05,0,0,0
0.025,15,44,1,1.99354e-05,0,0,0
0.025,15,45,1,1.98263e-05,0,0,0
0.025,15,46,1,1.94666e-05,0,0,0
0.025,15,47,2,3.94384e-05,0,0,0
0.025,15,48,4,7.97099e-05,0,0,0
0.025,15,49,2,3.95898e-05,0,0,0
0.025,15,50,10,0.000195175,0,0,0
0.025,15,51,8,0.000153251,0,0,0
0.025,15,52,4,7.53069e-05,0,0,0
0.025,15,53,1,1.92212e-05,0,0,0
0.025,15,54,1,1.92049e-05,0,0,0
0.025,15,55,0,0.0,0,0,0
0.025,16,0,1318,0.0252307,106,53,0
0.025,16,1,1249,0.0241895,53,22,9
0.025,16,2,1109,0.0215073,51,13,25
0.025,16,3,1021,0.0196914,26,4,18
0.025,16,4,897,0.0173521,28,7,14
0.025,16,5,815,0.0162241,19,5,9
0.025,16,6,815,0.0159279,13,0,13
0.025,16,7,720,0.014292,19,0,19
0.025,16,8,680,0.0135205,12,0,12
0.025,16,9,567,0.0112277,6,1,4
0.025,16,10,540,0.0106635,6,0,6
0.025,16,11,495,0.0097326,6,1,4
0.025,16,12,398,0.00780882,12,2,8
0.025,16,13,358,0.00702374,5,0,5
0.025,16,14,354,0.00698473,6,0,6
0.025,16,15,312,0.00615385,2,0,2
0.025,16,16,274,0.00533115,4,1,2
0.025,16,17,229,0.00441983,0,0,0
0.025,16,18,190,0.00371457,1,0,1
0.025,16,19,157,0.00309104,0,0,0
0.025,16,20,134,0.00267156,2,0,2
0.025,16,21,121,0.0024028,3,0,3
0.025,16,22,96,0.00190597,1,0,1
0.025,16,23,71,0.00140084,0,0,0
0.025,16,24,63,0.00124393,1,0,1
0.025,16,25,65,0.00127112,2,0,2
0.025,16,26,61,0.00118723,0,0,0
0.025,16,27,49,0.000950423,2,0,2
0.025,16,28,32,0.000632436,0,0,0
0.025,16,29,32,0.000620492,1,0,1
0.025,16,30,10,0.000195741,0,0,0
0.025,16,31,7,0.000137131,0,0,0
0.025,16,32,10,0.000195588,0,0,0
0.025,16,33,7,0.000137233,0,0,0
0.025,16,34,9,0.000174656,0,0,0
0.025,16,35,3,5.83771e-05,0,0,0
0.025,16,36,5,9.73975e-05,0,0,0
0.025,16,37,5,9.78129e-05,0,0,0
0.025,16,38,2,3.92788e-05,0,0,0
0.025,16,39,1,1.98279e-05,0,0,0
0.025,16,40,0,0.0,0,0,0
0.025,17,0,1310,0.0249239,132,66,0
0.025,17,1,1267,0.0243429,118,49,20
0.025,17,2,1245,0.0237053,41,12,17
0.025,17,3,1146,0.0221355,62,19,24
0.025,17,4,1070,0.0207525,39,5,29
0.025,17,5,989,0.019242,30,8,14
0.025,17,6,840,0.0165537,33,3,27
0.025,17,7,714,0.0138916,14,2,10
0.025,17,8,621,0.0122129,25,4,17
0.025,17,9,596,0.0116525,21,2,17
0.025,17,10,519,0.010363,2,0,2
0.025,17,11,470,0.00933021,10,0,10
0.025,17,12,439,0.00858965,2,0,2
0.025,17,13,412,0.00790362,1,0,1
0.025,17,14,367,0.00713841,0,0,0
0.025,17,15,310,0.00606369,4,0,4
0.025,17,16,258,0.00506081,3,0,3
0.025,17,17,230,0.00445236,2,0,2
0.025,17,18,230,0.00444668,7,0,7
0.025,17,19,192,0.00375484,6,0,6
0.025,17,20,149,0.00289343,0,0,0
0.025,17,21,138,0.00266811,0,0,0
0.025,17,22,127,0.00245382,1,0,1
0.025,17,23,102,0.00199624,4,0,4
0.025,17,24,77,0.00149753,0,0,0
0.025,17,25,72,0.0014218,0,0,0
0.025,17,26,68,0.00135815,1,0,1
0.025,17,27,63,0.00124177,0,0,0
0.025,17,28,50,0.000983748,0,0,0
0.025,17,29,41,0.000803701,0,0,0
0.025,17,30,40,0.00078765,0,0,0
0.025,17,31,34,0.000660194,0,0,0
0.025,17,32,21,0.000403272,0,0,0
0.025,17,33,22,0.00042494,0,0,0
0.025,17,34,16,0.000310114,0,0,0
0.025,17,35,12,0.000229867,0,0,0
0.025,17,36,10,0.000189739,0,0,0
0.025,17,37,7,0.000135355,0,0,0
0.025,17,38,5,9.75115e-05,0,0,0
0.025,17,39,3,5.83839e-05,0,0,0
0.025,17,40,2,3.88954e-05,0,0,0
0.025,17,41,3,5.87567e-05,0,0,0
0.025,17,42,1,1.95297e-05,0,0,0
0.025,17,43,0,0.0,0,0,0
0.025,18,0,1390,0.0267833,94,47,0
0.025,18,1,1385,0.0269026,53,21,11
0.025,18,2,1279,0.0251425,49,17,15
0.025,18,3,1232,0.0238123,20,5,10
0.025,18,4,1091,0.0212232,20,1,18
0.025,18,5,1100,0.0212495,22,2,18
0.025,18,6,984,0.019138,21,2,17
0.025,18,7,866,0.0169233,14,2,10
0.025,18,8,803,0.0155163,11,0,11
0.025,18,9,746,0.0145868,6,1,4
0.025,18,10,679,0.0133682,20,1,18
0.025,18,11,591,0.0114976,19,4,11
0.025,18,12,512,0.0100736,9,0,9
0.025,18,13,507,0.00993455,3,0,3
0.025,18,14,430,0.00839614,0,0,0
0.025,18,15,380,0.00737034,9,1,7
0.025,18,16,300,0.00591203,4,0,4
0.025,18,17,280,0.00552312,12,0,12
0.025,18,18,230,0.00451405,6,0,6
0.025,18,19,203,0.00402842,0,0,0
0.025,18,20,152,0.00299177,2,0,2
0.025,18,21,146,0.00283264,1,0,1
0.025,18,22,130,0.00250443,6,0,6
0.025,18,23,111,0.00213462,0,0,0
0.025,18,24,92,0.00178564,3,0,3
0.025,18,25,89,0.00176749,5,0,5
0.025,18,26,74,0.00147082,2,0,2
0.025,18,27,63,0.00122721,1,0,1
0.025,18,28,54,0.00104659,0,0,0
0.025,18,29,48,0.000926784,0,0,0
0.025,18,30,39,0.000755287,0,0,0
0.025,18,31,26,0.000500848,2,0,2
0.025,18,32,16,0.000312329,0,0,0
0.025,18,33,10,0.000192738,0,0,0
0.025,18,34,10,0.000195412,0,0,0
0.025,18,35,5,9.76715e-05,0,0,0
0.025,18,36,6,0.000117509,0,0,0
0.025,18,37,8,0.000154745,0,0,0
0.025,18,38,5,9.62316e-05,0,0,0
0.025,18,39,3,5.82343e-05,0,0,0
0.025,18,40,2,3.85238e-05,0,0,0
0.025,18,41,0,0.0,0,0,0
0.025,19,0,1366,0.0262622,98,49,0
0.025,19,1,1264,0.0247223,58,23,12
0.025,19,2,1239,0.0242865,43,11,21
0.025,19,3,1215,0.0240499,72,22,28
0.025,19,4,1084,0.0213756,19,3,13
0.025,19,5,1022,0.0199135,36,9,18
0.025,19,6,869,0.0171855,37,8,21
0.025,19,7,746,0.0148245,27,3,21
0.025,19,8,645,0.0127365,15,3,9
0.025,19,9,600,0.0116582,11,1,9
0.025,19,10,594,0.0115735,10,2,6
0.025,19,11,515,0.00992025,14,1,12
0.025,19,12,469,0.00908,6,0,6
0.025,19,13,414,0.00817213,9,1,7
0.025,19,14,393,0.0075545,8,0,8
0.025,19,15,349,0.00674526,4,0,4
0.025,19,16,288,0.00567331,1,0,1
0.025,19,17,267,0.00526254,1,0,1
0.025,19,18,252,0.00489036,4,0,4
0.025,19,19,233,0.00448353,0,0,0
0.025,19,20,180,0.00350249,0,0,0
0.025,19,21,134,0.00256538,0,0,0
0.025,19,22,92,0.00176753,3,0,3
0.025,19,23,85,0.00164131,0,0,0
0.025,19,24,64,0.00126054,1,0,1
0.025,19,25,41,0.000796766,0,0,0
0.025,19,26,35,0.000686598,0,0,0
0.025,19,27,28,0.000549472,0,0,0
0.025,19,28,24,0.000467272,0,0,0
0.025,19,29,21,0.000409852,0,0,0
0.025,19,30,19,0.00036599,0,0,0
0.025,19,31,10,0.000191968,0,0,0
0.025,19,32,11,0.00021298,0,0,0
0.025,19,33,9,0.000170947,0,0,0
0.025,19,34,7,0.000132772,0,0,0
0.025,19,35,7,0.000133349,0,0,0
0.025,19,36,3,5.74537e-05,0,0,0
0.025,19,37,3,5.72301e-05,0,0,0
0.025,19,38,1,1.95488e-05,0,0,0
0.025,19,39,0,0.0,0,0,0
