0.0748,0,0,3948,0.0762133,86,43,0
0.0748,0,1,3929,0.0758026,102,48,6
0.0748,0,2,4216,0.0818832,130,60,10
0.0748,0,3,4266,0.0830316,90,43,4
0.0748,0,4,4174,0.0817054,71,33,5
0.0748,0,5,4332,0.084428,118,55,8
0.0748,0,6,4367,0.0853663,87,37,13
0.0748,0,7,4418,0.0858698,90,43,4
0.0748,0,8,4498,0.086844,98,43,12
0.0748,0,9,4303,0.0847581,104,45,14
0.0748,0,10,4235,0.0832514,73,32,9
0.0748,0,11,4209,0.0828022,100,47,6
0.0748,0,12,4193,0.0828002,76,30,16
0.0748,0,13,4072,0.0813684,96,38,20
0.0748,0,14,4222,0.0831692,61,26,9
0.0748,0,15,4399,0.087626,68,28,12
0.0748,0,16,4464,0.0878775,95,42,11
0.0748,0,17,4379,0.0868849,67,29,9
0.0748,0,18,4477,0.0897914,127,57,13
0.0748,0,19,4685,0.0927539,72,32,8
0.0748,0,20,4792,0.0943604,83,33,17
0.0748,0,21,4807,0.0944364,111,45,21
0.0748,0,22,4980,0.0985124,61,27,7
0.0748,0,23,5091,0.100331,93,41,11
0.0748,0,24,5073,0.100447,81,35,11
0.0748,0,25,5097,0.101332,63,22,19
0.0748,0,26,5043,0.101669,108,43,22
0.0748,0,27,4944,0.0997981,44,17,10
0.0748,0,28,5024,0.10079,66,22,22
0.0748,0,29,5256,0.106246,50,19,12
0.0748,0,30,5730,0.114518,78,34,10
0.0748,0,31,5927,0.117107,141,62,17
0.0748,0,32,6187,0.123899,91,40,11
0.0748,0,33,6298,0.126031,81,34,13
0.0748,0,34,6107,0.120993,76,34,8
0.0748,0,35,6173,0.119678,110,49,12
0.0748,0,36,6252,0.122444,74,35,4
0.0748,0,37,6524,0.12706,101,50,1
0.0748,0,38,6728,0.130176,115,56,3
0.0748,0,39,6886,0.133202,105,42,21
0.0748,0,40,6796,0.1319,76,35,6
0.0748,0,41,6830,0.134253,56,25,6
0.0748,0,42,6968,0.136285,110,53,4
0.0748,0,43,7034,0.138968,72,35,2
0.0748,0,44,7007,0.137922,86,38,10
0.0748,0,45,7159,0.14018,104,49,6
0.0748,0,46,7527,0.147184,98,48,2
0.0748,0,47,7725,0.151726,98,46,6
0.0748,0,48,7720,0.151927,104,48,8
0.0748,0,49,7885,0.155836,97,46,5
0.0748,0,50,8258,0.163053,83,38,7
0.0748,0,51,8568,0.167194,60,29,2
0.0748,0,52,8831,0.172872,142,69,4
0.0748,0,53,8495,0.167534,92,44,4
0.0748,0,54,8719,0.172047,132,65,2
0.0748,0,55,8964,0.173278,113,53,7
0.0748,0,56,8723,0.172911,115,57,1
0.0748,0,57,9089,0.179383,94,45,4
0.0748,0,58,8858,0.174928,76,32,12
0.0748,0,59,9478,0.185931,100,49,2
0.0748,0,60,9466,0.181668,130,63,4
0.0748,0,61,9336,0.181854,106,52,2
0.0748,0,62,9230,0.183806,99,48,3
0.0748,0,63,9339,0.182345,114,57,0
0.0748,0,64,9492,0.18773,110,52,6
0.0748,0,65,9965,0.192776,135,65,5
0.0748,0,66,10115,0.194176,105,51,3
0.0748,0,67,9866,0.19238,126,62,2
0.0748,0,68,10599,0.204243,126,62,2
0.0748,0,69,10526,0.202993,135,65,5
0.0748,0,70,10816,0.207418,119,58,3
0.0748,0,71,10833,0.209067,188,93,2
0.0748,0,72,11014,0.212954,104,52,0
0.0748,0,73,10946,0.211305,114,57,0
0.0748,0,74,10960,0.210615,121,60,1
0.0748,0,75,11319,0.220068,124,62,0
0.0748,0,76,11313,0.221061,128,63,2
0.0748,0,77,11364,0.222902,128,64,0
0.0748,0,78,11794,0.22686,162,80,2
0.0748,0,79,11995,0.229218,126,62,2
0.0748,0,80,11820,0.228538,103,49,5
0.0748,0,81,12509,0.240511,137,68,1
0.0748,0,82,12637,0.245055,124,62,0
0.0748,0,83,12744,0.248334,80,39,2
0.0748,0,84,13065,0.247499,112,56,0
0.0748,0,85,13125,0.248438,147,72,3
0.0748,0,86,13144,0.253286,130,65,0
0.0748,0,87,13354,0.256374,146,73,0
0.0748,0,88,13354,0.257789,178,89,0
0.0748,0,89,13742,0.261613,130,65,0
0.0748,0,90,13792,0.262585,100,49,2
0.0748,0,91,13935,0.265388,120,60,0
0.0748,0,92,13929,0.266339,146,73,0
0.0748,0,93,14195,0.273033,135,67,1
0.0748,0,94,14546,0.277574,134,67,0
0.0748,0,95,14612,0.281108,109,54,1
0.0748,0,96,14822,0.280635,148,74,0
0.0748,0,97,14871,0.283354,116,58,0
0.0748,0,98,15002,0.287494,144,72,0
0.0748,0,99,15451,0.293857,106,52,2
0.0748,0,100,15216,0.292582,126,63,0
0.0748,1,0,3854,0.0746668,96,48,0
0.0748,1,1,3934,0.0771584,52,26,0
0.0748,1,2,3982,0.0790205,123,61,1
0.0748,1,3,3991,0.0786497,130,60,10
0.0748,1,4,4090,0.0817673,89,43,3
0.0748,1,5,4258,0.0843469,80,35,10
0.0748,1,6,4301,0.0838892,139,65,9
0.0748,1,7,4190,0.0811387,87,37,13
0.0748,1,8,4140,0.0816278,91,40,11
0.0748,1,9,3997,0.0798825,92,43,6
0.0748,1,10,4095,0.0813856,106,43,20
0.0748,1,11,4269,0.0848809,90,39,12
0.0748,1,12,4073,0.0803797,75,30,15
0.0748,1,13,4124,0.0811779,101,41,19
0.0748,1,14,4165,0.0833533,101,43,15
0.0748,1,15,4081,0.0811687,97,41,15
0.0748,1,16,3924,0.0784769,75,31,13
0.0748,1,17,3969,0.0797757,56,22,12
0.0748,1,18,4010,0.0820041,58,20,18
0.0748,1,19,3866,0.0786732,54,19,16
0.0748,1,20,4079,0.0812259,94,31,32
0.0748,1,21,4073,0.0809291,93,33,27
0.0748,1,22,4025,0.0796336,56,17,22
0.0748,1,23,3946,0.0786526,47,17,13
0.0748,1,24,3765,0.074991,52,20,12
0.0748,1,25,3925,0.0775661,60,16,28
0.0748,1,26,4005,0.0791314,45,12,21
0.0748,1,27,4075,0.0811688,63,20,23
0.0748,1,28,4067,0.0802866,65,26,13
0.0748,1,29,4024,0.0792532,56,21,14
0.0748,1,30,3832,0.0767967,59,17,25
0.0748,1,31,3720,0.0744954,49,16,17
0.0748,1,32,3603,0.0735576,28,8,12
0.0748,1,33,3603,0.0735486,33,12,9
0.0748,1,34,3765,0.0761406,84,29,26
0.0748,1,35,3657,0.0733454,48,16,16
0.0748,1,36,3688,0.0731775,72,25,22
0.0748,1,37,3562,0.0714143,45,15,15
