0.0694,0,0,3874,0.0755696,116,58,0
0.0694,0,1,3812,0.0744357,122,59,4
0.0694,0,2,3798,0.0749438,65,32,1
0.0694,0,3,3794,0.0736928,104,47,10
0.0694,0,4,3821,0.0746347,117,50,17
0.0694,0,5,3788,0.0754702,143,64,15
0.0694,0,6,3596,0.0711854,98,40,18
0.0694,0,7,3625,0.0708977,90,39,12
0.0694,0,8,3768,0.0741382,71,28,15
0.0694,0,9,4003,0.0781439,118,49,20
0.0694,0,10,4059,0.0801255,117,50,17
0.0694,0,11,4176,0.082608,109,49,11
0.0694,0,12,4198,0.0841924,83,39,5
0.0694,0,13,4408,0.0883084,85,34,17
0.0694,0,14,4266,0.0845288,103,41,21
0.0694,0,15,4329,0.0845937,62,25,12
0.0694,0,16,4309,0.0844074,65,24,17
0.0694,0,17,4330,0.0839147,49,17,15
0.0694,0,18,4377,0.0852054,91,39,13
0.0694,0,19,4402,0.0861448,88,33,22
0.0694,0,20,4448,0.0875143,82,29,24
0.0694,0,21,4388,0.086644,54,21,12
0.0694,0,22,4522,0.0889212,82,34,14
0.0694,0,23,4582,0.0897657,91,37,17
0.0694,0,24,4419,0.0882988,90,32,26
0.0694,0,25,4550,0.0903674,92,35,22
0.0694,0,26,4443,0.0881198,68,26,16
0.0694,0,27,4678,0.0910932,100,44,12
0.0694,0,28,4528,0.0897629,78,34,10
0.0694,0,29,4450,0.0879169,91,35,21
0.0694,0,30,4568,0.0917232,70,27,16
0.0694,0,31,4701,0.0928868,81,29,23
0.0694,0,32,4732,0.0931349,119,51,17
0.0694,0,33,4547,0.0905488,74,21,32
0.0694,0,34,4569,0.0926587,53,20,13
0.0694,0,35,4729,0.094001,89,39,11
0.0694,0,36,4663,0.0935294,65,27,11
0.0694,0,37,4695,0.0937537,68,26,16
0.0694,0,38,4824,0.0966075,60,21,18
0.0694,0,39,4844,0.0977204,49,19,11
0.0694,0,40,4713,0.0950738,102,41,20
0.0694,0,41,4710,0.0942075,41,12,17
0.0694,0,42,4814,0.0957058,75,29,17
0.0694,0,43,4844,0.0950512,56,22,12
0.0694,0,44,4881,0.0966764,64,27,10
0.0694,0,45,4836,0.0968207,99,42,15
0.0694,0,46,5082,0.101175,84,35,14
0.0694,0,47,4873,0.097765,67,28,11
0.0694,0,48,4919,0.0984233,75,28,19
0.0694,0,49,5004,0.10004,75,29,17
0.0694,0,50,5056,0.10189,72,28,16
0.0694,0,51,5021,0.101055,55,24,7
0.0694,0,52,4960,0.100344,89,39,11
0.0694,0,53,5146,0.102723,80,32,16
0.0694,0,54,5403,0.106648,96,40,16
0.0694,0,55,5803,0.113856,88,39,10
0.0694,0,56,5469,0.107535,90,40,10
0.0694,0,57,5759,0.112113,69,29,11
0.0694,0,58,5686,0.112385,66,30,6
0.0694,0,59,5549,0.1095,84,38,8
0.0694,0,60,5850,0.114356,71,31,9
0.0694,0,61,5916,0.118032,82,39,4
0.0694,0,62,6217,0.123294,91,37,17
0.0694,0,63,6410,0.127908,111,51,9
0.0694,0,64,6551,0.130063,115,52,11
0.0694,0,65,6861,0.136142,137,63,11
0.0694,0,66,7072,0.137609,100,48,4
0.0694,0,67,7136,0.14018,61,29,3
0.0694,0,68,7084,0.138376,98,47,4
0.0694,0,69,6989,0.137514,91,44,3
0.0694,0,70,7172,0.141471,120,59,2
0.0694,0,71,7274,0.143195,69,32,5
0.0694,0,72,7121,0.142062,103,50,3
0.0694,0,73,7336,0.143528,143,67,9
0.0694,0,74,7366,0.144324,77,37,3
0.0694,0,75,7580,0.147758,70,33,4
0.0694,0,76,7848,0.153102,106,53,0
0.0694,0,77,7900,0.154194,112,50,12
0.0694,0,78,8147,0.158483,109,52,5
0.0694,0,79,8110,0.159132,97,48,1
0.0694,0,80,8172,0.162595,106,50,6
0.0694,0,81,8399,0.168094,113,56,1
0.0694,0,82,8727,0.171144,103,51,1
0.0694,0,83,9087,0.17739,119,57,5
0.0694,0,84,9090,0.179744,82,40,2
0.0694,0,85,9240,0.182493,86,41,4
0.0694,0,86,8877,0.175192,80,39,2
0.0694,0,87,8705,0.172008,109,54,1
0.0694,0,88,9234,0.179944,123,60,3
0.0694,0,89,9242,0.182526,122,58,6
0.0694,0,90,9217,0.183299,128,63,2
0.0694,0,91,9854,0.193185,82,38,6
0.0694,0,92,10054,0.196298,134,63,8
0.0694,0,93,10026,0.198842,103,48,7
0.0694,0,94,10313,0.203396,91,43,5
0.0694,0,95,10582,0.206293,146,71,4
0.0694,0,96,10680,0.206712,138,68,2
0.0694,0,97,11079,0.21229,82,41,0
0.0694,0,98,11324,0.214811,70,35,0
0.0694,0,99,11468,0.22064,97,48,1
