a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.0662,1,-1,1896,0,3792,2047.68,27830,decrease
0.0662,1,0,1629,743,4001,2071.38,26959,decrease
0.0662,1,1,1575,953,4103,2101.26,26466,decrease
0.0662,1,2,1438,1028,3904,1984.8,26480,decrease
0.0662,1,3,1297,1134,3728,1877.04,26034,decrease
0.0662,1,4,1219,1229,3667,1832.7,25627,decrease
0.0662,1,5,1210,1256,3676,1834.32,25805,decrease
0.0662,1,6,1163,1305,3631,1804.14,25476,decrease
0.0662,1,7,1083,1324,3490,1725.72,25117,decrease
0.0662,1,8,1107,1383,3597,1776.42,24774,decrease
0.0662,1,9,1083,1528,3694,1811.4,25206,decrease
0.0662,1,10,1173,1472,3818,1885.08,25281,decrease
0.0662,1,11,1171,1586,3928,1930.8,25925,decrease
0.0662,1,12,1086,1616,3788,1851.6,26105,decrease
0.0662,1,13,1047,1561,3655,1786.38,25727,decrease
0.0662,1,14,999,1568,3566,1737.48,25650,decrease
0.0662,1,15,972,1640,3584,1738.56,25379,decrease
0.0662,1,16,1028,1587,3643,1776.78,25416,decrease
0.0662,1,17,977,1626,3580,1738.08,25115,decrease
0.0662,1,18,971,1625,3567,1731.18,24867,decrease
0.0662,1,19,953,1558,3464,1683.6,25068,decrease
0.0662,1,20,1005,1626,3636,1768.32,25262,decrease
0.0662,1,21,955,1645,3555,1722.3,25111,decrease
0.0662,1,22,1058,1626,3742,1825.56,25453,decrease
0.0662,1,23,1062,1551,3675,1798.38,25398,decrease
0.0662,1,24,1032,1707,3771,1831.5,25359,decrease
0.0662,1,25,1045,1715,3805,1848.9,25054,decrease
0.0662,1,26,1033,1770,3836,1859.04,25338,decrease
0.0662,1,27,964,1689,3617,1750.5,25356,decrease
0.0662,1,28,1010,1754,3774,1827.48,25417,decrease
0.0662,1,29,964,1686,3614,1749.24,25215,decrease
0.0662,1,30,935,1611,3481,1686.42,25208,decrease
0.0662,1,31,931,1628,3490,1689.24,25178,decrease
0.0662,1,32,947,1643,3537,1712.82,25213,decrease
0.0662,1,33,867,1663,3397,1634.82,25202,decrease
0.0662,1,34,875,1606,3356,1619.52,24842,decrease
0.0662,1,35,811,1660,3282,1573.08,24775,decrease
0.0662,1,36,839,1635,3313,1592.82,24947,decrease
0.0662,1,37,840,1688,3368,1616.16,25119,decrease
0.0662,1,38,877,1640,3394,1635.96,25033,decrease
0.0662,1,39,841,1683,3365,1615.14,25442,decrease
0.0662,1,40,838,1689,3365,1614.42,25334,decrease
0.0662,1,41,851,1712,3414,1638.12,25380,decrease
0.0662,1,42,782,1628,3192,1528.32,25052,decrease
0.0662,1,43,787,1620,3194,1530.36,25212,decrease
0.0662,1,44,834,1667,3335,1600.86,25362,decrease
0.0662,1,45,818,1610,3246,1559.64,25106,decrease
0.0662,1,46,846,1614,3306,1591.56,24997,decrease
0.0662,1,47,881,1641,3403,1640.7,25131,decrease
0.0662,1,48,925,1607,3457,1673.94,25209,decrease
0.0662,1,49,857,1582,3296,1590,25168,decrease
0.0662,1,50,886,1648,3420,1649.04,25383,decrease
0.0662,1,51,806,1658,3270,1566.84,25430,decrease
0.0662,1,52,828,1652,3308,1588.08,25705,decrease
0.0662,1,53,783,1599,3165,1517.22,24875,decrease
0.0662,1,54,763,1646,3172,1515.36,25058,decrease
0.0662,1,55,752,1662,3166,1510.2,25522,decrease
0.0662,1,56,795,1707,3297,1575.54,25194,decrease
