a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.056,1,-1,1614,0,3228,1743.12,27661,decrease
0.056,1,0,1217,746,3180,1627.68,26909,decrease
0.056,1,1,1004,937,2945,1477.86,26805,decrease
0.056,1,2,1015,999,3029,1515.78,26462,decrease
0.056,1,3,957,1100,3014,1495.56,26078,decrease
0.056,1,4,968,1208,3144,1552.8,25827,decrease
0.056,1,5,885,1284,3054,1495.08,25613,decrease
0.056,1,6,908,1383,3199,1561.5,25535,decrease
0.056,1,7,857,1392,3106,1510.2,25575,decrease
0.056,1,8,901,1454,3256,1583.76,25930,decrease
0.056,1,9,839,1500,3178,1536.12,26244,decrease
0.056,1,10,837,1423,3097,1501.62,25749,decrease
0.056,1,11,788,1430,3006,1451.64,25854,decrease
0.056,1,12,793,1483,3069,1479.3,25318,decrease
0.056,1,13,693,1513,2899,1383.9,25241,decrease
0.056,1,14,680,1435,2795,1337.1,25154,decrease
0.056,1,15,642,1476,2760,1313.28,24973,decrease
0.056,1,16,645,1562,2852,1352.64,25155,decrease
0.056,1,17,599,1561,2759,1302.54,25136,decrease
0.056,1,18,586,1502,2674,1263.72,24927,decrease
0.056,1,19,515,1565,2595,1213.5,25179,decrease
0.056,1,20,541,1470,2552,1201.68,25046,decrease
0.056,1,21,487,1433,2407,1127.82,24919,decrease
0.056,1,22,474,1397,2345,1098.66,25169,decrease
0.056,1,23,416,1468,2300,1065.84,25391,decrease
0.056,1,24,411,1409,2231,1035.66,25183,decrease
0.056,1,25,370,1417,2157,994.74,25130,decrease
0.056,1,26,356,1306,2018,933,25078,decrease
0.056,1,27,308,1316,1932,885.36,24912,decrease
0.056,1,28,284,1347,1915,872.46,25522,decrease
0.056,1,29,273,1331,1877,853.86,25847,decrease
0.056,1,30,201,1259,1661,745.86,25051,decrease
0.056,1,31,205,1199,1609,724.98,25217,decrease
0.056,1,32,180,1126,1486,667.32,25277,decrease
0.056,1,33,155,1035,1345,602.1,25252,decrease
0.056,1,34,131,918,1180,527.04,25099,decrease
0.056,1,35,98,917,1113,490.98,24886,decrease
0.056,1,36,87,939,1113,488.34,24914,decrease
0.056,1,37,71,860,1002,437.88,25029,decrease
0.056,1,38,84,787,955,421.26,25404,decrease
0.056,1,39,79,731,889,392.34,25696,decrease
0.056,1,40,67,737,871,381.9,25720,decrease
0.056,1,41,38,645,721,311.94,25268,decrease
0.056,1,42,28,532,588,253.68,25548,decrease
0.056,1,43,18,480,516,221.04,25588,decrease
0.056,1,44,18,421,457,196.26,25911,decrease
0.056,1,45,11,342,364,155.52,25678,decrease
0.056,1,46,15,326,356,153.12,25909,decrease
0.056,1,47,10,292,312,133.44,25798,decrease
0.056,1,48,5,260,270,114.6,25544,decrease
0.056,1,49,1,229,231,97.26,25247,decrease
0.056,1,50,3,171,177,75.06,25506,decrease
0.056,1,51,1,155,157,66.18,25731,decrease
0.056,1,52,1,118,120,50.64,25802,decrease
0.056,1,53,0,93,93,39.06,25675,decrease
0.056,1,54,0,80,80,33.6,25735,decrease
0.056,1,55,0,66,66,27.72,25909,decrease
0.056,1,56,0,45,45,18.9,26066,decrease
0.056,1,57,0,43,43,18.06,26153,decrease
0.056,1,58,0,39,39,16.38,26189,decrease
0.056,1,59,0,34,34,14.28,26075,decrease
0.056,1,60,0,26,26,10.92,26059,decrease
0.056,1,61,0,20,20,8.4,25819,decrease
0.056,1,62,0,18,18,7.56,25648,decrease
0.056,1,63,0,10,10,4.2,25564,decrease
0.056,1,64,0,9,9,3.78,25833,decrease
0.056,1,65,0,4,4,1.68,25930,decrease
0.056,1,66,0,5,5,2.1,26180,decrease
0.056,1,67,0,6,6,2.52,26009,decrease
0.056,1,68,0,0,0,0,26045,decrease
0.056,2,-1,1567,0,3134,1692.36,27811,decrease
0.056,2,0,1180,585,2945,1520.1,26604,decrease
0.056,2,1,1042,779,2863,1452.54,25934,decrease
0.056,2,2,890,1014,2794,1387.08,25545,decrease
0.056,2,3,848,1050,2746,1356.84,25564,decrease
0.056,2,4,820,1160,2800,1372.8,25367,decrease
0.056,2,5,774,1296,2844,1380.24,25137,decrease
0.056,2,6,823,1359,3005,1459.62,25248,decrease
0.056,2,7,828,1342,2998,1457.88,25380,decrease
0.056,2,8,724,1304,2752,1329.6,25176,decrease
0.056,2,9,729,1424,2882,1385.4,25386,decrease
0.056,2,10,695,1480,2870,1372.2,25557,decrease
0.056,2,11,673,1383,2729,1307.7,25361,decrease
0.056,2,12,656,1398,2710,1295.64,24960,decrease
0.056,2,13,617,1350,2584,1233.36,25164,decrease
0.056,2,14,573,1404,2550,1208.52,25395,decrease
0.056,2,15,555,1401,2511,1187.82,24845,decrease
0.056,2,16,521,1333,2375,1122.54,24796,decrease
0.056,2,17,531,1285,2347,1113.18,25451,decrease
0.056,2,18,479,1419,2377,1113.3,25058,decrease
0.056,2,19,388,1416,2192,1013.76,25245,decrease
0.056,2,20,376,1337,2089,967.62,25033,decrease
0.056,2,21,310,1357,1977,904.74,25067,decrease
0.056,2,22,327,1299,1953,898.74,25196,decrease
0.056,2,23,325,1347,1997,916.74,24977,decrease
0.056,2,24,324,1332,1980,909.36,25003,decrease
0.056,2,25,235,1338,1808,815.76,25500,decrease
0.056,2,26,207,1209,1623,731.34,25169,decrease
0.056,2,27,202,1113,1517,685.62,25166,decrease
0.056,2,28,188,1064,1440,649.92,24953,decrease
0.056,2,29,125,1158,1408,621.36,25275,decrease
0.056,2,30,116,1015,1247,551.58,25048,decrease
0.056,2,31,107,908,1122,496.92,25028,decrease
0.056,2,32,60,826,946,411.72,25043,decrease
0.056,2,33,40,765,845,364.5,25184,decrease
0.056,2,34,33,619,685,295.62,25120,decrease
0.056,2,35,20,570,610,261,25374,decrease
0.056,2,36,24,514,562,241.8,25967,decrease
0.056,2,37,15,464,494,211.08,25864,decrease
0.056,2,38,10,411,431,183.42,25712,decrease
0.056,2,39,7,352,366,155.4,25573,decrease
0.056,2,40,0,288,288,120.96,25806,decrease
0.056,2,41,2,253,257,108.42,25861,decrease
0.056,2,42,2,199,203,85.74,26078,decrease
0.056,2,43,1,160,162,68.28,25732,decrease
0.056,2,44,2,128,132,55.92,25593,decrease
0.056,2,45,0,122,122,51.24,25674,decrease
0.056,2,46,1,111,113,47.7,25611,decrease
0.056,2,47,1,85,87,36.78,25896,decrease
0.056,2,48,1,69,71,30.06,25635,decrease
0.056,2,49,0,63,63,26.46,25866,decrease
0.056,2,50,0,62,62,26.04,25939,decrease
0.056,2,51,0,46,46,19.32,26207,decrease
0.056,2,52,0,33,33,13.86,26185,decrease
0.056,2,53,0,23,23,9.66,25816,decrease
0.056,2,54,0,16,16,6.72,25829,decrease
0.056,2,55,0,8,8,3.36,25721,decrease
0.056,2,56,0,3,3,1.26,25665,decrease
0.056,2,57,0,0,0,0,25525,decrease
0.056,3,-1,1556,0,3112,1680.48,27868,decrease
0.056,3,0,1203,672,3078,1581.48,26799,decrease
0.056,3,1,1112,907,3131,1581.9,25908,decrease
0.056,3,2,1030,995,3055,1530.3,25659,decrease
0.056,3,3,902,1135,2939,1450.86,25495,decrease
0.056,3,4,885,1212,2982,1464.84,25847,decrease
0.056,3,5,821,1337,2979,1448.22,25602,decrease
0.056,3,6,814,1377,3005,1457.46,25817,decrease
0.056,3,7,829,1354,3012,1464,25430,decrease
0.056,3,8,794,1340,2928,1420.32,25147,decrease
0.056,3,9,803,1324,2930,1423.32,25082,decrease
0.056,3,10,754,1453,2961,1424.58,25197,decrease
0.056,3,11,667,1463,2797,1334.82,25112,decrease
0.056,3,12,615,1416,2646,1258.92,25413,decrease
0.056,3,13,670,1416,2756,1318.32,25180,decrease
0.056,3,14,621,1487,2729,1295.22,25243,decrease
0.056,3,15,583,1396,2562,1215.96,25251,decrease
0.056,3,16,537,1538,2612,1225.92,25415,decrease
0.056,3,17,473,1352,2298,1078.68,25258,decrease
0.056,3,18,450,1418,2318,1081.56,25004,decrease
0.056,3,19,440,1367,2247,1049.34,24958,decrease
0.056,3,20,427,1428,2282,1060.92,24858,decrease
0.056,3,21,380,1396,2156,996.72,24905,decrease
0.056,3,22,383,1370,2136,989.04,24820,decrease
0.056,3,23,375,1361,2111,976.62,24451,decrease
0.056,3,24,308,1353,1969,900.9,25030,decrease
0.056,3,25,298,1307,1903,870.78,24967,decrease
0.056,3,26,239,1279,1757,795.3,25163,decrease
0.056,3,27,228,1156,1612,731.76,25024,decrease
0.056,3,28,179,1156,1514,678.84,25136,decrease
0.056,3,29,164,1166,1494,666.84,25359,decrease
0.056,3,30,160,1132,1452,648.24,25236,decrease
0.056,3,31,116,1073,1305,575.94,25192,decrease
0.056,3,32,110,947,1167,516.54,25213,decrease
0.056,3,33,94,865,1053,464.82,25095,decrease
0.056,3,34,72,833,977,427.62,25108,decrease
0.056,3,35,46,778,870,376.44,25594,decrease
0.056,3,36,30,738,798,342.36,25496,decrease
0.056,3,37,35,655,725,312.9,25701,decrease
0.056,3,38,31,607,669,288.42,25703,decrease
0.056,3,39,28,548,604,260.4,25780,decrease
0.056,3,40,28,492,548,236.88,25497,decrease
0.056,3,41,21,447,489,210.42,25369,decrease
0.056,3,42,10,415,435,185.1,25769,decrease
0.056,3,43,9,329,347,147.9,25836,decrease
0.056,3,44,9,303,321,136.98,25518,decrease
0.056,3,45,4,273,281,118.98,25704,decrease
0.056,3,46,2,228,232,97.92,25489,decrease
0.056,3,47,1,179,181,76.26,25712,decrease
0.056,3,48,1,142,144,60.72,25701,decrease
0.056,3,49,2,101,105,44.58,25794,decrease
0.056,3,50,0,85,85,35.7,25635,decrease
0.056,3,51,0,58,58,24.36,25962,decrease
0.056,3,52,0,50,50,21,26144,decrease
0.056,3,53,0,60,60,25.2,26394,decrease
0.056,3,54,0,43,43,18.06,26346,decrease
0.056,3,55,0,35,35,14.7,26054,decrease
0.056,3,56,0,20,20,8.4,26201,decrease
0.056,3,57,0,14,14,5.88,25537,decrease
0.056,3,58,0,14,14,5.88,25740,decrease
0.056,3,59,0,9,9,3.78,25864,decrease
0.056,3,60,0,6,6,2.52,26173,decrease
0.056,3,61,0,3,3,1.26,26303,decrease
0.056,3,62,0,4,4,1.68,25813,decrease
0.056,3,63,0,2,2,0.84,25896,decrease
0.056,3,64,0,9,9,3.78,26169,decrease
0.056,3,65,0,14,14,5.88,26276,decrease
0.056,3,66,0,9,9,3.78,26098,decrease
0.056,3,67,0,11,11,4.62,25863,decrease
0.056,3,68,0,9,9,3.78,26000,decrease
0.056,3,69,0,9,9,3.78,26352,decrease
0.056,3,70,0,7,7,2.94,26207,decrease
0.056,3,71,0,3,3,1.26,25743,decrease
0.056,3,72,0,0,0,0,25734,decrease
0.056,4,-1,1522,0,3044,1643.76,27902,decrease
0.056,4,0,1167,732,3066,1567.8,26761,decrease
0.056,4,1,1025,934,2984,1499.28,26019,decrease
0.056,4,2,879,1058,2816,1393.68,25702,decrease
0.056,4,3,850,1065,2765,1365.3,25354,decrease
0.056,4,4,849,1139,2837,1395.3,25521,decrease
0.056,4,5,878,1242,2998,1469.88,25116,decrease
0.056,4,6,781,1317,2879,1396.62,25020,decrease
0.056,4,7,784,1372,2940,1422.96,24932,decrease
0.056,4,8,788,1463,3039,1465.5,24966,decrease
0.056,4,9,694,1400,2788,1337.52,25162,decrease
0.056,4,10,700,1520,2920,1394.4,25229,decrease
0.056,4,11,702,1536,2940,1403.28,25270,decrease
0.056,4,12,657,1470,2784,1326.96,25193,decrease
0.056,4,13,637,1532,2806,1331.4,25169,decrease
0.056,4,14,624,1531,2779,1316.94,24937,decrease
0.056,4,15,573,1528,2674,1260.6,25067,decrease
0.056,4,16,500,1428,2428,1139.76,24863,decrease
0.056,4,17,487,1424,2398,1124.04,25104,decrease
0.056,4,18,454,1403,2311,1079.58,25196,decrease
0.056,4,19,438,1376,2252,1050.96,25377,decrease
0.056,4,20,398,1288,2084,970.8,25083,decrease
0.056,4,21,365,1271,2001,928.02,24941,decrease
0.056,4,22,328,1273,1929,888.9,25270,decrease
0.056,4,23,329,1216,1874,866.04,25630,decrease
0.056,4,24,289,1197,1775,814.86,25141,decrease
0.056,4,25,287,1138,1712,787.92,25253,decrease
0.056,4,26,226,1145,1597,724.98,25064,decrease
0.056,4,27,202,1077,1481,670.5,24779,decrease
0.056,4,28,156,1077,1389,620.82,24919,decrease
0.056,4,29,147,1015,1309,585.06,25185,decrease
0.056,4,30,130,938,1198,534.36,25488,decrease
0.056,4,31,109,925,1143,506.22,25751,decrease
0.056,4,32,73,878,1024,447.6,25676,decrease
0.056,4,33,63,773,899,392.7,25393,decrease
0.056,4,34,33,735,801,344.34,25592,decrease
0.056,4,35,38,595,671,290.94,25645,decrease
0.056,4,36,37,553,627,272.22,25544,decrease
0.056,4,37,17,518,552,235.92,25503,decrease
0.056,4,38,14,507,535,228.06,25549,decrease
0.056,4,39,11,434,456,194.16,25604,decrease
0.056,4,40,7,344,358,152.04,25498,decrease
0.056,4,41,8,315,331,140.94,25430,decrease
0.056,4,42,4,260,268,113.52,25600,decrease
0.056,4,43,2,169,173,73.14,25036,decrease
0.056,4,44,2,152,156,66,25385,decrease
0.056,4,45,1,132,134,56.52,25780,decrease
0.056,4,46,0,101,101,42.42,25676,decrease
0.056,4,47,1,82,84,35.52,25532,decrease
0.056,4,48,2,76,80,34.08,25386,decrease
0.056,4,49,1,71,73,30.9,25481,decrease
0.056,4,50,1,69,71,30.06,25606,decrease
0.056,4,51,1,62,64,27.12,25622,decrease
0.056,4,52,0,72,72,30.24,25527,decrease
0.056,4,53,0,59,59,24.78,25468,decrease
0.056,4,54,0,53,53,22.26,25665,decrease
0.056,4,55,1,46,48,20.4,25801,decrease
0.056,4,56,0,33,33,13.86,25461,decrease
0.056,4,57,0,36,36,15.12,25991,decrease
0.056,4,58,0,39,39,16.38,25859,decrease
0.056,4,59,0,39,39,16.38,25738,decrease
0.056,4,60,0,30,30,12.6,25845,decrease
0.056,4,61,0,29,29,12.18,25828,decrease
0.056,4,62,0,29,29,12.18,25805,decrease
0.056,4,63,0,18,18,7.56,25781,decrease
0.056,4,64,0,19,19,7.98,25644,decrease
0.056,4,65,0,14,14,5.88,25886,decrease
0.056,4,66,0,19,19,7.98,26386,decrease
0.056,4,67,0,29,29,12.18,25628,decrease
0.056,4,68,0,24,24,10.08,25866,decrease
0.056,4,69,0,25,25,10.5,25885,decrease
0.056,4,70,0,30,30,12.6,25879,decrease
0.056,4,71,0,33,33,13.86,26376,decrease
0.056,4,72,0,17,17,7.14,26378,decrease
0.056,4,73,0,18,18,7.56,26201,decrease
0.056,4,74,0,14,14,5.88,25718,decrease
0.056,4,75,0,9,9,3.78,25786,decrease
0.056,4,76,0,13,13,5.46,25718,decrease
0.056,4,77,0,5,5,2.1,25983,decrease
0.056,4,78,0,2,2,0.84,25851,decrease
0.056,4,79,0,0,0,0,25459,decrease
0.056,5,-1,1545,0,3090,1668.6,28223,decrease
0.056,5,0,1197,643,3037,1562.82,27132,decrease
0.056,5,1,1076,857,3009,1522.02,26690,decrease
0.056,5,2,959,987,2905,1450.26,26719,decrease
0.056,5,3,934,1149,3017,1491.3,26380,decrease
0.056,5,4,923,1174,3020,1489.92,25980,decrease
0.056,5,5,843,1244,2930,1432.92,25604,decrease
0.056,5,6,817,1262,2896,1412.4,25512,decrease
0.056,5,7,941,1334,3216,1576.56,25756,decrease
0.056,5,8,947,1412,3306,1615.8,25712,decrease
0.056,5,9,866,1359,3091,1506.06,25351,decrease
0.056,5,10,808,1415,3031,1466.94,25346,decrease
0.056,5,11,785,1476,3046,1467.72,25376,decrease
0.056,5,12,750,1350,2850,1377,25504,decrease
0.056,5,13,748,1425,2921,1406.34,25449,decrease
0.056,5,14,703,1477,2883,1379.58,25483,decrease
0.056,5,15,614,1416,2644,1257.84,25047,decrease
0.056,5,16,570,1408,2548,1206.96,24977,decrease
0.056,5,17,525,1391,2441,1151.22,25206,decrease
0.056,5,18,500,1441,2441,1145.22,25320,decrease
0.056,5,19,543,1424,2510,1184.52,25314,decrease
0.056,5,20,481,1494,2456,1146.96,25233,decrease
0.056,5,21,485,1456,2426,1135.32,25601,decrease
0.056,5,22,447,1370,2264,1058.16,25352,decrease
0.056,5,23,362,1297,2021,935.7,25486,decrease
0.056,5,24,364,1292,2020,935.76,25051,decrease
0.056,5,25,333,1242,1908,881.28,24909,decrease
0.056,5,26,317,1148,1782,824.52,25381,decrease
0.056,5,27,289,1147,1725,793.86,25537,decrease
0.056,5,28,234,1144,1612,733.2,25680,decrease
0.056,5,29,233,1136,1602,728.76,25742,decrease
0.056,5,30,195,1074,1464,661.68,25165,decrease
0.056,5,31,151,1048,1350,603.24,25493,decrease
0.056,5,32,130,936,1196,533.52,25705,decrease
0.056,5,33,105,928,1138,503.16,25524,decrease
0.056,5,34,81,873,1035,454.14,25583,decrease
0.056,5,35,55,767,877,381.54,25096,decrease
0.056,5,36,72,745,889,390.66,25380,decrease
0.056,5,37,35,691,761,328.02,25543,decrease
0.056,5,38,48,584,680,297.12,25358,decrease
0.056,5,39,34,492,560,243.36,25335,decrease
0.056,5,40,22,433,477,205.62,25732,decrease
0.056,5,41,20,423,463,199.26,25794,decrease
0.056,5,42,10,373,393,167.46,25802,decrease
0.056,5,43,11,300,322,137.88,25869,decrease
0.056,5,44,3,242,248,104.88,25846,decrease
0.056,5,45,8,200,216,92.64,25625,decrease
0.056,5,46,1,193,195,82.14,26007,decrease
0.056,5,47,2,157,161,68.1,25627,decrease
0.056,5,48,0,122,122,51.24,25600,decrease
0.056,5,49,1,85,87,36.78,25856,decrease
0.056,5,50,0,68,68,28.56,25730,decrease
0.056,5,51,0,72,72,30.24,25650,decrease
0.056,5,52,0,68,68,28.56,25947,decrease
0.056,5,53,0,53,53,22.26,25547,decrease
0.056,5,54,0,48,48,20.16,25392,decrease
0.056,5,55,0,36,36,15.12,25282,decrease
0.056,5,56,2,32,36,15.6,25355,decrease
0.056,5,57,0,24,24,10.08,25253,decrease
0.056,5,58,0,20,20,8.4,25430,decrease
0.056,5,59,0,19,19,7.98,25783,decrease
0.056,5,60,0,17,17,7.14,25796,decrease
0.056,5,61,0,13,13,5.46,25799,decrease
0.056,5,62,0,12,12,5.04,25896,decrease
0.056,5,63,0,11,11,4.62,25675,decrease
0.056,5,64,0,7,7,2.94,25510,decrease
0.056,5,65,0,5,5,2.1,25343,decrease
0.056,5,66,0,6,6,2.52,25353,decrease
0.056,5,67,0,3,3,1.26,25678,decrease
0.056,5,68,0,2,2,0.84,25904,decrease
0.056,5,69,0,1,1,0.42,25829,decrease
0.056,5,70,0,1,1,0.42,25654,decrease
0.056,5,71,0,1,1,0.42,25763,decrease
0.056,5,72,0,0,0,0,25881,decrease
0.056,6,-1,1518,0,3036,1639.44,28250,decrease
0.056,6,0,1277,638,3192,1647.12,27219,decrease
0.056,6,1,1166,888,3220,1632.24,26851,decrease
0.056,6,2,1089,1071,3249,1625.94,26057,decrease
0.056,6,3,913,1198,3024,1489.2,26070,decrease
0.056,6,4,931,1254,3116,1532.16,25881,decrease
0.056,6,5,862,1303,3027,1478.22,25818,decrease
0.056,6,6,797,1265,2859,1392.06,25701,decrease
0.056,6,7,821,1252,2894,1412.52,25589,decrease
0.056,6,8,696,1247,2639,1275.42,25603,decrease
0.056,6,9,694,1206,2594,1256.04,25409,decrease
0.056,6,10,647,1230,2524,1215.36,25116,decrease
0.056,6,11,634,1274,2542,1219.8,25003,decrease
0.056,6,12,585,1299,2469,1177.38,25094,decrease
0.056,6,13,662,1403,2727,1304.22,25739,decrease
0.056,6,14,651,1409,2711,1294.86,25977,decrease
0.056,6,15,630,1379,2639,1259.58,25511,decrease
0.056,6,16,586,1403,2575,1222.14,25942,decrease
0.056,6,17,572,1506,2650,1250.28,26044,decrease
0.056,6,18,504,1555,2563,1197.42,25988,decrease
0.056,6,19,467,1469,2403,1121.34,25696,decrease
0.056,6,20,461,1408,2330,1089.24,25548,decrease
0.056,6,21,414,1420,2248,1043.52,25720,decrease
0.056,6,22,367,1477,2211,1016.7,25639,decrease
0.056,6,23,389,1344,2122,984.6,25425,decrease
0.056,6,24,382,1350,2114,979.56,25637,decrease
0.056,6,25,331,1406,2068,948,25574,decrease
0.056,6,26,328,1241,1897,875.46,24953,decrease
0.056,6,27,248,1252,1748,793.68,24997,decrease
0.056,6,28,182,1174,1538,689.64,24989,decrease
0.056,6,29,175,1095,1445,648.9,25157,decrease
0.056,6,30,141,1100,1382,614.28,25230,decrease
0.056,6,31,125,939,1189,529.38,25248,decrease
0.056,6,32,89,887,1065,468.66,25659,decrease
0.056,6,33,85,728,898,397.56,25432,decrease
0.056,6,34,44,772,860,371.76,25557,decrease
0.056,6,35,46,662,754,327.72,25322,decrease
0.056,6,36,35,551,621,269.22,25121,decrease
0.056,6,37,24,497,545,234.66,25296,decrease
0.056,6,38,23,427,473,204.18,25101,decrease
0.056,6,39,15,379,409,175.38,25127,decrease
0.056,6,40,6,330,342,145.08,25256,decrease
0.056,6,41,3,323,329,138.9,25456,decrease
0.056,6,42,7,277,291,123.9,25347,decrease
0.056,6,43,8,247,263,112.38,25105,decrease
0.056,6,44,5,217,227,96.54,24925,decrease
0.056,6,45,4,191,199,84.54,25488,decrease
0.056,6,46,1,153,155,65.34,25787,decrease
0.056,6,47,0,130,130,54.6,25771,decrease
0.056,6,48,0,106,106,44.52,25712,decrease
0.056,6,49,0,111,111,46.62,26171,decrease
0.056,6,50,0,97,97,40.74,26074,decrease
0.056,6,51,0,90,90,37.8,25911,decrease
0.056,6,52,0,81,81,34.02,25300,decrease
0.056,6,53,0,84,84,35.28,25554,decrease
0.056,6,54,0,74,74,31.08,25503,decrease
0.056,6,55,0,71,71,29.82,25464,decrease
0.056,6,56,0,44,44,18.48,25519,decrease
0.056,6,57,1,55,57,24.18,25496,decrease
0.056,6,58,0,54,54,22.68,25291,decrease
0.056,6,59,0,48,48,20.16,25794,decrease
0.056,6,60,0,41,41,17.22,25776,decrease
0.056,6,61,0,29,29,12.18,25631,decrease
0.056,6,62,0,22,22,9.24,25830,decrease
0.056,6,63,0,30,30,12.6,25649,decrease
0.056,6,64,0,25,25,10.5,25602,decrease
0.056,6,65,0,35,35,14.7,25697,decrease
0.056,6,66,0,41,41,17.22,25747,decrease
0.056,6,67,1,33,35,14.94,25879,decrease
0.056,6,68,0,26,26,10.92,25649,decrease
0.056,6,69,0,14,14,5.88,25745,decrease
0.056,6,70,0,6,6,2.52,25515,decrease
0.056,6,71,0,6,6,2.52,25602,decrease
0.056,6,72,0,7,7,2.94,25662,decrease
0.056,6,73,0,8,8,3.36,25598,decrease
0.056,6,74,0,5,5,2.1,25554,decrease
0.056,6,75,0,4,4,1.68,25834,decrease
0.056,6,76,0,2,2,0.84,25989,decrease
0.056,6,77,0,5,5,2.1,25876,decrease
0.056,6,78,0,4,4,1.68,26012,decrease
0.056,6,79,0,8,8,3.36,25881,decrease
0.056,6,80,0,5,5,2.1,26117,decrease
0.056,6,81,0,4,4,1.68,26119,decrease
0.056,6,82,0,2,2,0.84,25976,decrease
0.056,6,83,0,3,3,1.26,25618,decrease
0.056,6,84,0,0,0,0,25610,decrease
0.056,7,-1,1503,0,3006,1623.24,28448,decrease
0.056,7,0,1140,620,2900,1491.6,26846,decrease
0.056,7,1,950,854,2754,1384.68,26162,decrease
0.056,7,2,840,1136,2816,1384.32,26299,decrease
0.056,7,3,820,1096,2736,1345.92,25761,decrease
0.056,7,4,767,1187,2721,1326.9,25257,decrease
0.056,7,5,714,1341,2769,1334.34,25503,decrease
0.056,7,6,690,1382,2762,1325.64,25656,decrease
0.056,7,7,723,1373,2819,1357.5,25687,decrease
0.056,7,8,637,1405,2679,1278.06,25347,decrease
0.056,7,9,670,1397,2737,1310.34,25125,decrease
0.056,7,10,634,1436,2704,1287.84,25193,decrease
0.056,7,11,637,1465,2739,1303.26,25121,decrease
0.056,7,12,620,1486,2726,1293.72,25375,decrease
0.056,7,13,598,1495,2691,1273.74,25353,decrease
0.056,7,14,569,1455,2593,1225.62,25205,decrease
0.056,7,15,529,1560,2618,1226.52,25206,decrease
0.056,7,16,503,1428,2434,1143,25231,decrease
0.056,7,17,458,1405,2321,1084.74,25151,decrease
0.056,7,18,452,1412,2316,1081.2,25143,decrease
0.056,7,19,465,1389,2319,1085.58,25066,decrease
0.056,7,20,437,1393,2267,1057.02,25240,decrease
0.056,7,21,379,1521,2279,1048.14,25078,decrease
0.056,7,22,397,1349,2143,995.34,25013,decrease
0.056,7,23,321,1290,1932,888.48,24473,decrease
0.056,7,24,304,1314,1922,880.2,25395,decrease
0.056,7,25,316,1262,1894,871.32,25477,decrease
0.056,7,26,279,1294,1852,844.8,25553,decrease
0.056,7,27,266,1252,1784,813.12,25540,decrease
0.056,7,28,189,1268,1646,736.68,25701,decrease
0.056,7,29,139,1141,1419,629.34,25632,decrease
0.056,7,30,118,1054,1290,570.12,25286,decrease
0.056,7,31,101,869,1071,474.06,24814,decrease
0.056,7,32,70,821,961,420.42,24450,decrease
0.056,7,33,50,771,871,377.82,24434,decrease
0.056,7,34,47,737,831,360.3,25293,decrease
0.056,7,35,31,622,684,294.72,25447,decrease
0.056,7,36,24,493,541,232.98,25448,decrease
0.056,7,37,17,487,521,222.9,26128,decrease
0.056,7,38,13,423,449,191.7,25669,decrease
0.056,7,39,10,385,405,172.5,25674,decrease
0.056,7,40,9,329,347,147.9,25497,decrease
0.056,7,41,10,254,274,117.48,25560,decrease
0.056,7,42,2,212,216,91.2,25686,decrease
0.056,7,43,4,194,202,85.8,26082,decrease
0.056,7,44,0,201,201,84.42,25827,decrease
0.056,7,45,5,169,179,76.38,25977,decrease
0.056,7,46,0,161,161,67.62,25826,decrease
0.056,7,47,1,140,142,59.88,25510,decrease
0.056,7,48,0,101,101,42.42,25404,decrease
0.056,7,49,0,67,67,28.14,25888,decrease
0.056,7,50,0,66,66,27.72,25706,decrease
0.056,7,51,0,58,58,24.36,25530,decrease
0.056,7,52,0,41,41,17.22,25914,decrease
0.056,7,53,0,40,40,16.8,25898,decrease
0.056,7,54,0,36,36,15.12,25970,decrease
0.056,7,55,0,24,24,10.08,26076,decrease
0.056,7,56,0,28,28,11.76,25891,decrease
0.056,7,57,0,22,22,9.24,25939,decrease
0.056,7,58,0,13,13,5.46,25559,decrease
0.056,7,59,0,10,10,4.2,25842,decrease
0.056,7,60,0,14,14,5.88,25893,decrease
0.056,7,61,0,13,13,5.46,25511,decrease
0.056,7,62,0,8,8,3.36,25896,decrease
0.056,7,63,0,6,6,2.52,26120,decrease
0.056,7,64,0,3,3,1.26,25920,decrease
0.056,7,65,0,1,1,0.42,25915,decrease
0.056,7,66,0,2,2,0.84,25838,decrease
0.056,7,67,0,2,2,0.84,25867,decrease
0.056,7,68,0,0,0,0,25523,decrease
0.056,8,-1,1542,0,3084,1665.36,28347,decrease
0.056,8,0,1208,709,3125,1602.42,27146,decrease
0.056,8,1,1010,902,2922,1469.64,26367,decrease
0.056,8,2,978,980,2936,1467.84,25703,decrease
