a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.0611,1,-1,1695,0,3390,1830.6,27984,decrease
0.0611,1,0,1308,728,3344,1718.4,27091,decrease
0.0611,1,1,1058,909,3025,1524.42,26137,decrease
0.0611,1,2,999,982,2980,1491.36,25327,decrease
0.0611,1,3,995,1083,3073,1529.46,25373,decrease
0.0611,1,4,889,1212,2990,1469.16,25269,decrease
0.0611,1,5,786,1259,2831,1377.66,24927,decrease
0.0611,1,6,754,1176,2684,1308.24,25084,decrease
0.0611,1,7,653,1243,2549,1227.3,25444,decrease
0.0611,1,8,591,1309,2491,1188.06,25360,decrease
0.0611,1,9,576,1205,2357,1128.18,25399,decrease
0.0611,1,10,414,1327,2155,1004.46,25640,decrease
0.0611,1,11,437,1197,2071,974.7,25292,decrease
0.0611,1,12,404,1159,1967,923.1,25151,decrease
0.0611,1,13,334,1175,1843,854.22,25299,decrease
0.0611,1,14,310,1172,1792,827.04,25169,decrease
0.0611,1,15,271,1130,1672,767.28,25480,decrease
0.0611,1,16,236,1132,1604,730.32,25010,decrease
0.0611,1,17,181,1084,1446,650.76,24695,decrease
0.0611,1,18,192,988,1372,622.32,24920,decrease
0.0611,1,19,175,966,1316,594.72,25216,decrease
0.0611,1,20,122,919,1163,517.74,25410,decrease
0.0611,1,21,101,844,1046,463.56,25266,decrease
0.0611,1,22,74,759,907,398.7,25249,decrease
0.0611,1,23,61,628,750,329.64,25057,decrease
0.0611,1,24,32,581,645,278.58,25258,decrease
0.0611,1,25,25,499,549,236.58,25461,decrease
0.0611,1,26,28,424,480,208.32,25507,decrease
0.0611,1,27,22,360,404,174.96,25884,decrease
0.0611,1,28,6,320,332,140.88,26187,decrease
0.0611,1,29,4,286,294,124.44,25826,decrease
0.0611,1,30,3,230,236,99.84,26164,decrease
0.0611,1,31,4,198,206,87.48,25634,decrease
0.0611,1,32,6,174,186,79.56,25641,decrease
0.0611,1,33,0,155,155,65.1,25662,decrease
0.0611,1,34,0,133,133,55.86,25603,decrease
0.0611,1,35,0,108,108,45.36,25818,decrease
0.0611,1,36,0,72,72,30.24,25658,decrease
0.0611,1,37,0,66,66,27.72,25517,decrease
0.0611,1,38,2,65,69,29.46,25415,decrease
0.0611,1,39,0,57,57,23.94,25891,decrease
