a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.02,1,-1,567,0,1134,612.36,27462,decrease
0.02,1,0,254,552,1060,506.16,27242,decrease
0.02,1,1,148,528,824,381.6,26260,decrease
0.02,1,2,86,561,733,328.5,26291,decrease
0.02,1,3,61,499,621,275.46,25939,decrease
0.02,1,4,50,445,545,240.9,25770,decrease
0.02,1,5,30,423,483,210.06,25539,decrease
0.02,1,6,41,368,450,198.84,25632,decrease
0.02,1,7,12,365,389,166.26,25534,decrease
0.02,1,8,10,298,318,135.96,25538,decrease
0.02,1,9,5,273,283,120.06,25853,decrease
0.02,1,10,7,211,225,96.18,25870,decrease
0.02,1,11,2,190,194,81.96,25796,decrease
0.02,1,12,1,166,168,70.8,25827,decrease
0.02,1,13,3,130,136,57.84,25691,decrease
0.02,1,14,0,115,115,48.3,25435,decrease
0.02,1,15,2,90,94,39.96,25774,decrease
0.02,1,16,0,84,84,35.28,25178,decrease
0.02,1,17,0,76,76,31.92,25576,decrease
0.02,1,18,0,73,73,30.66,25869,decrease
0.02,1,19,0,61,61,25.62,26032,decrease
0.02,1,20,0,54,54,22.68,25932,decrease
0.02,1,21,0,39,39,16.38,25860,decrease
0.02,1,22,0,36,36,15.12,25803,decrease
0.02,1,23,0,39,39,16.38,25533,decrease
0.02,1,24,0,34,34,14.28,25562,decrease
0.02,1,25,0,29,29,12.18,25670,decrease
0.02,1,26,0,22,22,9.24,25849,decrease
0.02,1,27,0,17,17,7.14,26086,decrease
0.02,1,28,0,19,19,7.98,25757,decrease
0.02,1,29,0,23,23,9.66,26093,decrease
0.02,1,30,0,14,14,5.88,25754,decrease
0.02,1,31,0,14,14,5.88,26060,decrease
0.02,1,32,0,13,13,5.46,26475,decrease
0.02,1,33,0,12,12,5.04,26150,decrease
0.02,1,34,0,9,9,3.78,26474,decrease
0.02,1,35,0,5,5,2.1,26081,decrease
0.02,1,36,0,2,2,0.84,26009,decrease
0.02,1,37,0,4,4,1.68,26105,decrease
0.02,1,38,0,3,3,1.26,25491,decrease
