a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.0586,1,-1,1568,0,3136,1693.44,27879,decrease
0.0586,1,0,1151,617,2919,1502.22,26630,decrease
0.0586,1,1,1051,861,2963,1496.7,25915,decrease
0.0586,1,2,972,1051,2995,1491.18,25956,decrease
0.0586,1,3,932,1060,2924,1451.76,25772,decrease
0.0586,1,4,851,1213,2915,1428.54,25709,decrease
0.0586,1,5,786,1196,2768,1351.2,25486,decrease
0.0586,1,6,812,1188,2812,1375.92,25504,decrease
0.0586,1,7,778,1249,2805,1364.82,25678,decrease
0.0586,1,8,734,1212,2680,1301.76,25655,decrease
0.0586,1,9,625,1213,2463,1184.46,25473,decrease
0.0586,1,10,635,1339,2609,1248.18,25635,decrease
0.0586,1,11,553,1327,2433,1154.58,25323,decrease
0.0586,1,12,532,1313,2377,1126.02,25021,decrease
0.0586,1,13,541,1362,2444,1156.32,25060,decrease
0.0586,1,14,488,1346,2322,1092.36,24996,decrease
0.0586,1,15,463,1352,2278,1067.88,25325,decrease
0.0586,1,16,440,1341,2221,1038.42,25401,decrease
0.0586,1,17,437,1386,2260,1054.08,25311,decrease
0.0586,1,18,414,1426,2254,1046.04,25207,decrease
0.0586,1,19,355,1235,1945,902.1,25071,decrease
0.0586,1,20,313,1209,1835,845.82,25094,decrease
0.0586,1,21,282,1203,1767,809.82,25060,decrease
0.0586,1,22,268,1117,1653,758.58,25493,decrease
0.0586,1,23,219,1160,1598,723.72,25760,decrease
0.0586,1,24,176,1151,1503,673.5,25488,decrease
0.0586,1,25,127,1089,1343,594.54,25342,decrease
0.0586,1,26,114,954,1182,523.8,25149,decrease
0.0586,1,27,84,863,1031,453.18,25203,decrease
0.0586,1,28,74,788,936,410.88,25476,decrease
0.0586,1,29,84,753,921,406.98,25427,decrease
0.0586,1,30,59,724,842,367.8,25308,decrease
0.0586,1,31,34,657,725,312.66,25332,decrease
0.0586,1,32,33,604,670,289.32,25497,decrease
0.0586,1,33,24,513,561,241.38,25689,decrease
0.0586,1,34,15,438,468,200.16,25605,decrease
0.0586,1,35,8,356,372,158.16,25106,decrease
0.0586,1,36,5,328,338,143.16,25455,decrease
0.0586,1,37,5,262,272,115.44,25563,decrease
0.0586,1,38,5,234,244,103.68,25386,decrease
0.0586,1,39,1,195,197,82.98,25566,decrease
0.0586,1,40,4,159,167,71.1,25530,decrease
0.0586,1,41,1,163,165,69.54,25937,decrease
0.0586,1,42,0,110,110,46.2,25675,decrease
0.0586,1,43,0,89,89,37.38,25492,decrease
0.0586,1,44,0,88,88,36.96,25756,decrease
0.0586,1,45,0,105,105,44.1,25938,decrease
0.0586,1,46,0,74,74,31.08,25882,decrease
0.0586,1,47,2,61,65,27.78,26023,decrease
0.0586,1,48,0,53,53,22.26,25775,decrease
0.0586,1,49,0,36,36,15.12,25914,decrease
0.0586,1,50,0,34,34,14.28,25671,decrease
0.0586,1,51,0,39,39,16.38,25660,decrease
0.0586,1,52,0,23,23,9.66,25375,decrease
0.0586,1,53,0,14,14,5.88,25337,decrease
0.0586,1,54,0,12,12,5.04,25178,decrease
0.0586,1,55,0,9,9,3.78,25522,decrease
0.0586,1,56,0,1,1,0.42,25909,decrease
0.0586,1,57,0,0,0,0,25872,decrease
0.0586,2,-1,1563,0,3126,1688.04,27867,decrease
0.0586,2,0,1194,682,3070,1575.96,27243,decrease
0.0586,2,1,1034,901,2969,1495.14,26118,decrease
0.0586,2,2,989,1062,3040,1514.16,25666,decrease
0.0586,2,3,902,1171,2975,1465.98,25591,decrease
0.0586,2,4,928,1138,2994,1480.2,25268,decrease
0.0586,2,5,901,1222,3024,1486.32,25207,decrease
0.0586,2,6,870,1261,3001,1469.22,25295,decrease
0.0586,2,7,860,1379,3099,1507.98,25801,decrease
0.0586,2,8,877,1433,3187,1549.02,26005,decrease
0.0586,2,9,785,1447,3017,1455.54,25497,decrease
0.0586,2,10,814,1452,3080,1488.96,25294,decrease
0.0586,2,11,836,1497,3169,1531.62,25120,decrease
0.0586,2,12,787,1467,3041,1466.1,25019,decrease
0.0586,2,13,776,1517,3069,1475.22,25121,decrease
0.0586,2,14,718,1613,3049,1452.9,25472,decrease
0.0586,2,15,652,1493,2797,1331.22,25445,decrease
0.0586,2,16,634,1562,2830,1340.76,25382,decrease
0.0586,2,17,545,1494,2584,1216.08,25317,decrease
0.0586,2,18,549,1431,2529,1193.94,25137,decrease
0.0586,2,19,490,1463,2443,1143.66,25578,decrease
0.0586,2,20,517,1398,2432,1145.52,25746,decrease
0.0586,2,21,414,1345,2173,1012.02,25379,decrease
0.0586,2,22,391,1315,2097,974.58,25246,decrease
0.0586,2,23,388,1401,2177,1007.46,25104,decrease
0.0586,2,24,367,1285,2019,936.06,24930,decrease
0.0586,2,25,298,1216,1812,832.56,24467,decrease
0.0586,2,26,308,1120,1736,803.04,24960,decrease
0.0586,2,27,269,1214,1752,800.4,25048,decrease
0.0586,2,28,260,1201,1721,785.22,25497,decrease
0.0586,2,29,226,1093,1545,703.14,25262,decrease
0.0586,2,30,182,1081,1445,650.58,25413,decrease
0.0586,2,31,160,1092,1412,631.44,25409,decrease
0.0586,2,32,127,1058,1312,581.52,25488,decrease
0.0586,2,33,121,989,1231,546.06,25628,decrease
0.0586,2,34,99,886,1084,479.04,25359,decrease
0.0586,2,35,86,811,983,433.5,25677,decrease
0.0586,2,36,48,766,862,373.56,25575,decrease
0.0586,2,37,50,671,771,335.82,25382,decrease
0.0586,2,38,40,680,760,328.8,25408,decrease
0.0586,2,39,39,618,696,301.68,25367,decrease
0.0586,2,40,39,553,631,274.38,25297,decrease
0.0586,2,41,18,542,578,247.08,25499,decrease
0.0586,2,42,17,475,509,217.86,25443,decrease
0.0586,2,43,7,465,479,202.86,25255,decrease
0.0586,2,44,13,409,435,185.82,25430,decrease
0.0586,2,45,10,297,317,135.54,25343,decrease
0.0586,2,46,4,258,266,112.68,25024,decrease
0.0586,2,47,6,239,251,106.86,25153,decrease
0.0586,2,48,0,200,200,84,25381,decrease
0.0586,2,49,3,164,170,72.12,25178,decrease
0.0586,2,50,2,142,146,61.8,25034,decrease
0.0586,2,51,0,114,114,47.88,24941,decrease
0.0586,2,52,0,119,119,49.98,25084,decrease
0.0586,2,53,0,128,128,53.76,25711,decrease
0.0586,2,54,0,88,88,36.96,25905,decrease
0.0586,2,55,0,64,64,26.88,25999,decrease
0.0586,2,56,0,63,63,26.46,26169,decrease
0.0586,2,57,0,58,58,24.36,26216,decrease
0.0586,2,58,0,53,53,22.26,26296,decrease
0.0586,2,59,0,47,47,19.74,26139,decrease
0.0586,2,60,0,54,54,22.68,25713,decrease
0.0586,2,61,0,45,45,18.9,25635,decrease
0.0586,2,62,0,43,43,18.06,25740,decrease
0.0586,2,63,0,41,41,17.22,25580,decrease
0.0586,2,64,0,28,28,11.76,25740,decrease
0.0586,2,65,0,27,27,11.34,25532,decrease
0.0586,2,66,0,13,13,5.46,25948,decrease
0.0586,2,67,0,10,10,4.2,25789,decrease
0.0586,2,68,0,13,13,5.46,25475,decrease
0.0586,2,69,0,10,10,4.2,25900,decrease
0.0586,2,70,0,9,9,3.78,26264,decrease
0.0586,2,71,0,7,7,2.94,25888,decrease
0.0586,2,72,0,4,4,1.68,26297,decrease
0.0586,2,73,0,9,9,3.78,25813,decrease
0.0586,2,74,0,12,12,5.04,25779,decrease
0.0586,2,75,0,11,11,4.62,25758,decrease
0.0586,2,76,0,4,4,1.68,25980,decrease
0.0586,2,77,0,4,4,1.68,25885,decrease
0.0586,2,78,0,4,4,1.68,25270,decrease
0.0586,2,79,0,2,2,0.84,25642,decrease
0.0586,2,80,0,1,1,0.42,25868,decrease
0.0586,2,81,0,3,3,1.26,25504,decrease
0.0586,2,82,0,2,2,0.84,25955,decrease
0.0586,2,83,0,0,0,0,25924,decrease
0.0586,3,-1,1658,0,3316,1790.64,27412,decrease
0.0586,3,0,1172,624,2968,1527.84,26448,decrease
0.0586,3,1,1133,824,3090,1569.72,26184,decrease
0.0586,3,2,1090,949,3129,1575.78,25747,decrease
0.0586,3,3,1038,1079,3155,1574.22,25472,decrease
0.0586,3,4,920,1150,2990,1476.6,24986,decrease
0.0586,3,5,854,1265,2973,1453.62,24944,decrease
0.0586,3,6,864,1356,3084,1502.64,25195,decrease
0.0586,3,7,851,1434,3136,1521.36,24977,decrease
0.0586,3,8,838,1464,3140,1519.92,25421,decrease
0.0586,3,9,783,1456,3022,1457.16,25159,decrease
0.0586,3,10,678,1535,2891,1376.94,24973,decrease
0.0586,3,11,686,1572,2944,1401.12,25272,decrease
0.0586,3,12,719,1624,3062,1458.6,25112,decrease
0.0586,3,13,655,1503,2813,1338.66,25083,decrease
0.0586,3,14,601,1557,2759,1303.02,24651,decrease
