a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.06,1,-1,1745,0,3490,1884.6,27630,decrease
0.06,1,0,1402,592,3396,1762.8,26814,decrease
0.06,1,1,1275,839,3389,1729.38,26028,decrease
0.06,1,2,1212,1022,3446,1738.2,25939,decrease
0.06,1,3,1165,1127,3457,1731.54,25550,decrease
0.06,1,4,1115,1162,3392,1692.24,25765,decrease
0.06,1,5,1066,1346,3478,1716.6,25950,decrease
0.06,1,6,1052,1359,3463,1706.94,25641,decrease
0.06,1,7,993,1432,3418,1673.88,25320,decrease
0.06,1,8,946,1405,3297,1611.78,25804,decrease
0.06,1,9,925,1430,3280,1599.6,25530,decrease
0.06,1,10,927,1401,3255,1589.58,25724,decrease
0.06,1,11,892,1492,3276,1590,25471,decrease
0.06,1,12,869,1536,3274,1583.64,25484,decrease
0.06,1,13,932,1497,3361,1635.3,25284,decrease
0.06,1,14,866,1483,3215,1558.14,24956,decrease
0.06,1,15,854,1393,3101,1507.38,25264,decrease
0.06,1,16,769,1518,3056,1468.08,25221,decrease
0.06,1,17,756,1451,2963,1425.9,25170,decrease
0.06,1,18,810,1402,3022,1463.64,25504,decrease
0.06,1,19,785,1394,2964,1433.28,25376,decrease
0.06,1,20,785,1473,3043,1466.46,25409,decrease
0.06,1,21,744,1489,2977,1428.9,24736,decrease
0.06,1,22,738,1437,2913,1400.58,24691,decrease
0.06,1,23,713,1441,2867,1375.26,24660,decrease
0.06,1,24,729,1617,3075,1466.46,25312,decrease
0.06,1,25,725,1630,3080,1467.6,25046,decrease
0.06,1,26,692,1588,2972,1414.32,25148,decrease
0.06,1,27,639,1518,2796,1327.68,25357,decrease
0.06,1,28,613,1553,2779,1314.3,25001,decrease
0.06,1,29,552,1410,2514,1188.36,24784,decrease
0.06,1,30,559,1424,2542,1201.8,24804,decrease
0.06,1,31,501,1461,2463,1154.7,24651,decrease
0.06,1,32,494,1410,2398,1125.72,24386,decrease
0.06,1,33,441,1403,2285,1065.54,24885,decrease
0.06,1,34,432,1446,2310,1073.88,24927,decrease
0.06,1,35,398,1388,2184,1012.8,25249,decrease
0.06,1,36,311,1440,2062,940.68,25039,decrease
0.06,1,37,321,1317,1959,899.82,25136,decrease
0.06,1,38,274,1192,1740,796.56,25450,decrease
0.06,1,39,200,1123,1523,687.66,25244,decrease
0.06,1,40,188,1047,1423,642.78,25696,decrease
0.06,1,41,153,1041,1347,602.46,25608,decrease
0.06,1,42,106,951,1163,513.9,25756,decrease
0.06,1,43,103,898,1104,488.4,25607,decrease
0.06,1,44,89,831,1009,445.14,25406,decrease
0.06,1,45,58,761,877,382.26,25476,decrease
0.06,1,46,57,776,890,387.48,25461,decrease
0.06,1,47,41,694,776,335.76,25692,decrease
0.06,1,48,38,636,712,308.16,25469,decrease
0.06,1,49,21,591,633,270.9,25546,decrease
0.06,1,50,20,515,555,237.9,25320,decrease
0.06,1,51,15,428,458,195.96,25113,decrease
0.06,1,52,15,364,394,169.08,25688,decrease
0.06,1,53,14,305,333,143.22,25719,decrease
0.06,1,54,8,251,267,114.06,25494,decrease
0.06,1,55,7,248,262,111.72,25472,decrease
0.06,1,56,1,207,209,88.02,25056,decrease
0.06,1,57,2,181,185,78.18,25248,decrease
0.06,1,58,1,154,156,65.76,25380,decrease
0.06,1,59,0,129,129,54.18,25460,decrease
0.06,1,60,0,96,96,40.32,25403,decrease
0.06,1,61,0,89,89,37.38,25672,decrease
0.06,1,62,0,63,63,26.46,25583,decrease
0.06,1,63,0,55,55,23.1,25706,decrease
0.06,1,64,0,45,45,18.9,25818,decrease
0.06,1,65,0,36,36,15.12,25537,decrease
0.06,1,66,0,21,21,8.82,25534,decrease
0.06,1,67,0,24,24,10.08,25235,decrease
0.06,1,68,0,16,16,6.72,25988,decrease
0.06,1,69,0,27,27,11.34,25956,decrease
0.06,1,70,0,29,29,12.18,26109,decrease
0.06,1,71,0,26,26,10.92,25784,decrease
0.06,1,72,0,16,16,6.72,25615,decrease
0.06,1,73,0,9,9,3.78,25596,decrease
0.06,1,74,0,11,11,4.62,25199,decrease
0.06,1,75,0,10,10,4.2,25475,decrease
0.06,1,76,0,10,10,4.2,25645,decrease
0.06,1,77,0,8,8,3.36,25730,decrease
0.06,1,78,0,3,3,1.26,25827,decrease
0.06,1,79,0,5,5,2.1,25907,decrease
0.06,1,80,0,2,2,0.84,26088,decrease
0.06,1,81,0,1,1,0.42,25515,decrease
0.06,1,82,0,2,2,0.84,25555,decrease
0.06,1,83,0,6,6,2.52,25946,decrease
0.06,1,84,0,5,5,2.1,26005,decrease
0.06,1,85,0,2,2,0.84,26132,decrease
0.06,1,86,0,0,0,0,25609,decrease
0.06,2,-1,1601,0,3202,1729.08,27765,decrease
0.06,2,0,1282,704,3268,1680.24,27003,decrease
0.06,2,1,1046,878,2970,1498.44,25918,decrease
0.06,2,2,981,1108,3070,1524.84,25906,decrease
0.06,2,3,940,1120,3000,1485.6,25864,decrease
0.06,2,4,882,1192,2956,1453.2,25630,decrease
0.06,2,5,896,1267,3059,1499.82,25562,decrease
0.06,2,6,917,1238,3072,1510.32,25209,decrease
0.06,2,7,864,1403,3131,1522.38,24853,decrease
0.06,2,8,919,1394,3232,1578,24915,decrease
0.06,2,9,907,1549,3363,1630.14,25409,decrease
0.06,2,10,897,1439,3233,1573.14,25239,decrease
0.06,2,11,830,1506,3166,1528.92,25403,decrease
0.06,2,12,790,1520,3100,1491.6,24953,decrease
0.06,2,13,756,1569,3081,1475.46,25135,decrease
0.06,2,14,702,1473,2877,1376.82,24938,decrease
0.06,2,15,699,1429,2827,1355.1,24567,decrease
0.06,2,16,717,1510,2944,1408.56,24900,decrease
0.06,2,17,647,1523,2817,1338.42,25146,decrease
0.06,2,18,647,1620,2914,1379.16,25374,decrease
0.06,2,19,625,1542,2792,1322.64,25347,decrease
0.06,2,20,518,1567,2603,1217.58,25027,decrease
0.06,2,21,484,1593,2561,1191.78,25004,decrease
0.06,2,22,466,1551,2483,1154.7,25046,decrease
0.06,2,23,427,1443,2297,1067.22,24301,decrease
0.06,2,24,407,1483,2297,1062.42,24351,decrease
0.06,2,25,372,1419,2163,997.74,24902,decrease
0.06,2,26,390,1403,2183,1010.46,25077,decrease
0.06,2,27,369,1297,2035,943.26,25006,decrease
0.06,2,28,322,1395,2039,933.66,25385,decrease
0.06,2,29,286,1301,1873,855.3,25103,decrease
0.06,2,30,251,1225,1727,785.58,24886,decrease
0.06,2,31,223,1236,1682,759.96,25293,decrease
0.06,2,32,222,1125,1569,712.26,24917,decrease
0.06,2,33,195,1134,1524,686.88,24953,decrease
0.06,2,34,182,1091,1455,654.78,25522,decrease
0.06,2,35,163,992,1318,592.68,25641,decrease
0.06,2,36,130,964,1224,545.28,25501,decrease
0.06,2,37,114,946,1174,520.44,25814,decrease
0.06,2,38,98,830,1026,454.44,25355,decrease
0.06,2,39,64,771,899,392.94,24910,decrease
0.06,2,40,55,659,769,336.18,25002,decrease
0.06,2,41,55,626,736,322.32,25124,decrease
0.06,2,42,46,569,661,288.66,25260,decrease
0.06,2,43,20,512,552,236.64,25134,decrease
0.06,2,44,23,414,460,198.72,25193,decrease
0.06,2,45,16,387,419,179.82,25613,decrease
0.06,2,46,14,320,348,149.52,25847,decrease
0.06,2,47,4,320,328,138.72,25907,decrease
0.06,2,48,1,277,279,117.42,25752,decrease
0.06,2,49,3,205,211,89.34,25937,decrease
0.06,2,50,2,169,173,73.14,25779,decrease
0.06,2,51,2,135,139,58.86,25902,decrease
0.06,2,52,3,113,119,50.7,25864,decrease
0.06,2,53,2,141,145,61.38,25898,decrease
0.06,2,54,2,134,138,58.44,25893,decrease
0.06,2,55,2,112,116,49.2,26435,decrease
0.06,2,56,0,96,96,40.32,25944,decrease
0.06,2,57,1,48,50,21.24,25668,decrease
0.06,2,58,0,37,37,15.54,25773,decrease
0.06,2,59,0,37,37,15.54,25624,decrease
0.06,2,60,0,30,30,12.6,25385,decrease
0.06,2,61,0,24,24,10.08,25819,decrease
0.06,2,62,0,27,27,11.34,25663,decrease
0.06,2,63,1,27,29,12.42,25778,decrease
0.06,2,64,0,19,19,7.98,25676,decrease
0.06,2,65,0,15,15,6.3,25840,decrease
0.06,2,66,0,12,12,5.04,26112,decrease
0.06,2,67,0,15,15,6.3,25742,decrease
0.06,2,68,0,19,19,7.98,25652,decrease
0.06,2,69,0,16,16,6.72,25839,decrease
0.06,2,70,0,15,15,6.3,25812,decrease
0.06,2,71,0,9,9,3.78,25760,decrease
0.06,2,72,0,2,2,0.84,25573,decrease
0.06,2,73,0,3,3,1.26,25592,decrease
0.06,2,74,0,2,2,0.84,25869,decrease
0.06,2,75,0,2,2,0.84,26093,decrease
0.06,2,76,0,0,0,0,26083,decrease
0.06,3,-1,1602,0,3204,1730.16,27909,decrease
0.06,3,0,1267,730,3264,1674.96,26664,decrease
0.06,3,1,1186,858,3230,1641.24,26190,decrease
0.06,3,2,1050,954,3054,1534.68,25725,decrease
0.06,3,3,958,1074,2990,1485.72,25552,decrease
0.06,3,4,890,1204,2984,1466.88,25391,decrease
0.06,3,5,787,1176,2750,1343.88,25126,decrease
0.06,3,6,805,1176,2786,1363.32,25447,decrease
0.06,3,7,708,1265,2681,1295.94,25140,decrease
0.06,3,8,717,1239,2673,1294.74,25042,decrease
0.06,3,9,638,1311,2587,1239.66,25044,decrease
0.06,3,10,601,1368,2570,1223.64,25285,decrease
0.06,3,11,572,1426,2570,1216.68,25224,decrease
0.06,3,12,593,1404,2590,1230.12,25073,decrease
0.06,3,13,550,1396,2496,1180.32,25291,decrease
0.06,3,14,526,1365,2417,1141.38,25492,decrease
0.06,3,15,481,1434,2396,1121.76,25340,decrease
0.06,3,16,412,1343,2167,1009.02,25344,decrease
