a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.0688,1,-1,1865,0,3730,2014.2,27844,decrease
0.0688,1,0,1566,612,3744,1948.32,26710,decrease
0.0688,1,1,1458,909,3825,1956.42,26178,decrease
0.0688,1,2,1343,1110,3796,1916.64,26035,decrease
0.0688,1,3,1260,1250,3770,1885.8,25849,decrease
0.0688,1,4,1212,1225,3649,1823.46,25378,decrease
0.0688,1,5,1143,1188,3474,1733.4,25380,decrease
0.0688,1,6,1125,1215,3465,1725.3,25488,decrease
0.0688,1,7,1060,1334,3454,1705.08,25313,decrease
0.0688,1,8,1055,1368,3478,1713.96,25271,decrease
0.0688,1,9,1014,1296,3324,1639.44,24966,decrease
0.0688,1,10,1062,1492,3616,1773.6,24993,decrease
0.0688,1,11,1103,1631,3837,1876.26,25114,decrease
0.0688,1,12,1034,1650,3718,1809.72,25196,decrease
0.0688,1,13,1052,1589,3693,1803.54,25415,decrease
0.0688,1,14,1054,1741,3849,1869.54,25603,decrease
0.0688,1,15,1082,1660,3824,1865.76,25185,decrease
0.0688,1,16,1019,1698,3736,1813.68,25223,decrease
0.0688,1,17,1088,1708,3884,1892.4,25357,decrease
0.0688,1,18,1082,1777,3941,1914.9,25668,decrease
0.0688,1,19,1013,1702,3728,1808.88,24984,decrease
0.0688,1,20,1042,1699,3783,1838.94,24915,decrease
0.0688,1,21,987,1759,3733,1804.74,24871,decrease
0.0688,1,22,989,1688,3666,1777.08,24844,decrease
0.0688,1,23,1007,1681,3695,1793.58,24967,decrease
0.0688,1,24,1048,1754,3850,1868.52,24892,decrease
0.0688,1,25,1047,1841,3935,1903.98,25035,decrease
0.0688,1,26,1060,1869,3989,1929.78,25223,decrease
0.0688,1,27,1032,1862,3926,1896.6,25334,decrease
0.0688,1,28,1028,1915,3971,1914.54,25112,decrease
0.0688,1,29,1014,1969,3997,1922.1,24966,decrease
0.0688,1,30,1078,1839,3995,1936.62,25025,decrease
0.0688,1,31,1023,1825,3871,1871.34,25127,decrease
0.0688,1,32,1052,1946,4050,1953.48,25376,decrease
0.0688,1,33,1078,1920,4076,1970.64,25769,decrease
0.0688,1,34,1073,1924,4070,1966.92,25758,decrease
0.0688,1,35,1084,1909,4077,1972.5,25768,decrease
0.0688,1,36,1008,1888,3904,1881.6,25391,decrease
0.0688,1,37,950,1849,3749,1802.58,25105,decrease
0.0688,1,38,975,1813,3763,1814.46,25005,decrease
0.0688,1,39,911,1896,3718,1780.2,25500,decrease
0.0688,1,40,893,1783,3569,1713.3,25380,decrease
0.0688,1,41,880,1844,3604,1724.88,25247,decrease
0.0688,1,42,964,1821,3749,1805.94,25170,decrease
0.0688,1,43,942,1869,3753,1802.34,25118,decrease
0.0688,1,44,938,1777,3653,1759.38,25449,decrease
0.0688,1,45,935,1720,3590,1732.2,24827,decrease
0.0688,1,46,891,1745,3527,1695.18,25285,decrease
0.0688,1,47,867,1641,3375,1625.58,25060,decrease
0.0688,1,48,886,1748,3520,1691.04,24979,decrease
0.0688,1,49,930,1723,3583,1728.06,25306,decrease
0.0688,1,50,968,1716,3652,1766.16,25374,decrease
0.0688,1,51,946,1694,3586,1733.16,25461,decrease
0.0688,1,52,974,1748,3696,1786.08,25501,decrease
0.0688,1,53,952,1751,3655,1763.58,25222,decrease
0.0688,1,54,897,1698,3492,1681.92,25071,decrease
0.0688,1,55,936,1724,3596,1734.96,25051,decrease
0.0688,1,56,885,1673,3443,1658.46,24901,decrease
0.0688,1,57,944,1714,3602,1739.4,25507,decrease
0.0688,1,58,934,1705,3573,1724.82,25054,decrease
0.0688,1,59,923,1690,3536,1706.64,24927,decrease
0.0688,1,60,890,1707,3487,1678.14,25151,decrease
0.0688,1,61,923,1766,3612,1738.56,24892,decrease
0.0688,1,62,911,1776,3598,1729.8,25386,decrease
0.0688,1,63,862,1743,3467,1663.02,25028,decrease
0.0688,1,64,909,1797,3615,1736.46,25351,decrease
0.0688,1,65,880,1688,3448,1659.36,24993,decrease
0.0688,1,66,848,1743,3439,1647.9,25083,decrease
0.0688,1,67,871,1710,3452,1658.88,25390,decrease
0.0688,1,68,827,1680,3334,1598.76,24864,decrease
0.0688,1,69,843,1591,3277,1578.66,24972,decrease
0.0688,1,70,848,1664,3360,1614.72,25368,decrease
0.0688,1,71,789,1644,3222,1542.6,25834,decrease
0.0688,1,72,810,1603,3223,1548.06,25473,decrease
0.0688,1,73,737,1645,3119,1486.86,25196,decrease
0.0688,1,74,674,1749,3097,1462.5,25196,decrease
0.0688,1,75,701,1629,3031,1441.26,25030,decrease
0.0688,1,76,688,1626,3002,1425.96,25083,decrease
0.0688,1,77,661,1674,2996,1416.96,25400,decrease
0.0688,1,78,680,1525,2885,1374.9,25492,decrease
0.0688,1,79,664,1593,2921,1386.18,25594,decrease
0.0688,1,80,682,1555,2919,1389.66,25199,decrease
0.0688,1,81,666,1570,2902,1378.68,25372,decrease
0.0688,1,82,602,1629,2833,1334.34,25556,decrease
0.0688,1,83,598,1607,2803,1320.78,25584,decrease
0.0688,1,84,565,1552,2682,1262.04,25273,decrease
0.0688,1,85,554,1524,2632,1238.4,25429,decrease
0.0688,1,86,491,1485,2467,1153.98,25524,decrease
0.0688,1,87,501,1424,2426,1139.16,25374,decrease
0.0688,1,88,450,1444,2344,1092.48,25652,decrease
0.0688,1,89,427,1397,2251,1047.9,25156,decrease
0.0688,1,90,427,1407,2261,1052.1,25364,decrease
0.0688,1,91,417,1452,2286,1060.2,25327,decrease
0.0688,1,92,403,1271,2077,969.06,25034,decrease
0.0688,1,93,338,1325,2001,921.54,25430,decrease
0.0688,1,94,263,1227,1753,799.38,25315,decrease
0.0688,1,95,251,1226,1728,786,25063,decrease
0.0688,1,96,188,1255,1631,730.14,25118,decrease
0.0688,1,97,193,1124,1510,680.52,24978,decrease
0.0688,1,98,146,1176,1468,651.6,25076,decrease
0.0688,1,99,141,1053,1335,594.54,25090,decrease
0.0688,1,100,122,1025,1269,562.26,25338,decrease
0.0688,2,-1,1880,0,3760,2030.4,27797,increase
0.0688,2,0,1543,602,3688,1919.28,26721,increase
0.0688,2,1,1375,733,3483,1792.86,25880,increase
0.0688,2,2,1271,1019,3561,1800.66,26023,increase
0.0688,2,3,1232,1199,3663,1834.14,25929,increase
0.0688,2,4,1299,1224,3822,1917,25772,increase
0.0688,2,5,1192,1339,3723,1849.74,25973,increase
