a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.25,1,-1,7017,0,14034,7578.36,28029,increase
0.25,1,0,6660,782,14102,7521.24,27229,increase
0.25,1,1,6486,952,13924,7404.72,26635,increase
0.25,1,2,6491,1112,14094,7477.32,26622,increase
0.25,1,3,6418,1180,14016,7427.04,26019,increase
0.25,1,4,6610,1321,14541,7693.62,26288,increase
0.25,1,5,6612,1414,14638,7734.84,26282,increase
0.25,1,6,6565,1480,14610,7711.8,26609,increase
0.25,1,7,6832,1537,15201,8024.1,26873,increase
0.25,1,8,6790,1552,15132,7985.04,26365,increase
0.25,1,9,6494,1577,14565,7675.86,25883,increase
0.25,1,10,6459,1576,14494,7637.64,25764,increase
0.25,1,11,6462,1683,14607,7685.82,25779,increase
0.25,1,12,6726,1676,15128,7968,25771,increase
0.25,1,13,6849,1646,15344,8088.24,25908,increase
0.25,1,14,6993,1563,15549,8208.9,26055,increase
0.25,1,15,6873,1602,15348,8095.68,25708,increase
0.25,1,16,7144,1611,15899,8392.14,25834,increase
0.25,1,17,7312,1445,16069,8503.86,25854,increase
0.25,1,18,7260,1597,16117,8511.54,25753,increase
0.25,1,19,7532,1683,16747,8841.42,26241,increase
0.25,1,20,7444,1698,16586,8752.68,26097,increase
0.25,1,21,7506,1729,16741,8832.66,26184,increase
0.25,1,22,7536,1619,16691,8818.86,25982,increase
0.25,1,23,7747,1629,17123,9050.94,26192,increase
0.25,1,24,8033,1686,17752,9383.76,26748,increase
0.25,1,25,8017,1700,17734,9372.36,26406,increase
0.25,1,26,8167,1671,18005,9522.18,26511,increase
0.25,1,27,8076,1737,17889,9451.62,26485,increase
0.25,1,28,8085,1694,17864,9443.28,26021,increase
0.25,1,29,8173,1684,18030,9534.12,26257,increase
0.25,1,30,8043,1636,17722,9373.56,26132,increase
0.25,1,31,8193,1662,18048,9546.48,26110,increase
0.25,1,32,8385,1584,18354,9721.08,26314,increase
0.25,1,33,8510,1689,18709,9900.18,26405,increase
0.25,1,34,8676,1783,19135,10118.9,26747,increase
0.25,1,35,8625,1732,18982,10042.4,26459,increase
0.25,1,36,8838,1739,19415,10275.4,26757,increase
0.25,1,37,8700,1705,19105,10112.1,26767,increase
0.25,1,38,8779,1629,19187,10165.5,26110,increase
0.25,1,39,8839,1593,19271,10215.2,26361,increase
0.25,1,40,8987,1563,19537,10362.4,26381,increase
0.25,1,41,8922,1639,19483,10324.1,26282,increase
0.25,1,42,8914,1654,19482,10321.8,26082,increase
0.25,1,43,8751,1656,19158,10146.6,25962,increase
0.25,1,44,8875,1761,19511,10324.6,26136,increase
0.25,1,45,9078,1792,19948,10556.9,26194,increase
0.25,1,46,9342,1808,20492,10848.7,26453,increase
0.25,1,47,9241,1728,20210,10706,26291,increase
0.25,1,48,9305,1776,20386,10795.3,26542,increase
0.25,1,49,9484,1734,20702,10971,26630,increase
0.25,1,50,9626,1696,20948,11108.4,26444,increase
0.25,1,51,9783,1687,21253,11274.2,26680,increase
0.25,1,52,9737,1758,21232,11254.3,26111,increase
0.25,1,53,9592,1775,20959,11104.9,26309,increase
0.25,1,54,9519,1757,20795,11018.5,26165,increase
0.25,1,55,9717,1719,21153,11216.3,26138,increase
0.25,1,56,9947,1751,21645,11478.2,26487,increase
0.25,1,57,10109,1694,21912,11629.2,26894,increase
0.25,1,58,10069,1693,21831,11585.6,26802,increase
0.25,1,59,10199,1643,22041,11705,26623,increase
0.25,1,60,10214,1646,22074,11722.4,26711,increase
0.25,1,61,10400,1705,22505,11948.1,26909,increase
0.25,1,62,10117,1706,21940,11642.9,26549,increase
0.25,1,63,10416,1713,22545,11968.7,26573,increase
0.25,1,64,10423,1698,22544,11970,26529,increase
0.25,1,65,10351,1655,22357,11874.2,26427,increase
0.25,1,66,10315,1768,22398,11882.8,26304,increase
0.25,1,67,10410,1795,22615,11996.7,26038,increase
0.25,1,68,10666,1727,23059,12244.6,26287,increase
0.25,1,69,10644,1776,23064,12241.4,26254,increase
0.25,1,70,10717,1865,23299,12357.7,26260,increase
0.25,1,71,10866,1800,23532,12491.3,26484,increase
0.25,1,72,10965,1839,23769,12614.6,26719,increase
0.25,1,73,11015,1732,23762,12623.6,26651,increase
0.25,1,74,11218,1748,24184,12849.6,26583,increase
0.25,1,75,11252,1690,24194,12862,26744,increase
0.25,1,76,11552,1782,24886,13224.6,26896,increase
0.25,1,77,11584,1750,24918,13245.7,27216,increase
0.25,1,78,11719,1802,25240,13413.4,27634,increase
0.25,1,79,11922,1822,25666,13641,27647,increase
0.25,1,80,11941,1804,25686,13654,27193,increase
0.25,1,81,11898,1731,25527,13576.9,26982,increase
0.25,1,82,12062,1699,25823,13740.5,27192,increase
0.25,1,83,11995,1703,25693,13669.9,26948,increase
0.25,1,84,12249,1774,26272,13974,27244,increase
0.25,1,85,12188,1766,26142,13904.8,27224,increase
0.25,1,86,12184,1698,26066,13871.9,27166,increase
0.25,1,87,12201,1813,26215,13938.5,26783,increase
0.25,1,88,12231,1748,26210,13943.6,26701,increase
0.25,1,89,12142,1793,26077,13866.4,26843,increase
0.25,1,90,12281,1787,26349,14014,27151,increase
0.25,1,91,12301,1782,26384,14033.5,27104,increase
0.25,1,92,12522,1758,26802,14262.1,27093,increase
0.25,1,93,12454,1818,26726,14213.9,26902,increase
0.25,1,94,12498,1803,26799,14255.1,26588,increase
0.25,1,95,12606,1745,26957,14347.4,26949,increase
0.25,1,96,12475,1809,26759,14232.8,26717,increase
0.25,1,97,12522,1804,26848,14281.4,26668,increase
0.25,1,98,12216,1795,26227,13947.2,26462,increase
0.25,1,99,12704,1803,27211,14477.6,26989,increase
