a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.07,1,63,186,999,1371,620.46,24884,decrease
0.07,1,64,114,1022,1250,552.36,25131,decrease
0.07,1,65,88,930,1106,485.64,24985,decrease
0.07,1,66,92,872,1056,465.6,25232,decrease
0.07,1,67,64,868,996,433.68,25525,decrease
0.07,1,68,64,782,910,397.56,25739,decrease
0.07,1,69,41,731,813,351.3,25476,decrease
0.07,1,70,14,695,723,307.02,25913,decrease
0.07,1,71,34,600,668,288.72,25953,decrease
0.07,1,72,20,540,580,248.4,25478,decrease
0.07,1,73,10,509,529,224.58,25756,decrease
0.07,1,74,13,448,474,202.2,25778,decrease
0.07,1,75,13,401,427,182.46,25570,decrease
0.07,1,76,10,350,370,157.8,25450,decrease
0.07,1,77,9,337,355,151.26,25283,decrease
0.07,1,78,7,312,326,138.6,25294,decrease
0.07,1,79,3,265,271,114.54,25628,decrease
0.07,1,80,0,221,221,92.82,25734,decrease
0.07,1,81,3,170,176,74.64,25508,decrease
0.07,1,82,0,179,179,75.18,26131,decrease
0.07,1,83,0,133,133,55.86,25993,decrease
0.07,1,84,0,135,135,56.7,26307,decrease
0.07,1,85,1,116,118,49.8,25969,decrease
0.07,1,86,0,110,110,46.2,25762,decrease
0.07,1,87,4,101,109,46.74,25554,decrease
0.07,1,88,0,73,73,30.66,25612,decrease
0.07,1,89,0,58,58,24.36,25564,decrease
0.07,1,90,0,38,38,15.96,25804,decrease
0.07,1,91,1,50,52,22.08,25804,decrease
0.07,1,92,0,34,34,14.28,25711,decrease
0.07,1,93,0,44,44,18.48,25653,decrease
0.07,1,94,0,31,31,13.02,25978,decrease
0.07,1,95,0,32,32,13.44,25715,decrease
0.07,1,96,0,32,32,13.44,25717,decrease
0.07,1,97,0,30,30,12.6,25785,decrease
0.07,1,98,0,22,22,9.24,25521,decrease
0.07,1,99,0,16,16,6.72,25580,decrease
0.07,1,100,0,9,9,3.78,25922,decrease
0.07,2,-1,2023,0,4046,2184.84,27654,increase
0.07,2,0,1718,686,4122,2143.56,27031,increase
0.07,2,1,1535,959,4029,2060.58,26442,increase
0.07,2,2,1402,1126,3930,1987.08,26149,increase
0.07,2,3,1266,1112,3644,1834.32,25979,increase
0.07,2,4,1221,1183,3625,1815.54,25676,increase
0.07,2,5,1154,1299,3607,1791.9,25249,increase
0.07,2,6,1202,1313,3717,1849.62,25361,increase
0.07,2,7,1246,1403,3895,1934.94,25525,increase
0.07,2,8,1351,1377,4079,2037.42,25403,increase
0.07,2,9,1335,1473,4143,2060.46,25503,increase
0.07,2,10,1277,1456,4010,1990.68,25484,increase
0.07,2,11,1327,1455,4109,2044.26,25416,increase
0.07,2,12,1258,1539,4055,2005.02,25204,increase
0.07,2,13,1282,1564,4128,2041.44,25644,increase
0.07,2,14,1265,1616,4146,2044.92,25161,increase
0.07,2,15,1320,1618,4258,2105.16,25350,increase
0.07,2,16,1212,1609,4033,1984.74,24923,increase
0.07,2,17,1228,1699,4155,2039.82,25709,increase
0.07,2,18,1254,1715,4223,2074.62,25249,increase
0.07,2,19,1235,1747,4217,2067.54,24968,increase
0.07,2,20,1288,1730,4306,2117.64,25433,increase
0.07,2,21,1231,1744,4206,2061.96,25431,increase
0.07,2,22,1155,1695,4005,1959.3,25279,increase
0.07,2,23,1122,1647,3891,1903.5,25040,increase
0.07,2,24,1180,1777,4137,2020.74,25566,increase
0.07,2,25,1190,1782,4162,2033.64,25629,increase
0.07,2,26,1237,1845,4319,2110.86,25559,increase
0.07,2,27,1185,1850,4220,2056.8,25574,increase
0.07,2,28,1191,1898,4280,2083.44,25634,increase
0.07,2,29,1072,1776,3920,1903.68,24996,increase
0.07,2,30,1137,1737,4011,1957.5,24698,increase
0.07,2,31,1162,1834,4158,2025.24,24863,increase
0.07,2,32,1133,1810,4076,1983.84,25282,increase
0.07,2,33,1113,1803,4029,1959.3,24997,increase
0.07,2,34,1149,1777,4075,1987.26,24965,increase
0.07,2,35,1093,1816,4002,1943.16,25229,increase
0.07,2,36,1061,1823,3945,1911.54,25106,increase
0.07,2,37,1163,1910,4236,2058.24,25527,increase
0.07,2,38,1150,1752,4052,1977.84,25352,increase
0.07,2,39,1113,1799,4025,1957.62,25377,increase
0.07,2,40,1110,1768,3988,1941.36,25625,increase
0.07,2,41,1103,1845,4051,1966.14,25448,increase
0.07,2,42,1187,1825,4199,2048.46,25259,increase
0.07,2,43,1294,1817,4405,2160.66,25194,increase
0.07,2,44,1226,1760,4212,2063.28,25605,increase
0.07,2,45,1166,1715,4047,1979.58,25693,increase
0.07,2,46,1160,1669,3989,1953.78,25429,increase
0.07,2,47,1185,1709,4079,1997.58,25242,increase
0.07,2,48,1202,1692,4096,2008.8,24774,increase
0.07,2,49,1224,1669,4117,2022.9,24735,increase
0.07,2,50,1236,1731,4203,2061.9,24762,increase
0.07,2,51,1325,1799,4449,2186.58,24927,increase
0.07,2,52,1362,1723,4447,2194.62,24792,increase
0.07,2,53,1286,1805,4377,2146.98,24894,increase
0.07,2,54,1291,1697,4279,2107.02,24496,increase
0.07,2,55,1350,1703,4403,2173.26,24898,increase
0.07,2,56,1304,1714,4322,2128.2,24877,increase
0.07,2,57,1408,1565,4381,2177.94,24585,increase
0.07,2,58,1347,1678,4372,2159.52,24905,increase
0.07,2,59,1423,1747,4593,2270.58,25315,increase
0.07,2,60,1392,1755,4539,2240.46,25909,increase
0.07,2,61,1457,1744,4658,2306.04,25011,increase
0.07,2,62,1502,1848,4852,2398.32,24805,increase
0.07,2,63,1554,1691,4799,2388.54,25124,increase
0.07,2,64,1576,1778,4930,2448.84,25166,increase
0.07,2,65,1524,1844,4892,2420.4,25320,increase
0.07,2,66,1537,1908,4982,2461.32,25046,increase
0.07,2,67,1569,1806,4944,2453.04,25025,increase
0.07,2,68,1534,1830,4898,2425.32,25030,increase
0.07,2,69,1598,1794,4990,2479.32,24919,increase
0.07,2,70,1644,1762,5050,2515.56,25442,increase
0.07,2,71,1668,1783,5119,2550.3,25359,increase
0.07,2,72,1660,1826,5146,2559.72,25117,increase
0.07,2,73,1685,1781,5151,2567.82,25220,increase
0.07,2,74,1725,1747,5197,2596.74,25237,increase
0.07,2,75,1764,1767,5295,2647.26,25288,increase
0.07,2,76,1834,1872,5540,2766.96,25123,increase
0.07,2,77,1823,1743,5389,2700.9,24811,increase
0.07,2,78,1803,1723,5329,2670.9,25010,increase
0.07,2,79,1933,1607,5473,2762.58,25300,increase
0.07,2,80,1913,1705,5531,2782.14,25496,increase
0.07,2,81,1940,1753,5633,2831.46,25284,increase
0.07,2,82,2061,1633,5755,2911.74,25145,increase
0.07,2,83,2121,1708,5950,3008.04,25501,increase
0.07,2,84,2153,1779,6085,3072.42,25490,increase
0.07,2,85,2206,1915,6327,3186.78,25896,increase
0.07,2,86,2263,1854,6380,3222.72,25608,increase
0.07,2,87,2383,1700,6466,3287.64,25820,increase
0.07,2,88,2435,1715,6585,3350.1,25817,increase
0.07,2,89,2533,1672,6738,3437.88,25814,increase
0.07,2,90,2649,1726,7024,3585.84,25677,increase
0.07,2,91,2716,1683,7115,3640.14,25471,increase
0.07,2,92,2811,1544,7166,3684.36,24979,increase
0.07,2,93,2785,1680,7250,3713.4,25064,increase
0.07,2,94,2868,1614,7350,3775.32,25120,increase
0.07,2,95,2960,1633,7553,3882.66,25073,increase
0.07,2,96,3087,1746,7920,4067.28,25237,increase
0.07,2,97,3256,1785,8297,4266.18,25520,increase
0.07,2,98,3165,1827,8157,4185.54,25192,increase
0.07,2,99,3244,1769,8257,4246.5,25347,increase
0.07,2,100,3230,1682,8142,4194.84,25076,increase
0.07,3,-1,1908,0,3816,2060.64,28045,decrease
0.07,3,0,1525,709,3759,1944.78,26931,decrease
0.07,3,1,1343,899,3585,1828.02,26415,decrease
0.07,3,2,1337,1007,3681,1866.9,26011,decrease
0.07,3,3,1288,1154,3730,1875.72,25960,decrease
0.07,3,4,1249,1259,3757,1877.7,25520,decrease
0.07,3,5,1150,1325,3625,1798.5,25213,decrease
0.07,3,6,1156,1383,3695,1829.34,25800,decrease
0.07,3,7,1038,1332,3408,1680.48,25240,decrease
0.07,3,8,968,1335,3271,1606.14,25057,decrease
0.07,3,9,993,1417,3403,1667.58,25020,decrease
0.07,3,10,999,1371,3369,1654.74,24826,decrease
0.07,3,11,972,1439,3383,1654.14,24800,decrease
0.07,3,12,1015,1477,3507,1716.54,25062,decrease
0.07,3,13,1015,1429,3459,1696.38,25322,decrease
0.07,3,14,1117,1453,3687,1816.62,25174,decrease
0.07,3,15,1110,1425,3645,1797.3,25180,decrease
0.07,3,16,959,1500,3418,1665.72,24921,decrease
0.07,3,17,986,1460,3432,1678.08,25101,decrease
0.07,3,18,982,1589,3553,1727.94,25244,decrease
0.07,3,19,1040,1534,3614,1767.48,25329,decrease
0.07,3,20,945,1481,3371,1642.62,24821,decrease
0.07,3,21,893,1511,3297,1599.06,25277,decrease
0.07,3,22,832,1613,3277,1576.02,25025,decrease
0.07,3,23,806,1655,3267,1565.58,24920,decrease
0.07,3,24,871,1694,3436,1652.16,25171,decrease
0.07,3,25,892,1737,3521,1692.9,25209,decrease
0.07,3,26,902,1590,3394,1641.96,25140,decrease
0.07,3,27,841,1634,3316,1594.56,25063,decrease
0.07,3,28,799,1632,3230,1548.36,24916,decrease
0.07,3,29,745,1501,2991,1435.02,24846,decrease
0.07,3,30,749,1571,3069,1468.74,25131,decrease
0.07,3,31,783,1640,3206,1534.44,25482,decrease
0.07,3,32,727,1558,3012,1439.52,25148,decrease
0.07,3,33,729,1622,3080,1468.56,25599,decrease
0.07,3,34,681,1654,3016,1430.16,25431,decrease
0.07,3,35,593,1540,2726,1287.24,25575,decrease
0.07,3,36,540,1466,2546,1198.92,25510,decrease
0.07,3,37,527,1397,2451,1155.9,25217,decrease
0.07,3,38,528,1332,2388,1129.68,25056,decrease
0.07,3,39,529,1396,2454,1157.64,24965,decrease
0.07,3,40,484,1394,2362,1108.2,25065,decrease
0.07,3,41,448,1380,2276,1063.44,25086,decrease
0.07,3,42,380,1469,2229,1027.38,24880,decrease
0.07,3,43,354,1341,2049,945.54,24798,decrease
0.07,3,44,319,1276,1914,880.44,25242,decrease
0.07,3,45,284,1210,1778,814.92,24906,decrease
0.07,3,46,274,1236,1784,815.04,25186,decrease
0.07,3,47,258,1273,1789,813.3,25161,decrease
0.07,3,48,215,1254,1684,758.88,25169,decrease
0.07,3,49,201,1155,1557,702.18,25147,decrease
0.07,3,50,149,1056,1354,604.44,24827,decrease
0.07,3,51,141,994,1276,569.76,24804,decrease
0.07,3,52,86,983,1155,505.74,24988,decrease
0.07,3,53,78,816,972,426.96,24717,decrease
0.07,3,54,66,807,939,410.22,25076,decrease
0.07,3,55,52,721,825,358.98,25864,decrease
0.07,3,56,57,646,760,332.88,25681,decrease
0.07,3,57,47,619,713,310.74,25401,decrease
0.07,3,58,26,551,603,259.5,25445,decrease
0.07,3,59,18,468,504,216,25141,decrease
0.07,3,60,12,403,427,182.22,25503,decrease
0.07,3,61,13,351,377,161.46,25309,decrease
0.07,3,62,7,353,367,155.82,25444,decrease
0.07,3,63,13,267,293,126.18,25354,decrease
0.07,3,64,5,231,241,102.42,25119,decrease
0.07,3,65,4,186,194,82.44,25378,decrease
0.07,3,66,2,189,193,81.54,25406,decrease
0.07,3,67,3,160,166,70.44,25419,decrease
0.07,3,68,2,140,144,60.96,25283,decrease
0.07,3,69,0,117,117,49.14,25122,decrease
0.07,3,70,1,120,122,51.48,25273,decrease
0.07,3,71,0,90,90,37.8,25826,decrease
0.07,3,72,1,77,79,33.42,25909,decrease
0.07,3,73,0,72,72,30.24,26223,decrease
0.07,3,74,1,50,52,22.08,25617,decrease
0.07,3,75,1,41,43,18.3,25672,decrease
0.07,3,76,0,37,37,15.54,25492,decrease
0.07,3,77,0,25,25,10.5,25728,decrease
0.07,3,78,0,15,15,6.3,25731,decrease
0.07,3,79,0,15,15,6.3,25734,decrease
0.07,3,80,0,10,10,4.2,25590,decrease
0.07,3,81,0,5,5,2.1,25723,decrease
0.07,3,82,0,1,1,0.42,25864,decrease
0.07,3,83,0,0,0,0,25866,decrease
0.07,4,-1,1826,0,3652,1972.08,27953,increase
0.07,4,0,1507,604,3618,1881.24,26764,increase
0.07,4,1,1391,938,3720,1896.24,26372,increase
0.07,4,2,1364,1045,3773,1912.02,25786,increase
0.07,4,3,1231,1214,3676,1839.36,25817,increase
0.07,4,4,1187,1271,3645,1815.78,25847,increase
0.07,4,5,1120,1367,3607,1783.74,25528,increase
0.07,4,6,1192,1347,3731,1853.1,25670,increase
0.07,4,7,1082,1489,3653,1793.94,25635,increase
0.07,4,8,1059,1487,3605,1768.26,25589,increase
0.07,4,9,1097,1581,3775,1848.78,25768,increase
0.07,4,10,1038,1573,3649,1781.7,25542,increase
0.07,4,11,1102,1525,3729,1830.66,25581,increase
0.07,4,12,1101,1679,3881,1894.26,25919,increase
0.07,4,13,1118,1637,3873,1894.98,25624,increase
0.07,4,14,1150,1736,4036,1971.12,25610,increase
0.07,4,15,1118,1702,3938,1922.28,25453,increase
0.07,4,16,1061,1651,3773,1839.3,25139,increase
0.07,4,17,1071,1605,3747,1830.78,25568,increase
0.07,4,18,1050,1674,3774,1837.08,25503,increase
0.07,4,19,962,1655,3579,1734.06,24968,increase
0.07,4,20,1011,1582,3604,1756.32,25000,increase
0.07,4,21,998,1543,3539,1725.9,25249,increase
0.07,4,22,973,1558,3504,1705.2,25230,increase
0.07,4,23,967,1627,3561,1727.7,25517,increase
0.07,4,24,1032,1790,3854,1866.36,25546,increase
0.07,4,25,1044,1738,3826,1857.48,24997,increase
0.07,4,26,1030,1737,3797,1841.94,25211,increase
0.07,4,27,985,1671,3641,1765.62,25196,increase
0.07,4,28,968,1757,3693,1783.38,24772,increase
0.07,4,29,992,1722,3706,1794.6,24865,increase
0.07,4,30,907,1753,3567,1715.82,24969,increase
0.07,4,31,971,1717,3659,1769.82,25028,increase
0.07,4,32,1014,1777,3805,1841.46,25337,increase
0.07,4,33,1019,1725,3763,1825.02,24992,increase
0.07,4,34,1009,1766,3784,1831.44,24828,increase
0.07,4,35,989,1729,3707,1794.3,24590,increase
0.07,4,36,991,1731,3713,1797.3,24720,increase
0.07,4,37,981,1707,3669,1776.42,25068,increase
0.07,4,38,929,1716,3574,1724.04,24648,increase
0.07,4,39,947,1721,3615,1745.58,24910,increase
0.07,4,40,889,1768,3546,1702.68,24962,increase
0.07,4,41,959,1802,3720,1792.56,25287,increase
0.07,4,42,934,1740,3608,1739.52,25268,increase
0.07,4,43,945,1669,3559,1721.58,25266,increase
0.07,4,44,975,1695,3645,1764.9,25417,increase
0.07,4,45,1034,1769,3837,1859.7,25375,increase
0.07,4,46,1035,1754,3824,1854.48,24915,increase
0.07,4,47,1058,1787,3903,1893.18,24896,increase
0.07,4,48,1064,1755,3883,1886.22,25009,increase
0.07,4,49,1053,1718,3824,1858.8,24875,increase
0.07,4,50,1018,1824,3860,1865.52,24908,increase
0.07,4,51,1013,1682,3708,1800.48,24953,increase
0.07,4,52,999,1649,3647,1771.5,25097,increase
0.07,4,53,1044,1734,3822,1855.8,25441,increase
0.07,4,54,1028,1646,3702,1801.56,25250,increase
0.07,4,55,1069,1673,3811,1857.18,24918,increase
0.07,4,56,1076,1697,3849,1874.82,25181,increase
0.07,4,57,1130,1702,3962,1935.24,24866,increase
0.07,4,58,1102,1785,3989,1939.86,24858,increase
0.07,4,59,1112,1737,3961,1930.5,25515,increase
0.07,4,60,1046,1815,3907,1891.98,25255,increase
0.07,4,61,1118,1799,4035,1963.02,25777,increase
0.07,4,62,1155,1868,4178,2031.96,25301,increase
0.07,4,63,1244,1788,4276,2094.48,25122,increase
0.07,4,64,1239,1790,4268,2089.92,25104,increase
0.07,4,65,1255,1797,4307,2110.14,24970,increase
0.07,4,66,1293,1643,4229,2086.5,25063,increase
0.07,4,67,1272,1777,4321,2120.1,25263,increase
0.07,4,68,1281,1738,4300,2113.44,25171,increase
0.07,4,69,1335,1773,4443,2186.46,25587,increase
0.07,4,70,1267,1674,4208,2071.44,25227,increase
0.07,4,71,1310,1813,4433,2176.26,25303,increase
0.07,4,72,1346,1789,4481,2205.06,25387,increase
0.07,4,73,1286,1877,4449,2177.22,25500,increase
0.07,4,74,1426,1758,4610,2278.44,25363,increase
0.07,4,75,1502,1810,4814,2382.36,25338,increase
0.07,4,76,1397,1900,4694,2306.76,25171,increase
0.07,4,77,1509,1972,4990,2457.96,25139,increase
0.07,4,78,1515,2043,5073,2494.26,25628,increase
0.07,4,79,1578,1890,5046,2498.04,25946,increase
0.07,4,80,1461,1929,4851,2388.06,25609,increase
0.07,4,81,1484,1793,4761,2355.78,25534,increase
0.07,4,82,1469,1841,4779,2359.74,25064,increase
0.07,4,83,1523,1791,4837,2397.06,25225,increase
0.07,4,84,1513,1770,4796,2377.44,25278,increase
0.07,4,85,1345,1853,4543,2230.86,25022,increase
0.07,4,86,1318,1804,4440,2181.12,24916,increase
0.07,4,87,1358,1792,4508,2219.28,25299,increase
0.07,4,88,1369,1775,4513,2224.02,24988,increase
0.07,4,89,1438,1852,4728,2330.88,25465,increase
0.07,4,90,1454,1816,4724,2333.04,25618,increase
0.07,4,91,1569,1722,4860,2417.76,25541,increase
0.07,4,92,1545,1779,4869,2415.78,25320,increase
0.07,4,93,1594,1773,4961,2466.18,25075,increase
0.07,4,94,1536,1799,4871,2414.46,25179,increase
0.07,4,95,1604,1896,5104,2528.64,25497,increase
0.07,4,96,1758,1870,5386,2684.04,25319,increase
0.07,4,97,1744,1862,5350,2665.56,25566,increase
0.07,4,98,1859,1870,5588,2793.12,25759,increase
0.07,4,99,1891,1957,5739,2864.22,25621,increase
0.07,4,100,1941,1900,5782,2894.28,25689,increase
0.07,5,-1,1971,0,3942,2128.68,27640,decrease
0.07,5,0,1448,669,3565,1844.82,26509,decrease
0.07,5,1,1274,909,3457,1757.7,26023,decrease
0.07,5,2,1111,1084,3306,1655.16,25822,decrease
0.07,5,3,1160,1150,3470,1735.8,25880,decrease
0.07,5,4,1078,1199,3355,1667.82,25889,decrease
0.07,5,5,1084,1349,3517,1737.3,25809,decrease
0.07,5,6,1075,1374,3524,1738.08,25783,decrease
0.07,5,7,1032,1462,3526,1728.6,25873,decrease
0.07,5,8,865,1520,3250,1572.6,25241,decrease
0.07,5,9,950,1520,3420,1664.4,24771,decrease
0.07,5,10,926,1603,3455,1673.34,25315,decrease
0.07,5,11,925,1558,3408,1653.36,25198,decrease
0.07,5,12,857,1512,3226,1560.6,24574,decrease
0.07,5,13,933,1446,3312,1614.96,24679,decrease
0.07,5,14,936,1456,3328,1622.4,24497,decrease
0.07,5,15,935,1473,3343,1628.46,25081,decrease
0.07,5,16,855,1536,3246,1568.52,25171,decrease
0.07,5,17,787,1600,3174,1521.96,24952,decrease
0.07,5,18,759,1482,3000,1442.16,25013,decrease
0.07,5,19,704,1480,2888,1381.92,25211,decrease
0.07,5,20,704,1461,2869,1373.94,25009,decrease
0.07,5,21,692,1453,2837,1357.62,24848,decrease
0.07,5,22,705,1497,2907,1390.14,25043,decrease
0.07,5,23,638,1438,2714,1293,25042,decrease
0.07,5,24,658,1481,2797,1332.66,25472,decrease
0.07,5,25,567,1428,2562,1212.12,24960,decrease
0.07,5,26,575,1382,2532,1201.44,25059,decrease
0.07,5,27,500,1479,2479,1161.18,24866,decrease
0.07,5,28,530,1473,2533,1191.06,24784,decrease
0.07,5,29,459,1510,2428,1129.92,25271,decrease
0.07,5,30,430,1429,2289,1064.58,25108,decrease
0.07,5,31,398,1424,2220,1027.92,25294,decrease
0.07,5,32,413,1353,2179,1014.3,25400,decrease
0.07,5,33,377,1502,2256,1038,25362,decrease
0.07,5,34,365,1449,2179,1002.78,25693,decrease
0.07,5,35,340,1371,2051,943.02,25709,decrease
0.07,5,36,323,1255,1901,875.94,25538,decrease
0.07,5,37,271,1232,1774,810.12,25533,decrease
0.07,5,38,242,1132,1616,736.8,25486,decrease
0.07,5,39,224,1145,1593,722.82,25300,decrease
0.07,5,40,209,1186,1604,723.84,25557,decrease
0.07,5,41,194,1146,1534,690.84,25458,decrease
0.07,5,42,206,1080,1492,676.08,25350,decrease
0.07,5,43,130,1036,1296,575.52,25435,decrease
0.07,5,44,123,983,1229,545.7,25363,decrease
0.07,5,45,107,944,1158,512.04,25148,decrease
0.07,5,46,96,922,1114,490.92,25382,decrease
0.07,5,47,93,861,1047,462.06,25554,decrease
0.07,5,48,88,757,933,412.98,25419,decrease
0.07,5,49,47,700,794,344.76,25378,decrease
0.07,5,50,40,586,666,289.32,25527,decrease
0.07,5,51,33,560,626,270.84,25548,decrease
0.07,5,52,18,529,565,241.62,25838,decrease
0.07,5,53,22,455,499,214.86,25632,decrease
0.07,5,54,19,413,451,193.98,25698,decrease
0.07,5,55,11,350,372,158.88,26211,decrease
0.07,5,56,6,318,330,140.04,25308,decrease
0.07,5,57,5,292,302,128.04,25595,decrease
0.07,5,58,3,232,238,100.68,25830,decrease
0.07,5,59,2,210,214,90.36,25847,decrease
0.07,5,60,3,190,196,83.04,25807,decrease
0.07,5,61,3,151,157,66.66,25626,decrease
0.07,5,62,1,126,128,54,25078,decrease
0.07,5,63,2,120,124,52.56,25087,decrease
0.07,5,64,0,97,97,40.74,25170,decrease
0.07,5,65,0,75,75,31.5,25767,decrease
0.07,5,66,0,69,69,28.98,25712,decrease
0.07,5,67,0,61,61,25.62,25960,decrease
0.07,5,68,0,48,48,20.16,25807,decrease
0.07,5,69,0,38,38,15.96,25721,decrease
0.07,5,70,0,26,26,10.92,25929,decrease
0.07,5,71,0,22,22,9.24,25707,decrease
0.07,5,72,0,21,21,8.82,25752,decrease
0.07,5,73,0,25,25,10.5,25996,decrease
0.07,5,74,0,32,32,13.44,25917,decrease
0.07,5,75,0,26,26,10.92,26263,decrease
0.07,5,76,0,17,17,7.14,26020,decrease
0.07,5,77,0,16,16,6.72,26170,decrease
0.07,5,78,0,15,15,6.3,25968,decrease
0.07,5,79,0,14,14,5.88,25432,decrease
0.07,5,80,0,9,9,3.78,25407,decrease
0.07,5,81,0,6,6,2.52,25261,decrease
0.07,5,82,0,1,1,0.42,25217,decrease
0.07,5,83,0,0,0,0,25279,decrease
0.07,6,-1,1934,0,3868,2088.72,27538,increase
0.07,6,0,1680,577,3937,2056.74,26417,increase
0.07,6,1,1450,922,3822,1953.24,25779,increase
0.07,6,2,1290,1073,3653,1843.86,25500,increase
0.07,6,3,1251,1161,3663,1838.7,25448,increase
0.07,6,4,1270,1253,3793,1897.86,25468,increase
0.07,6,5,1285,1307,3877,1936.74,25818,increase
0.07,6,6,1279,1296,3854,1925.64,25512,increase
0.07,6,7,1313,1298,3924,1963.2,25457,increase
0.07,6,8,1270,1289,3829,1912.98,25362,increase
0.07,6,9,1317,1357,3991,1992.3,25494,increase
0.07,6,10,1343,1405,4091,2040.54,25605,increase
0.07,6,11,1389,1433,4211,2101.98,26168,increase
0.07,6,12,1295,1458,4048,2010.96,25677,increase
0.07,6,13,1307,1507,4121,2044.5,25845,increase
0.07,6,14,1406,1528,4340,2160.24,25840,increase
0.07,6,15,1421,1523,4365,2174.34,25370,increase
0.07,6,16,1410,1568,4388,2181.36,25597,increase
0.07,6,17,1396,1587,4379,2174.22,25366,increase
0.07,6,18,1407,1624,4438,2201.64,25392,increase
0.07,6,19,1437,1745,4619,2284.86,25627,increase
0.07,6,20,1487,1667,4641,2306.1,25559,increase
0.07,6,21,1516,1703,4735,2352.54,25664,increase
0.07,6,22,1529,1736,4794,2380.44,25161,increase
0.07,6,23,1567,1707,4841,2409.3,25042,increase
0.07,6,24,1549,1692,4790,2383.56,24951,increase
0.07,6,25,1513,1646,4672,2325.36,24961,increase
0.07,6,26,1515,1714,4744,2356.08,25087,increase
0.07,6,27,1547,1749,4843,2405.34,25264,increase
0.07,6,28,1450,1880,4780,2355.6,25152,increase
0.07,6,29,1549,1828,4926,2440.68,25485,increase
0.07,6,30,1627,1864,5118,2540.04,25676,increase
0.07,6,31,1607,1864,5078,2518.44,25261,increase
