a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,popsize,eventual_outcome
0.0713,1,-1,1957,0,3914,2113.56,28089,increase
0.0713,1,0,1611,656,3878,2015.4,27196,increase
0.0713,1,1,1451,825,3727,1913.58,26433,increase
0.0713,1,2,1328,1093,3749,1893.3,25874,increase
0.0713,1,3,1379,1186,3944,1987.44,25733,increase
0.0713,1,4,1374,1277,4025,2020.26,25511,increase
0.0713,1,5,1266,1364,3896,1940.16,25346,increase
0.0713,1,6,1200,1423,3823,1893.66,25500,increase
0.0713,1,7,1226,1488,3940,1949.04,25620,increase
0.0713,1,8,1222,1598,4042,1990.92,26030,increase
0.0713,1,9,1270,1577,4117,2033.94,25917,increase
0.0713,1,10,1138,1524,3800,1869.12,25861,increase
0.0713,1,11,1110,1647,3867,1890.54,25796,increase
0.0713,1,12,1226,1560,4012,1979.28,25814,increase
0.0713,1,13,1153,1606,3912,1919.76,25374,increase
0.0713,1,14,1127,1645,3899,1908.06,25645,increase
0.0713,1,15,1095,1616,3806,1861.32,25437,increase
0.0713,1,16,1140,1657,3937,1927.14,25363,increase
0.0713,1,17,1273,1610,4156,2051.04,25211,increase
0.0713,1,18,1328,1743,4399,2166.3,25579,increase
0.0713,1,19,1275,1800,4350,2133,25621,increase
0.0713,1,20,1318,1750,4386,2158.44,25582,increase
0.0713,1,21,1336,1721,4393,2165.7,25157,increase
0.0713,1,22,1283,1681,4247,2091.66,25362,increase
0.0713,1,23,1325,1753,4403,2167.26,25316,increase
0.0713,1,24,1390,1698,4478,2214.36,25088,increase
0.0713,1,25,1416,1605,4437,2203.38,25206,increase
0.0713,1,26,1347,1655,4349,2149.86,25103,increase
0.0713,1,27,1362,1721,4445,2193.78,24812,increase
0.0713,1,28,1359,1765,4483,2209.02,25015,increase
0.0713,1,29,1385,1855,4625,2274.9,24939,increase
0.0713,1,30,1366,1867,4599,2259.42,25161,increase
0.0713,1,31,1331,1868,4530,2222.04,25516,increase
0.0713,1,32,1381,1786,4548,2241.6,25048,increase
0.0713,1,33,1400,1840,4640,2284.8,25259,increase
0.0713,1,34,1370,1878,4618,2268.36,25259,increase
0.0713,1,35,1378,1778,4534,2235,25317,increase
0.0713,1,36,1307,1862,4476,2193.6,25144,increase
0.0713,1,37,1353,1782,4488,2209.68,25078,increase
0.0713,1,38,1426,1879,4731,2329.26,25030,increase
0.0713,1,39,1447,1881,4775,2352.78,25056,increase
0.0713,1,40,1377,1883,4637,2278.02,25079,increase
0.0713,1,41,1453,1732,4638,2296.68,25031,increase
0.0713,1,42,1464,1873,4801,2367.78,25304,increase
0.0713,1,43,1574,1963,5111,2524.38,25533,increase
0.0713,1,44,1626,1955,5207,2577.18,25663,increase
0.0713,1,45,1584,1816,4984,2473.44,25299,increase
0.0713,1,46,1603,1701,4907,2445.66,25021,increase
0.0713,1,47,1745,1691,5181,2594.82,25226,increase
0.0713,1,48,1667,1644,4978,2490.84,25148,increase
0.0713,1,49,1731,1795,5257,2623.38,25657,increase
0.0713,1,50,1773,1710,5256,2633.04,25590,increase
0.0713,1,51,1860,1721,5441,2731.62,25433,increase
0.0713,1,52,1808,1668,5284,2653.2,25353,increase
