a,sigma,k,u_hat,outcome
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.028310345,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.029689655,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.031068966,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.032448276,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.033827586,0.01,0.2,0.2,increase
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.009,0.01,0.2,0.2,decrease
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.035206897,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.036586207,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
0.037965517,0.01,0.2,0.2,increase
