a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.1,52,4373.07,1769.73,10515.87,5466.2022,100
0.1,53,4433.44,1756.98,10623.86,5526.0468,100
0.1,54,4505.12,1764.92,10775.16,5606.796,100
0.1,55,4570.35,1757.01,10897.71,5673.9222,100
0.1,56,4633.26,1762.59,11029.11,5744.2086,100
0.1,57,4698.28,1755.14,11151.7,5811.3012,100
0.1,58,4755.9,1754.92,11266.72,5873.4384,100
0.1,59,4830.46,1751.37,11412.29,5952.4722,100
0.1,60,4878.71,1741.81,11499.23,6000.567,100
0.1,61,4952.53,1746.96,11652.02,6082.4556,100
0.1,62,5014.45,1749.53,11778.43,6150.4086,100
0.1,63,5072.51,1749.67,11894.69,6213.1722,100
0.1,64,5139.96,1739.78,12019.7,6281.8644,100
0.1,65,5193.86,1744.55,12132.27,6342.0798,100
0.1,66,5240.75,1748.1,12229.6,6394.2119999999995,100
0.1,67,5294.83,1747.21,12336.87,6452.2446,100
0.1,68,5356.86,1746.07,12459.79,6518.7582,100
0.1,69,5449.61,1750.94,12650.16,6620.9736,100
0.1,70,5528.74,1758.4,12815.88,6709.5672,100
0.1,71,5591.32,1747.95,12930.59,6772.7646,100
0.1,72,5629.66,1755.72,13015.04,6817.4352,100
0.1,73,5692.95,1752.61,13138.51,6884.4822,100
0.1,74,5783.32,1742.94,13309.58,6978.0204,100
0.1,75,5837.47,1743.73,13418.67,7036.8342,100
0.1,76,5888.68,1751.06,13528.42,7095.2196,100
0.1,77,5955.26,1742.07,13652.59,7163.3502,100
0.1,78,6026.03,1743.79,13795.85,7240.5042,100
0.1,79,6100.83,1739.93,13941.59,7319.667,100
0.1,80,6172.91,1749.36,14095.18,7401.474,100
0.1,81,6234.85,1748.57,14218.27,7468.0374,100
0.1,82,6280.48,1744.92,14305.88,7515.7848,100
0.1,83,6350.44,1754.54,14455.42,7595.382,100
0.1,84,6412.98,1748.44,14574.4,7660.3632,100
0.1,85,6462.93,1746.63,14672.49,7713.549,100
0.1,86,6560.2,1747.78,14868.18,7819.0836,100
0.1,87,6623.53,1750.7,14997.76,7888.7064,100
0.1,88,6685.61,1743.71,15114.93,7952.817,100
0.1,89,6739.23,1736.77,15215.23,8007.8118,100
0.1,90,6798.1,1716.86,15313.06,8063.0292,100
0.1,91,6877.03,1742.98,15497.04,8159.244,100
0.1,92,6926.42,1733.32,15586.16,8208.528,100
0.1,93,7007.59,1734.92,15750.1,8296.8636,100
0.1,94,7053.4,1745.41,15852.21,8350.7442,100
0.1,95,7104.73,1734.57,15944.03,8401.6278,100
0.1,96,7177.18,1741.64,16096,8482.843,100
0.1,97,7238.24,1747.75,16224.23,8551.3542,100
0.1,98,7294.89,1733.7,16323.48,8606.6354,100
0.1,99,7355.86,1736.73,16448.45,8673.7558,100
0.1,100,7430.26,1749.13,16609.65,8759.315200000001,100
