a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.1,0,2585.4,0,5170.8,2792.232,100
0.1,1,2367.04,663.12,5397.2,2834.9136,100
0.1,2,2285.02,912.33,5482.37,2851.0002,100
0.1,3,2231.94,1068.05,5531.93,2859.0762,100
0.1,4,2189.81,1180.85,5560.47,2860.9518,100
0.1,5,2153.1,1272.85,5579.05,2859.945,100
0.1,6,2130.89,1344.42,5606.2,2866.0176,100
0.1,7,2124.46,1409.52,5658.44,2886.4152,100
0.1,8,2134.45,1456.51,5725.41,2916.9402,100
0.1,9,2141.7,1498.27,5781.67,2942.3094,100
0.1,10,2164.31,1527.12,5855.74,2978.8452,100
0.1,11,2175.11,1558.48,5908.7,3003.6804,100
0.1,12,2206.18,1587.46,5999.82,3049.4076,100
0.1,13,2234.78,1615.04,6084.6,3091.8792,100
0.1,14,2272.44,1635.55,6180.43,3141.1662,100
0.1,15,2298.15,1658.01,6254.31,3178.3662,100
0.1,16,2328.96,1671.85,6329.77,3217.4538000000002,100
0.1,17,2377.76,1690.07,6445.59,3277.8102,100
0.1,18,2422.76,1700.64,6546.16,3330.8496,100
0.1,19,2461.84,1711.76,6635.44,3377.7264,100
0.1,20,2513.37,1707.02,6733.76,3431.388,100
0.1,21,2557.44,1728.51,6843.39,3488.0094,100
0.1,22,2603,1726.87,6932.87,3536.5254,100
0.1,23,2658.84,1732.35,7050.03,3599.1342,100
0.1,24,2712.82,1744.37,7170.01,3662.481,100
0.1,25,2768.14,1741.41,7277.69,3720.9834,100
0.1,26,2821.27,1748.49,7391.03,3781.3374,100
0.1,27,2885.03,1756.92,7526.98,3853.7388,100
0.1,28,2937.03,1737.86,7611.92,3901.8936,100
0.1,29,3001.05,1741.49,7743.59,3972.5598,100
0.1,30,3055.7,1748.33,7859.73,4034.4546,100
0.1,31,3095.3,1745.74,7936.34,4076.1348,100
0.1,32,3153.01,1744.49,8050.51,4137.9366,100
0.1,33,3217.44,1749.53,8184.41,4209.6378,100
0.1,34,3281.98,1752.63,8316.59,4280.643,100
0.1,35,3335.17,1755.84,8426.18,4339.4364,100
0.1,36,3399.52,1753.23,8552.27,4407.8382,100
0.1,37,3455.07,1765.2,8675.34,4472.8596,100
0.1,38,3525.65,1763.47,8814.77,4548.3594,100
0.1,39,3585.31,1764.65,8935.27,4613.2878,100
0.1,40,3638.56,1772.74,9049.86,4674.1956,100
0.1,41,3705.17,1769.53,9179.87,4744.7862,100
0.1,42,3747.11,1772.15,9266.37,4791.1818,100
0.1,43,3810.43,1779.33,9400.19,4862.583,100
0.1,44,3862.96,1762.4,9488.32,4912.2048,100
0.1,45,3933.44,1759.83,9626.71,4987.2438,100
0.1,46,3993.57,1758.35,9745.49,5051.5626,100
0.1,47,4052.79,1761.97,9867.55,5117.0406,100
0.1,48,4122.71,1766.17,10011.59,5194.3182,100
0.1,49,4195.5,1763.98,10154.98,5272.0116,100
0.1,50,4247.06,1767.79,10261.91,5329.2966,100
0.1,51,4313.8,1761.79,10389.39,5398.8558,100
