a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.0688,0,1777.27,0,3554.54,1919.4516,100
0.0688,1,1492.24,649.79,3634.27,1884.531,100
0.0688,2,1381.22,891.03,3653.47,1865.9502,100
0.0688,3,1301.18,1043.63,3645.99,1843.599,100
0.0688,4,1245.83,1153.45,3645.11,1829.9454,100
0.0688,5,1213,1236.28,3662.28,1829.2776,100
0.0688,6,1186.03,1296.13,3668.19,1825.287,100
0.0688,7,1160.04,1352.59,3672.67,1820.931,100
0.0688,8,1127.62,1380.29,3635.53,1797.5514,100
0.0688,9,1116.96,1429.69,3663.61,1806.7866,100
0.0688,10,1105.23,1459.91,3670.37,1806.8106,100
0.0688,11,1089.52,1487.58,3666.62,1801.4652,100
0.0688,12,1079.42,1521.68,3680.52,1804.8792,100
0.0688,13,1079.3,1537.55,3696.15,1811.415,100
0.0688,14,1066.82,1561.18,3694.82,1807.8612,100
0.0688,15,1060.2,1573.86,3694.26,1806.0372,100
0.0688,16,1058.54,1594.01,3711.09,1812.7074,100
0.0688,17,1059.64,1608.69,3727.97,1820.061,100
0.0688,18,1051.52,1634.43,3737.47,1822.1022,100
0.0688,19,1048.83,1637.34,3735,1820.4192,100
0.0688,20,1037.91,1643.25,3719.07,1811.1078,100
0.0688,21,1037.22,1653.33,3727.77,1814.5962,100
0.0688,22,1028.07,1667.03,3723.17,1810.4682,100
0.0688,23,1030.53,1672.93,3733.99,1815.603,100
0.0688,24,1018.63,1687.12,3724.38,1808.7108,100
0.0688,25,1021.93,1681.61,3725.47,1809.9605999999999,100
0.0688,26,1019.01,1682.19,3720.21,1807.0506,100
0.0688,27,1015.03,1688.09,3718.15,1805.2302,100
0.0688,28,1014.55,1686.14,3715.24,1803.8928,100
0.0688,29,1010.17,1697.73,3718.07,1804.0302,100
0.0688,30,1009.99,1684.07,3704.05,1798.0986,100
0.0688,31,1004.33,1691.9,3700.56,1795.2744,100
0.0688,32,1003.06,1679.95,3686.07,1788.8838,100
0.0688,33,1002.86,1678.06,3683.78,1787.874,100
0.0688,34,999.01,1676.88,3674.9,1783.2204,100
0.0688,35,997,1669.6,3663.6,1777.992,100
0.0688,36,997.46,1661.52,3656.44,1775.0952,100
0.0688,37,995.8,1647.17,3638.77,1767.2754,100
0.0688,38,984.98,1639.18,3609.14,1752.234,100
0.0688,39,984.95,1628.36,3598.26,1747.6572,100
0.0688,40,986.55,1616.4,3589.5,1744.362,100
0.0688,41,986.39,1596.09,3568.87,1735.659,100
0.0688,42,982.62,1576.87,3542.11,1723.515,100
0.0688,43,981.6,1564.48,3527.68,1717.2096,100
0.0688,44,974.51,1553.56,3502.58,1704.966,100
0.0688,45,973.93,1529,3476.86,1694.0244,100
0.0688,46,971.77,1508.92,3452.46,1683.258,100
0.0688,47,974.49,1490.17,3439.15,1678.3206,100
0.0688,48,980.5,1456.69,3417.69,1670.7498,100
0.0688,49,985.91,1450.11,3421.93,1673.829,100
0.0688,50,985.79,1415.62,3387.2,1659.2136,100
0.0688,51,988.79,1400.6,3378.18,1656.1452,100
0.0688,52,995.93,1370.29,3362.15,1651.1262,100
0.0688,53,1001.09,1340.27,3342.45,1644.0906,100
0.0688,54,1010.91,1317.5,3339.32,1645.1328,100
0.0688,55,1019.51,1294.67,3333.69,1644.8322,100
0.0688,56,1017.87,1270.82,3306.56,1633.044,100
0.0688,57,1030.22,1239.02,3299.46,1633.026,100
0.0688,58,1036.49,1223.08,3296.06,1633.1028,100
0.0688,59,1053.02,1198.41,3304.45,1640.5938,100
0.0688,60,1069.2,1177.11,3315.51,1649.1222,100
0.0688,61,1084.88,1154.52,3324.28,1656.5688,100
0.0688,62,1105.13,1130.06,3340.32,1668.1656,100
0.0688,63,1111.23,1115.61,3338.07,1668.6846,100
0.0688,64,1130.85,1100.44,3362.14,1683.5028,100
0.0688,65,1143.29,1079.69,3366.27,1688.223,100
0.0688,66,1155.96,1058.2,3370.12,1692.8808000000001,100
0.0688,67,1167.6,1043.94,3379.14,1699.4628,100
0.0688,68,1181.24,1017.7,3380.18,1703.1732,100
0.0688,69,1216.6161616161617,1017.040404040404,3450.2727272727275,1741.1024242424241,99
0.0688,70,1240.8080808080808,1002.979797979798,3484.59595959596,1761.3242424242424,99
0.0688,71,1265.5204081632653,995.4897959183673,3526.530612244898,1784.8677551020407,98
0.0688,72,1291.8041237113403,996.4329896907217,3580.041237113402,1813.6503092783505,97
0.0688,73,1330.5104166666667,992.53125,3653.5520833333335,1853.814375,96
0.0688,74,1379.2553191489362,1004.1382978723404,3762.648936170213,1911.333829787234,94
0.0688,75,1389.6914893617022,991.7234042553191,3771.1063829787236,1917.3906382978723,94
0.0688,76,1413.840425531915,981.7340425531914,3809.4148936170213,1939.2759574468084,94
0.0688,77,1434.276595744681,967.5212765957447,3836.074468085106,1955.377659574468,94
0.0688,78,1465.3548387096773,964.5591397849462,3895.2688172043013,1987.698064516129,93
0.0688,79,1506.9130434782608,964.3478260869565,3978.1739130434785,2032.4921739130434,92
0.0688,80,1518.0869565217392,949.9673913043479,3986.141304347826,2038.5202173913044,92
0.0688,81,1545.857142857143,951.1868131868132,4042.901098901099,2069.024175824176,91
0.0688,82,1623.4318181818182,975.7840909090909,4222.647727272727,2163.1356818181816,88
0.0688,83,1660.6136363636363,969.3181818181819,4290.545454545455,2200.5763636363636,88
0.0688,84,1724.2441860465117,983.5813953488372,4432.069767441861,2275.287906976744,86
0.0688,85,1803.0714285714287,989.4642857142857,4595.607142857143,2362.892142857143,84
0.0688,86,1862.8192771084337,990.3734939759037,4716.012048192771,2427.801686746988,83
0.0688,87,1926.2962962962963,1005.7901234567901,4858.382716049383,2502.8318518518518,81
0.0688,88,1979.025,1022.45,4980.5,2566.776,80
0.0688,89,2045.1025641025642,1027.5384615384614,5117.74358974359,2640.276923076923,78
0.0688,90,2126.25,1054.3026315789473,5306.8026315789475,2739.157105263158,76
0.0688,91,2253.6164383561645,1080.5890410958905,5587.821917808219,2887.7531506849314,73
0.0688,92,2304.2638888888887,1072.7777777777778,5681.305555555556,2939.1716666666666,72
0.0688,93,2359.8028169014083,1096.2394366197184,5815.845070422535,3009.007605633803,71
0.0688,94,2463.985507246377,1119.927536231884,6047.898550724638,3131.473913043478,69
0.0688,95,2487.782608695652,1114.2898550724638,6089.855072463768,3154.8069565217393,69
0.0688,96,2533.4347826086955,1104.4927536231885,6171.36231884058,3199.9965217391305,69
0.0688,97,2593.6911764705883,1119.1617647058824,6306.544117647059,3271.234411764706,68
0.0688,98,2678.3283582089553,1142.402985074627,6499.059701492537,3372.403880597015,67
0.0688,99,2703.626865671642,1141.1194029850747,6548.373134328358,3399.1871641791045,67
0.0688,100,2829.646153846154,1171.1692307692308,6830.461538461538,3547.908923076923,65
