a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.0662,43,664.97,1340.02,2669.96,1280.976,100
0.0662,44,660.15,1320.43,2640.73,1267.5426,100
0.0662,45,661.64,1286.55,2609.83,1254.9222,100
0.0662,46,647.25,1251.71,2546.21,1224.7482,100
0.0662,47,639.33,1223.64,2502.3,1204.4052,100
0.0662,48,633.04,1193.91,2459.99,1185.1254,100
0.0662,49,626.19,1168.05,2420.43,1166.8662,100
0.0662,50,622.4,1144.39,2389.19,1152.8358,100
0.0662,51,619.45,1119.45,2358.35,1139.175,100
0.0662,52,617.56,1095.72,2330.84,1127.1672,100
0.0662,53,621.99,1064.87,2308.85,1118.9946,100
0.0662,54,623.95,1030.37,2278.27,1106.6214,100
0.0662,55,627.64,999,2254.28,1097.4312,100
0.0662,56,628.07,974.31,2230.45,1087.5258,100
0.0662,57,626.28,957.34,2209.9,1078.4652,100
0.0662,58,629.54,930.47,2189.55,1070.7006,100
0.0662,59,637.35,898.62,2173.32,1065.7584,100
0.0662,60,642.74,884.04,2169.52,1065.4560000000001,100
0.0662,61,651.93,855.63,2159.49,1063.449,100
0.0662,62,656.3030303030303,839.2626262626262,2151.868686868687,1061.2975757575757,99
0.0662,63,671.6363636363636,824.3232323232323,2167.59595959596,1071.5830303030302,99
0.0662,64,671.3333333333334,805.4848484848485,2148.151515151515,1063.3436363636363,99
0.0662,65,679.1313131313132,785.0909090909091,2143.3535353535353,1063.2,99
0.0662,66,682.6060606060606,767.1414141414141,2132.3535353535353,1059.4139393939395,99
0.0662,67,695.060606060606,752.1919191919192,2142.313131313131,1066.5860606060605,99
0.0662,68,727.4270833333334,758.21875,2213.0729166666665,1104.073125,96
0.0662,69,738.5520833333334,736.46875,2213.5729166666665,1106.953125,96
0.0662,70,752.5894736842105,724.9894736842106,2230.1684210526314,1117.2922105263158,95
0.0662,71,772.1382978723404,710.2659574468086,2254.5425531914893,1132.2210638297872,94
0.0662,72,811.3888888888889,727.4,2350.177777777778,1181.808,90
0.0662,73,839.7272727272727,730.3977272727273,2409.8522727272725,1213.6725,88
0.0662,74,867.2758620689655,721.1724137931035,2455.7241379310344,1239.5503448275863,87
0.0662,75,918.6265060240963,744.1807228915662,2581.4337349397592,1304.672530120482,83
0.0662,76,967.716049382716,738.4691358024692,2673.901234567901,1355.2903703703703,81
0.0662,77,996.1625,735.525,2727.85,1384.776,80
0.0662,78,1034.679487179487,737.7435897435897,2807.102564102564,1427.3061538461538,78
0.0662,79,1083.3157894736842,742.921052631579,2909.5526315789475,1482.0078947368422,76
0.0662,80,1100.0263157894738,731.5526315789474,2931.6052631578946,1495.2805263157895,76
0.0662,81,1153.0135135135135,738.6891891891892,3044.7162162162163,1555.504054054054,74
0.0662,82,1186.3150684931506,735.7671232876712,3108.3972602739727,1590.2424657534245,73
0.0662,83,1251.6714285714286,759.7,3263.042857142857,1670.8791428571428,70
0.0662,84,1308.1029411764705,768.3676470588235,3384.573529411765,1735.465588235294,68
0.0662,85,1341.5223880597016,771,3454.044776119403,1772.6641791044776,67
0.0662,86,1409.7384615384615,787.2153846153847,3606.6923076923076,1853.1480000000001,65
0.0662,87,1546.5,844.8666666666667,3937.866666666667,2025.064,60
0.0662,88,1602.6949152542372,853.7627118644068,4059.1525423728813,2089.4908474576273,59
0.0662,89,1636.948275862069,864.8793103448276,4138.775862068966,2131.153448275862,58
0.0662,90,1758.581818181818,900.6181818181818,4417.781818181818,2277.528,55
0.0662,91,1843.2264150943397,938.2830188679245,4624.735849056604,2384.763396226415,53
0.0662,92,1875.867924528302,924.7358490566038,4676.471698113208,2414.3264150943396,53
0.0662,93,1940.4807692307693,942.4038461538462,4823.365384615385,2491.528846153846,52
0.0662,94,2091.9591836734694,990.6122448979592,5174.530612244898,2675.37306122449,49
0.0662,95,2204.531914893617,1020.8297872340426,5429.893617021276,2809.642978723404,47
0.0662,96,2249.0425531914893,1018.7234042553191,5516.808510638298,2856.8297872340427,47
0.0662,97,2333.1739130434785,1040.4782608695652,5706.826086956522,2956.828695652174,46
0.0662,98,2517.4883720930234,1111.2790697674418,6146.2558139534885,3185.6246511627905,43
0.0662,99,2562.5581395348836,1087.0232558139535,6212.139534883721,3224.112558139535,43
0.0662,100,2652.095238095238,1118.547619047619,6422.738095238095,3334.052857142857,42
