a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.0739,60,2726.3,1741.8,7194.4,3675.96,100
0.0739,61,2787.21,1737.08,7311.5,3739.7604,100
0.0739,62,2851.47,1731.44,7434.38,3806.7924,100
0.0739,63,2896.3,1735.55,7528.15,3856.935,100
0.0739,64,2944.8,1727.85,7617.45,3906.081,100
0.0739,65,2989.75,1720.81,7700.31,3951.6702,100
0.0739,66,3028.76,1714.87,7772.39,3991.3062,100
0.0739,67,3098.92,1723.53,7921.37,4070.7162,100
0.0739,68,3157.58,1717.24,8032.4,4131.4272,100
0.0739,69,3212.02,1711.11,8135.15,4187.6478,100
0.0739,70,3269.99,1710.18,8250.16,4249.8648,100
0.0739,71,3329.92,1697.97,8357.81,4309.461,100
0.0739,72,3377.18,1695.38,8449.74,4359.414,100
0.0739,73,3427.06,1693.96,8548.08,4412.688,100
0.0739,74,3472.86,1689.76,8635.48,4460.388,100
0.0739,75,3521.05,1703.14,8745.24,4518.0528,100
0.0739,76,3593.35,1684.02,8870.72,4588.1064,100
0.0739,77,3646.33,1679.82,8972.48,4643.5608,100
0.0739,78,3704.14,1695.47,9103.75,4712.5686,100
0.0739,79,3764.99,1687.68,9217.66,4775.0148,100
0.0739,80,3809.33,1685.78,9304.44,4822.104,100
0.0739,81,3863.53,1684.35,9411.41,4880.0394,100
0.0739,82,3919.02,1676.76,9514.8,4936.7808000000005,100
0.0739,83,3974.69,1688.64,9638.02,5001.894,100
0.0739,84,4030.15,1673.74,9734.04,5055.5328,100
0.0739,85,4072.47,1682.9,9827.84,5105.0856,100
0.0739,86,4136.62,1671.84,9945.08,5169.7224,100
0.0739,87,4189.45,1661.35,10040.25,5222.373,100
0.0739,88,4262.46,1663.71,10188.63,5302.215,100
0.0739,89,4331.47,1670.92,10333.86,5379.774,100
0.0739,90,4390.19,1664.58,10444.96,5440.5288,100
0.0739,91,4484.50505050505,1671.4848484848485,10640.494949494949,5545.289090909091,99
0.0739,92,4540.262626262626,1670.7373737373737,10751.262626262625,5605.193333333334,99
0.0739,93,4637.744897959184,1675.8163265306123,10951.30612244898,5712.607346938776,98
0.0739,94,4689.551020408163,1677.4591836734694,11056.561224489797,5769.247959183674,98
0.0739,95,4759.6122448979595,1668.795918367347,11188.020408163266,5841.275510204082,98
0.0739,96,4818.571428571428,1666.3265306122448,11303.469387755102,5903.914285714286,98
0.0739,97,4884.693877551021,1657.6938775510205,11427.081632653062,5971.700816326531,98
0.0739,98,4936.7959183673465,1653.2551020408164,11526.84693877551,6026.106734693877,98
0.0739,99,4996.632653061224,1659.3163265306123,11652.581632653062,6093.27612244898,98
0.0739,100,5070.234693877551,1669.7551020408164,11810.224489795919,6177.150612244898,98
