a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.056,0,1439.76,0,2879.52,1554.9408,100
0.056,1,1134.63,646.18,2915.44,1496.796,100
0.056,2,1016.16,871.51,2903.83,1463.487,100
0.056,3,929.61,1017.6,2876.82,1431.3708,100
0.056,4,868.8,1102.83,2840.43,1401.4926,100
0.056,5,818.31,1169.02,2805.64,1374.7632,100
0.056,6,783.95,1224.16,2792.06,1360.8132,100
0.056,7,746.45,1274.22,2767.12,1341.3384,100
0.056,8,718.79,1303.28,2740.86,1323.6708,100
0.056,9,687.18,1328,2702.36,1299.9144,100
0.056,10,653.92,1346.04,2653.88,1271.5704,100
0.056,11,621.72,1372.5,2615.94,1247.9076,100
0.056,12,598.87,1374.82,2572.56,1224.204,100
0.056,13,576.41,1391.27,2544.09,1206.8562,100
0.056,14,546.45,1392.65,2485.55,1175.079,100
0.056,15,522.4,1385.67,2430.47,1146.1734,100
0.056,16,491.78,1383.54,2367.1,1112.2092,100
0.056,17,470.11,1365.09,2305.31,1081.0566000000001,100
0.056,18,435.48,1356.33,2227.29,1039.977,100
0.056,19,407.1,1330.68,2144.88,998.5536,100
0.056,20,373.62,1306.83,2054.07,952.3782,100
0.056,21,343.37,1278.39,1965.13,907.7634,100
0.056,22,318.63,1251.11,1888.37,869.5866,100
0.056,23,291.32,1213.55,1796.19,824.3166,100
0.056,24,262.5,1181.63,1706.63,779.7846,100
0.056,25,237.12,1135.24,1609.48,732.8904,100
0.056,26,213.17,1085.29,1511.63,686.0454,100
0.056,27,189.12,1033.96,1412.2,638.5128,100
0.056,28,169.54,982.62,1321.7,595.8036,100
0.056,29,147.69,928.95,1224.33,549.6642,100
0.056,30,129.51,877.36,1136.38,508.362,100
0.056,31,112.65,819.36,1044.66,465.7932,100
0.056,32,98.56,759.06,956.18,425.25,100
0.056,33,85.31,702.22,872.84,387.0672,100
0.056,34,71.42,645.52,788.36,348.252,100
0.056,35,60.93,586.18,708.04,312,100
