a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.0713,48,1725.32,1720.78,5171.42,2586.0732,100
0.0713,49,1756.58,1711.77,5224.93,2616.0498,100
0.0713,50,1782.98,1715.6,5281.56,2646.1704,100
0.0713,51,1805.47,1705.33,5316.27,2666.1462,100
0.0713,52,1828.17,1706.67,5363.01,2691.225,100
0.0713,53,1859.46,1694.94,5413.86,2720.0916,100
0.0713,54,1902.74,1690.72,5496.2,2765.0616,100
0.0713,55,1928.22,1681.86,5538.3,2788.8588,100
0.0713,56,1958.68,1667.01,5584.37,2815.5186,100
0.0713,57,1991.51,1657.85,5640.87,2847.1278,100
0.0713,58,2027.74,1653.09,5708.57,2884.257,100
0.0713,59,2072.83,1646.63,5792.29,2930.241,100
0.0713,60,2108.93,1635.97,5853.83,2964.7518,100
0.0713,61,2146.29,1617.47,5910.05,2997.3306000000002,100
0.0713,62,2186.72,1603.03,5976.47,3034.9302000000002,100
0.0713,63,2229.76,1606.62,6066.14,3082.9212,100
0.0713,64,2263.6,1601.06,6128.26,3117.1332,100
0.0713,65,2302.51,1584.19,6189.21,3152.0706,100
0.0713,66,2342.74,1580.82,6266.3,3194.1036,100
0.0713,67,2385.91,1577.21,6349.03,3239.211,100
0.0713,68,2422.26,1557.76,6402.28,3270.3,100
0.0713,69,2468.71,1547.31,6484.73,3316.0769999999998,100
0.0713,70,2540.4444444444443,1555.5555555555557,6636.444444444444,3397.0133333333333,99
0.0713,71,2585.626262626263,1546.949494949495,6718.20202020202,3442.1951515151513,99
0.0713,72,2621.020202020202,1538.3131313131314,6780.353535353535,3476.7933333333335,99
0.0713,73,2662.6969696969695,1537,6862.393939393939,3521.2527272727275,99
0.0713,74,2733.4489795918366,1540.204081632653,7007.102040816327,3599.010612244898,98
0.0713,75,2787.408163265306,1529.5510204081634,7104.367346938776,3652.8122448979593,98
0.0713,76,2833.112244897959,1522.4285714285713,7188.65306122449,3699.181224489796,98
0.0713,77,2877.0510204081634,1516.4489795918366,7270.551020408163,3744.1236734693875,98
0.0713,78,2929.714285714286,1502.765306122449,7362.193877551021,3795.252857142857,98
0.0713,79,2980.7755102040815,1505.6326530612246,7467.183673469388,3851.6032653061225,98
0.0713,80,3025.8979591836733,1503.3877551020407,7555.183673469388,3899.3926530612243,98
0.0713,81,3063.530612244898,1494.7244897959183,7621.785714285715,3936.3973469387756,98
0.0713,82,3102,1481.2448979591836,7685.244897959184,3972.282857142857,98
0.0713,83,3157.622448979592,1464.6326530612246,7779.877551020408,4025.3779591836733,98
0.0713,84,3202.5408163265306,1448.1836734693877,7853.265306122449,4066.9812244897957,98
0.0713,85,3256.816326530612,1460.2755102040817,7973.908163265306,4130.677346938775,98
0.0713,86,3285.1020408163267,1445.3163265306123,8015.5204081632655,4154.94306122449,98
0.0713,87,3349.938775510204,1443.0204081632653,8142.897959183673,4224.0024489795915,98
0.0713,88,3415.234693877551,1431.938775510204,8262.408163265307,4289.867755102041,98
0.0713,89,3437.204081632653,1418.6326530612246,8293.040816326531,4308.00612244898,98
0.0713,90,3570.1458333333335,1447.3333333333333,8587.625,4463.6375,96
0.0713,91,3618.4479166666665,1443.4791666666667,8680.375,4514.185,96
0.0713,92,3668.1458333333335,1443.21875,8779.510416666666,4567.749375,96
0.0713,93,3724.4375,1434.4583333333333,8883.333333333334,4624.865,96
0.0713,94,3780.4166666666665,1432.3020833333333,8993.135416666666,4684.416875,96
0.0713,95,3874.4736842105262,1453.0105263157895,9201.957894736843,4794.696,95
0.0713,96,3968.5425531914893,1472.5319148936171,9409.617021276596,4904.489361702128,94
0.0713,97,4063.7311827956987,1480.021505376344,9607.483870967742,5010.438709677419,93
0.0713,98,4144.413043478261,1475.5760869565217,9764.402173913044,5095.708043478261,92
0.0713,99,4184.29347826087,1480.6739130434783,9849.260869565218,5140.92,92
0.0713,100,4314.177777777778,1506.1888888888889,10134.544444444444,5291.9113333333335,90
