a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,num_replicates
0.0713,0,1832.8,0,3665.6,1979.424,100
0.0713,1,1565.2,646.16,3776.56,1961.8032,100
0.0713,2,1454.78,891.96,3801.52,1945.7856,100
0.0713,3,1373.74,1049.37,3796.85,1924.3746,100
0.0713,4,1316.19,1161.28,3793.66,1909.2228,100
0.0713,5,1287.87,1248.68,3824.42,1915.3452,100
0.0713,6,1249.66,1317.07,3816.39,1902.8022,100
0.0713,7,1228.19,1366.35,3822.73,1900.3122,100
0.0713,8,1209.23,1408.08,3826.54,1897.362,100
0.0713,9,1197.33,1456.53,3851.19,1904.859,100
0.0713,10,1196,1485.49,3877.49,1915.5858,100
0.0713,11,1193.28,1510.87,3897.43,1923.3078,100
0.0713,12,1198.6,1543.61,3940.81,1942.8042,100
0.0713,13,1191.38,1563.86,3946.62,1943.5116,100
0.0713,14,1191.47,1583.79,3966.73,1951.9794,100
0.0713,15,1192.07,1603.58,3987.72,1960.9392,100
0.0713,16,1205.32,1625.35,4035.99,1984.3926,100
0.0713,17,1204.25,1640.86,4049.36,1989.7512,100
0.0713,18,1217.14,1647.03,4081.31,2006.2638,100
0.0713,19,1227.2,1667.26,4121.66,2025.6252,100
0.0713,20,1230.57,1687.11,4148.25,2037.6018,100
0.0713,21,1236.3,1693.94,4166.54,2046.6588,100
0.0713,22,1239.54,1703.2,4182.28,2054.0472,100
0.0713,23,1242.56,1712.86,4197.98,2061.366,100
0.0713,24,1249.66,1721.4,4220.72,2072.6208,100
0.0713,25,1258.29,1730.45,4247.03,2085.7422,100
0.0713,26,1274.1,1731.3,4279.5,2103.174,100
0.0713,27,1283.17,1736.04,4302.38,2114.9604,100
0.0713,28,1303.88,1740.51,4348.27,2139.2046,100
0.0713,29,1314.1,1733.06,4361.26,2147.1132,100
0.0713,30,1333.76,1743.38,4410.9,2172.6804,100
0.0713,31,1347.81,1749.27,4444.89,2190.3282,100
0.0713,32,1367.32,1752.54,4487.18,2212.7724,100
0.0713,33,1383.99,1751.31,4519.29,2230.2594,100
0.0713,34,1404.09,1759,4567.18,2255.1972,100
0.0713,35,1414.53,1763.52,4592.58,2268.3708,100
0.0713,36,1434.58,1764.03,4633.19,2290.239,100
0.0713,37,1465.02,1772.45,4702.49,2326.6506,100
0.0713,38,1477.38,1754.33,4709.09,2332.389,100
0.0713,39,1504.72,1772.24,4781.68,2369.4384,100
0.0713,40,1527.01,1770.98,4825,2392.9824,100
0.0713,41,1549.61,1753.68,4852.9,2410.1244,100
0.0713,42,1572.31,1752.96,4897.58,2434.338,100
0.0713,43,1602.51,1750.36,4955.38,2465.862,100
0.0713,44,1627.78,1738.16,4993.72,2488.0296,100
0.0713,45,1659.07,1733.75,5051.89,2519.9706,100
0.0713,46,1672.42,1724.85,5069.69,2530.6506,100
0.0713,47,1697.59,1719.63,5114.81,2555.6418,100
