m,change
1198,-43
1198,66
1198,4
1199,-33
1199,-35
1199,103
1199,130
1199,-80
1199,105
1199,36
1199,214
1199,-21
1199,-38
1199,-16
1199,58
1199,4
1199,60
1199,-84
1199,-35
1199,-69
1199,149
1199,176
1199,10
1200,164
1200,37
1200,-28
1200,-66
1200,16
1200,109
1200,53
1200,-56
1200,100
1200,221
1200,7
1200,97
1200,-22
1200,139
1200,-26
1200,74
1200,95
1200,119
1200,39
1200,40
1201,70
1201,0
1201,136
1201,131
1201,85
1201,93
1201,-25
1201,2
1201,14
1201,140
1201,20
1201,-115
1201,-4
1201,12
1201,29
1201,25
1201,5
1201,49
1201,-19
1201,116
1202,25
1202,-55
1202,90
1202,146
1202,131
1202,-36
1202,92
1202,-77
1202,15
1202,122
1202,41
1202,74
1202,-46
1202,55
1202,62
1202,88
1202,142
1202,68
1202,188
1202,55
1203,34
1203,92
1203,129
1203,91
1203,39
1203,155
1203,0
1203,-7
1203,151
1203,19
1203,-21
1203,166
1203,-129
1203,-63
1203,73
1203,-38
1203,34
1203,15
1203,-71
1203,48
1204,164
1204,-30
1204,185
1204,-12
1204,-60
1204,-107
1204,70
1204,124
1204,12
1204,119
1204,66
1204,88
1204,-35
1204,120
1204,98
1204,51
1204,-96
1204,19
1204,13
1204,-48
1205,248
1205,64
1205,-99
1205,-29
1205,61
1205,50
1205,12
1205,-9
1205,140
1205,-35
1205,43
1205,-42
1205,-23
1205,91
1205,21
1205,-18
1205,37
1205,-20
1205,-22
1205,2
1206,82
1206,78
1206,11
1206,53
1206,61
1206,-15
1206,12
1206,5
1206,65
1206,-54
1206,170
1206,38
1206,82
1206,-9
1206,146
1206,40
1206,-39
1206,25
1206,28
1206,-137
1207,82
1207,41
1207,22
1207,85
1207,60
1207,-103
1207,175
1207,114
1207,149
1207,20
1207,-11
1207,54
1207,-49
1207,49
1207,-27
1207,-39
1207,10
1207,168
1207,104
1207,211
1208,55
1208,-66
1208,0
1208,11
1208,-80
1208,73
1208,-39
1208,166
1208,20
1208,-43
1208,-144
1208,-96
1208,50
1208,97
1208,-12
1208,-23
1208,44
1208,-23
1208,64
1208,-21
1209,-129
1209,61
1209,-24
1209,-43
1209,-61
1209,-12
1209,-105
1209,2
1209,157
1209,-95
1209,-75
1209,129
1209,157
1209,54
1209,-18
1209,103
1209,124
1209,51
1209,137
1209,94
1210,-40
1210,-70
1210,63
1210,57
1210,115
1210,-14
1210,65
1210,-7
1210,78
1210,46
1210,62
1210,-37
1210,-82
1210,100
1210,-91
1210,127
1210,32
1210,195
1210,-104
1210,-20
1211,-28
1211,-22
1211,98
1211,122
1211,6
1211,63
1211,28
1211,46
1211,102
1211,41
1211,35
1211,51
1211,134
1211,-25
1211,-38
1211,-72
1211,59
1211,98
1211,-23
1211,0
1212,144
1212,-147
1212,-114
1212,104
1212,154
1212,15
1212,99
1212,16
1212,-8
1212,29
1212,-207
1212,115
1212,136
1212,-109
1212,-140
1212,18
1212,161
1212,46
1212,8
1212,134
1213,-93
1213,109
1213,-58
1213,2
1213,80
1213,-58
1213,-67
1213,157
1213,-91
1213,-10
1213,-19
1213,7
1213,19
1213,13
1213,48
1213,106
1213,66
1213,63
1213,79
1213,-46
1214,66
1214,-61
1214,119
1214,170
1214,-28
1214,53
1214,-55
1214,-87
1214,90
1214,53
1214,6
1214,-23
1214,31
1214,95
1214,-37
1214,-102
1214,106
1214,108
1214,154
1214,15
1215,-55
1215,136
1215,38
1215,69
1215,283
1215,-155
1215,140
1215,103
1215,-53
1215,-87
1215,18
1215,-11
1215,82
1215,86
1215,3
1215,-92
1215,-80
1215,79
1215,22
1215,183
1216,12
1216,90
1216,176
1216,43
1216,-184
1216,82
1216,36
1216,24
1216,-42
1216,-6
1216,111
1216,-22
1216,99
1216,-56
1216,3
1216,29
1216,39
1216,74
1216,53
1216,86
1217,110
1217,55
1217,120
1217,1
1217,-95
1217,52
1217,9
1217,4
1217,-53
1217,70
1217,108
1217,79
1217,74
1217,46
1217,160
1217,26
1217,-7
1217,4
1217,113
1217,74
1218,-144
1218,62
1218,48
1218,-72
1218,10
1218,16
1218,-105
1218,-69
1218,-68
1218,41
1218,6
1218,-49
1218,105
1218,-58
1218,83
1218,14
1218,43
1218,209
1218,46
1218,69
1219,86
1219,-81
1219,165
1219,126
1219,108
1219,5
1219,-83
1219,101
1219,-45
1219,135
1219,60
1219,101
1219,30
1219,104
1219,-8
1219,142
1219,44
1219,0
1219,-15
1219,14
1220,-80
1220,-32
1220,85
1220,-66
1220,203
1220,-18
1220,-13
1220,155
1220,19
1220,144
1220,-141
1220,71
1220,-102
1220,29
1220,192
1220,99
1220,23
1220,-2
1220,150
1220,-109
1221,-41
1221,-101
1221,-16
1221,156
1221,102
1221,85
1221,33
1221,202
1221,-61
1221,15
1221,104
1221,-94
1221,128
1221,93
1221,47
1221,80
1221,-19
1221,7
1221,87
1221,88
1222,62
1222,207
1222,58
1222,3
1222,31
1222,179
1222,-24
1222,53
1222,255
1222,28
1222,85
1222,62
1222,-18
1222,25
1222,29
1222,-92
1222,190
1222,1
1222,-11
1222,154
1223,173
1223,130
1223,17
1223,52
1223,6
1223,-55
1223,-85
1223,88
1223,-134
1223,146
1223,-1
1223,23
1223,47
1223,-14
1223,48
1223,153
1223,117
1223,171
1223,69
1223,137
1224,294
1224,31
1224,10
1224,-9
1224,-21
1224,31
1224,-11
1224,161
1224,216
1224,46
1224,49
1224,7
1224,88
1224,-9
1224,145
1224,108
1224,36
1224,53
1224,-28
1224,170
1225,-64
1225,92
1225,67
1225,76
1225,114
1225,66
1225,7
1225,176
1225,28
1225,125
1225,43
1225,-28
1225,21
1225,-10
1225,7
1225,59
1225,-125
1225,117
1225,-17
1225,-38
1226,-38
1226,58
1226,104
1226,230
1226,26
1226,-143
1226,-16
1226,52
1226,177
1226,26
1226,89
1226,144
1226,-77
1226,-22
1226,84
1226,77
1226,-58
1226,-19
1226,22
1226,122
1227,165
1227,23
1227,-58
1227,146
1227,-13
1227,6
1227,25
1227,-46
1227,107
1227,-67
1227,95
1227,-103
1227,-6
1227,113
1227,63
1227,-35
1227,19
1227,48
1227,46
1227,121
1228,56
1228,-61
1228,90
1228,78
1228,10
1228,21
1228,-10
1228,29
1228,74
1228,51
1228,166
1228,-151
1228,-41
1228,63
1228,56
1228,56
1228,10
1228,-23
1228,16
1228,-71
1229,-85
1229,48
1229,67
1229,-82
1229,-88
1229,-70
1229,149
1229,108
1229,101
1229,107
1229,17
1229,87
1229,-175
1229,132
1229,92
1229,-90
1229,-14
1229,92
1229,73
1229,2
1230,125
1230,92
1230,11
1230,-63
1230,119
1230,-86
1230,0
1230,-14
1230,64
1230,-126
1230,119
1230,-95
1230,23
1230,-54
1230,51
1230,85
1230,-87
1230,45
1230,-60
1230,57
1231,-8
1231,125
1231,107
1231,105
1231,-9
1231,160
1231,-30
1231,106
1231,184
1231,47
1231,39
1231,78
1231,66
1231,20
1231,118
1231,78
1231,-56
1231,10
1231,-14
1231,77
1232,174
1232,147
1232,-122
1232,-1
1232,9
1232,195
1232,-59
1232,-19
1232,53
1232,46
1232,50
1232,69
1232,17
1232,-26
1232,129
1232,71
1232,42
1232,122
1232,173
1232,128
1233,88
1233,126
1233,-55
1233,161
1233,26
1233,58
1233,-8
1233,116
1233,-47
1233,120
1233,244
1233,45
1233,17
1233,-4
1233,57
1233,19
1233,-94
1233,78
1233,-1
1233,-4
1234,42
1234,-21
1234,-14
1234,-99
1234,-40
1234,94
1234,118
1234,81
1234,-139
1234,-85
1234,3
1234,79
1234,11
1234,130
1234,-8
1234,-57
1234,-7
1234,35
1234,56
1234,31
1235,6
1235,151
1235,81
1235,-90
1235,0
1235,19
1235,98
1235,306
1235,112
1235,157
1235,161
1235,70
1235,-86
1235,-76
1235,-44
1235,26
1235,126
1235,-114
1235,-6
1235,-86
1236,57
1236,-126
1236,157
1236,160
1236,101
1236,105
1236,-115
1236,68
1236,90
1236,63
1236,-83
1236,154
1236,-46
1236,-48
1236,3
1236,207
1236,-18
1236,43
1236,-177
1236,92
1237,131
1237,-24
1237,81
1237,-23
1237,25
1237,30
1237,50
1237,124
1237,70
1237,-110
1237,-20
1237,19
1237,14
1237,110
1237,-72
1237,-34
1237,105
1237,180
1237,-101
1237,120
1238,-54
1238,110
1238,29
1238,-84
1238,129
1238,-109
1238,4
1238,14
1238,62
1238,-22
1238,20
1238,-11
1238,50
1238,-157
1238,-35
1238,54
1238,69
1238,-15
1238,99
1238,-52
1239,96
1239,98
1239,-5
1239,136
1239,-58
1239,12
1239,77
1239,-69
1239,-138
1239,-82
1239,14
1239,6
1239,75
1239,147
1239,-47
1239,-101
1239,55
1239,140
1239,-15
1239,10
1240,-63
1240,221
1240,-122
1240,110
1240,-34
1240,41
1240,81
1240,114
1240,-71
1240,42
1240,-58
1240,-12
1240,50
1240,1
1240,-37
1240,31
1240,-56
1240,161
1240,127
1240,-105
1241,-10
1241,63
1241,10
1241,101
1241,150
1241,42
1241,54
1241,-27
1241,61
1241,-119
1241,198
1241,53
1241,10
1241,-21
1241,-39
1241,37
1241,1
1241,49
1241,-68
1241,-29
1242,-173
1242,110
1242,-50
1242,54
1242,-115
1242,166
1242,103
1242,110
1242,162
1242,-86
1242,145
1242,123
1242,-74
1242,174
1242,-114
1242,-39
1242,76
1242,26
1242,-31
1242,-139
1243,78
1243,-15
1243,104
1243,162
1243,-32
1243,89
1243,-66
1243,56
1243,110
1243,-67
1243,104
1243,117
1243,17
1243,-12
1243,14
1243,145
1243,34
1243,110
1243,48
1243,30
1244,-242
1244,74
1244,153
1244,85
1244,-14
1244,-155
1244,10
1244,50
1244,-94
1244,53
1244,57
1244,-66
1244,-2
1244,-82
1244,206
1244,16
1244,90
1244,11
1244,-58
1244,203
1245,7
1245,126
1245,-45
1245,-1
1245,80
1245,24
1245,229
1245,21
1245,5
1245,78
1245,95
1245,143
1245,-30
1245,13
1245,-76
1245,-78
1245,-149
1245,191
1245,234
1245,99
1246,-8
1246,151
1246,20
1246,89
1246,-24
1246,56
1246,131
1246,-16
1246,101
1246,-19
1246,97
1246,79
1246,19
1246,97
1246,78
1246,105
1246,-19
1246,24
1246,-51
1246,15
1247,-99
1247,8
1247,-17
1247,-78
1247,-83
1247,102
1247,-5
1247,87
1247,41
1247,-4
1247,152
1247,-64
1247,57
1247,90
1247,54
1247,-33
1247,125
1247,-64
1247,82
1247,-19
1248,49
1248,61
1248,84
1248,11
1248,72
1248,80
1248,-18
1248,172
1248,-106
1248,-8
1248,78
1248,175
1248,68
1248,-32
1248,56
1248,192
1248,-3
1248,120
1248,97
1248,-52
1249,30
1249,-7
1249,128
1249,207
1249,33
1249,11
1249,3
1249,74
1249,146
1249,64
1249,-44
1249,197
1249,56
1249,88
1249,-98
1249,103
1249,-57
1249,133
1249,-24
1249,11
1250,57
1250,152
1250,43
1250,17
1250,146
1250,-25
1250,46
1250,88
1250,61
1250,-40
1250,164
1250,47
1250,90
1250,-51
1250,54
1250,181
1250,43
1250,127
1250,-41
1250,113
1251,-7
1251,-12
1251,152
1251,160
1251,71
1251,-7
1251,-30
1251,-91
1251,-98
1251,67
1251,-51
1251,29
1251,31
1251,62
1251,53
1251,-32
1251,-57
1251,-33
1251,-98
1251,53
1252,72
1252,79
1252,-29
1252,-81
1252,8
1252,-73
1252,135
1252,-27
1252,114
1252,-10
1252,-99
1252,24
1252,-4
1252,-76
1252,-57
1252,48
1252,-10
1252,51
1252,-50
1252,31
1253,34
1253,76
1253,30
1253,129
1253,15
1253,280
1253,188
1253,-7
1253,-111
1253,104
1253,92
1253,58
1253,110
1253,102
1253,90
1253,22
1253,-23
1253,185
1253,-19
1253,-15
1254,207
1254,264
1254,133
1254,47
1254,-93
1254,163
1254,74
1254,7
1254,191
1254,106
1254,-26
1254,117
1254,40
1254,70
1254,35
1254,179
1254,-40
1254,-103
1254,-91
1254,89
1255,51
1255,-48
1255,89
1255,182
1255,79
1255,50
1255,142
1255,4
1255,85
1255,66
1255,124
1255,-95
1255,156
1255,-3
1255,65
1255,-50
1255,138
1255,-77
1255,56
1255,-49
1256,-10
1256,122
1256,-98
1256,0
1256,-43
1256,-38
1256,205
1256,26
1256,9
1256,86
1256,-64
1256,51
1256,12
1256,26
1256,137
1256,41
1256,-21
1256,2
1256,56
1256,27
1257,35
1257,-21
1257,-11
1257,179
1257,203
1257,92
1257,22
1257,7
1257,51
1257,-109
1257,34
1257,68
1257,71
1257,90
1257,141
1257,-18
1257,122
1257,49
1257,185
1257,101
1258,-43
1258,151
1258,83
1258,204
1258,141
1258,144
1258,130
1258,-2
1258,122
1258,184
1258,62
1258,-6
1258,144
1258,115
1258,35
1258,-7
1258,40
1258,78
1258,165
1258,52
1259,-79
1259,75
1259,88
1259,-186
1259,142
1259,-106
1259,-74
1259,-14
1259,118
1259,57
1259,66
1259,23
1259,156
1259,139
1259,-250
1259,-84
1259,126
1259,42
1259,96
1259,-5
1260,128
1260,-10
1260,-61
1260,-16
1260,-45
1260,-14
1260,127
1260,74
1260,46
1260,47
1260,24
1260,19
1260,126
1260,5
1260,-42
1260,124
1260,-26
1260,23
1260,66
1260,87
1261,109
1261,97
1261,1
1261,77
1261,154
1261,6
1261,32
1261,57
1261,56
1261,-67
1261,123
1261,147
1261,-4
1261,35
1261,147
1261,-99
1261,73
1261,5
1261,-24
1261,65
1262,74
1262,-178
1262,56
1262,206
1262,-36
1262,211
1262,11
1262,-34
1262,120
1262,51
1262,35
1262,92
1262,21
1262,39
1262,-159
1262,-5
1262,31
1262,-162
1262,139
1262,147
1263,107
1263,143
1263,-42
1263,51
1263,52
1263,75
1263,41
1263,168
1263,86
1263,115
1263,83
1263,-3
1263,2
1263,5
1263,106
1263,65
1263,-89
1263,108
1263,-112
1263,-109
1264,142
1264,-44
1264,7
1264,65
1264,18
1264,82
1264,137
1264,-80
1264,76
1264,44
1264,-126
1264,22
1264,65
1264,-119
1264,11
1264,60
1264,25
1264,-46
1264,215
1264,49
1265,73
1265,171
1265,59
1265,171
1265,108
1265,75
1265,43
1265,166
1265,-87
1265,163
1265,101
1265,66
1265,85
1265,71
1265,84
1265,165
1265,5
1265,198
1265,173
1265,-20
1266,85
1266,68
1266,99
1266,72
1266,92
1266,-93
1266,66
1266,35
1266,20
1266,32
1266,16
1266,-31
1266,99
1266,-33
1266,134
1266,13
1266,-93
1266,208
1266,14
1266,-66
1267,-6
1267,16
1267,77
1267,222
1267,-126
1267,57
1267,136
1267,47
1267,24
1267,-28
1267,17
1267,-126
1267,40
1267,162
1267,-82
1267,121
1267,106
1267,-39
1267,111
1267,6
1268,-113
1268,41
1268,-13
1268,77
1268,-54
1268,102
1268,32
1268,197
1268,10
1268,-95
1268,-23
1268,-103
1268,61
1268,-54
1268,-2
1268,45
1268,-98
1268,143
1268,-64
1268,-41
1269,91
1269,-126
1269,74
1269,99
1269,16
1269,-77
1269,4
1269,94
1269,76
1269,99
1269,-64
1269,33
1269,131
1269,-180
1269,55
1269,73
1269,57
1269,160
1269,150
1269,-22
1270,50
1270,48
1270,-70
1270,23
1270,99
1270,65
1270,-28
1270,81
1270,22
1270,-101
1270,54
1270,-25
1270,186
1270,18
1270,149
1270,-70
1270,6
1270,-13
1270,131
1270,-133
1300,-4
1300,94
1300,-130
1300,-37
1300,-53
1300,42
1300,-165
1300,141
1300,64
1300,122
1300,24
1300,92
1300,90
1300,-76
1300,15
1300,-11
1300,-45
1300,77
1300,-102
1300,209
1325,-129
1325,-230
1325,56
1325,-13
1325,114
1325,62
1325,195
1325,-15
1325,52
1325,191
1325,60
1325,-163
1325,37
1325,-140
1325,-11
1325,89
1325,112
1325,18
1325,-30
1325,116
1350,-1
1350,83
1350,12
1350,-78
1350,69
1350,-146
1350,-60
1350,81
1350,177
1350,45
1350,-9
1350,111
1350,10
1350,-50
1350,-99
1350,51
1350,81
1350,-39
1350,-63
1350,105
1375,124
1375,55
1375,111
1375,-29
1375,115
1375,-44
1375,93
1375,24
1375,122
1375,126
1375,120
1375,-19
1375,39
1375,-81
1375,-56
1375,175
1375,132
1375,156
1375,-175
1375,65
1400,96
1400,-121
1400,56
1400,-56
1400,97
1400,-71
1400,-42
1400,-18
1400,38
1400,20
1400,177
1400,66
1400,29
1400,91
1400,74
1400,124
1400,44
1400,132
1400,90
1400,-184
1425,13
1425,-98
1425,54
1425,36
1425,66
1425,-110
1425,84
1425,73
1425,68
1425,283
1425,123
1425,185
1425,24
1425,52
1425,149
1425,46
1425,-51
1425,37
1425,-66
1425,0
1450,153
1450,48
1450,-33
1450,54
1450,28
1450,-90
1450,14
1450,65
1450,35
1450,227
1450,270
1450,84
1450,201
1450,124
1450,41
1450,-11
1450,96
1450,139
1450,-114
1450,86
1475,-52
1475,-108
1475,-21
1475,98
1475,-17
1475,53
1475,156
1475,91
1475,-6
1475,101
1475,103
1475,96
1475,-14
1475,202
1475,-104
1475,-16
1475,8
1475,11
1475,44
1475,10
1500,-140
1500,23
1500,137
1500,-93
1500,68
1500,32
1500,3
1500,-12
1500,-30
1500,163
1500,5
1500,-22
1500,148
1500,48
1500,135
1500,130
1500,57
1500,18
1500,91
1500,-29
1525,23
1525,117
1525,-30
1525,57
1525,-86
1525,9
1525,156
1525,-129
1525,-102
1525,52
1525,207
1525,14
1525,88
1525,-20
1525,2
1525,78
1525,-154
1525,137
1525,167
1525,-3
1550,-25
1550,284
1550,75
1550,44
1550,87
1550,64
1550,193
1550,-86
1550,98
1550,-69
1550,-142
1550,105
1550,222
1550,31
1550,-14
1550,129
1550,-6
1550,116
1550,35
1550,-125
1575,-117
1575,68
1575,-50
1575,-47
1575,54
1575,-37
1575,-3
1575,-47
1575,19
1575,-124
1575,139
1575,165
1575,9
1575,61
1575,24
1575,33
1575,142
1575,203
1575,48
1575,61
1600,-15
1600,153
1600,-84
1600,-48
1600,85
1600,41
1600,103
1600,4
1600,-74
1600,-74
1600,70
1600,0
1600,53
1600,206
1600,125
1600,66
1600,252
1600,121
1600,62
1600,105
1625,-1
1625,217
1625,6
1625,124
1625,-11
1625,33
1625,70
1625,64
1625,177
1625,-1
1625,313
1625,163
1625,-76
1625,105
1625,-28
1625,124
1625,56
1625,15
1625,-44
1625,178
1650,88
1650,142
1650,172
1650,152
1650,60
1650,-15
1650,17
1650,46
1650,-56
1650,-28
1650,-53
1650,-57
1650,-101
1650,61
1650,107
1650,-142
1650,236
1650,20
1650,107
1650,-79
1675,37
1675,-67
1675,117
1675,-8
1675,129
1675,115
1675,64
1675,-88
1675,-106
1675,-3
1675,56
1675,41
1675,-64
1675,13
1675,97
1675,108
1675,126
1675,-22
1675,-55
1675,-70
1700,48
1700,87
1700,23
1700,17
1700,5
1700,63
1700,38
1700,17
1700,-22
1700,109
1700,24
1700,-104
1700,132
1700,81
1700,-150
1700,137
1700,-96
1700,60
1700,-55
1700,182
1725,-128
1725,45
1725,369
1725,-102
1725,45
1725,116
1725,-50
1725,6
1725,-31
1725,11
1725,148
1725,-48
1725,91
1725,58
1725,-310
1725,204
1725,-46
1725,-75
1725,30
1725,157
1750,-378
1750,218
1750,285
1750,-41
1750,100
1750,149
1750,47
1750,35
1750,-128
1750,-47
1750,116
1750,101
1750,122
1750,14
1750,11
1750,-67
1750,47
1750,-94
1750,-9
1750,-14
1775,45
1775,11
1775,-103
1775,354
1775,68
1775,-56
1775,111
1775,56
1775,-60
1775,132
1775,41
1775,128
1775,24
1775,184
1775,13
1775,-85
1775,137
1775,54
1775,-36
1775,136
1800,111
1800,68
1800,-26
1800,90
1800,-30
1800,-45
1800,-7
1800,116
1800,52
1800,51
1800,-47
1800,-132
1800,111
1800,98
1800,-355
1800,27
1800,220
1800,264
1800,-78
1800,87
1825,-78
1825,26
1825,-164
1825,-23
1825,112
1825,125
1825,96
1825,-17
1825,90
1825,-2
1825,4
1825,-343
1825,-24
1825,-177
1825,116
1825,-139
1825,108
1825,-115
1825,125
1825,101
1850,179
1850,19
1850,96
1850,-48
1850,142
1850,-14
1850,-140
1850,81
1850,0
1850,-41
1850,16
1850,0
1850,-86
1850,27
1850,-79
1850,-104
1850,-86
1850,13
1850,76
1850,21
1875,162
1875,260
1875,70
1875,-22
1875,4
1875,-76
1875,125
1875,-109
1875,32
1875,56
1875,153
1875,-61
1875,120
1875,0
1875,118
1875,41
1875,98
1875,63
1875,-44
1875,-16
1900,125
1900,-181
1900,-8
1900,-5
1900,-71
1900,-10
1900,73
1900,-13
1900,201
1900,-31
1900,-31
1900,-76
1900,-98
1900,99
1900,46
1900,-44
1900,131
1900,-98
1900,149
1900,152
