0.0694,0,0,3610,0.0705051,100,50,0,1.0
0.0694,0,1,3690,0.0722849,92,46,0,1.0
0.0694,0,2,3535,0.0695592,93,42,9,0.911765
0.0694,0,3,3707,0.0727919,68,30,8,0.894737
0.0694,0,4,3866,0.0755905,119,50,19,0.862319
0.0694,0,5,4074,0.0799231,76,30,16,0.826087
0.0694,0,6,3849,0.0762903,87,40,7,0.836538
0.0694,0,7,3730,0.074285,64,29,6,0.914286
0.0694,0,8,3715,0.0727975,73,29,15,0.776596
0.0694,0,9,3805,0.075821,95,39,17,0.818966
0.0694,0,10,3629,0.0741369,91,40,11,0.892157
0.0694,0,11,4002,0.0799537,105,51,3,0.921053
0.0694,0,12,3965,0.0790281,90,37,16,0.833333
0.0694,0,13,4217,0.0816015,88,39,10,0.897959
0.0694,0,14,4337,0.084823,102,45,12,0.796875
0.0694,0,15,4320,0.0861278,63,23,17,0.768293
0.0694,0,16,4210,0.0836712,84,35,14,0.792453
0.0694,0,17,4205,0.084686,82,37,8,0.911111
0.0694,0,18,4311,0.0862028,118,42,34,0.7375
0.0694,0,19,4144,0.0825104,84,31,22,0.75
0.0694,0,20,4290,0.0849842,45,17,11,0.681818
0.0694,0,21,4215,0.0843979,50,20,10,0.714286
0.0694,0,22,4373,0.087011,39,14,11,0.65
0.0694,0,23,4573,0.0917131,81,32,17,0.723214
0.0694,0,24,4528,0.0897273,70,26,18,0.76087
0.0694,0,25,4530,0.0892998,92,34,24,0.707692
0.0694,0,26,4350,0.0861045,82,36,10,0.759259
0.0694,0,27,4393,0.0876916,81,34,13,0.81
0.0694,0,28,4424,0.0868677,57,22,13,0.77027
0.0694,0,29,4611,0.0912166,67,31,5,0.905405
0.0694,0,30,4770,0.0934818,87,41,5,0.945652
0.0694,0,31,4824,0.0943514,80,30,20,0.8
0.0694,0,32,5033,0.0989385,70,30,10,0.833333
0.0694,0,33,4981,0.098661,80,33,14,0.8
0.0694,0,34,5011,0.099016,126,55,16,0.828947
0.0694,0,35,5261,0.101427,110,45,20,0.808824
0.0694,0,36,5255,0.102082,92,38,16,0.851852
0.0694,0,37,5230,0.10214,91,42,7,0.827273
0.0694,0,38,5279,0.102302,52,21,10,0.787879
0.0694,0,39,5434,0.106499,78,34,10,0.847826
0.0694,0,40,5432,0.105999,118,47,24,0.830986
0.0694,0,41,5071,0.101644,138,62,14,0.896104
0.0694,0,42,5182,0.105407,126,56,14,0.875
0.0694,0,43,5245,0.104967,100,42,16,0.819672
0.0694,0,44,5456,0.108435,93,43,7,0.894231
0.0694,0,45,5638,0.110936,41,18,5,0.891304
0.0694,0,46,5521,0.108822,49,19,11,0.742424
0.0694,0,47,5819,0.11317,72,34,4,0.947368
0.0694,0,48,5770,0.113471,117,48,21,0.790541
0.0694,0,49,5589,0.112432,121,57,7,0.945312
0.0694,0,50,5825,0.115465,89,41,7,0.855769
0.0694,0,51,5814,0.11481,54,23,8,0.870968
0.0694,0,52,6062,0.120815,79,34,11,0.877778
0.0694,0,53,6142,0.122453,99,45,9,0.9
0.0694,0,54,6174,0.123337,138,62,14,0.907895
0.0694,0,55,6146,0.123772,136,66,4,0.971429
0.0694,0,56,6335,0.126488,109,51,7,0.939655
0.0694,0,57,6533,0.127638,102,48,6,0.927273
0.0694,0,58,6368,0.124443,97,45,7,0.881818
0.0694,0,59,6505,0.125453,104,45,14,0.866667
0.0694,0,60,6769,0.13102,88,39,10,0.862745
0.0694,0,61,6590,0.128701,109,54,1,0.990909
