0.0721,0,0,3824,0.0746875,98,49,0,1.0
0.0721,0,1,3889,0.0763747,107,52,3,0.972727
0.0721,0,2,3831,0.0755741,97,46,5,0.95098
0.0721,0,3,3855,0.0744094,42,21,0,1.0
0.0721,0,4,3907,0.075594,90,40,10,0.9
0.0721,0,5,3798,0.0735049,101,39,23,0.801587
0.0721,0,6,3815,0.0740001,151,67,17,0.877907
0.0721,0,7,3737,0.0730396,85,40,5,0.944444
0.0721,0,8,3772,0.073984,68,24,20,0.772727
0.0721,0,9,4019,0.078142,80,37,6,0.851064
0.0721,0,10,3933,0.0763808,115,42,31,0.756579
0.0721,0,11,3854,0.0754385,88,32,24,0.785714
0.0721,0,12,3962,0.0778328,52,23,6,0.787879
0.0721,0,13,3997,0.0784433,77,30,17,0.712963
0.0721,0,14,3824,0.0756778,26,9,8,0.541667
0.0721,0,15,3975,0.0794968,48,17,14,0.666667
0.0721,0,16,4156,0.0830635,111,46,19,0.816176
0.0721,0,17,4196,0.0838831,95,40,15,0.818966
0.0721,0,18,4445,0.0891782,91,33,25,0.771186
0.0721,0,19,4269,0.0859196,76,32,12,0.808511
0.0721,0,20,4208,0.0841869,63,21,21,0.715909
0.0721,0,21,4157,0.0837801,41,14,13,0.706897
0.0721,0,22,4545,0.0896273,85,32,21,0.772727
0.0721,0,23,4631,0.0908004,76,33,10,0.883721
0.0721,0,24,4801,0.0945339,112,50,12,0.848485
0.0721,0,25,4820,0.0948445,91,39,13,0.842593
0.0721,0,26,5027,0.0987002,75,32,11,0.833333
0.0721,0,27,5076,0.0992143,78,35,8,0.795918
0.0721,0,28,5082,0.0997174,83,37,9,0.882979
0.0721,0,29,5379,0.105018,70,29,12,0.76087
0.0721,0,30,5390,0.106232,73,31,11,0.811111
0.0721,0,31,5239,0.104927,108,47,14,0.857143
0.0721,0,32,5376,0.108663,79,35,9,0.858696
0.0721,0,33,5446,0.108794,58,23,12,0.828571
0.0721,0,34,5722,0.114706,119,54,11,0.915385
0.0721,0,35,5831,0.114535,106,41,24,0.736111
0.0721,0,36,5861,0.114692,96,43,10,0.90566
0.0721,0,37,5986,0.120133,93,38,17,0.845455
0.0721,0,38,6030,0.118757,105,46,13,0.875
0.0721,0,39,6165,0.121799,94,44,6,0.94
0.0721,0,40,6287,0.124416,79,37,5,0.940476
0.0721,0,41,6528,0.128702,111,48,15,0.867188
0.0721,0,42,6660,0.130788,87,39,9,0.90625
0.0721,0,43,6717,0.133163,133,62,9,0.923611
0.0721,0,44,6866,0.135349,63,29,5,0.9
0.0721,0,45,7330,0.141818,107,52,3,0.972727
0.0721,0,46,7420,0.143393,92,46,0,1.0
0.0721,0,47,7689,0.151198,152,73,6,0.962025
0.0721,0,48,7876,0.15348,197,95,7,0.965686
0.0721,0,49,8015,0.154527,115,55,5,0.958333
0.0721,0,50,7984,0.15631,113,55,3,0.957627
0.0721,0,51,8118,0.157411,137,65,7,0.951389
0.0721,0,52,8202,0.160008,75,35,5,0.9375
0.0721,0,53,8055,0.161042,92,46,0,1.0
0.0721,0,54,8093,0.162876,105,52,1,0.990566
0.0721,0,55,8267,0.162704,122,57,8,0.924242
0.0721,0,56,8373,0.164706,113,52,9,0.92623
0.0721,0,57,8550,0.169039,78,35,8,0.906977
0.0721,0,58,8800,0.172949,135,67,1,0.992647
0.0721,0,59,8945,0.175764,166,82,2,0.988095
0.0721,0,60,8604,0.170316,128,62,4,0.969697
0.0721,0,61,8851,0.176216,138,69,0,1.0
0.0721,0,62,9122,0.179879,129,64,1,0.992308
0.0721,0,63,9490,0.18613,127,61,5,0.962121
0.0721,0,64,9840,0.194505,138,69,0,1.0
