0.0748,0,0,4162,0.0798358,98,49,0,1.0
0.0748,0,1,4136,0.0800992,85,42,1,0.988372
0.0748,0,2,4098,0.0780928,130,63,4,0.970149
0.0748,0,3,3987,0.0776406,90,40,10,0.882353
0.0748,0,4,4134,0.0792683,78,35,8,0.906977
0.0748,0,5,4197,0.0801321,90,40,10,0.818182
0.0748,0,6,4302,0.0831047,64,27,10,0.820513
0.0748,0,7,4351,0.0846564,115,45,25,0.787671
0.0748,0,8,4389,0.0854856,112,50,12,0.903226
0.0748,0,9,4552,0.0881965,107,48,11,0.90678
0.0748,0,10,4464,0.0875844,62,24,14,0.815789
0.0748,0,11,4503,0.0872945,102,45,12,0.894737
0.0748,0,12,4442,0.0873481,74,30,14,0.840909
0.0748,0,13,4495,0.0876355,106,42,22,0.828125
0.0748,0,14,4519,0.0874352,122,53,16,0.884058
0.0748,0,15,4286,0.0833074,69,30,9,0.8625
0.0748,0,16,4235,0.0840144,56,22,12,0.717949
0.0748,0,17,4294,0.0843582,91,42,7,0.892157
0.0748,0,18,4545,0.090218,85,36,13,0.867347
0.0748,0,19,4508,0.0895546,73,35,3,0.890244
0.0748,0,20,4451,0.0889346,70,27,16,0.777778
0.0748,0,21,4735,0.0918597,43,18,7,0.767857
0.0748,0,22,4650,0.0908878,123,50,23,0.842466
0.0748,0,23,4531,0.0888083,87,37,13,0.820755
0.0748,0,24,4342,0.0855128,75,27,21,0.681818
0.0748,0,25,4543,0.0903648,102,43,16,0.864407
0.0748,0,26,4558,0.0906523,78,32,14,0.8125
0.0748,0,27,4548,0.0898637,90,38,14,0.849057
0.0748,0,28,4688,0.0932156,101,47,7,0.885965
0.0748,0,29,4570,0.0919887,96,40,16,0.857143
0.0748,0,30,4685,0.0945281,84,34,16,0.823529
0.0748,0,31,4878,0.0960463,58,23,12,0.805556
0.0748,0,32,4916,0.0974469,77,31,15,0.802083
0.0748,0,33,4851,0.0963226,91,36,19,0.798246
0.0748,0,34,4783,0.0955148,67,25,17,0.797619
0.0748,0,35,5046,0.0996997,47,18,11,0.652778
0.0748,0,36,5020,0.0981926,85,32,21,0.772727
0.0748,0,37,5242,0.102467,79,36,7,0.806122
0.0748,0,38,5356,0.105189,92,41,10,0.901961
0.0748,0,39,5625,0.109722,104,41,22,0.8125
0.0748,0,40,5576,0.107757,105,49,7,0.921053
0.0748,0,41,5498,0.107324,68,30,8,0.894737
0.0748,0,42,5689,0.110819,106,43,20,0.84127
0.0748,0,43,5864,0.114886,131,58,15,0.89726
0.0748,0,44,5892,0.117221,103,48,7,0.936364
0.0748,0,45,5915,0.118243,90,44,2,0.9375
0.0748,0,46,6003,0.118693,112,44,24,0.823529
0.0748,0,47,6164,0.122808,110,52,6,0.948276
0.0748,0,48,6315,0.125159,128,58,12,0.914286
