a,gen,overall_d_count,overall_d_rate,windowed_d_count,windowed_dd_count,windowed_dwt_count,windowed_drive_rate
0.0654,72,2063.2631578947367,0.04078609368947368,30.36842105263158,12.157894736842104,6.052631578947368,0.2769742473684211
0.0654,73,2058.2105263157896,0.04078864347894737,26.63157894736842,10.473684210526315,5.684210526315789,0.27402044315789476
0.0654,74,2198.5,0.043440834205555556,27.77777777777778,10.5,6.777777777777778,0.29113652833333337
0.0654,75,2209,0.043645023944444444,29.666666666666668,11.277777777777779,7.111111111111111,0.31340378444444444
0.0654,76,2197.5,0.04342459271666667,27.88888888888889,10.777777777777779,6.333333333333333,0.2769189066666667
0.0654,77,2161.222222222222,0.0427074887,32.166666666666664,13.444444444444445,5.277777777777778,0.27881957777777777
0.0654,78,2147.3888888888887,0.04225894242222222,29,12.055555555555555,4.888888888888889,0.2927584777777778
0.0654,79,2118.222222222222,0.04155571372777778,32.333333333333336,12.88888888888889,6.555555555555555,0.2691170944444444
0.0654,80,2101.722222222222,0.041218917611111114,29.11111111111111,11.777777777777779,5.555555555555555,0.26529307
0.0654,81,2122.277777777778,0.041543735738888886,26.555555555555557,10.722222222222221,5.111111111111111,0.2526609
0.0654,82,2071.6666666666665,0.040554674388888885,27.833333333333332,12.166666666666666,3.5,0.25417179444444443
0.0654,83,2322.3125,0.045536608875,36.8125,16.4375,3.9375,0.28932491250000003
0.0654,84,2365.75,0.046058908375,28.0625,11.9375,4.1875,0.2783784875
0.0654,85,2355.625,0.04588718470625,37.375,17.1875,3,0.2705900875
0.0654,86,2696.9285714285716,0.05259855498571429,38.42857142857143,17.714285714285715,3,0.2961635028571428
0.0654,87,2923.923076923077,0.05719158038461539,35.84615384615385,16.076923076923077,3.6923076923076925,0.31635318615384617
0.0654,88,3195,0.06298061225,42.916666666666664,20,2.9166666666666665,0.34787914166666667
0.0654,89,3197.8333333333335,0.06301492416666667,31.833333333333332,14.666666666666666,2.5,0.32858978333333333
0.0654,90,3245.5,0.06357253861666666,28.583333333333332,13.5,1.5833333333333333,0.33885165833333336
0.0654,91,3257.5833333333335,0.06395249961666667,38.833333333333336,18.583333333333332,1.6666666666666667,0.33499575
0.0654,92,3260.0833333333335,0.06409314695,36.833333333333336,17.5,1.8333333333333333,0.32631271666666667
0.0654,93,3666.818181818182,0.07172057299090909,44.45454545454545,20.454545454545453,3.5454545454545454,0.3705995818181818
0.0654,94,3674.6363636363635,0.07147045936363636,40.90909090909091,19.363636363636363,2.1818181818181817,0.3639411818181818
0.0654,95,4064.9,0.0783348462,47.5,22.8,1.9,0.39514957
0.0654,96,4019.5,0.0783740412,44.5,21.3,1.9,0.39465752
0.0654,97,4122.9,0.0803173973,45.9,22.6,0.7,0.39567081
0.0654,98,4115.2,0.08008347814,43.2,20.3,2.6,0.37893027
0.0654,99,4134.7,0.08024907108,42.5,20.9,0.7,0.391754
0.0654,100,4151.9,0.0806830572,45.8,22.5,0.8,0.39389153
