a,replicate,gen,overall_d_count, overall_d_rate, windowed_d_count, windowed_dd_count, windowed_dwt_count, windowed_drive_rate
0.025,13,14,350,0.00676172,8,0,8,0.137931
0.025,13,15,311,0.00605978,5,0,5,0.0396825
0.025,13,16,265,0.00518327,1,0,1,0.0113636
0.025,13,17,208,0.00400092,1,0,1,0.0125
0.025,13,18,173,0.00333308,2,0,2,0.025641
0.025,13,19,141,0.00272991,0,0,0,0.0
0.025,13,20,146,0.0028023,0,0,0,0.0
0.025,13,21,131,0.00252613,1,0,1,0.01
0.025,13,22,126,0.00241333,4,0,4,0.03125
0.025,13,23,108,0.00211665,0,0,0,0.0
0.025,13,24,90,0.00176111,0,0,0,0.0
0.025,13,25,61,0.0011973,0,0,0,0.0
0.025,13,26,47,0.000910253,0,0,0,0.0
0.025,13,27,40,0.000778665,1,0,1,0.00925926
0.025,13,28,29,0.000566384,0,0,0,0.0
0.025,13,29,28,0.000539499,0,0,0,0.0
0.025,13,30,27,0.000518294,0,0,0,0.0
0.025,13,31,21,0.000407815,0,0,0,0.0
0.025,13,32,10,0.000193237,0,0,0,0.0
0.025,13,33,4,7.73874e-05,0,0,0,0.0
0.025,13,34,3,5.83771e-05,0,0,0,0.0
0.025,13,35,5,9.7352e-05,0,0,0,0.0
0.025,13,36,2,3.90335e-05,0,0,0,0.0
0.025,13,37,2,3.86892e-05,0,0,0,0.0
0.025,13,38,0,0.0,0,0,0,0.0
0.025,14,0,1346,0.0262399,126,63,0,1.0
0.025,14,1,1330,0.0258313,90,32,26,0.762712
0.025,14,2,1335,0.0257692,64,26,12,0.627451
0.025,14,3,1203,0.0238605,27,9,9,0.613636
0.025,14,4,1098,0.0217176,44,8,28,0.44898
0.025,14,5,1111,0.0218451,11,1,9,0.177419
0.025,14,6,984,0.0191313,13,4,5,0.309524
0.025,14,7,910,0.0177471,19,2,15,0.19
0.025,14,8,861,0.0165386,15,3,9,0.214286
0.025,14,9,800,0.0154997,10,1,8,0.138889
0.025,14,10,712,0.0139816,9,0,9,0.1
0.025,14,11,615,0.0121946,5,0,5,0.0925926
0.025,14,12,514,0.0101425,13,3,7,0.158537
0.025,14,13,447,0.00863201,6,0,6,0.0526316
0.025,14,14,382,0.0074855,11,0,11,0.0820896
0.025,14,15,330,0.00655386,13,2,9,0.13
0.025,14,16,272,0.00537379,7,2,3,0.0945946
0.025,14,17,234,0.00453313,0,0,0,0.0
0.025,14,18,212,0.00418493,4,0,4,0.0350877
0.025,14,19,189,0.00369747,1,0,1,0.00925926
0.025,14,20,140,0.00275028,0,0,0,0.0
0.025,14,21,125,0.00242558,2,0,2,0.0208333
0.025,14,22,104,0.00202808,0,0,0,0.0
0.025,14,23,93,0.00179551,1,0,1,0.0102041
0.025,14,24,91,0.00174477,1,0,1,0.0121951
0.025,14,25,78,0.00150231,0,0,0,0.0
0.025,14,26,59,0.00113904,0,0,0,0.0
0.025,14,27,57,0.00110878,3,0,3,0.0375
0.025,14,28,43,0.000842443,2,0,2,0.0169492
0.025,14,29,41,0.000796271,0,0,0,0.0
0.025,14,30,36,0.000703675,0,0,0,0.0
0.025,14,31,29,0.000568204,0,0,0,0.0
0.025,14,32,22,0.000432458,0,0,0,0.0
0.025,14,33,15,0.000293015,0,0,0,0.0
0.025,14,34,13,0.000256481,0,0,0,0.0
0.025,14,35,10,0.00019545,0,0,0,0.0
0.025,14,36,8,0.000153398,0,0,0,0.0
0.025,14,37,7,0.000137541,0,0,0,0.0
0.025,14,38,6,0.000118409,0,0,0,0.0
0.025,14,39,9,0.00017734,0,0,0,0.0
0.025,14,40,2,3.93763e-05,0,0,0,0.0
0.025,14,41,0,0.0,0,0,0,0.0
0.025,15,0,1374,0.0264689,134,67,0,1.0
0.025,15,1,1363,0.0264445,69,31,7,0.75
0.025,15,2,1264,0.0243799,61,20,21,0.677778
0.025,15,3,1232,0.0244251,24,8,8,0.324324
0.025,15,4,1082,0.0217365,31,5,21,0.397436
0.025,15,5,1065,0.0210674,29,7,15,0.345238
0.025,15,6,984,0.0194482,39,13,13,0.354545
0.025,15,7,848,0.016593,24,5,14,0.3
0.025,15,8,726,0.01427,16,0,16,0.137931
0.025,15,9,691,0.0136897,4,0,4,0.047619
0.025,15,10,578,0.0113502,8,0,8,0.121212
0.025,15,11,509,0.00996827,7,0,7,0.0648148
0.025,15,12,435,0.00853946,7,0,7,0.0530303
0.025,15,13,372,0.0073422,1,0,1,0.0119048
0.025,15,14,300,0.00591739,3,0,3,0.025
0.025,15,15,246,0.00475564,1,0,1,0.00793651
0.025,15,16,191,0.00371249,2,0,2,0.0222222
0.025,15,17,185,0.00358166,2,0,2,0.0175439
0.025,15,18,131,0.00253984,0,0,0,0.0
0.025,15,19,97,0.00189165,1,0,1,0.0138889
0.025,15,20,90,0.00175302,0,0,0,0.0
0.025,15,21,84,0.00164732,0,0,0,0.0
0.025,15,22,80,0.00156482,0,0,0,0.0
0.025,15,23,73,0.00143888,0,0,0,0.0
0.025,15,24,63,0.00123066,2,0,2,0.025641
0.025,15,25,60,0.00117513,0,0,0,0.0
0.025,15,26,50,0.000970874,3,0,3,0.0375
0.025,15,27,34,0.000656193,0,0,0,0.0
0.025,15,28,39,0.000754936,0,0,0,0.0
0.025,15,29,30,0.000581193,0,0,0,0.0
0.025,15,30,29,0.000557585,0,0,0,0.0
0.025,15,31,28,0.000543689,0,0,0,0.0
0.025,15,32,23,0.000446602,0,0,0,0.0
0.025,15,33,24,0.000461379,0,0,0,0.0
0.025,15,34,24,0.000459664,0,0,0,0.0
0.025,15,35,24,0.000465044,3,0,3,0.0205479
0.025,15,36,24,0.000457474,0,0,0,0.0
0.025,15,37,26,0.00049776,0,0,0,0.0
0.025,15,38,19,0.000363957,4,0,4,0.0333333
0.025,15,39,16,0.000309526,1,0,1,0.00877193
0.025,15,40,9,0.000173866,0,0,0,0.0
0.025,15,41,20,0.000387282,0,0,0,0.0
0.025,15,42,12,0.000233918,0,0,0,0.0
0.025,15,43,6,0.000117206,0,0,0,0.0
0.025,15,44,5,9.80738e-05,0,0,0,0.0
0.025,15,45,5,9.8282e-05,0,0,0,0.0
0.025,15,46,4,7.83546e-05,0,0,0,0.0
0.025,15,47,4,7.83515e-05,0,0,0,0.0
0.025,15,48,2,3.87822e-05,0,0,0,0.0
0.025,15,49,0,0.0,0,0,0,0.0
0.025,16,0,1300,0.0253056,124,62,0,1.0
0.025,16,1,1344,0.0263261,66,26,14,0.804878
0.025,16,2,1250,0.024585,39,3,33,0.354545
0.025,16,3,1171,0.022594,67,25,17,0.507576
0.025,16,4,1018,0.0198875,23,4,15,0.221154
0.025,16,5,921,0.0180709,45,11,23,0.416667
0.025,16,6,844,0.0166891,39,6,27,0.330508
0.025,16,7,824,0.016068,12,2,8,0.146341
0.025,16,8,836,0.0162469,17,1,15,0.188889
0.025,16,9,789,0.0152252,27,7,13,0.254717
0.025,16,10,700,0.0136118,17,2,13,0.197674
0.025,16,11,671,0.0129827,6,0,6,0.09375
0.025,16,12,573,0.011296,10,3,4,0.128205
0.025,16,13,487,0.00967845,11,2,7,0.122222
0.025,16,14,456,0.00896579,7,2,3,0.0897436
0.025,16,15,418,0.0082462,14,0,14,0.14
0.025,16,16,364,0.00720079,9,1,7,0.0789474
0.025,16,17,326,0.00633674,13,0,13,0.0802469
0.025,16,18,260,0.00508826,10,0,10,0.0961538
0.025,16,19,182,0.00359655,7,0,7,0.07
0.025,16,20,145,0.00287573,7,1,5,0.0673077
0.025,16,21,120,0.00234604,2,0,2,0.0208333
0.025,16,22,97,0.00188709,3,0,3,0.0214286
0.025,16,23,88,0.00171942,1,0,1,0.0138889
0.025,16,24,72,0.00141182,0,0,0,0.0
0.025,16,25,53,0.00103975,0,0,0,0.0
0.025,16,26,43,0.000835925,0,0,0,0.0
0.025,16,27,48,0.000922403,0,0,0,0.0
0.025,16,28,49,0.000942344,0,0,0,0.0
0.025,16,29,38,0.000716684,0,0,0,0.0
0.025,16,30,20,0.00037696,0,0,0,0.0
0.025,16,31,9,0.000172434,0,0,0,0.0
0.025,16,32,8,0.000152393,0,0,0,0.0
0.025,16,33,6,0.000116014,0,0,0,0.0
0.025,16,34,7,0.000133971,0,0,0,0.0
0.025,16,35,3,5.66743e-05,0,0,0,0.0
0.025,16,36,3,5.7193e-05,0,0,0,0.0
0.025,16,37,0,0.0,0,0,0,0.0
0.025,17,0,1366,0.0260111,124,62,0,1.0
0.025,17,1,1318,0.0254765,74,31,12,0.685185
0.025,17,2,1166,0.0222171,37,10,17,0.45122
0.025,17,3,1091,0.020792,26,8,10,0.325
0.025,17,4,934,0.0180532,39,11,17,0.40625
0.025,17,5,944,0.0183194,34,8,18,0.298246
0.025,17,6,869,0.0171016,25,3,19,0.271739
0.025,17,7,855,0.0166245,13,0,13,0.185714
0.025,17,8,778,0.0152435,38,12,14,0.327586
0.025,17,9,697,0.0136752,11,0,11,0.11
0.025,17,10,666,0.0129723,12,3,6,0.146341
0.025,17,11,607,0.0118374,8,3,2,0.142857
0.025,17,12,553,0.0107806,7,2,3,0.0875
0.025,17,13,490,0.00953011,13,2,9,0.112069
0.025,17,14,388,0.00756719,4,0,4,0.0740741
0.025,17,15,297,0.00583795,6,0,6,0.0441176
0.025,17,16,271,0.00534812,4,0,4,0.0465116
0.025,17,17,247,0.004908,2,0,2,0.03125
0.025,17,18,222,0.00436887,3,0,3,0.0394737
0.025,17,19,207,0.00403918,1,0,1,0.0131579
0.025,17,20,147,0.00287233,4,0,4,0.0333333
0.025,17,21,112,0.00219307,2,0,2,0.0192308
0.025,17,22,92,0.00180825,1,0,1,0.00980392
0.025,17,23,69,0.00136542,3,0,3,0.0340909
0.025,17,24,58,0.00114706,0,0,0,0.0
0.025,17,25,52,0.00103664,2,0,2,0.0204082
0.025,17,26,47,0.000926072,0,0,0,0.0
0.025,17,27,30,0.000588836,0,0,0,0.0
0.025,17,28,21,0.000408084,0,0,0,0.0
0.025,17,29,17,0.000324948,0,0,0,0.0
0.025,17,30,17,0.000327087,0,0,0,0.0
0.025,17,31,15,0.0002865,0,0,0,0.0
0.025,17,32,8,0.000156544,0,0,0,0.0
0.025,17,33,3,5.80788e-05,0,0,0,0.0
0.025,17,34,0,0.0,0,0,0,0.0
0.025,18,0,1310,0.0249381,88,44,0,1.0
0.025,18,1,1327,0.025439,110,47,16,0.859375
0.025,18,2,1229,0.0238058,61,20,21,0.586538
0.025,18,3,1218,0.0234438,57,12,33,0.5
0.025,18,4,1138,0.022159,16,2,12,0.25
0.025,18,5,1008,0.019802,42,13,16,0.428571
0.025,18,6,1005,0.0197291,37,8,21,0.303279
0.025,18,7,915,0.0179503,21,5,11,0.223404
0.025,18,8,859,0.0170938,26,5,16,0.361111
0.025,18,9,786,0.0155483,14,0,14,0.162791
0.025,18,10,671,0.0131832,11,0,11,0.1375
0.025,18,11,580,0.0112451,9,0,9,0.0882353
0.025,18,12,482,0.00944098,14,3,8,0.12963
0.025,18,13,474,0.00929959,9,1,7,0.0865385
0.025,18,14,401,0.00777433,6,0,6,0.075
0.025,18,15,316,0.00615097,4,0,4,0.047619
0.025,18,16,248,0.00481273,3,0,3,0.0245902
0.025,18,17,213,0.00414203,14,1,12,0.148936
0.025,18,18,212,0.00414857,5,0,5,0.0675676
0.025,18,19,214,0.00416342,7,1,5,0.07
0.025,18,20,164,0.00324611,7,2,3,0.0813953
0.025,18,21,139,0.00272367,6,0,6,0.0517241
0.025,18,22,119,0.00234206,1,0,1,0.0104167
0.025,18,23,101,0.00197404,3,1,1,0.0416667
0.025,18,24,84,0.00162558,0,0,0,0.0
0.025,18,25,72,0.00139562,1,0,1,0.0113636
0.025,18,26,63,0.00123297,2,0,2,0.0263158
0.025,18,27,58,0.0011229,0,0,0,0.0
0.025,18,28,55,0.00105481,0,0,0,0.0
0.025,18,29,65,0.00126037,3,0,3,0.025
0.025,18,30,80,0.00153965,3,0,3,0.0348837
0.025,18,31,58,0.00111367,1,0,1,0.0131579
0.025,18,32,53,0.00102289,0,0,0,0.0
0.025,18,33,47,0.000907266,2,0,2,0.0212766
0.025,18,34,48,0.000934652,0,0,0,0.0
0.025,18,35,38,0.000737835,0,0,0,0.0
0.025,18,36,37,0.000728346,0,0,0,0.0
0.025,18,37,36,0.00070591,0,0,0,0.0
0.025,18,38,34,0.000670876,0,0,0,0.0
0.025,18,39,25,0.000488262,0,0,0,0.0
0.025,18,40,16,0.00031332,0,0,0,0.0
0.025,18,41,10,0.000195145,0,0,0,0.0
0.025,18,42,5,9.86544e-05,0,0,0,0.0
0.025,18,43,5,9.80508e-05,0,0,0,0.0
0.025,18,44,3,5.88281e-05,0,0,0,0.0
0.025,18,45,5,9.74963e-05,0,0,0,0.0
0.025,18,46,6,0.000117165,0,0,0,0.0
0.025,18,47,2,3.92912e-05,0,0,0,0.0
0.025,18,48,0,0.0,0,0,0,0.0
0.025,19,0,1274,0.0251252,108,54,0,1.0
0.025,19,1,1251,0.0245054,83,28,27,0.70339
0.025,19,2,1041,0.0208242,56,14,28,0.528302
0.025,19,3,1082,0.0212382,47,16,15,0.573171
0.025,19,4,1021,0.0196422,35,6,23,0.282258
0.025,19,5,961,0.0185364,31,5,21,0.322917
0.025,19,6,914,0.0178753,32,7,18,0.290909
0.025,19,7,854,0.0169606,13,0,13,0.151163
0.025,19,8,697,0.0137965,20,3,14,0.27027
0.025,19,9,636,0.0124843,13,0,13,0.103175
0.025,19,10,554,0.0110262,11,0,11,0.161765
0.025,19,11,514,0.010101,4,0,4,0.0454545
0.025,19,12,444,0.00858369,4,0,4,0.0384615
0.025,19,13,399,0.00778111,16,4,8,0.235294
0.025,19,14,331,0.00648511,5,1,3,0.0462963
0.025,19,15,254,0.00498176,4,0,4,0.0555556
0.025,19,16,205,0.00401331,4,0,4,0.0571429
0.025,19,17,169,0.00327012,1,0,1,0.01
0.025,19,18,163,0.00317145,0,0,0,0.0
0.025,19,19,136,0.00262366,4,0,4,0.037037
0.025,19,20,111,0.00216021,1,0,1,0.00909091
0.025,19,21,94,0.00182858,0,0,0,0.0
0.025,19,22,93,0.00180295,0,0,0,0.0
0.025,19,23,82,0.00158106,2,0,2,0.0238095
0.025,19,24,73,0.00140612,1,0,1,0.0104167
0.025,19,25,58,0.00114525,0,0,0,0.0
0.025,19,26,40,0.00078416,2,0,2,0.025641
0.025,19,27,36,0.000712533,0,0,0,0.0
0.025,19,28,18,0.000354191,0,0,0,0.0
0.025,19,29,13,0.000255463,0,0,0,0.0
0.025,19,30,10,0.000191909,0,0,0,0.0
0.025,19,31,11,0.000211971,0,0,0,0.0
0.025,19,32,4,7.85053e-05,0,0,0,0.0
0.025,19,33,2,3.82629e-05,0,0,0,0.0
0.025,19,34,1,1.90063e-05,0,0,0,0.0
0.025,19,35,1,1.91622e-05,0,0,0,0.0
0.025,19,36,0,0.0,0,0,0,0.0
