a,change
0.022663317,84
0.022663317,126
0.022663317,78
0.022663317,116
0.022663317,72
0.022663317,173
0.022663317,3
0.022663317,49
0.022663317,178
0.022663317,169
0.022663317,86
0.022663317,136
0.022663317,-71
0.022663317,202
0.022663317,92
0.022663317,-5
0.022663317,92
0.022663317,150
0.022663317,65
0.022663317,72
0.022663317,172
0.022663317,-80
0.022663317,56
0.022663317,109
0.022663317,-27
0.022663317,228
0.022663317,197
0.022663317,48
0.022663317,116
0.022663317,180
0.022663317,97
0.022663317,-32
0.022663317,174
0.022663317,185
0.022663317,-12
0.022663317,119
0.022663317,59
0.022663317,57
0.022663317,77
0.022663317,28
0.022663317,175
0.022663317,104
0.022663317,70
0.022663317,224
0.022663317,152
0.022663317,193
0.022663317,51
0.022663317,184
0.022663317,84
0.022663317,128
0.022663317,92
0.022663317,109
0.022663317,175
0.022663317,90
0.022663317,43
0.022663317,90
0.022663317,63
0.022663317,42
0.022663317,52
0.022663317,171
0.022663317,-33
0.022663317,77
0.022663317,61
0.022663317,96
0.022663317,125
0.022663317,305
0.022663317,60
0.022663317,-38
0.022663317,77
0.022663317,110
0.022663317,195
0.022663317,170
0.022663317,47
0.022663317,-30
0.022663317,93
0.022663317,133
0.022663317,154
0.022663317,123
0.022663317,35
0.022663317,252
0.023115578,67
0.023115578,115
0.023115578,185
0.023115578,98
0.023115578,155
0.023115578,69
0.023115578,136
0.023115578,164
0.023115578,142
0.023115578,118
0.023115578,115
0.023115578,148
0.023115578,79
0.023115578,123
0.023115578,162
0.023115578,64
0.023115578,319
0.023115578,78
0.023115578,128
0.023115578,146
0.023115578,142
0.023115578,212
0.023115578,38
0.023115578,173
0.023115578,73
0.023115578,102
0.023115578,161
0.023115578,-71
0.023115578,133
0.023115578,-36
0.023115578,93
0.023115578,206
0.023115578,225
0.023115578,93
0.023115578,116
0.023115578,83
0.023115578,135
0.023115578,110
0.023115578,148
0.023115578,158
0.023115578,111
0.023115578,178
0.023115578,35
0.023115578,108
0.023115578,166
0.023115578,73
0.023115578,68
0.023115578,84
0.023115578,-54
0.023115578,33
0.023115578,184
0.023115578,29
0.023115578,96
0.023115578,192
0.023115578,-9
0.023115578,255
0.023115578,95
0.023115578,82
0.023115578,118
0.023115578,1
0.023115578,88
0.023115578,198
0.023115578,103
0.023115578,38
0.023115578,55
0.023115578,98
0.023115578,74
0.023115578,-12
0.023115578,164
0.023115578,125
0.023115578,-53
0.023115578,29
0.023115578,256
0.023115578,195
0.023115578,-4
0.023115578,174
0.023115578,104
0.023115578,174
0.023115578,243
0.023115578,212
0.023115578,242
0.023115578,226
0.023115578,0
0.023115578,221
0.023115578,117
0.023115578,52
0.023115578,250
0.023115578,100
0.023115578,-55
0.023115578,220
0.023115578,128
0.023115578,160
0.023115578,150
0.023115578,122
0.023115578,205
0.023115578,97
0.023115578,8
0.023115578,115
0.023115578,39
0.023115578,70
0.023567839,114
0.023567839,93
0.023567839,180
0.023567839,101
0.023567839,188
0.023567839,112
0.023567839,78
0.023567839,69
0.023567839,-44
0.023567839,210
0.023567839,43
0.023567839,178
0.023567839,146
0.023567839,126
0.023567839,88
0.023567839,188
0.023567839,163
0.023567839,202
0.023567839,74
0.023567839,66
0.023567839,93
0.023567839,28
0.023567839,122
0.023567839,47
0.023567839,85
0.023567839,32
0.023567839,141
0.023567839,156
0.023567839,160
0.023567839,177
0.023567839,275
0.023567839,152
0.023567839,64
0.023567839,115
0.023567839,212
0.023567839,232
0.023567839,158
0.023567839,175
0.023567839,144
0.023567839,163
0.023567839,86
0.023567839,-20
0.023567839,64
0.023567839,167
0.023567839,127
0.023567839,113
0.023567839,66
0.023567839,174
0.023567839,192
0.023567839,97
0.023567839,31
0.023567839,150
0.023567839,89
0.023567839,59
0.023567839,127
0.023567839,128
0.023567839,110
0.023567839,153
0.023567839,67
0.023567839,69
0.023567839,121
0.023567839,145
0.023567839,257
0.023567839,209
0.023567839,38
0.023567839,342
0.023567839,227
0.023567839,206
0.023567839,157
0.023567839,42
0.023567839,116
0.023567839,-42
0.023567839,135
0.023567839,123
0.023567839,-3
0.023567839,88
0.023567839,2
0.023567839,163
0.023567839,106
0.023567839,38
0.023567839,27
0.023567839,66
0.023567839,150
0.023567839,50
0.023567839,147
0.023567839,54
0.023567839,116
0.023567839,97
0.023567839,119
0.023567839,205
0.023567839,93
0.023567839,174
0.023567839,59
0.023567839,163
0.023567839,108
0.023567839,108
0.023567839,89
0.023567839,202
0.023567839,171
0.023567839,74
0.024020101,221
0.024020101,-12
0.024020101,274
0.024020101,127
0.024020101,227
0.024020101,118
0.024020101,166
0.024020101,212
0.024020101,216
0.024020101,81
0.024020101,89
0.024020101,231
0.024020101,95
0.024020101,156
0.024020101,192
0.024020101,99
0.024020101,126
0.024020101,119
0.024020101,183
0.024020101,84
0.024020101,43
0.024020101,133
0.024020101,23
0.024020101,108
0.024020101,150
0.024020101,193
0.024020101,172
0.024020101,72
0.024020101,107
0.024020101,159
0.024020101,-3
0.024020101,161
0.024020101,81
0.024020101,28
0.024020101,156
0.024020101,215
0.024020101,-51
0.024020101,156
0.024020101,90
0.024020101,118
0.024020101,102
0.024020101,101
0.024020101,22
0.024020101,94
0.024020101,128
0.024020101,-70
0.024020101,33
0.024020101,257
0.024020101,-5
0.024020101,205
0.024020101,200
0.024020101,20
0.024020101,164
0.024020101,91
0.024020101,131
0.024020101,225
0.024020101,135
0.024020101,157
0.024020101,257
0.024020101,-125
0.024020101,-44
0.024020101,69
0.024020101,151
0.024020101,138
0.024020101,32
0.024020101,204
0.024020101,115
0.024020101,-7
0.024020101,-59
0.024020101,22
0.024020101,20
0.024020101,-50
0.024020101,124
0.024020101,-76
0.024020101,73
0.024020101,-8
0.024020101,117
0.024020101,60
0.024020101,162
0.024020101,38
0.024020101,129
0.024020101,63
0.024020101,255
0.024020101,181
0.024020101,251
0.024020101,113
0.024020101,321
0.024020101,131
0.024020101,92
0.024020101,41
0.024020101,55
0.024020101,111
0.024020101,111
0.024020101,-32
0.024020101,175
0.024020101,144
0.024020101,29
0.024020101,103
0.024020101,213
0.024020101,174
0.024472362,252
0.024472362,229
0.024472362,149
0.024472362,95
0.024472362,47
0.024472362,-5
0.024472362,90
0.024472362,-8
0.024472362,91
0.024472362,118
0.024472362,180
0.024472362,160
0.024472362,65
0.024472362,-11
0.024472362,165
0.024472362,93
0.024472362,134
0.024472362,390
0.024472362,186
0.024472362,120
0.024472362,85
0.024472362,137
0.024472362,80
0.024472362,84
0.024472362,119
0.024472362,199
0.024472362,137
0.024472362,100
0.024472362,151
0.024472362,128
0.024472362,229
0.024472362,269
0.024472362,89
0.024472362,18
0.024472362,65
0.024472362,202
0.024472362,147
0.024472362,264
0.024472362,-6
0.024472362,222
0.024472362,-34
0.024472362,18
0.024472362,186
0.024472362,126
0.024472362,130
0.024472362,264
0.024472362,-10
0.024472362,112
0.024472362,39
0.024472362,116
0.024472362,219
0.024472362,122
0.024472362,207
0.024472362,77
0.024472362,130
0.024472362,299
0.024472362,285
0.024472362,149
0.024472362,93
0.024472362,142
0.024472362,96
0.024472362,174
0.024472362,67
0.024472362,218
0.024472362,-42
0.024472362,263
0.024472362,112
0.024472362,223
0.024472362,113
0.024472362,30
0.024472362,154
0.024472362,92
0.024472362,277
0.024472362,106
0.024472362,163
0.024472362,148
0.024472362,83
0.024472362,-23
0.024472362,123
0.024472362,22
0.024472362,183
0.024472362,283
0.024472362,55
0.024472362,111
0.024472362,146
0.024472362,227
0.024472362,164
0.024472362,96
0.024472362,-40
0.024472362,190
0.024472362,36
0.024472362,92
0.024472362,239
0.024472362,202
0.024472362,66
0.024472362,127
0.024472362,202
0.024472362,99
0.024472362,42
0.024472362,92
0.024924623,90
0.024924623,10
0.024924623,232
0.024924623,261
0.024924623,121
0.024924623,127
0.024924623,124
0.024924623,213
0.024924623,4
0.024924623,111
0.024924623,70
0.024924623,11
0.024924623,-86
0.024924623,149
0.024924623,157
0.024924623,205
0.024924623,107
0.024924623,97
0.024924623,249
0.024924623,68
0.024924623,-53
0.024924623,88
0.024924623,180
0.024924623,88
0.024924623,272
0.024924623,70
0.024924623,41
0.024924623,28
0.024924623,108
0.024924623,239
0.024924623,70
0.024924623,250
0.024924623,172
0.024924623,109
0.024924623,110
0.024924623,94
0.024924623,195
0.024924623,147
0.024924623,152
0.024924623,77
0.024924623,303
0.024924623,273
0.024924623,48
0.024924623,161
0.024924623,289
0.024924623,257
0.024924623,77
0.024924623,135
0.024924623,302
0.024924623,186
0.024924623,310
0.024924623,54
0.024924623,146
0.024924623,114
0.024924623,58
0.024924623,9
0.024924623,306
0.024924623,128
0.024924623,20
0.024924623,181
0.024924623,147
0.024924623,291
0.024924623,81
0.024924623,213
0.024924623,221
0.024924623,80
0.024924623,103
0.024924623,150
0.024924623,157
0.024924623,198
0.024924623,163
0.024924623,204
0.024924623,43
0.024924623,1
0.024924623,67
0.024924623,45
0.024924623,15
0.024924623,111
0.024924623,71
0.024924623,-35
0.024924623,25
0.024924623,114
0.024924623,16
0.024924623,57
0.024924623,66
0.024924623,229
0.024924623,7
0.024924623,-52
0.024924623,206
0.024924623,-14
0.024924623,88
0.024924623,161
0.024924623,245
0.024924623,40
0.024924623,152
0.024924623,8
0.024924623,-47
0.024924623,200
0.024924623,188
0.024924623,137
0.025376884,199
0.025376884,87
0.025376884,132
0.025376884,126
0.025376884,197
0.025376884,130
0.025376884,144
0.025376884,37
0.025376884,13
0.025376884,66
0.025376884,92
0.025376884,176
0.025376884,157
0.025376884,-24
0.025376884,132
0.025376884,174
0.025376884,244
0.025376884,220
0.025376884,254
0.025376884,153
0.025376884,112
0.025376884,196
0.025376884,203
0.025376884,157
0.025376884,116
0.025376884,131
0.025376884,79
0.025376884,171
0.025376884,44
0.025376884,118
0.025376884,137
0.025376884,3
0.025376884,80
0.025376884,86
0.025376884,192
0.025376884,231
0.025376884,246
0.025376884,260
0.025376884,79
0.025376884,-33
0.025376884,140
0.025376884,168
0.025376884,100
0.025376884,-108
0.025376884,316
0.025376884,192
0.025376884,165
0.025376884,137
0.025376884,229
0.025376884,272
0.025376884,97
0.025376884,227
0.025376884,215
0.025376884,73
0.025376884,191
0.025376884,177
0.025376884,109
0.025376884,102
0.025376884,74
0.025376884,129
0.025376884,178
0.025376884,-53
0.025376884,272
0.025376884,43
0.025376884,42
0.025376884,109
0.025376884,69
0.025376884,127
0.025376884,63
0.025376884,98
0.025376884,115
0.025376884,276
0.025376884,194
0.025376884,-8
0.025376884,53
0.025376884,94
0.025376884,121
0.025376884,-46
0.025376884,187
0.025376884,157
0.025376884,145
0.025376884,195
0.025376884,57
0.025376884,75
0.025376884,98
0.025376884,186
0.025376884,74
0.025376884,-21
0.025376884,38
0.025376884,89
0.025376884,79
0.025376884,57
0.025376884,92
0.025376884,309
0.025376884,158
0.025376884,170
0.025376884,7
0.025376884,147
0.025376884,221
0.025376884,165
0.025829146,66
0.025829146,108
0.025829146,113
0.025829146,152
0.025829146,86
0.025829146,37
0.025829146,121
0.025829146,109
0.025829146,126
0.025829146,210
0.025829146,304
0.025829146,-54
0.025829146,153
0.025829146,139
0.025829146,-1
0.025829146,131
0.025829146,169
0.025829146,179
0.025829146,177
0.025829146,157
0.025829146,-25
0.025829146,152
0.025829146,393
0.025829146,217
0.025829146,-2
0.025829146,71
0.025829146,160
0.025829146,105
0.025829146,105
0.025829146,-53
0.025829146,208
0.025829146,238
0.025829146,175
0.025829146,181
0.025829146,64
0.025829146,203
0.025829146,277
0.025829146,77
0.025829146,78
0.025829146,215
0.025829146,175
0.025829146,75
0.025829146,102
0.025829146,68
0.025829146,240
0.025829146,87
0.025829146,23
0.025829146,-24
0.025829146,257
0.025829146,251
0.025829146,-89
0.025829146,142
0.025829146,169
0.025829146,-19
0.025829146,97
0.025829146,152
0.025829146,251
0.025829146,262
0.025829146,95
0.025829146,84
0.025829146,267
0.025829146,210
0.025829146,124
0.025829146,40
0.025829146,272
0.025829146,208
0.025829146,205
0.025829146,191
0.025829146,207
0.025829146,129
0.025829146,149
0.025829146,28
0.025829146,183
0.025829146,127
0.025829146,245
0.025829146,11
0.025829146,81
0.025829146,298
0.025829146,61
0.025829146,150
0.025829146,15
0.025829146,99
0.025829146,4
0.025829146,176
0.025829146,23
0.025829146,260
0.025829146,128
0.025829146,135
0.025829146,164
0.025829146,284
0.025829146,138
0.025829146,244
0.025829146,73
0.025829146,76
0.025829146,344
0.025829146,235
0.025829146,86
0.025829146,186
0.025829146,60
0.025829146,147
0.026281407,80
0.026281407,75
0.026281407,35
0.026281407,97
0.026281407,48
0.026281407,98
0.026281407,145
0.026281407,76
0.026281407,17
0.026281407,104
0.026281407,363
0.026281407,31
0.026281407,46
0.026281407,-47
0.026281407,42
0.026281407,223
0.026281407,126
0.026281407,93
0.026281407,115
0.026281407,215
0.026281407,130
0.026281407,375
0.026281407,165
0.026281407,109
0.026281407,54
0.026281407,175
0.026281407,44
0.026281407,56
0.026281407,203
0.026281407,221
0.026281407,118
0.026281407,74
0.026281407,73
0.026281407,29
0.026281407,153
0.026281407,72
0.026281407,117
0.026281407,-26
0.026281407,128
0.026281407,69
0.026281407,247
0.026281407,7
0.026281407,214
0.026281407,43
0.026281407,241
0.026281407,246
0.026281407,4
0.026281407,199
0.026281407,122
0.026281407,-38
0.026281407,68
0.026281407,37
0.026281407,58
0.026281407,117
0.026281407,209
0.026281407,-2
0.026281407,100
0.026281407,210
0.026281407,238
0.026281407,121
0.026281407,91
0.026281407,191
0.026281407,67
0.026281407,191
0.026281407,73
0.026281407,235
0.026281407,184
0.026281407,114
0.026281407,70
0.026281407,87
0.026281407,159
0.026281407,201
0.026281407,274
0.026281407,231
0.026281407,77
0.026281407,190
0.026281407,66
0.026281407,207
0.026281407,118
0.026281407,286
0.026281407,80
0.026281407,159
0.026281407,77
0.026281407,271
0.026281407,14
0.026281407,51
0.026281407,239
0.026281407,124
0.026281407,249
0.026281407,125
0.026281407,47
0.026281407,130
0.026281407,3
0.026281407,-28
0.026281407,9
0.026281407,4
0.026281407,188
0.026281407,89
0.026281407,83
0.026281407,65
0.026733668,120
0.026733668,83
0.026733668,103
0.026733668,167
0.026733668,68
0.026733668,68
0.026733668,253
0.026733668,22
0.026733668,99
0.026733668,10
0.026733668,15
0.026733668,7
0.026733668,296
0.026733668,145
0.026733668,153
0.026733668,136
0.026733668,144
0.026733668,195
0.026733668,74
0.026733668,157
0.026733668,245
0.026733668,71
0.026733668,210
0.026733668,148
0.026733668,194
0.026733668,248
0.026733668,-29
0.026733668,251
0.026733668,-20
0.026733668,110
0.026733668,109
0.026733668,195
0.026733668,134
0.026733668,226
0.026733668,182
0.026733668,301
0.026733668,181
0.026733668,221
0.026733668,56
0.026733668,378
0.026733668,175
0.026733668,266
0.026733668,265
0.026733668,153
0.026733668,42
0.026733668,142
0.026733668,239
0.026733668,199
0.026733668,122
0.026733668,197
0.026733668,128
0.026733668,128
0.026733668,131
0.026733668,62
0.026733668,0
0.026733668,186
0.026733668,302
0.026733668,212
0.026733668,111
0.026733668,96
0.026733668,4
0.026733668,220
0.026733668,61
0.026733668,146
0.026733668,201
0.026733668,213
0.026733668,89
0.026733668,137
0.026733668,147
0.026733668,95
0.026733668,56
0.026733668,253
0.026733668,6
0.026733668,98
0.026733668,133
0.026733668,98
0.026733668,206
0.026733668,248
0.026733668,111
0.026733668,161
0.026733668,109
0.026733668,181
0.026733668,28
0.026733668,-59
0.026733668,170
0.026733668,-5
0.026733668,175
0.026733668,101
0.026733668,90
0.026733668,84
0.026733668,171
0.026733668,157
0.026733668,122
0.026733668,230
0.026733668,125
0.026733668,117
0.026733668,107
0.026733668,49
0.026733668,57
0.026733668,301
0.02718593,118
0.02718593,263
0.02718593,80
0.02718593,45
0.02718593,-19
0.02718593,241
0.02718593,190
0.02718593,109
0.02718593,265
0.02718593,109
0.02718593,-1
0.02718593,-81
0.02718593,66
0.02718593,91
0.02718593,204
0.02718593,5
0.02718593,172
0.02718593,74
0.02718593,-24
0.02718593,64
0.02718593,2
0.02718593,151
0.02718593,120
0.02718593,141
0.02718593,142
0.02718593,114
0.02718593,175
0.02718593,66
0.02718593,76
0.02718593,141
0.02718593,58
0.02718593,65
0.02718593,174
0.02718593,187
0.02718593,172
0.02718593,174
0.02718593,7
0.02718593,117
0.02718593,164
0.02718593,15
0.02718593,-9
0.02718593,259
0.02718593,287
0.02718593,282
0.02718593,207
0.02718593,139
0.02718593,124
0.02718593,135
0.02718593,28
0.02718593,-14
0.02718593,201
0.02718593,294
0.02718593,108
0.02718593,239
0.02718593,117
0.02718593,225
0.02718593,196
0.02718593,54
0.02718593,-4
0.02718593,6
0.02718593,108
0.02718593,287
0.02718593,-170
0.02718593,215
0.02718593,89
0.02718593,159
0.02718593,156
0.02718593,182
0.02718593,30
0.02718593,162
0.02718593,129
0.02718593,-12
0.02718593,44
0.02718593,98
0.02718593,-72
0.02718593,167
0.02718593,151
0.02718593,179
0.02718593,26
0.02718593,-108
0.02718593,115
0.02718593,11
0.02718593,106
0.02718593,159
0.02718593,70
0.02718593,153
0.02718593,262
0.02718593,230
0.02718593,123
0.02718593,47
0.02718593,232
0.02718593,7
0.02718593,124
0.02718593,203
0.02718593,-20
0.02718593,89
0.02718593,201
0.02718593,122
0.02718593,377
0.02718593,101
0.027638191,-36
0.027638191,215
0.027638191,114
0.027638191,60
0.027638191,146
0.027638191,225
0.027638191,331
0.027638191,198
0.027638191,51
0.027638191,220
0.027638191,129
0.027638191,194
0.027638191,39
0.027638191,199
0.027638191,26
0.027638191,133
0.027638191,174
0.027638191,51
0.027638191,104
0.027638191,200
0.027638191,238
0.027638191,-111
0.027638191,233
0.027638191,151
0.027638191,151
0.027638191,-16
0.027638191,149
0.027638191,181
0.027638191,111
0.027638191,172
0.027638191,148
0.027638191,265
0.027638191,339
0.027638191,281
0.027638191,53
0.027638191,-134
0.027638191,44
0.027638191,107
0.027638191,44
0.027638191,156
0.027638191,70
0.027638191,221
0.027638191,199
0.027638191,160
0.027638191,160
0.027638191,203
0.027638191,188
0.027638191,182
0.027638191,90
0.027638191,121
0.027638191,139
0.027638191,210
0.027638191,163
0.027638191,153
0.027638191,190
0.027638191,175
0.027638191,31
0.027638191,261
0.027638191,199
0.027638191,208
0.027638191,37
0.027638191,-24
0.027638191,187
0.027638191,228
0.027638191,115
0.027638191,322
0.027638191,236
0.027638191,138
0.027638191,228
0.027638191,91
0.027638191,60
0.027638191,108
0.027638191,105
0.027638191,204
0.027638191,215
0.027638191,87
0.027638191,219
0.027638191,-29
0.027638191,60
0.027638191,71
0.027638191,139
0.027638191,118
0.027638191,180
0.027638191,100
0.027638191,89
0.027638191,63
0.027638191,244
0.027638191,205
0.027638191,190
0.027638191,180
0.027638191,127
0.027638191,237
0.027638191,62
0.027638191,154
0.027638191,251
0.027638191,122
0.027638191,146
0.027638191,77
0.027638191,250
0.027638191,90
0.028090452,179
0.028090452,111
0.028090452,38
0.028090452,28
0.028090452,54
0.028090452,172
0.028090452,-45
0.028090452,119
0.028090452,203
0.028090452,156
0.028090452,89
0.028090452,388
0.028090452,240
0.028090452,101
0.028090452,122
0.028090452,74
0.028090452,144
0.028090452,70
0.028090452,203
0.028090452,103
0.028090452,131
0.028090452,169
0.028090452,166
0.028090452,192
0.028090452,159
0.028090452,157
0.028090452,230
0.028090452,90
0.028090452,204
0.028090452,156
0.028090452,176
0.028090452,304
0.028090452,67
0.028090452,164
0.028090452,-60
0.028090452,-14
0.028090452,195
0.028090452,13
0.028090452,-45
0.028090452,95
0.028090452,-6
0.028090452,-30
0.028090452,249
0.028090452,216
0.028090452,84
0.028090452,153
0.028090452,408
0.028090452,191
0.028090452,210
0.028090452,260
0.028090452,181
0.028090452,-67
0.028090452,341
0.028090452,316
0.028090452,98
0.028090452,273
0.028090452,-56
0.028090452,-15
0.028090452,151
0.028090452,217
0.028090452,168
0.028090452,76
0.028090452,11
0.028090452,223
0.028090452,113
0.028090452,198
0.028090452,108
0.028090452,51
0.028090452,211
0.028090452,103
0.028090452,201
0.028090452,237
0.028090452,60
0.028090452,157
0.028090452,260
0.028090452,141
0.028090452,207
0.028090452,4
0.028090452,26
0.028090452,440
0.028090452,248
0.028090452,170
0.028090452,155
0.028090452,29
0.028090452,63
0.028090452,162
0.028090452,260
0.028090452,293
0.028090452,87
0.028090452,254
0.028090452,268
0.028090452,67
0.028090452,182
0.028090452,161
0.028090452,218
0.028090452,89
0.028090452,32
0.028090452,84
0.028090452,258
0.028090452,158
0.028542714,203
0.028542714,156
0.028542714,213
0.028542714,180
0.028542714,354
0.028542714,34
0.028542714,131
0.028542714,81
0.028542714,195
0.028542714,340
0.028542714,234
0.028542714,146
0.028542714,190
0.028542714,0
0.028542714,35
0.028542714,119
0.028542714,126
0.028542714,255
0.028542714,318
0.028542714,231
0.028542714,203
0.028542714,294
0.028542714,270
0.028542714,193
0.028542714,176
0.028542714,197
0.028542714,-53
0.028542714,139
0.028542714,130
0.028542714,108
0.028542714,129
0.028542714,47
0.028542714,124
0.028542714,95
0.028542714,167
0.028542714,178
0.028542714,160
0.028542714,403
0.028542714,33
0.028542714,82
0.028542714,313
0.028542714,22
0.028542714,128
0.028542714,153
0.028542714,-83
0.028542714,127
0.028542714,142
0.028542714,97
0.028542714,153
0.028542714,217
0.028542714,29
0.028542714,246
0.028542714,-6
0.028542714,150
0.028542714,76
0.028542714,56
0.028542714,33
0.028542714,120
0.028542714,119
0.028542714,240
0.028542714,220
0.028542714,45
0.028542714,174
0.028542714,133
0.028542714,299
0.028542714,60
0.028542714,196
0.028542714,88
0.028542714,133
0.028542714,23
0.028542714,59
0.028542714,146
0.028542714,194
0.028542714,84
0.028542714,135
0.028542714,223
0.028542714,147
0.028542714,33
0.028542714,165
0.028542714,243
0.028542714,-67
0.028542714,405
0.028542714,168
0.028542714,75
0.028542714,257
0.028542714,84
0.028542714,199
0.028542714,70
0.028542714,186
0.028542714,146
0.028542714,215
0.028542714,324
0.028542714,172
0.028542714,210
0.028542714,42
0.028542714,-2
0.028542714,85
0.028542714,207
0.028542714,243
0.028542714,193
0.028994975,75
0.028994975,113
0.028994975,151
0.028994975,21
0.028994975,0
0.028994975,66
0.028994975,166
0.028994975,24
0.028994975,47
0.028994975,117
0.028994975,-45
0.028994975,270
0.028994975,-49
0.028994975,73
0.028994975,108
0.028994975,167
0.028994975,375
0.028994975,185
0.028994975,-18
0.028994975,-89
0.028994975,362
0.028994975,221
0.028994975,184
0.028994975,226
0.028994975,191
0.028994975,128
0.028994975,133
0.028994975,39
0.028994975,179
0.028994975,54
0.028994975,166
0.028994975,200
0.028994975,38
0.028994975,261
0.028994975,16
0.028994975,116
0.028994975,174
0.028994975,134
0.028994975,-28
0.028994975,81
0.028994975,158
0.028994975,83
0.028994975,124
0.028994975,229
0.028994975,79
0.028994975,58
0.028994975,-19
0.028994975,86
0.028994975,159
0.028994975,45
0.028994975,137
0.028994975,191
0.028994975,67
0.028994975,-173
0.028994975,164
0.028994975,4
0.028994975,138
0.028994975,187
0.028994975,190
0.028994975,151
0.028994975,55
0.028994975,175
0.028994975,269
0.028994975,182
0.028994975,116
0.028994975,202
0.028994975,43
0.028994975,155
0.028994975,-55
0.028994975,71
0.028994975,190
0.028994975,167
0.028994975,237
0.028994975,77
0.028994975,169
0.028994975,178
0.028994975,204
0.028994975,87
0.028994975,18
0.028994975,90
0.028994975,175
0.028994975,219
0.028994975,18
0.028994975,239
0.028994975,210
0.028994975,61
0.028994975,158
0.028994975,261
0.028994975,279
0.028994975,305
0.028994975,297
0.028994975,82
0.028994975,232
0.028994975,193
0.028994975,128
0.028994975,125
0.028994975,227
0.028994975,85
0.028994975,91
0.028994975,248
0.029447236,134
0.029447236,224
0.029447236,191
0.029447236,195
0.029447236,22
0.029447236,246
0.029447236,258
0.029447236,204
0.029447236,72
0.029447236,87
0.029447236,74
0.029447236,109
0.029447236,56
0.029447236,266
0.029447236,150
0.029447236,54
0.029447236,305
0.029447236,207
0.029447236,155
0.029447236,-75
0.029447236,100
0.029447236,170
0.029447236,-40
0.029447236,183
0.029447236,90
0.029447236,170
0.029447236,202
0.029447236,5
0.029447236,168
0.029447236,219
0.029447236,107
0.029447236,-9
0.029447236,57
0.029447236,221
0.029447236,158
0.029447236,22
0.029447236,87
0.029447236,-80
0.029447236,119
0.029447236,91
0.029447236,248
0.029447236,55
0.029447236,196
0.029447236,94
0.029447236,80
0.029447236,182
0.029447236,144
0.029447236,82
0.029447236,118
0.029447236,-98
0.029447236,98
0.029447236,14
0.029447236,21
0.029447236,172
0.029447236,199
0.029447236,6
0.029447236,125
0.029447236,12
0.029447236,160
0.029447236,192
0.029447236,174
0.029447236,120
0.029447236,65
0.029447236,-80
0.029447236,135
0.029447236,-72
0.029447236,188
0.029447236,-12
0.029447236,51
0.029447236,275
0.029447236,245
0.029447236,138
0.029447236,305
0.029447236,200
0.029447236,55
0.029447236,392
0.029447236,170
0.029447236,66
0.029447236,221
0.029447236,217
0.029447236,142
0.029447236,134
0.029447236,33
0.029447236,78
0.029447236,25
0.029447236,238
0.029447236,226
0.029447236,296
0.029447236,159
0.029447236,275
0.029447236,58
0.029447236,101
0.029447236,144
0.029447236,107
0.029447236,134
0.029447236,262
0.029447236,22
0.029447236,71
0.029447236,283
0.029447236,61
0.029899497,80
0.029899497,190
0.029899497,202
0.029899497,71
0.029899497,187
0.029899497,239
0.029899497,95
0.029899497,21
0.029899497,52
0.029899497,102
0.029899497,223
0.029899497,264
0.029899497,70
0.029899497,71
0.029899497,89
0.029899497,362
0.029899497,76
0.029899497,107
0.029899497,141
0.029899497,296
0.029899497,164
0.029899497,219
0.029899497,117
0.029899497,305
0.029899497,14
0.029899497,42
0.029899497,220
0.029899497,103
0.029899497,47
0.029899497,194
0.029899497,254
0.029899497,308
0.029899497,153
0.029899497,66
0.029899497,142
0.029899497,-71
0.029899497,68
0.029899497,115
0.029899497,89
0.029899497,194
0.029899497,167
0.029899497,201
0.029899497,35
0.029899497,158
0.029899497,31
0.029899497,-85
0.029899497,0
0.029899497,174
0.029899497,241
0.029899497,242
0.029899497,185
0.029899497,112
0.029899497,180
0.029899497,98
0.029899497,62
0.029899497,203
0.029899497,-51
0.029899497,240
0.029899497,9
0.029899497,29
0.029899497,148
0.029899497,142
0.029899497,65
0.029899497,178
0.029899497,58
0.029899497,203
0.029899497,79
0.029899497,143
0.029899497,105
0.029899497,306
0.029899497,320
0.029899497,86
0.029899497,122
0.029899497,102
0.029899497,229
0.029899497,101
0.029899497,96
0.029899497,155
0.029899497,203
0.029899497,81
0.029899497,167
0.029899497,204
0.029899497,143
0.029899497,241
0.029899497,122
0.029899497,140
0.029899497,59
0.029899497,239
0.029899497,68
0.029899497,220
0.029899497,118
0.029899497,80
0.029899497,82
0.029899497,172
0.029899497,165
0.029899497,88
0.029899497,277
0.029899497,26
0.029899497,168
0.029899497,177
0.030351759,348
0.030351759,249
0.030351759,254
0.030351759,49
0.030351759,226
0.030351759,73
0.030351759,230
0.030351759,125
0.030351759,352
0.030351759,123
0.030351759,139
0.030351759,291
0.030351759,171
0.030351759,189
0.030351759,137
0.030351759,126
0.030351759,175
0.030351759,271
0.030351759,-9
0.030351759,174
0.030351759,209
0.030351759,147
0.030351759,264
0.030351759,132
0.030351759,214
0.030351759,216
0.030351759,168
0.030351759,162
0.030351759,235
0.030351759,60
0.030351759,159
0.030351759,217
0.030351759,-92
0.030351759,-6
0.030351759,58
0.030351759,-13
0.030351759,174
0.030351759,150
0.030351759,181
0.030351759,106
0.030351759,109
0.030351759,80
0.030351759,199
0.030351759,105
0.030351759,159
0.030351759,146
0.030351759,191
0.030351759,115
0.030351759,154
0.030351759,-7
0.030351759,132
0.030351759,108
0.030351759,191
