a,sigma,k,u_hat,delta,outcome
0.04,0.01,0.2,0.05,0.002382804,increase
0.04,0.01,0.2,0.05,0.002382804,increase
0.04,0.01,0.2,0.05,0.002382804,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.06,0.01,0.2,0.05,0.002637777,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.08,0.01,0.2,0.05,0.002688963,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.1,0.01,0.2,0.05,0.002698152,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.12,0.01,0.2,0.05,0.002699702,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.14,0.01,0.2,0.05,0.002699953,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.16,0.01,0.2,0.05,0.002699993,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.18,0.01,0.2,0.05,0.002699999,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
0.002272727,0.01,0.2,0.05,4.70E-06,increase
0.002272727,0.01,0.2,0.05,4.70E-06,decrease
