a,replicate,gen,num_dd, num_dwt,num_d_alleles,d_fitness, popsize
0.0662,0,-1,1896,0,3792,2047.68,27830
0.0662,0,0,1629,743,4001,2071.38,26959
0.0662,0,1,1575,953,4103,2101.26,26466
0.0662,0,2,1438,1028,3904,1984.8,26480
0.0662,0,3,1297,1134,3728,1877.04,26034
0.0662,0,4,1219,1229,3667,1832.7,25627
0.0662,0,5,1210,1256,3676,1834.32,25805
0.0662,0,6,1163,1305,3631,1804.14,25476
0.0662,0,7,1083,1324,3490,1725.72,25117
0.0662,0,8,1107,1383,3597,1776.42,24774
0.0662,0,9,1083,1528,3694,1811.4,25206
0.0662,0,10,1173,1472,3818,1885.08,25281
0.0662,0,11,1171,1586,3928,1930.8,25925
0.0662,0,12,1086,1616,3788,1851.6,26105
0.0662,0,13,1047,1561,3655,1786.38,25727
0.0662,0,14,999,1568,3566,1737.48,25650
0.0662,0,15,972,1640,3584,1738.56,25379
0.0662,0,16,1028,1587,3643,1776.78,25416
0.0662,0,17,977,1626,3580,1738.08,25115
0.0662,0,18,971,1625,3567,1731.18,24867
0.0662,0,19,953,1558,3464,1683.6,25068
0.0662,0,20,1005,1626,3636,1768.32,25262
0.0662,0,21,955,1645,3555,1722.3,25111
0.0662,0,22,1058,1626,3742,1825.56,25453
0.0662,0,23,1062,1551,3675,1798.38,25398
0.0662,0,24,1032,1707,3771,1831.5,25359
0.0662,0,25,1045,1715,3805,1848.9,25054
0.0662,0,26,1033,1770,3836,1859.04,25338
0.0662,0,27,964,1689,3617,1750.5,25356
0.0662,0,28,1010,1754,3774,1827.48,25417
0.0662,0,29,964,1686,3614,1749.24,25215
0.0662,0,30,935,1611,3481,1686.42,25208
0.0662,0,31,931,1628,3490,1689.24,25178
0.0662,0,32,947,1643,3537,1712.82,25213
0.0662,0,33,867,1663,3397,1634.82,25202
0.0662,0,34,875,1606,3356,1619.52,24842
0.0662,0,35,811,1660,3282,1573.08,24775
0.0662,0,36,839,1635,3313,1592.82,24947
0.0662,0,37,840,1688,3368,1616.16,25119
0.0662,0,38,877,1640,3394,1635.96,25033
0.0662,0,39,841,1683,3365,1615.14,25442
0.0662,0,40,838,1689,3365,1614.42,25334
0.0662,0,41,851,1712,3414,1638.12,25380
0.0662,0,42,782,1628,3192,1528.32,25052
0.0662,0,43,787,1620,3194,1530.36,25212
0.0662,0,44,834,1667,3335,1600.86,25362
0.0662,0,45,818,1610,3246,1559.64,25106
0.0662,0,46,846,1614,3306,1591.56,24997
0.0662,0,47,881,1641,3403,1640.7,25131
0.0662,0,48,925,1607,3457,1673.94,25209
0.0662,0,49,857,1582,3296,1590.0,25168
0.0662,0,50,886,1648,3420,1649.04,25383
0.0662,0,51,806,1658,3270,1566.84,25430
0.0662,0,52,828,1652,3308,1588.08,25705
0.0662,0,53,783,1599,3165,1517.22,24875
0.0662,0,54,763,1646,3172,1515.36,25058
0.0662,0,55,752,1662,3166,1510.2,25522
0.0662,0,56,795,1707,3297,1575.54,25194
0.0662,0,57,770,1703,3243,1546.86,25367
0.0662,0,58,741,1639,3121,1488.66,25317
0.0662,0,59,684,1557,2925,1392.66,25673
0.0662,0,60,631,1525,2787,1321.98,25411
0.0662,0,61,567,1508,2642,1245.72,25273
0.0662,0,62,533,1486,2552,1199.76,25136
0.0662,0,63,576,1445,2597,1228.98,25203
0.0662,0,64,546,1500,2592,1219.68,25050
0.0662,0,65,446,1549,2441,1132.26,25070
0.0662,0,66,415,1500,2330,1078.2,25212
0.0662,0,67,366,1293,2025,938.34,24847
0.0662,0,68,375,1224,1974,919.08,24999
0.0662,0,69,338,1254,1930,891.72,25223
0.0662,0,70,339,1202,1880,870.96,25556
0.0662,0,71,310,1235,1855,853.5,25694
0.0662,0,72,258,1107,1623,743.58,25250
0.0662,0,73,274,1154,1702,780.6,25626
0.0662,0,74,196,1214,1606,721.56,25491
0.0662,0,75,181,1102,1464,658.32,25640
0.0662,0,76,161,1015,1337,600.18,25451
0.0662,0,77,132,981,1245,554.58,25712
0.0662,0,78,116,902,1134,504.12,25652
0.0662,0,79,88,834,1010,445.32,25490
0.0662,0,80,78,772,928,408.48,25763
0.0662,0,81,54,741,849,369.54,25413
0.0662,0,82,46,629,721,313.86,25653
0.0662,0,83,40,594,674,292.68,25388
0.0662,0,84,22,540,584,250.56,25636
0.0662,0,85,17,478,512,219.12,25967
0.0662,0,86,12,407,431,183.9,25502
0.0662,0,87,8,358,374,159.0,25495
0.0662,0,88,8,313,329,140.1,25488
0.0662,0,89,0,256,256,107.52,25549
0.0662,0,90,2,212,216,91.2,25736
0.0662,0,91,0,173,173,72.66,25959
0.0662,0,92,0,134,134,56.28,25458
0.0662,0,93,0,117,117,49.14,25610
0.0662,0,94,0,100,100,42.0,25352
0.0662,0,95,0,83,83,34.86,25216
0.0662,0,96,0,61,61,25.62,25172
0.0662,0,97,0,78,78,32.76,25736
0.0662,0,98,0,68,68,28.56,25669
0.0662,0,99,0,47,47,19.74,25672
0.0662,0,100,0,43,43,18.06,25815
0.0662,1,-1,1907,0,3814,2059.56,27841
0.0662,1,0,1471,674,3616,1871.76,26798
0.0662,1,1,1249,955,3453,1750.02,26219
0.0662,1,2,1120,1018,3258,1637.16,25714
0.0662,1,3,1127,1127,3381,1690.5,25686
0.0662,1,4,1107,1249,3463,1720.14,25713
0.0662,1,5,1105,1315,3525,1745.7,26056
0.0662,1,6,1131,1357,3619,1791.42,26289
0.0662,1,7,1017,1404,3438,1688.04,25929
0.0662,1,8,994,1445,3433,1680.42,25861
0.0662,1,9,1063,1501,3627,1778.46,25684
0.0662,1,10,1026,1437,3489,1711.62,25393
0.0662,1,11,1004,1548,3556,1734.48,25106
0.0662,1,12,1040,1606,3686,1797.72,25227
0.0662,1,13,1071,1634,3776,1842.96,25577
